Orthogroup	longest_isoform_HydraProteins	longest_isoform_HydractiniaProteins
OG0006765	Hydra|LOC100204300	Hydractinia|LOC130636747
OG0006766	Hydra|LOC100207085	Hydractinia|LOC130635736
OG0006767	Hydra|LOC100202366	Hydractinia|LOC130623421
OG0006768	Hydra|LOC100212126	Hydractinia|LOC130624173
OG0006769	Hydra|LOC100204294	Hydractinia|LOC130624284
OG0006770	Hydra|LOC100215054	Hydractinia|LOC130623284
OG0006772	Hydra|LOC100204678	Hydractinia|LOC130654005
OG0006773	Hydra|LOC100211442	Hydractinia|LOC130649147
OG0006775	Hydra|LOC100202223	Hydractinia|LOC130654285
OG0006776	Hydra|LOC124812295	Hydractinia|LOC130613255
OG0006777	Hydra|LOC100213942	Hydractinia|LOC130662510
OG0006778	Hydra|LOC100199352	Hydractinia|LOC130626174
OG0006779	Hydra|LOC101237790	Hydractinia|LOC130625290
OG0006780	Hydra|LOC124812467	Hydractinia|LOC130612861
OG0006781	Hydra|LOC100211988	Hydractinia|LOC130614403
OG0006782	Hydra|LOC100211593	Hydractinia|LOC130614474
OG0006783	Hydra|LOC100202903	Hydractinia|LOC130613720
OG0006784	Hydra|LOC100209756	Hydractinia|LOC130614884
OG0006785	Hydra|LOC100214432	Hydractinia|LOC130656409
OG0006786	Hydra|LOC100206349	Hydractinia|LOC130657444
OG0006787	Hydra|LOC100215540	Hydractinia|LOC130648355
OG0006788	Hydra|LOC100208432	Hydractinia|LOC130648354
OG0006789	Hydra|LOC100200412	Hydractinia|LOC130623336
OG0006790	Hydra|LOC100199421	Hydractinia|LOC130645253
OG0006792	Hydra|LOC105845445	Hydractinia|LOC130645223
OG0006793	Hydra|LOC101238922	Hydractinia|LOC130632664
OG0006794	Hydra|LOC101240323	Hydractinia|LOC130625625
OG0006795	Hydra|LOC100205614	Hydractinia|LOC130612218
OG0006796	Hydra|LOC100203542	Hydractinia|LOC130662353
OG0006797	Hydra|LOC100199921	Hydractinia|LOC130612211
OG0006798	Hydra|LOC100210572	Hydractinia|LOC130662496
OG0006799	copb	Hydractinia|LOC130628941
OG0006800	Hydra|LOC100198707	Hydractinia|LOC130628742
OG0006801	Hydra|LOC101241046	Hydractinia|LOC130628706
OG0006803	Hydra|LOC100211857	Hydractinia|LOC130648732
OG0006804	Hydra|LOC100205271	Hydractinia|LOC130648737
OG0006805	Hydra|LOC100209693	Hydractinia|LOC130648740
OG0006806	Hydra|LOC100215844	Hydractinia|LOC130644761
OG0006807	Hydra|LOC100202492	Hydractinia|LOC130644687
OG0006808	Hydra|LOC100199313	Hydractinia|LOC130631767
OG0006809	Hydra|LOC100215576	Hydractinia|LOC130631522
OG0006810	Hydra|LOC100203275	Hydractinia|LOC130633606
OG0006811	Hydra|LOC100201206	Hydractinia|LOC130630359
OG0006812	Hydra|LOC101240989	Hydractinia|LOC130636690
OG0006813	Hydra|LOC100204386	Hydractinia|LOC130636687
OG0006814	Hydra|LOC100210295	Hydractinia|LOC130636401
OG0006816	Hydra|LOC101234320	Hydractinia|LOC130642121
OG0006817	Hydra|LOC100208405	Hydractinia|LOC130655447
OG0006818	Hydra|LOC100209849	Hydractinia|LOC130636714
OG0006819	Hydra|LOC100202321	Hydractinia|LOC130649082
OG0006820	Hydra|LOC100198563	Hydractinia|LOC130648981
OG0006821	Hydra|LOC100206476	Hydractinia|LOC130613790
OG0006822	Hydra|LOC101235468	Hydractinia|LOC130613791
OG0006823	Hydra|LOC100201968	Hydractinia|LOC130614855
OG0006824	Hydra|LOC100208429	Hydractinia|LOC130612616
OG0006825	Hydra|LOC100199274	Hydractinia|LOC130612439
OG0006826	Hydra|LOC100206632	Hydractinia|LOC130613080
OG0006827	Hydra|LOC100197972	Hydractinia|LOC130654148
OG0006829	Hydra|LOC100214211	Hydractinia|LOC130657286
OG0006830	Hydra|LOC101237479	Hydractinia|LOC130624943
OG0006831	Hydra|LOC100213671	Hydractinia|LOC130624143
OG0006832	Hydra|LOC100198211	Hydractinia|LOC130624142
OG0006833	Hydra|LOC100212317	Hydractinia|LOC130621685
OG0006834	Hydra|LOC100211922	Hydractinia|LOC130621689
OG0006835	Hydra|LOC101237189	Hydractinia|LOC130649814, Hydractinia|LOC130647982
OG0006837	Hydra|LOC100208057	Hydractinia|LOC130614052
OG0006838	Hydra|LOC100206230	Hydractinia|LOC130614565
OG0006839	Hydra|LOC100206693	Hydractinia|LOC130613686
OG0006840	Hydra|LOC100197113	Hydractinia|LOC130613948
OG0006841	Hydra|LOC100215306	Hydractinia|LOC130628791
OG0006842	Hydra|LOC101237419	Hydractinia|LOC130649559
OG0006843	Hydra|LOC100209482	Hydractinia|LOC130647814
OG0006844	Hydra|LOC100209036	Hydractinia|LOC130645630
OG0006845	Hydra|LOC100214873	Hydractinia|LOC130622643
OG0006846	Hydra|LOC100207765	Hydractinia|LOC130622642
OG0006847	Hydra|LOC100202504	Hydractinia|LOC130623715
OG0006848	Hydra|LOC100204916	Hydractinia|LOC130623481
OG0006849	Hydra|LOC100214820	Hydractinia|LOC130654960
OG0006850	Hydra|LOC100204756	Hydractinia|LOC130653575
OG0006851	Hydra|LOC100200076	Hydractinia|LOC130625502
OG0006852	Hydra|LOC101238517	Hydractinia|LOC130636638
OG0006853	Hydra|LOC100202672	Hydractinia|LOC130636237
OG0006854	Hydra|LOC100210600	Hydractinia|LOC130636241
OG0006857	Hydra|LOC100206914	Hydractinia|LOC130634360
OG0006858	Hydra|LOC100213971	Hydractinia|LOC130641972
OG0006859	Hydra|LOC101234626	Hydractinia|LOC130640937
OG0006860	Hydra|LOC100214977	Hydractinia|LOC130614421
OG0006863	Hydra|LOC100212337	Hydractinia|LOC130623650
OG0006864	Hydra|LOC100207732	Hydractinia|LOC130623648
OG0006865	Hydra|LOC100208157	Hydractinia|LOC130644315
OG0006867	Hydra|LOC100202945	Hydractinia|LOC130662831
OG0006868	Hydra|LOC100205471	Hydractinia|LOC130634005
OG0006870	Hydra|LOC100213240	Hydractinia|LOC130622853
OG0006871	Hydra|LOC100209744	Hydractinia|LOC130644218
OG0006873	Hydra|LOC100207924	Hydractinia|LOC130649540
OG0006875	Hydra|LOC101236024	Hydractinia|LOC130622874
OG0006876	Hydra|LOC101241039	Hydractinia|LOC130656325
OG0006877	Hydra|LOC101239728	Hydractinia|LOC130621781
OG0006879	Hydra|LOC100212201	Hydractinia|LOC130641692
OG0006880	Hydra|LOC100199773	Hydractinia|LOC130628773
OG0006881	Hydra|LOC100214052	Hydractinia|LOC130641637
OG0006883	Hydra|LOC100199147	Hydractinia|LOC130657686
OG0006884	Hydra|LOC100209561	Hydractinia|LOC130656819
OG0006885	Hydra|LOC101239495	Hydractinia|LOC130662529
OG0006886	Hydra|LOC100208138	Hydractinia|LOC130662528
OG0006887	Hydra|LOC100207296	Hydractinia|LOC130662531
OG0006888	Hydra|LOC100197654	Hydractinia|LOC130641021
OG0006889	Hydra|LOC100209139	Hydractinia|LOC130641209
OG0006890	Hydra|LOC100210591	Hydractinia|LOC130626078
OG0006891	Hydra|LOC105843448	Hydractinia|LOC130612080
OG0006892	Hydra|LOC100214068	Hydractinia|LOC130613347
OG0006893	Hydra|LOC100210278	Hydractinia|LOC130645399
OG0006894	Hydra|LOC105843289	Hydractinia|LOC130654294
OG0006895	Hydra|LOC101238201	Hydractinia|LOC130613843
OG0006896	Hydra|LOC100201616	Hydractinia|LOC130630242
OG0006897	Hydra|LOC100214610	Hydractinia|LOC130635994
OG0006898	Hydra|LOC105847185	Hydractinia|LOC130644732
OG0006899	Hydra|LOC101234558	Hydractinia|LOC130662471
OG0006900	Hydra|LOC100212983	Hydractinia|LOC130662776
OG0006901	Hydra|LOC100197207	Hydractinia|LOC130654013
OG0006902	Hydra|LOC100212546	Hydractinia|LOC130654012
OG0006903	Hydra|LOC100204025	Hydractinia|LOC130645539
OG0006904	Hydra|LOC100211664	Hydractinia|LOC130656492
OG0006905	Hydra|LOC105850809	Hydractinia|LOC130655012
OG0006906	Hydra|LOC124818502	Hydractinia|LOC130647244
OG0006908	Hydra|LOC100200861	Hydractinia|LOC130647116
OG0006909	Hydra|LOC100212794	Hydractinia|LOC130622773
OG0006911	Hydra|LOC105844344	Hydractinia|LOC130612130
OG0006912	Hydra|LOC100200661	Hydractinia|LOC130636499
OG0006913	Hydra|LOC101241465	Hydractinia|LOC130635814
OG0006915	Hydra|LOC100208452	Hydractinia|LOC130647117
OG0006919	Hydra|LOC100202352	Hydractinia|LOC130622232
OG0006920	Hydra|LOC100214307	Hydractinia|LOC130648726
OG0006921	Hydra|LOC100207702	Hydractinia|LOC130654590
OG0006922	Hydra|LOC100203930	Hydractinia|LOC130653888
OG0006923	Hydra|LOC100211665	Hydractinia|LOC130640933
OG0006924	Hydra|LOC100211089	Hydractinia|LOC130641392
OG0006925	Hydra|LOC100205143	Hydractinia|LOC130645574
OG0006926	Hydra|LOC101240371	Hydractinia|LOC130622205
OG0006928	Hydra|LOC100201883	Hydractinia|LOC130636684
OG0006929	Hydra|LOC100202478	Hydractinia|LOC130654726
OG0006930	Hydra|LOC105847267, Hydra|LOC124808095	Hydractinia|LOC130635494
OG0006933	Hydra|LOC100203583	Hydractinia|LOC130629910
OG0006934	Hydra|LOC101236568	Hydractinia|LOC130657471
OG0006935	Hydra|LOC124818962, Hydra|LOC100213182	Hydractinia|LOC130656963
OG0006936	Hydra|LOC100202624	Hydractinia|LOC130657916
OG0006937	Hydra|LOC100208508	Hydractinia|LOC130657694
OG0006938	Hydra|LOC100197614	Hydractinia|LOC130621964
OG0006940	Hydra|LOC101234411	Hydractinia|LOC130612445
OG0006941	Hydra|LOC100204600	Hydractinia|LOC130662366
OG0006942	Hydra|LOC100212839	Hydractinia|LOC130655080
OG0006943	Hydra|LOC100207968	Hydractinia|LOC130614076
OG0006946	Hydra|LOC100203248	Hydractinia|LOC130655079
OG0006947	Hydra|LOC100208468	Hydractinia|LOC130656174
OG0006948	Hydra|LOC100199105	Hydractinia|LOC130622909
OG0006950	Hydra|LOC101236390	Hydractinia|LOC130645463
OG0006951	Hydra|LOC124812151, Hydra|LOC124810414, Hydra|LOC124815269	Hydractinia|LOC130629354
OG0006953	Hydra|LOC105843992	Hydractinia|LOC130622270
OG0006957	Hydra|LOC100207767	Hydractinia|LOC130625486
OG0006959	Hydra|LOC100209212	Hydractinia|LOC130641018
OG0006960	Hydra|LOC105843841	Hydractinia|LOC130641020
OG0006961	Hydra|LOC100215651	Hydractinia|LOC130654653
OG0006962	Hydra|LOC101234525	Hydractinia|LOC130654089
OG0006963	Hydra|LOC101236705	Hydractinia|LOC130630485
OG0006964	Hydra|LOC100206531	Hydractinia|LOC130625301
OG0006966	Hydra|LOC100210510	Hydractinia|LOC130636716
OG0006967	Hydra|LOC100202933	Hydractinia|LOC130654367
OG0006968	Hydra|LOC100213980	Hydractinia|LOC130654301
OG0006970	Hydra|LOC100198765	Hydractinia|LOC130654603
OG0006971	Hydra|LOC100197635	Hydractinia|LOC130645244
OG0006972	Hydra|LOC100206591	Hydractinia|LOC130614163
OG0006973	Hydra|LOC100214170	Hydractinia|LOC130623550
OG0006974	Hydra|LOC100206814	Hydractinia|LOC130649561
OG0006976	Hydra|LOC100210497	Hydractinia|LOC130654702
OG0006977	Hydra|LOC100202855	Hydractinia|LOC130629551
OG0006978	Hydra|LOC100203010	Hydractinia|LOC130629506, Hydractinia|LOC130629545
OG0006979	Hydra|LOC100212632	Hydractinia|LOC130640938
OG0006981	Hydra|LOC100207710	Hydractinia|LOC130644945
OG0006982	Hydra|LOC100205369	Hydractinia|LOC130647001
OG0006984	Hydra|LOC100202947	Hydractinia|LOC130655329
OG0006985	Hydra|LOC100210091	Hydractinia|LOC130641567
OG0006986	Hydra|LOC101239883	Hydractinia|LOC130621727
OG0006987	Hydra|LOC100207178	Hydractinia|LOC130636136
OG0006990	Hydra|LOC100201881	Hydractinia|LOC130636032
OG0006991	ATP6, Hydra|LOC124816645	Hydractinia|LOC130626424, Hydractinia|LOC130626456
OG0006992	Hydra|LOC100202842	Hydractinia|LOC130647818
OG0006995	Hydra|LOC101238297	Hydractinia|LOC130641361
OG0006997	Hydra|LOC101241241	Hydractinia|LOC130636425, Hydractinia|LOC130636410
OG0006999	Hydra|LOC100201461	Hydractinia|LOC130655897
OG0007000	Hydra|LOC100201558	Hydractinia|LOC130662649
OG0007001	Hydra|LOC100208788	Hydractinia|LOC130656136
OG0007002	Hydra|LOC100213199	Hydractinia|LOC130630195
OG0007003	Hydra|LOC100209830	Hydractinia|LOC130641732
OG0007004	Hydra|LOC105847821	Hydractinia|LOC130621337, Hydractinia|LOC130636876, Hydractinia|LOC130649116
OG0007005	Hydra|LOC100205289	Hydractinia|LOC130641019
OG0007007	Hydra|LOC100213488	Hydractinia|LOC130622176
OG0007008	Hydra|LOC100200771	Hydractinia|LOC130641013
OG0007009	Hydra|LOC101235787	Hydractinia|LOC130646015
OG0007011	Hydra|LOC100200235	Hydractinia|LOC130628746
OG0007013	Hydra|LOC100201113	Hydractinia|LOC130654091
OG0007016	Hydra|LOC100213484	Hydractinia|LOC130657546
OG0007017	Hydra|LOC100208461	Hydractinia|LOC130662324
OG0007019	Hydra|LOC100199292	Hydractinia|LOC130624105
OG0007020	Hydra|LOC105843026	Hydractinia|LOC130655849
OG0007021	Hydra|LOC105848042	Hydractinia|LOC130641600
OG0007022	Hydra|LOC100204269	Hydractinia|LOC130629063
OG0007023	Hydra|LOC100209576	Hydractinia|LOC130622347
OG0007024	Hydra|LOC100210444	Hydractinia|LOC130621839
OG0007025	Hydra|LOC100205017	Hydractinia|LOC130622203
OG0007026	Hydra|LOC100206519	Hydractinia|LOC130624979
OG0007027	Hydra|LOC100202909	Hydractinia|LOC130622518
OG0007028	Hydra|LOC100201574	Hydractinia|LOC130622505
OG0007029	Hydra|LOC101241344	Hydractinia|LOC130622507
OG0007030	Hydra|LOC100208513	Hydractinia|LOC130622510
OG0007031	Hydra|LOC100206520	Hydractinia|LOC130624172
OG0007032	Hydra|LOC100207814	Hydractinia|LOC130623554
OG0007033	Hydra|LOC100198192	Hydractinia|LOC130623062
OG0007034	Hydra|LOC100203239	Hydractinia|LOC130648931
OG0007035	Hydra|LOC100202276	Hydractinia|LOC130648883
OG0007036	Hydra|LOC100203649	Hydractinia|LOC130648822
OG0007037	Hydra|LOC100214301	Hydractinia|LOC130648812
OG0007038	Hydra|LOC101236459	Hydractinia|LOC130649564
OG0007039	Hydra|LOC101236335	Hydractinia|LOC130649060
OG0007040	Hydra|LOC100207557	Hydractinia|LOC130649408
OG0007041	Hydra|LOC100206858	Hydractinia|LOC130649407
OG0007042	Hydra|LOC100202060	Hydractinia|LOC130648360
OG0007043	Hydra|LOC100201699	Hydractinia|LOC130648932
OG0007044	Hydra|LOC100202868	Hydractinia|LOC130649532
OG0007045	Hydra|LOC100197156	Hydractinia|LOC130648830
OG0007046	Hydra|LOC100211521	Hydractinia|LOC130648378
OG0007047	cndmc1	Hydractinia|LOC130649565
OG0007048	Hydra|LOC100204497	Hydractinia|LOC130625639
OG0007049	Hydra|LOC100210491	Hydractinia|LOC130648389
OG0007050	Hydra|LOC100212706	Hydractinia|LOC130648359
OG0007051	Hydra|LOC101235701	Hydractinia|LOC130648358
OG0007052	Hydra|LOC100210626	Hydractinia|LOC130648387
OG0007053	Hydra|LOC100206170	Hydractinia|LOC130636045
OG0007054	Hydra|LOC101237324	Hydractinia|LOC130636170
OG0007055	Hydra|LOC101239003	Hydractinia|LOC130636147
OG0007056	Hydra|LOC100209202	Hydractinia|LOC130636149
OG0007057	Hydra|LOC100200108	Hydractinia|LOC130636046
OG0007058	Hydra|LOC100202664	Hydractinia|LOC130628781
OG0007059	Hydra|LOC100204641	Hydractinia|LOC130645333
OG0007060	Hydra|LOC124806876	Hydractinia|LOC130628987, Hydractinia|LOC130629117, Hydractinia|LOC130628519
OG0007061	Hydra|LOC100213470	Hydractinia|LOC130628541
OG0007062	Hydra|LOC100209188	Hydractinia|LOC130644406
OG0007064	Hydra|LOC100210102	Hydractinia|LOC130636634
OG0007065	Hydra|LOC105845342	Hydractinia|LOC130636362
OG0007066	Hydra|LOC105847333	Hydractinia|LOC130635833
OG0007067	Hydra|LOC100211183	Hydractinia|LOC130635835
OG0007068	Hydra|LOC100202959	Hydractinia|LOC130635859
OG0007069	Hydra|LOC100203632	Hydractinia|LOC130636507
OG0007070	Hydra|LOC100206180	Hydractinia|LOC130635987
OG0007071	Hydra|LOC100199645	Hydractinia|LOC130636521
OG0007072	Hydra|LOC100201759	Hydractinia|LOC130630127
OG0007073	Hydra|LOC100203968	Hydractinia|LOC130630558
OG0007074	Hydra|LOC100207129	Hydractinia|LOC130629618
OG0007075	Hydra|LOC100205184	Hydractinia|LOC130636179
OG0007076	Hydra|LOC100200525	Hydractinia|LOC130636518
OG0007077	Hydra|LOC101239335	Hydractinia|LOC130613744
OG0007078	Hydra|LOC100209234	Hydractinia|LOC130644828
OG0007079	Hydra|LOC100213262	Hydractinia|LOC130630627
OG0007080	Hydra|LOC100213753	Hydractinia|LOC130654305
OG0007081	Hydra|LOC100215063	Hydractinia|LOC130654178
OG0007082	Hydra|LOC100211465	Hydractinia|LOC130654180
OG0007083	Hydra|LOC100202386	Hydractinia|LOC130655350
OG0007084	Hydra|LOC100211146	Hydractinia|LOC130654306
OG0007085	Hydra|LOC100210132	Hydractinia|LOC130654929
OG0007086	Hydra|LOC100202393	Hydractinia|LOC130655343
OG0007087	Hydra|LOC100208496	Hydractinia|LOC130654520
OG0007088	Hydra|LOC100210454	Hydractinia|LOC130655007
OG0007089	Hydra|LOC100204955	Hydractinia|LOC130621604
OG0007090	Hydra|LOC100209668	Hydractinia|LOC130644831
OG0007091	Hydra|LOC100203367	Hydractinia|LOC130644407
OG0007092	Hydra|LOC100212355	Hydractinia|LOC130644306
OG0007093	Hydra|LOC100204973	Hydractinia|LOC130645320
OG0007094	Hydra|LOC100214439	Hydractinia|LOC130644431
OG0007095	Hydra|LOC100197054	Hydractinia|LOC130644920
OG0007096	Hydra|LOC100198272	Hydractinia|LOC130645358
OG0007097	Hydra|LOC124809150	Hydractinia|LOC130645351
OG0007098	Hydra|LOC101240440	Hydractinia|LOC130644405
OG0007099	Hydra|LOC100208843	Hydractinia|LOC130644409
OG0007100	Hydra|LOC105846112	Hydractinia|LOC130644259
OG0007101	Hydra|LOC105843877, Hydra|LOC101235491	Hydractinia|LOC130641768
OG0007102	Hydra|LOC100200044	Hydractinia|LOC130641608
OG0007103	Hydra|LOC100203992	Hydractinia|LOC130640997
OG0007105	Hydra|LOC100201918	Hydractinia|LOC130657269
OG0007106	Hydra|LOC100198357	Hydractinia|LOC130657084
OG0007107	Hydra|LOC100213914	Hydractinia|LOC130641334
OG0007108	Hydra|LOC100199243	Hydractinia|LOC130641466
OG0007109	Hydra|LOC100209070	Hydractinia|LOC130641502
OG0007110	Hydra|LOC100211841	Hydractinia|LOC130656084
OG0007111	Hydra|LOC100213735	Hydractinia|LOC130633493
OG0007112	Hydra|LOC100206141	Hydractinia|LOC130633435
OG0007113	Hydra|LOC100210445	Hydractinia|LOC130645294
OG0007114	Hydra|LOC105849118	Hydractinia|LOC130631961
OG0007115	Hydra|LOC105843520	Hydractinia|LOC130640691, Hydractinia|LOC130643593
OG0007116	Hydra|LOC100203095	Hydractinia|LOC130645302
OG0007117	Hydra|LOC100206895	Hydractinia|LOC130633467
OG0007118	Hydra|LOC100211495	Hydractinia|LOC130633073
OG0007119	Hydra|LOC100201421	Hydractinia|LOC130635069
OG0007120	Hydra|LOC100203835	Hydractinia|LOC130648558
OG0007121	Hydra|LOC100207762	Hydractinia|LOC130648921
OG0007122	Hydra|LOC100198901	Hydractinia|LOC130649190
OG0007124	Hydra|LOC100203998	Hydractinia|LOC130648916
OG0007125	Hydra|LOC105849667	Hydractinia|LOC130649355
OG0007126	Hydra|LOC101239161, Hydra|LOC124808214, Hydra|LOC124806273	Hydractinia|LOC130628659
OG0007127	Hydra|LOC101239352	Hydractinia|LOC130622295
OG0007128	Hydra|LOC100210064	Hydractinia|LOC130622028
OG0007129	Hydra|LOC101240327	Hydractinia|LOC130648172
OG0007130	Hydra|LOC100209507	Hydractinia|LOC130647389
OG0007131	Hydra|LOC100215779	Hydractinia|LOC130621975
OG0007132	Hydra|LOC100200805	Hydractinia|LOC130622672
OG0007133	Hydra|LOC101237184	Hydractinia|LOC130621161
OG0007134	Hydra|LOC100212111	Hydractinia|LOC130647061
OG0007135	Hydra|LOC100212999	Hydractinia|LOC130655726
OG0007136	Hydra|LOC100204815	Hydractinia|LOC130654615
OG0007137	Hydra|LOC100200659	Hydractinia|LOC130613321
OG0007138	Hydra|LOC100213867	Hydractinia|LOC130653586
OG0007139	Hydra|LOC100214615	Hydractinia|LOC130654800
OG0007140	Hydra|LOC100205063	Hydractinia|LOC130655379
OG0007141	Hydra|LOC100200957	Hydractinia|LOC130655576
OG0007142	Hydra|LOC100202553	Hydractinia|LOC130644356
OG0007143	Hydra|LOC100207805	Hydractinia|LOC130622072
OG0007144	Hydra|LOC100210629	Hydractinia|LOC130621155
OG0007145	Hydra|LOC101234487	Hydractinia|LOC130621158
OG0007146	Hydra|LOC101234293	Hydractinia|LOC130622659
OG0007147	Hydra|LOC105850946	Hydractinia|LOC130621499
OG0007148	Hydra|LOC100197110	Hydractinia|LOC130621154
OG0007149	Hydra|LOC100214067	Hydractinia|LOC130622617
OG0007150	Hydra|LOC101235774	Hydractinia|LOC130621126
OG0007151	Hydra|LOC100199961	Hydractinia|LOC130654621
OG0007152	Hydra|LOC100199825	Hydractinia|LOC130654127
OG0007153	Hydra|LOC100198864	Hydractinia|LOC130654079
OG0007154	Hydra|LOC100192266	Hydractinia|LOC130655442
OG0007155	Hydra|LOC100209305	Hydractinia|LOC130654093
OG0007156	Hydra|LOC100201235	Hydractinia|LOC130655516
OG0007157	Hydra|LOC105850054	Hydractinia|LOC130654318
OG0007158	Hydra|LOC100200494	Hydractinia|LOC130655478
OG0007159	Hydra|LOC100202835	Hydractinia|LOC130654617
OG0007160	Hydra|LOC100202200	Hydractinia|LOC130654317
OG0007161	Hydra|LOC101238183	Hydractinia|LOC130654724
OG0007162	Hydra|LOC100206755	Hydractinia|LOC130656336
OG0007163	Hydra|LOC100201232	Hydractinia|LOC130657926
OG0007164	Hydra|LOC100200635	Hydractinia|LOC130613776
OG0007165	Hydra|LOC100213589	Hydractinia|LOC130614841
OG0007166	Hydra|LOC100198433	Hydractinia|LOC130614656
OG0007167	Hydra|LOC100212882	Hydractinia|LOC130656921
OG0007168	Hydra|LOC100197704	Hydractinia|LOC130636645
OG0007169	Hydra|LOC101236948	Hydractinia|LOC130640866, Hydractinia|LOC130643855
OG0007171	Hydra|LOC101234624	Hydractinia|LOC130628846, Hydractinia|LOC130629418, Hydractinia|LOC130629374
OG0007172	Hydra|LOC100208163	Hydractinia|LOC130656753
OG0007173	Hydra|LOC100199740	Hydractinia|LOC130656215
OG0007174	Hydra|LOC100209384	Hydractinia|LOC130656859
OG0007175	Hydra|LOC100209327	Hydractinia|LOC130656442
OG0007176	Hydra|LOC101240707	Hydractinia|LOC130656850
OG0007177	Hydra|LOC100212296	Hydractinia|LOC130656855
OG0007178	Hydra|LOC100210901	Hydractinia|LOC130657281
OG0007179	Hydra|LOC100207511	Hydractinia|LOC130656308
OG0007180	Hydra|LOC100199516	Hydractinia|LOC130657414
OG0007181	Hydra|LOC100206735	Hydractinia|LOC130656482
OG0007182	Hydra|LOC100208590	Hydractinia|LOC130656869
OG0007183	Hydra|LOC100212170	Hydractinia|LOC130656854
OG0007184	Hydra|LOC100197383	Hydractinia|LOC130621166
OG0007185	Hydra|LOC100204004	Hydractinia|LOC130623660
OG0007186	Hydra|LOC100202373	Hydractinia|LOC130624254
OG0007187	Hydra|LOC100214123	Hydractinia|LOC130644618
OG0007188	Hydra|LOC100208568	Hydractinia|LOC130645339
OG0007189	Hydra|LOC100200347	Hydractinia|LOC130644747
OG0007190	Hydra|LOC100201114	Hydractinia|LOC130645330
OG0007191	Hydra|LOC100206871	Hydractinia|LOC130644647
OG0007192	Hydra|LOC100215171	Hydractinia|LOC130644286
OG0007193	Hydra|LOC100214857	Hydractinia|LOC130644902
OG0007194	Hydra|LOC100209167	Hydractinia|LOC130656618
