Orthogroup	longest_isoform_HydraProteins	longest_isoform_NematostellaProteins
OG0005221	Hydra|LOC101238412	Nematostella|LOC5499239
OG0005223	Hydra|LOC105844320	Nematostella|LOC5510879, Nematostella|LOC5519413
OG0005225	Hydra|LOC100199446	Nematostella|LOC5510508
OG0005227	Hydra|LOC100202090	Nematostella|LOC5505167
OG0005228	Hydra|LOC100198081	Nematostella|LOC5515242
OG0005229	Hydra|LOC100208837	Nematostella|LOC5515275
OG0005231	Hydra|LOC100214157	Nematostella|LOC5522134
OG0005234	Hydra|LOC100207938	Nematostella|LOC5520075
OG0005235	Hydra|LOC100215557	Nematostella|LOC5510560
OG0005236	Hydra|LOC100210778	Nematostella|LOC5514672
OG0005237	Hydra|LOC100215867	Nematostella|LOC5501462
OG0005238	Hydra|LOC101241569	Nematostella|LOC5502299
OG0005240	Hydra|LOC100212510	Nematostella|LOC5506690
OG0005241	Hydra|LOC100212840	Nematostella|LOC5505587
OG0005243	Hydra|LOC100211237	Nematostella|LOC5504310
OG0005244	Hydra|LOC101235051	Nematostella|LOC5507122
OG0005245	Hydra|LOC100204948	Nematostella|LOC5510780
OG0005246	Hydra|LOC100207934	Nematostella|LOC5504798
OG0005247	Hydra|LOC100197634	Nematostella|LOC5515660
OG0005248	Hydra|LOC100213052	Nematostella|LOC5509427
OG0005249	Hydra|LOC100214193	Nematostella|LOC5521175
OG0005250	Hydra|LOC100210563	Nematostella|LOC5512469
OG0005251	Hydra|LOC100207044	Nematostella|LOC5502779
OG0005252	Hydra|LOC100203624	Nematostella|LOC5519850
OG0005253	Hydra|LOC100203821	Nematostella|LOC5502944
OG0005254	Hydra|LOC101240388	Nematostella|LOC5503296
OG0005256	Hydra|LOC100201769	Nematostella|LOC5509157
OG0005257	Hydra|LOC100205419	Nematostella|LOC5503840
OG0005258	Hydra|LOC101237455	Nematostella|LOC5507620
OG0005260	Hydra|LOC100213907	Nematostella|LOC5508749
OG0005261	Hydra|LOC101235401	Nematostella|LOC5510157
OG0005262	Hydra|LOC100199055	Nematostella|LOC5519800
OG0005263	Hydra|LOC100207349	Nematostella|LOC5518765
OG0005264	Hydra|LOC101240882	Nematostella|LOC5514667
OG0005265	Hydra|LOC100211296	Nematostella|LOC5506955
OG0005266	Hydra|LOC100213066	Nematostella|LOC116601589
OG0005267	Hydra|LOC100208384	Nematostella|LOC5503004
OG0005270	Hydra|LOC100205824	Nematostella|LOC5513646
OG0005271	Hydra|LOC100215404	Nematostella|LOC5512621
OG0005272	Hydra|LOC100200434	Nematostella|LOC5518046
OG0005273	Hydra|LOC100202458	Nematostella|LOC5510840
OG0005274	Hydra|LOC100206264	Nematostella|LOC5513403
OG0005275	Hydra|LOC100199650	Nematostella|LOC5518158
OG0005276	Hydra|LOC100201539	Nematostella|LOC5511853
OG0005277	Hydra|LOC100200834	Nematostella|LOC5500517
OG0005278	Hydra|LOC100207299	Nematostella|LOC5513739
OG0005279	Hydra|LOC100204188	Nematostella|LOC5511521
OG0005280	Hydra|LOC100204814	Nematostella|LOC116616258
OG0005281	Hydra|LOC100209762	Nematostella|LOC5506022
OG0005284	Hydra|LOC100208923	Nematostella|LOC5508135
OG0005285	Hydra|LOC101240826	Nematostella|LOC5512065
OG0005287	Hydra|LOC100197338	Nematostella|LOC5502098
OG0005288	Hydra|LOC100203279	Nematostella|LOC5520803
OG0005289	Hydra|LOC100213905	Nematostella|LOC5501794
OG0005290	Hydra|LOC100211344	Nematostella|LOC5520846
OG0005291	Hydra|LOC100214474	Nematostella|LOC5500608
OG0005292	Hydra|LOC105844527	Nematostella|LOC5518461
OG0005293	Hydra|LOC100215136	Nematostella|LOC116609559
OG0005294	Hydra|LOC101236821	Nematostella|LOC5511798
OG0005295	Hydra|LOC100203976	Nematostella|LOC5517559
OG0005296	Hydra|LOC100202884	Nematostella|LOC116603038
OG0005297	Hydra|LOC100214198	Nematostella|LOC5511406
OG0005298	Hydra|LOC100199471	Nematostella|LOC5502086
OG0005299	Hydra|LOC100207877	Nematostella|LOC5520483
OG0005300	Hydra|LOC101236968	Nematostella|LOC116601176
OG0005301	Hydra|LOC100211012	Nematostella|LOC5502214
OG0005302	Hydra|LOC100209373	Nematostella|LOC5511176
OG0005304	Hydra|LOC100210854	Nematostella|LOC5513574
OG0005306	Hydra|LOC100199304	Nematostella|LOC5511775
OG0005307	Hydra|LOC100210215	Nematostella|LOC5510196
OG0005309	Hydra|LOC100208034	Nematostella|LOC5505928
OG0005311	Hydra|LOC100206589	Nematostella|LOC5514715
OG0005312	Hydra|LOC100206827	Nematostella|LOC5504990
OG0005313	Hydra|LOC101239131	Nematostella|LOC5505007
OG0005314	Hydra|LOC100208403	Nematostella|LOC5507608
OG0005315	Hydra|LOC100198080	Nematostella|LOC5519050
OG0005316	Hydra|LOC100206966	Nematostella|LOC5505827
OG0005317	Hydra|LOC101234502	Nematostella|LOC116603011
OG0005319	Hydra|LOC100214427	Nematostella|LOC5521214
OG0005320	Hydra|LOC105848637	Nematostella|LOC5518964
OG0005321	Hydra|LOC100212868	Nematostella|LOC116618146
OG0005323	Hydra|LOC100209377	Nematostella|LOC5521314
OG0005324	Hydra|LOC100206169	Nematostella|LOC5521752
OG0005325	Hydra|LOC100198447	Nematostella|LOC5521292
OG0005326	Hydra|LOC124807635	Nematostella|LOC5511186
OG0005327	Hydra|LOC100215933	Nematostella|LOC5508761
OG0005328	Hydra|LOC100212861	Nematostella|LOC5512200
OG0005329	Hydra|LOC105843702	Nematostella|LOC5510074
OG0005330	Hydra|LOC100201311	Nematostella|LOC5502941
OG0005331	Hydra|LOC100201081	Nematostella|LOC5510394
OG0005332	Hydra|LOC100211417	Nematostella|LOC125557550
OG0005333	Hydra|LOC101235332	Nematostella|LOC5500546
OG0005335	Hydra|LOC100202509	Nematostella|LOC5507815
OG0005336	Hydra|LOC100215715	Nematostella|LOC5510976
OG0005338	Hydra|LOC100211877	Nematostella|LOC5510606
OG0005340	Hydra|LOC100212150	Nematostella|LOC5506631
OG0005343	Hydra|LOC100213081	Nematostella|LOC5508248
OG0005344	Hydra|LOC100206694	Nematostella|LOC5511877
OG0005345	Hydra|LOC100200992	Nematostella|LOC5511850
OG0005346	Hydra|LOC100199753	Nematostella|LOC5511893
OG0005347	Hydra|LOC100199966	Nematostella|LOC5511921
OG0005348	Hydra|LOC100212491	Nematostella|LOC5516018
OG0005349	Hydra|LOC100206022	Nematostella|LOC5510047
OG0005351	Hydra|LOC100199143	Nematostella|LOC5514244
OG0005352	Hydra|LOC100200535	Nematostella|LOC5522265
OG0005353	Hydra|LOC100213499	Nematostella|LOC5508682
OG0005354	Hydra|LOC100197850	Nematostella|LOC5508681
OG0005355	Hydra|LOC100205496	Nematostella|LOC5509125
OG0005356	Hydra|LOC100204296	Nematostella|LOC5502379
OG0005357	Hydra|LOC100204578	Nematostella|LOC5508694
OG0005358	Hydra|LOC100197001	Nematostella|LOC5512519
OG0005359	Hydra|LOC100208929	Nematostella|LOC5514324
OG0005360	Hydra|LOC100209415	Nematostella|LOC5518541
OG0005361	Hydra|LOC100200278	Nematostella|LOC5511419
OG0005362	Hydra|LOC100202673	Nematostella|LOC5518505
OG0005363	Hydra|LOC100210906	Nematostella|LOC5507398
OG0005364	Hydra|LOC100214412	Nematostella|LOC5509042
OG0005365	Hydra|LOC100214471	Nematostella|LOC5509542
OG0005366	Hydra|LOC100202242	Nematostella|LOC5505621
OG0005367	Hydra|LOC101240690	Nematostella|LOC5509602
OG0005368	Hydra|LOC100207389	Nematostella|LOC5503946
OG0005369	Hydra|LOC100215141	Nematostella|LOC5505028
OG0005370	Hydra|LOC100202029	Nematostella|LOC5518447
OG0005371	Hydra|LOC100199731	Nematostella|LOC5515769
OG0005372	Hydra|LOC100215367	Nematostella|LOC5505008
OG0005373	Hydra|LOC100204649	Nematostella|LOC5501393
OG0005374	Hydra|LOC100209983	Nematostella|LOC5504052
OG0005375	Hydra|LOC100198432	Nematostella|LOC5506265
OG0005376	Hydra|LOC100199699	Nematostella|LOC5509974
OG0005377	Hydra|LOC100206719	Nematostella|LOC5515020
OG0005378	Hydra|LOC101239998	Nematostella|LOC5503795
OG0005379	Hydra|LOC101239367	Nematostella|LOC5503347
OG0005380	Hydra|LOC100204917	Nematostella|LOC5511507
OG0005381	Hydra|LOC101234483	Nematostella|LOC5504942
OG0005382	Hydra|LOC100214855	Nematostella|LOC5516724
OG0005383	Hydra|LOC105848440	Nematostella|LOC5510167
OG0005384	Hydra|LOC100209293	Nematostella|LOC5515150
OG0005385	Hydra|LOC100205518	Nematostella|LOC5518130
OG0005387	Hydra|LOC100211357	Nematostella|LOC5517287
OG0005388	Hydra|LOC100206717	Nematostella|LOC5502901
OG0005389	Hydra|LOC100210259	Nematostella|LOC5505311
OG0005390	Hydra|LOC105848152	Nematostella|LOC5504492
OG0005391	Hydra|LOC100200179	Nematostella|LOC5504355
OG0005392	Hydra|LOC100214423	Nematostella|LOC5515855
OG0005393	Hydra|LOC100203211	Nematostella|LOC116618471
OG0005394	Hydra|LOC101234828	Nematostella|LOC5508065
OG0005395	Hydra|LOC100213960	Nematostella|LOC5517392
OG0005396	Hydra|LOC100200632	Nematostella|LOC5520396
OG0005397	Hydra|LOC100207984	Nematostella|LOC5508147
OG0005398	Hydra|LOC100215958	Nematostella|LOC5516345
OG0005399	Hydra|LOC101234523	Nematostella|LOC5520389
OG0005401	Hydra|LOC100198702	Nematostella|LOC5502744
OG0005402	Hydra|LOC100214547	Nematostella|LOC5512309
OG0005404	Hydra|LOC100198914	Nematostella|LOC5504868
OG0005405	Hydra|LOC100207420	Nematostella|LOC5512308
OG0005406	Hydra|LOC101237472	Nematostella|LOC5507200
OG0005407	Hydra|LOC101234912	Nematostella|LOC5504223
OG0005409	Hydra|LOC100209911	Nematostella|LOC5518405
OG0005411	Hydra|LOC100205442	Nematostella|LOC5506141
OG0005412	Hydra|LOC100213014	Nematostella|LOC5509747
OG0005413	Hydra|LOC100203776	Nematostella|LOC5514956
OG0005414	Hydra|LOC101237132	Nematostella|LOC5509689
OG0005415	Hydra|LOC100198152	Nematostella|LOC5520810
OG0005416	Hydra|LOC100199025	Nematostella|LOC5507011
OG0005417	Hydra|LOC100206537	Nematostella|LOC5519402
OG0005418	Hydra|LOC100209984	Nematostella|LOC5511861
OG0005419	Hydra|LOC100215064	Nematostella|LOC5507119
OG0005420	Hydra|LOC100197010	Nematostella|LOC5512787
OG0005421	Hydra|LOC101240579	Nematostella|LOC5506332
OG0005422	Hydra|LOC100203591	Nematostella|LOC5513218
OG0005423	Hydra|LOC100207864	Nematostella|LOC5513219
OG0005424	Hydra|LOC100192292	Nematostella|LOC5519990
OG0005426	Hydra|LOC105843205	Nematostella|LOC5505673
OG0005427	Hydra|LOC105843342	Nematostella|LOC5513846
OG0005428	Hydra|LOC100204854	Nematostella|LOC5501452
OG0005430	Hydra|LOC100205652	Nematostella|LOC5508726
OG0005431	Hydra|LOC100201062	Nematostella|LOC5503631
OG0005433	Hydra|LOC100203605	Nematostella|LOC5501210
OG0005434	Hydra|LOC100214128	Nematostella|LOC5512263
OG0005435	Hydra|LOC100201488	Nematostella|LOC5501234
OG0005436	Hydra|LOC100211608	Nematostella|LOC5519550
OG0005437	Hydra|LOC100201163	Nematostella|LOC5510855
OG0005438	Hydra|LOC100197996	Nematostella|LOC5511905
OG0005439	Hydra|LOC100210396	Nematostella|LOC5503569
OG0005440	Hydra|LOC100200791	Nematostella|LOC5504555
OG0005441	Hydra|LOC105843360	Nematostella|LOC5514780
OG0005442	Hydra|LOC100208736	Nematostella|LOC116612004
OG0005443	Hydra|LOC100212348	Nematostella|LOC5515739
OG0005444	Hydra|LOC100201994	Nematostella|LOC5521799
OG0005445	Hydra|LOC105843063	Nematostella|LOC5525233
OG0005446	Hydra|LOC124813144	Nematostella|LOC5515591
OG0005447	Hydra|LOC100213117	Nematostella|LOC5521715
OG0005448	Hydra|LOC100215042	Nematostella|LOC5516082
OG0005449	Hydra|LOC100209955	Nematostella|LOC5505368
OG0005450	Hydra|LOC100199498	Nematostella|LOC5521161
OG0005451	Hydra|LOC100199396	Nematostella|LOC5517962
OG0005452	Hydra|LOC101234472	Nematostella|LOC5521736
OG0005453	Hydra|LOC100199683	Nematostella|LOC5516792
OG0005454	Hydra|LOC100206251	Nematostella|LOC116620818
OG0005455	Hydra|LOC100210270	Nematostella|LOC5505721
OG0005456	Hydra|LOC100208615	Nematostella|LOC5505005
OG0005457	Hydra|LOC100208218	Nematostella|LOC5505256
OG0005458	Hydra|LOC101237467	Nematostella|LOC5505266
OG0005460	Hydra|LOC105845117	Nematostella|LOC5513448
OG0005461	Hydra|LOC100202157	Nematostella|LOC5505258
OG0005462	Hydra|LOC100203913	Nematostella|LOC5518401
OG0005463	Hydra|LOC100206064	Nematostella|LOC5520024
OG0005464	Hydra|LOC101239513	Nematostella|LOC5514307
OG0005465	Hydra|LOC100211530	Nematostella|LOC5504342
OG0005466	Hydra|LOC100200223	Nematostella|LOC5513148
OG0005467	Hydra|LOC100205294	Nematostella|LOC5514038
OG0005468	Hydra|LOC100204125	Nematostella|LOC5517922
OG0005469	Hydra|LOC100200188	Nematostella|LOC5515498
OG0005470	Hydra|LOC100207049	Nematostella|LOC5511985
OG0005471	Hydra|LOC100202185	Nematostella|LOC5521756
OG0005472	Hydra|LOC100212965	Nematostella|LOC5525234
OG0005473	Hydra|LOC100204351	Nematostella|LOC116612022
OG0005474	Hydra|LOC100203524	Nematostella|LOC116601852
OG0005475	Hydra|LOC100211504	Nematostella|LOC5507635
OG0005476	Hydra|LOC100210455	Nematostella|LOC5502056
OG0005477	Hydra|LOC101238713	Nematostella|LOC5517777
OG0005478	Hydra|LOC101235711	Nematostella|LOC5504343
OG0005479	Hydra|LOC100209709	Nematostella|LOC5510940
OG0005480	Hydra|LOC100204520	Nematostella|LOC5517458
OG0005481	Hydra|LOC100215621	Nematostella|LOC116621199
OG0005482	Hydra|LOC100215812	Nematostella|LOC5519593
OG0005483	Hydra|LOC100205341	Nematostella|LOC5519703
OG0005484	Hydra|LOC124816598	Nematostella|LOC5506016
OG0005485	Hydra|LOC100202305	Nematostella|LOC5517464
OG0005486	Hydra|LOC100215193	Nematostella|LOC5517461
OG0005487	Hydra|LOC100207195	Nematostella|LOC5511121
OG0005488	Hydra|LOC100215831	Nematostella|LOC5514419
OG0005490	Hydra|LOC100210152	Nematostella|LOC5517839
OG0005491	Hydra|LOC100202304	Nematostella|LOC5510370
OG0005492	Hydra|LOC100209061	Nematostella|LOC5517805
OG0005494	Hydra|LOC100204453	Nematostella|LOC5508966
OG0005495	Hydra|LOC100201748	Nematostella|LOC5501190
OG0005496	Hydra|LOC100208407	Nematostella|LOC5514174
OG0005497	Hydra|LOC100205917	Nematostella|LOC5514141
OG0005498	Hydra|LOC100213682	Nematostella|LOC5509160
OG0005499	Hydra|LOC101238826	Nematostella|LOC5515437
OG0005500	Hydra|LOC100200285	Nematostella|LOC5508713
OG0005501	Hydra|LOC100205421	Nematostella|LOC5503588
OG0005504	Hydra|LOC100207809	Nematostella|LOC116613003
OG0005505	Hydra|LOC100205732	Nematostella|LOC116602120
OG0005506	Hydra|LOC100210956	Nematostella|LOC5521616
OG0005507	Hydra|LOC101240060	Nematostella|LOC5517986
OG0005509	Hydra|LOC100197706	Nematostella|LOC5506278
OG0005510	Hydra|LOC100202201	Nematostella|LOC5506484
OG0005512	Hydra|LOC100198854	Nematostella|LOC5521232
OG0005513	Hydra|LOC100211141	Nematostella|LOC5514023
OG0005514	Hydra|LOC105844501	Nematostella|LOC5521348
OG0005515	Hydra|LOC100212109	Nematostella|LOC5516837
OG0005516	Hydra|LOC100215658	Nematostella|LOC116611891
OG0005517	Hydra|LOC100206235	Nematostella|LOC5519372
OG0005518	Hydra|LOC100209764	Nematostella|LOC5521155
OG0005519	Hydra|LOC100201399	Nematostella|LOC5505197
OG0005520	Hydra|LOC100214951	Nematostella|LOC5514084
OG0005521	Hydra|LOC105843263	Nematostella|LOC5507342
OG0005522	Hydra|LOC101234890	Nematostella|LOC5514289
OG0005523	Hydra|LOC100211909	Nematostella|LOC5519738
OG0005524	Hydra|LOC100212624	Nematostella|LOC5521317
OG0005525	Hydra|LOC100198918	Nematostella|LOC5521851
OG0005526	Hydra|LOC101236919	Nematostella|LOC5521488
OG0005527	Hydra|LOC100199070	Nematostella|LOC5504502
OG0005528	Hydra|LOC100203995	Nematostella|LOC5514116
OG0005529	Hydra|LOC100198322	Nematostella|LOC5501990
OG0005531	Hydra|LOC100215579	Nematostella|LOC116611522
OG0005532	Hydra|LOC100210447	Nematostella|LOC5515363
OG0005533	Hydra|LOC100212843	Nematostella|LOC5521444
OG0005534	Hydra|LOC100206653	Nematostella|LOC5502802
OG0005535	Hydra|LOC100214419	Nematostella|LOC5515102
OG0005536	Hydra|LOC100206473	Nematostella|LOC5519361
OG0005537	Hydra|LOC100214207	Nematostella|LOC5519913
OG0005538	Hydra|LOC101238068	Nematostella|LOC5521383
OG0005539	Hydra|LOC100208747	Nematostella|LOC5518494
OG0005540	Hydra|LOC100213284	Nematostella|LOC5510538
OG0005541	Hydra|LOC100199403	Nematostella|LOC5521070
OG0005542	Hydra|LOC101240561	Nematostella|LOC5509180
OG0005543	Hydra|LOC100207222	Nematostella|LOC5512048
OG0005544	Hydra|LOC100206293	Nematostella|LOC5514622
OG0005545	Hydra|LOC100200827	Nematostella|LOC5513282
OG0005546	Hydra|LOC101241428	Nematostella|LOC5509981
OG0005548	Hydra|LOC100209015	Nematostella|LOC5513560
OG0005549	Hydra|LOC100214964	Nematostella|LOC5514553
OG0005550	Hydra|LOC100203520	Nematostella|LOC5522075
OG0005551	Hydra|LOC100202612	Nematostella|LOC5513597
OG0005552	Hydra|LOC100206231	Nematostella|LOC5506011
OG0005554	Hydra|LOC100207951	Nematostella|LOC116619927
OG0005555	Hydra|LOC100208024	Nematostella|LOC5517850
OG0005556	Hydra|LOC100213479	Nematostella|LOC5521211
OG0005557	Hydra|LOC100204849	Nematostella|LOC5508910
OG0005558	Hydra|LOC100197676	Nematostella|LOC5511329
OG0005560	Hydra|LOC100198796	Nematostella|LOC5510578
OG0005561	Hydra|LOC100208626	Nematostella|LOC5500800
OG0005562	Hydra|LOC100197918	Nematostella|LOC5510806
OG0005563	Hydra|LOC100215415	Nematostella|LOC5513126
OG0005564	Hydra|LOC100203313	Nematostella|LOC5519684
OG0005565	Hydra|LOC100207291	Nematostella|LOC5518066
OG0005566	Hydra|LOC100212832	Nematostella|LOC5518460
OG0005567	Hydra|LOC100208281	Nematostella|LOC5502082
OG0005568	Hydra|LOC100202068	Nematostella|LOC5516495
OG0005569	Hydra|LOC100205420	Nematostella|LOC5507715
OG0005570	Hydra|LOC100208734	Nematostella|LOC5518407
OG0005571	Hydra|LOC101241073	Nematostella|LOC5519973
OG0005572	Hydra|LOC100209917	Nematostella|LOC5519971
OG0005573	Hydra|LOC100204139	Nematostella|LOC5504082
OG0005574	Hydra|LOC100199988	Nematostella|LOC5511098
OG0005575	Hydra|LOC101239275	Nematostella|LOC5506162
OG0005576	Hydra|LOC100204950	Nematostella|LOC5521586
OG0005577	Hydra|LOC100213401	Nematostella|LOC5519332
OG0005578	Hydra|LOC100192227	Nematostella|LOC5519364
OG0005579	Hydra|LOC100200344	Nematostella|LOC5503798
OG0005580	Hydra|LOC101239671	Nematostella|LOC5515233
OG0005581	Hydra|LOC100203300	Nematostella|LOC5516992
OG0005582	Hydra|LOC100212162	Nematostella|LOC5515204
OG0005583	Hydra|LOC101235905	Nematostella|LOC5512047
OG0005584	Hydra|LOC101235134	Nematostella|LOC5515032
OG0005585	Hydra|LOC100209549	Nematostella|LOC5512843
OG0005586	Hydra|LOC101238090	Nematostella|LOC5502496
OG0005587	Hydra|LOC100207151	Nematostella|LOC5514822
OG0005588	Hydra|LOC101237678	Nematostella|LOC5513255
OG0005589	Hydra|LOC100205299	Nematostella|LOC5508784
OG0005590	Hydra|LOC100208824	Nematostella|LOC5506497
OG0005591	Hydra|LOC100213268	Nematostella|LOC5502459
OG0005593	Hydra|LOC100198097	Nematostella|LOC5505767
OG0005594	Hydra|LOC100205738	Nematostella|LOC5518465
OG0005595	Hydra|LOC100201400	Nematostella|LOC5517542
OG0005596	Hydra|LOC100198643	Nematostella|LOC5514708
OG0005597	Hydra|LOC101238746	Nematostella|LOC116612335
OG0005598	Hydra|LOC100203774	Nematostella|LOC5508649
OG0005599	Hydra|LOC101237785	Nematostella|LOC5505804
OG0005600	Hydra|LOC100199257	Nematostella|LOC5503766
OG0005601	Hydra|LOC101237646	Nematostella|LOC116619591
OG0005602	Hydra|LOC100207681	Nematostella|LOC5506391
OG0005603	Hydra|LOC100200760	Nematostella|LOC5515578
OG0005604	Hydra|LOC100209080	Nematostella|LOC5521713
OG0005605	Hydra|LOC100213646	Nematostella|LOC5514827
OG0005606	Hydra|LOC100201295	Nematostella|LOC5515502
OG0005607	Hydra|LOC100203456	Nematostella|LOC5502795
OG0005608	Hydra|LOC100198642	Nematostella|LOC5521777
OG0005609	Hydra|LOC100211235	Nematostella|LOC5514348
OG0005610	Hydra|LOC100204705	Nematostella|LOC5514213
OG0005611	Hydra|LOC100198377	Nematostella|LOC5514207
OG0005612	Hydra|LOC100215822	Nematostella|LOC5504562
OG0005613	Hydra|LOC100208727	Nematostella|LOC5515595
OG0005614	Hydra|LOC100199875	Nematostella|LOC5506044
OG0005615	Hydra|LOC100213798	Nematostella|LOC5505300
OG0005616	Hydra|LOC100197217	Nematostella|LOC5518725
OG0005617	Hydra|LOC100212893	Nematostella|LOC5520094
OG0005618	Hydra|LOC100201337	Nematostella|LOC5518223
OG0005619	Hydra|LOC100209463	Nematostella|LOC5506337
OG0005620	Hydra|LOC124816641	Nematostella|LOC5512886
OG0005621	Hydra|LOC101241110	Nematostella|LOC5508868
OG0005622	piwil1	Nematostella|LOC5522388
OG0005623	Hydra|LOC100204978	Nematostella|LOC5511182
OG0005624	Hydra|LOC100204457	Nematostella|LOC5519978
OG0005625	Hydra|LOC100211180	Nematostella|LOC5519283
OG0005626	Hydra|LOC100214624	Nematostella|LOC5512496
OG0005627	lgr	Nematostella|LOC5515179
OG0005628	Hydra|LOC100205434	Nematostella|LOC5521555
OG0005629	Hydra|LOC100214677	Nematostella|LOC5515697
OG0005630	Hydra|LOC100198502	Nematostella|LOC5518343
OG0005631	Hydra|LOC100200226	Nematostella|LOC5521146
OG0005632	Hydra|LOC100210186	Nematostella|LOC5516791
OG0005633	Hydra|LOC100200352	Nematostella|LOC5511159
OG0005634	Hydra|LOC100200095	Nematostella|LOC5519783
OG0005635	Hydra|LOC101237622	Nematostella|LOC5510432
OG0005636	Hydra|LOC101237979	Nematostella|LOC5514675
OG0005637	Hydra|LOC100207031	Nematostella|LOC5521551
OG0005638	Hydra|LOC100206258	Nematostella|LOC5512049
OG0005639	Hydra|LOC100215772	Nematostella|LOC5521372
OG0005640	Hydra|LOC100214475	Nematostella|LOC5507465
OG0005641	Hydra|LOC100198859	Nematostella|LOC5508249
OG0005642	Hydra|LOC100213429	Nematostella|LOC5506810
OG0005643	Hydra|LOC100214324	Nematostella|LOC5503401
OG0005644	Hydra|LOC100214171	Nematostella|LOC5518987
OG0005645	Hydra|LOC100214280	Nematostella|LOC5516775
OG0005646	Hydra|LOC100200493	Nematostella|LOC5514912
OG0005647	Hydra|LOC100214681	Nematostella|LOC5511915
OG0005649	Hydra|LOC124811451	Nematostella|LOC5520001
