Orthogroup	longest_isoform_HydraProteins	longest_isoform_ClytiaProteins
OG0005422	Hydra|LOC100203591	Clytia|LOC_006441
OG0005423	Hydra|LOC100207864	Clytia|LOC_006442
OG0005424	Hydra|LOC100192292	Clytia|LOC_006443
OG0005426	Hydra|LOC105843205	Clytia|LOC_006459
OG0005427	Hydra|LOC105843342	Clytia|LOC_006463
OG0005428	Hydra|LOC100204854	Clytia|LOC_006464
OG0005429	Hydra|LOC100197343, Hydra|LOC101241855	Clytia|LOC_006466
OG0005430	Hydra|LOC100205652	Clytia|LOC_006469
OG0005431	Hydra|LOC100201062	Clytia|LOC_006470
OG0005433	Hydra|LOC100203605	Clytia|LOC_006476
OG0005434	Hydra|LOC100214128	Clytia|LOC_006481
OG0005435	Hydra|LOC100201488	Clytia|LOC_006490
OG0005436	Hydra|LOC100211608	Clytia|LOC_006491
OG0005437	Hydra|LOC100201163	Clytia|LOC_006493
OG0005438	Hydra|LOC100197996	Clytia|LOC_006496
OG0005439	Hydra|LOC100210396	Clytia|LOC_006529
OG0005440	Hydra|LOC100200791	Clytia|LOC_006530
OG0005441	Hydra|LOC105843360	Clytia|LOC_006535
OG0005442	Hydra|LOC100208736	Clytia|LOC_006537
OG0005443	Hydra|LOC100212348	Clytia|LOC_006551, Clytia|LOC_006539
OG0005444	Hydra|LOC100201994	Clytia|LOC_006540
OG0005445	Hydra|LOC105843063	Clytia|LOC_006544
OG0005446	Hydra|LOC124813144	Clytia|LOC_006548
OG0005447	Hydra|LOC100213117	Clytia|LOC_006550
OG0005448	Hydra|LOC100215042	Clytia|LOC_006569
OG0005449	Hydra|LOC100209955	Clytia|LOC_006583
OG0005450	Hydra|LOC100199498	Clytia|LOC_006593
OG0005451	Hydra|LOC100199396	Clytia|LOC_006594
OG0005452	Hydra|LOC101234472	Clytia|LOC_006596
OG0005453	Hydra|LOC100199683	Clytia|LOC_006597
OG0005454	Hydra|LOC100206251	Clytia|LOC_006602
OG0005455	Hydra|LOC100210270	Clytia|LOC_006618
OG0005456	Hydra|LOC100208615	Clytia|LOC_006643
OG0005457	Hydra|LOC100208218	Clytia|LOC_006650
OG0005458	Hydra|LOC101237467	Clytia|LOC_006651
OG0005460	Hydra|LOC105845117	Clytia|LOC_006662
OG0005461	Hydra|LOC100202157	Clytia|LOC_006666
OG0005462	Hydra|LOC100203913	Clytia|LOC_006669
OG0005463	Hydra|LOC100206064	Clytia|LOC_006671
OG0005464	Hydra|LOC101239513	Clytia|LOC_006698
OG0005465	Hydra|LOC100211530	Clytia|LOC_006699
OG0005466	Hydra|LOC100200223	Clytia|LOC_006705
OG0005467	Hydra|LOC100205294	Clytia|LOC_006708
OG0005468	Hydra|LOC100204125	Clytia|LOC_006709
OG0005469	Hydra|LOC100200188	Clytia|LOC_006711
OG0005470	Hydra|LOC100207049	Clytia|LOC_006718
OG0005471	Hydra|LOC100202185	Clytia|LOC_006720
OG0005472	Hydra|LOC100212965	Clytia|LOC_006728
OG0005473	Hydra|LOC100204351	Clytia|LOC_006758
OG0005474	Hydra|LOC100203524	Clytia|LOC_006760
OG0005475	Hydra|LOC100211504	Clytia|LOC_006761
OG0005476	Hydra|LOC100210455	Clytia|LOC_006768
OG0005477	Hydra|LOC101238713	Clytia|LOC_006777
OG0005478	Hydra|LOC101235711	Clytia|LOC_006778
OG0005479	Hydra|LOC100209709	Clytia|LOC_006800
OG0005480	Hydra|LOC100204520	Clytia|LOC_006804
OG0005481	Hydra|LOC100215621	Clytia|LOC_006806
OG0005482	Hydra|LOC100215812	Clytia|LOC_006809
OG0005483	Hydra|LOC100205341	Clytia|LOC_006810
OG0005484	Hydra|LOC124816598	Clytia|LOC_006812
OG0005485	Hydra|LOC100202305	Clytia|LOC_006814
OG0005486	Hydra|LOC100215193	Clytia|LOC_006815
OG0005487	Hydra|LOC100207195	Clytia|LOC_006816
OG0005488	Hydra|LOC100215831	Clytia|LOC_006817
OG0005490	Hydra|LOC100210152	Clytia|LOC_006848
OG0005491	Hydra|LOC100202304	Clytia|LOC_006849
OG0005492	Hydra|LOC100209061	Clytia|LOC_006853
OG0005493	Hydra|LOC105844056	Clytia|LOC_006858
OG0005494	Hydra|LOC100204453	Clytia|LOC_006861
OG0005495	Hydra|LOC100201748	Clytia|LOC_006862
OG0005496	Hydra|LOC100208407	Clytia|LOC_006864
OG0005497	Hydra|LOC100205917	Clytia|LOC_006865
OG0005498	Hydra|LOC100213682	Clytia|LOC_006872
OG0005499	Hydra|LOC101238826	Clytia|LOC_006885
OG0005500	Hydra|LOC100200285	Clytia|LOC_006910
OG0005501	Hydra|LOC100205421	Clytia|LOC_006911
OG0005504	Hydra|LOC100207809	Clytia|LOC_006961
OG0005505	Hydra|LOC100205732	Clytia|LOC_006963
OG0005506	Hydra|LOC100210956	Clytia|LOC_006966
OG0005507	Hydra|LOC101240060	Clytia|LOC_006967
OG0005508	Hydra|LOC100215280	Clytia|LOC_006971, Clytia|LOC_030192
OG0005509	Hydra|LOC100197706	Clytia|LOC_006972
OG0005510	Hydra|LOC100202201	Clytia|LOC_006985
OG0005512	Hydra|LOC100198854	Clytia|LOC_007023
OG0005513	Hydra|LOC100211141	Clytia|LOC_007024
OG0005514	Hydra|LOC105844501	Clytia|LOC_007028
OG0005515	Hydra|LOC100212109	Clytia|LOC_007030
OG0005516	Hydra|LOC100215658	Clytia|LOC_007031
OG0005517	Hydra|LOC100206235	Clytia|LOC_007032
OG0005518	Hydra|LOC100209764	Clytia|LOC_007033
OG0005519	Hydra|LOC100201399	Clytia|LOC_007038
OG0005520	Hydra|LOC100214951	Clytia|LOC_007039
OG0005521	Hydra|LOC105843263	Clytia|LOC_007043
OG0005522	Hydra|LOC101234890	Clytia|LOC_007045
OG0005523	Hydra|LOC100211909	Clytia|LOC_007048
OG0005524	Hydra|LOC100212624	Clytia|LOC_007050
OG0005525	Hydra|LOC100198918	Clytia|LOC_007052
OG0005526	Hydra|LOC101236919	Clytia|LOC_007060
OG0005527	Hydra|LOC100199070	Clytia|LOC_007077
OG0005528	Hydra|LOC100203995	Clytia|LOC_007079
OG0005529	Hydra|LOC100198322	Clytia|LOC_007080
OG0005530	Hydra|LOC100197076	Clytia|LOC_007082, Clytia|LOC_007095
OG0005531	Hydra|LOC100215579	Clytia|LOC_007084
OG0005532	Hydra|LOC100210447	Clytia|LOC_007086
OG0005533	Hydra|LOC100212843	Clytia|LOC_007096
OG0005534	Hydra|LOC100206653	Clytia|LOC_007097
OG0005535	Hydra|LOC100214419	Clytia|LOC_007123
OG0005536	Hydra|LOC100206473	Clytia|LOC_007126
OG0005537	Hydra|LOC100214207	Clytia|LOC_007140
OG0005538	Hydra|LOC101238068	Clytia|LOC_007172
OG0005539	Hydra|LOC100208747	Clytia|LOC_007173
OG0005540	Hydra|LOC100213284	Clytia|LOC_007174
OG0005541	Hydra|LOC100199403	Clytia|LOC_007175
OG0005542	Hydra|LOC101240561	Clytia|LOC_007176
OG0005543	Hydra|LOC100207222	Clytia|LOC_007178
OG0005544	Hydra|LOC100206293	Clytia|LOC_007185
OG0005545	Hydra|LOC100200827	Clytia|LOC_007198
OG0005546	Hydra|LOC101241428	Clytia|LOC_007217
OG0005548	Hydra|LOC100209015	Clytia|LOC_007226
OG0005549	Hydra|LOC100214964	Clytia|LOC_007232
OG0005550	Hydra|LOC100203520	Clytia|LOC_007238
OG0005551	Hydra|LOC100202612	Clytia|LOC_007239
OG0005552	Hydra|LOC100206231	Clytia|LOC_007257
OG0005554	Hydra|LOC100207951	Clytia|LOC_007272
OG0005555	Hydra|LOC100208024	Clytia|LOC_007276
OG0005556	Hydra|LOC100213479	Clytia|LOC_007290
OG0005557	Hydra|LOC100204849	Clytia|LOC_007294
OG0005558	Hydra|LOC100197676	Clytia|LOC_007316
OG0005560	Hydra|LOC100198796	Clytia|LOC_007329
OG0005561	Hydra|LOC100208626	Clytia|LOC_007333
OG0005562	Hydra|LOC100197918	Clytia|LOC_007334
OG0005563	Hydra|LOC100215415	Clytia|LOC_007349
OG0005564	Hydra|LOC100203313	Clytia|LOC_007354
OG0005565	Hydra|LOC100207291	Clytia|LOC_007378
OG0005566	Hydra|LOC100212832	Clytia|LOC_007387
OG0005567	Hydra|LOC100208281	Clytia|LOC_007390
OG0005568	Hydra|LOC100202068	Clytia|LOC_007391
OG0005569	Hydra|LOC100205420	Clytia|LOC_007393
OG0005570	Hydra|LOC100208734	Clytia|LOC_007394
OG0005571	Hydra|LOC101241073	Clytia|LOC_007419
OG0005572	Hydra|LOC100209917	Clytia|LOC_007428
OG0005573	Hydra|LOC100204139	Clytia|LOC_007433
OG0005574	Hydra|LOC100199988	Clytia|LOC_007444
OG0005575	Hydra|LOC101239275	Clytia|LOC_007445
OG0005576	Hydra|LOC100204950	Clytia|LOC_007474
OG0005577	Hydra|LOC100213401	Clytia|LOC_007475
OG0005578	Hydra|LOC100192227	Clytia|LOC_007480
OG0005579	Hydra|LOC100200344	Clytia|LOC_007483
OG0005580	Hydra|LOC101239671	Clytia|LOC_007484
OG0005581	Hydra|LOC100203300	Clytia|LOC_007485
OG0005582	Hydra|LOC100212162	Clytia|LOC_007498
OG0005583	Hydra|LOC101235905	Clytia|LOC_007521
OG0005584	Hydra|LOC101235134	Clytia|LOC_007525
OG0005585	Hydra|LOC100209549	Clytia|LOC_007527
OG0005586	Hydra|LOC101238090	Clytia|LOC_007529
OG0005587	Hydra|LOC100207151	Clytia|LOC_007577
OG0005588	Hydra|LOC101237678	Clytia|LOC_007587
OG0005589	Hydra|LOC100205299	Clytia|LOC_007592
OG0005590	Hydra|LOC100208824	Clytia|LOC_007593
OG0005591	Hydra|LOC100213268	Clytia|LOC_007634
OG0005593	Hydra|LOC100198097	Clytia|LOC_007639
OG0005594	Hydra|LOC100205738	Clytia|LOC_007643
OG0005595	Hydra|LOC100201400	Clytia|LOC_007644
OG0005596	Hydra|LOC100198643	Clytia|LOC_007646
OG0005597	Hydra|LOC101238746	Clytia|LOC_007654
OG0005598	Hydra|LOC100203774	Clytia|LOC_007655
OG0005599	Hydra|LOC101237785	Clytia|LOC_007657
OG0005600	Hydra|LOC100199257	Clytia|LOC_007658
OG0005601	Hydra|LOC101237646	Clytia|LOC_007674
OG0005602	Hydra|LOC100207681	Clytia|LOC_007694
OG0005603	Hydra|LOC100200760	Clytia|LOC_007733
OG0005604	Hydra|LOC100209080	Clytia|LOC_007734
OG0005605	Hydra|LOC100213646	Clytia|LOC_007739
OG0005606	Hydra|LOC100201295	Clytia|LOC_007742
OG0005607	Hydra|LOC100203456	Clytia|LOC_007749
OG0005608	Hydra|LOC100198642	Clytia|LOC_007750
OG0005609	Hydra|LOC100211235	Clytia|LOC_007751
OG0005610	Hydra|LOC100204705	Clytia|LOC_007754
OG0005611	Hydra|LOC100198377	Clytia|LOC_007755
OG0005612	Hydra|LOC100215822	Clytia|LOC_007759
OG0005613	Hydra|LOC100208727	Clytia|LOC_007760
OG0005614	Hydra|LOC100199875	Clytia|LOC_007810
OG0005615	Hydra|LOC100213798	Clytia|LOC_007811
OG0005616	Hydra|LOC100197217	Clytia|LOC_007814
OG0005617	Hydra|LOC100212893	Clytia|LOC_007818
OG0005618	Hydra|LOC100201337	Clytia|LOC_007822
OG0005619	Hydra|LOC100209463	Clytia|LOC_007897
OG0005620	Hydra|LOC124816641	Clytia|LOC_007903
OG0005621	Hydra|LOC101241110	Clytia|LOC_007912
OG0005622	piwil1	Clytia|LOC_007915
OG0005623	Hydra|LOC100204978	Clytia|LOC_007949
OG0005624	Hydra|LOC100204457	Clytia|LOC_007957
OG0005625	Hydra|LOC100211180	Clytia|LOC_007964
OG0005626	Hydra|LOC100214624	Clytia|LOC_007966
OG0005627	lgr	Clytia|LOC_007995
OG0005628	Hydra|LOC100205434	Clytia|LOC_008004
OG0005629	Hydra|LOC100214677	Clytia|LOC_008040
OG0005630	Hydra|LOC100198502	Clytia|LOC_008055
OG0005631	Hydra|LOC100200226	Clytia|LOC_008057
OG0005632	Hydra|LOC100210186	Clytia|LOC_038885, Clytia|LOC_008059
OG0005633	Hydra|LOC100200352	Clytia|LOC_008084
OG0005634	Hydra|LOC100200095	Clytia|LOC_008102
OG0005635	Hydra|LOC101237622	Clytia|LOC_008149
OG0005636	Hydra|LOC101237979	Clytia|LOC_008161
OG0005637	Hydra|LOC100207031	Clytia|LOC_008162
OG0005638	Hydra|LOC100206258	Clytia|LOC_008164
OG0005639	Hydra|LOC100215772	Clytia|LOC_008165
OG0005640	Hydra|LOC100214475	Clytia|LOC_008166
OG0005641	Hydra|LOC100198859	Clytia|LOC_008182
OG0005642	Hydra|LOC100213429	Clytia|LOC_008183
OG0005643	Hydra|LOC100214324	Clytia|LOC_008184
OG0005644	Hydra|LOC100214171	Clytia|LOC_008186
OG0005645	Hydra|LOC100214280	Clytia|LOC_008188
OG0005646	Hydra|LOC100200493	Clytia|LOC_008212
OG0005647	Hydra|LOC100214681	Clytia|LOC_008217
OG0005649	Hydra|LOC124811451	Clytia|LOC_008229
OG0005650	Hydra|LOC100199161	Clytia|LOC_008231
OG0005651	Hydra|LOC100204966	Clytia|LOC_008233
OG0005652	Hydra|LOC100202254	Clytia|LOC_008234
OG0005653	Hydra|LOC101238372	Clytia|LOC_008237
OG0005654	Hydra|LOC101239518	Clytia|LOC_008240
OG0005655	Hydra|LOC100205037	Clytia|LOC_008241
OG0005656	Hydra|LOC100208831	Clytia|LOC_008245
OG0005657	Hydra|LOC100213921	Clytia|LOC_008265
OG0005658	Hydra|LOC105850934	Clytia|LOC_008272
OG0005659	Hydra|LOC100206578	Clytia|LOC_008274
OG0005660	Hydra|LOC100209908	Clytia|LOC_008279
OG0005661	Hydra|LOC100205217	Clytia|LOC_008285, Clytia|LOC_020570, Clytia|LOC_020565
OG0005663	Hydra|LOC100211738	Clytia|LOC_008314
OG0005664	Hydra|LOC100213341	Clytia|LOC_008320
OG0005665	Hydra|LOC100214875	Clytia|LOC_008321
OG0005666	Hydra|LOC100205052	Clytia|LOC_008324
OG0005667	Hydra|LOC100200164	Clytia|LOC_008328
OG0005668	Hydra|LOC105844441	Clytia|LOC_008332
OG0005669	Hydra|LOC100203283	Clytia|LOC_008333
OG0005670	Hydra|LOC100200909	Clytia|LOC_008348
OG0005671	Hydra|LOC100199673	Clytia|LOC_008351
OG0005672	Hydra|LOC100214454	Clytia|LOC_008352
OG0005673	Hydra|LOC100207369	Clytia|LOC_008356
OG0005674	Hydra|LOC100204679	Clytia|LOC_008362
OG0005675	Hydra|LOC100197501	Clytia|LOC_008363
OG0005676	Hydra|LOC105845197	Clytia|LOC_008424
OG0005677	Hydra|LOC100208284	Clytia|LOC_008426
OG0005678	Hydra|LOC100203441	Clytia|LOC_008428
OG0005679	Hydra|LOC100204981	Clytia|LOC_008430
OG0005680	Hydra|LOC100206342	Clytia|LOC_008464
OG0005681	Hydra|LOC100210504	Clytia|LOC_008472
OG0005682	Hydra|LOC100211917	Clytia|LOC_008473
OG0005683	Hydra|LOC100210556	Clytia|LOC_008496
OG0005684	Hydra|LOC100207802	Clytia|LOC_008500
OG0005685	Hydra|LOC100210228	Clytia|LOC_008507
OG0005686	Hydra|LOC100209059	Clytia|LOC_008508
OG0005687	Hydra|LOC100210208	Clytia|LOC_008509
OG0005688	Hydra|LOC100198300	Clytia|LOC_008513
OG0005690	Hydra|LOC100211447	Clytia|LOC_008531
OG0005691	Hydra|LOC100199855	Clytia|LOC_008539
OG0005692	Hydra|LOC100213904	Clytia|LOC_008545
OG0005693	Hydra|LOC101234869	Clytia|LOC_008558
OG0005694	Hydra|LOC100215391	Clytia|LOC_008574
OG0005695	Hydra|LOC100210588	Clytia|LOC_008576
OG0005696	Hydra|LOC100207559	Clytia|LOC_008578
OG0005697	Hydra|LOC100206017	Clytia|LOC_008579
OG0005699	Hydra|LOC100204626	Clytia|LOC_008588
OG0005700	Hydra|LOC100197944	Clytia|LOC_008591
OG0005701	Hydra|LOC100204155	Clytia|LOC_008617
OG0005702	Hydra|LOC100207279	Clytia|LOC_008618
OG0005703	Hydra|LOC105847501	Clytia|LOC_008620
OG0005704	Hydra|LOC100212697	Clytia|LOC_008621
OG0005705	Hydra|LOC100204654	Clytia|LOC_008629
OG0005706	Hydra|LOC100199979	Clytia|LOC_008631
OG0005707	Hydra|LOC100212013	Clytia|LOC_008651
OG0005708	Hydra|LOC105847954	Clytia|LOC_008653
OG0005709	Hydra|LOC100201982	Clytia|LOC_008654
OG0005710	Hydra|LOC100203785	Clytia|LOC_008655
OG0005712	Hydra|LOC101235941	Clytia|LOC_008676
OG0005714	Hydra|LOC100214470	Clytia|LOC_008707
OG0005715	Hydra|LOC100211063	Clytia|LOC_008708
OG0005716	Hydra|LOC100199319	Clytia|LOC_008716
OG0005717	Hydra|LOC100204113	Clytia|LOC_008737
OG0005718	Hydra|LOC101238547	Clytia|LOC_008738
OG0005719	Hydra|LOC100199341	Clytia|LOC_008743
OG0005720	Hydra|LOC100214569	Clytia|LOC_008758
OG0005722	Hydra|LOC100213141	Clytia|LOC_008840
OG0005723	Hydra|LOC100205226	Clytia|LOC_008841
OG0005724	Hydra|LOC100211830	Clytia|LOC_008848
OG0005725	Hydra|LOC101240632	Clytia|LOC_008852
OG0005726	Hydra|LOC101236972	Clytia|LOC_008859
OG0005727	Hydra|LOC100202235	Clytia|LOC_008877
OG0005728	Hydra|LOC105843462	Clytia|LOC_008882
OG0005729	Hydra|LOC105845591	Clytia|LOC_035141, Clytia|LOC_008885
OG0005731	Hydra|LOC100199068	Clytia|LOC_008894
OG0005732	Hydra|LOC100204896, Hydra|LOC100205577	Clytia|LOC_008900
OG0005733	Hydra|LOC100203453	Clytia|LOC_008920
OG0005734	Hydra|LOC101239048	Clytia|LOC_008924
OG0005735	Hydra|LOC101240001	Clytia|LOC_008929
OG0005736	Hydra|LOC100215541	Clytia|LOC_008939
OG0005737	Hydra|LOC105848279, Hydra|LOC105848285, Hydra|LOC101238649	Clytia|LOC_008940
OG0005738	Hydra|LOC100202153	Clytia|LOC_008941
OG0005740	Hydra|LOC101241310	Clytia|LOC_008963
OG0005741	Hydra|LOC100213683	Clytia|LOC_008998
OG0005742	Hydra|LOC100207552	Clytia|LOC_009009, Clytia|LOC_008999
OG0005743	Hydra|LOC100199759	Clytia|LOC_009008
OG0005744	Hydra|LOC100200309	Clytia|LOC_009021
OG0005745	Hydra|LOC100204239	Clytia|LOC_009023
OG0005746	Hydra|LOC101236651	Clytia|LOC_009024
OG0005747	Hydra|LOC100210985	Clytia|LOC_009055
OG0005748	Hydra|LOC101239314	Clytia|LOC_009056
OG0005749	Hydra|LOC100201078	Clytia|LOC_009067
OG0005750	Hydra|LOC100207336	Clytia|LOC_009085
OG0005751	Hydra|LOC100198542	Clytia|LOC_009086
OG0005752	Hydra|LOC100214037	Clytia|LOC_009087
OG0005754	Hydra|LOC100198795	Clytia|LOC_009099
OG0005755	Hydra|LOC100201234	Clytia|LOC_009100
OG0005756	Hydra|LOC100201765	Clytia|LOC_009122
OG0005757	Hydra|LOC124813210	Clytia|LOC_009125
OG0005759	Hydra|LOC100205648	Clytia|LOC_009142
OG0005760	Hydra|LOC100210937	Clytia|LOC_009143
OG0005761	Hydra|LOC100211087	Clytia|LOC_009166
OG0005762	Hydra|LOC105843531	Clytia|LOC_009167
OG0005763	Hydra|LOC101236545	Clytia|LOC_009170
OG0005764	Hydra|LOC101236349	Clytia|LOC_009171
OG0005765	Hydra|LOC100202852	Clytia|LOC_009172
OG0005766	Hydra|LOC100199802	Clytia|LOC_009173
OG0005767	Hydra|LOC101235772	Clytia|LOC_009175
OG0005768	Hydra|LOC101235342	Clytia|LOC_009177
OG0005769	Hydra|LOC100207039	Clytia|LOC_009178
OG0005770	Hydra|LOC100203884	Clytia|LOC_009194, Clytia|LOC_009195, Clytia|LOC_009208
OG0005771	Hydra|LOC100207686	Clytia|LOC_009199
OG0005772	Hydra|LOC100205379	Clytia|LOC_009204
OG0005773	Hydra|LOC105844489	Clytia|LOC_009209
OG0005774	Hydra|LOC100211838	Clytia|LOC_009211
OG0005775	Hydra|LOC101238976	Clytia|LOC_009231
OG0005776	Hydra|LOC101234826	Clytia|LOC_009232
OG0005777	Hydra|LOC105847316, Hydra|LOC100209021	Clytia|LOC_009234
OG0005778	Hydra|LOC100206486	Clytia|LOC_009235
OG0005779	Hydra|LOC100206981	Clytia|LOC_009236
OG0005780	Hydra|LOC100211771	Clytia|LOC_009244
OG0005781	Hydra|LOC100209020	Clytia|LOC_009246
OG0005782	Hydra|LOC101236291, Hydra|LOC101238636	Clytia|LOC_009247, Clytia|LOC_012057
OG0005783	Hydra|LOC100199325	Clytia|LOC_009249
OG0005784	Hydra|LOC100197674	Clytia|LOC_009263
OG0005785	Hydra|LOC124816377	Clytia|LOC_044672, Clytia|LOC_009274, Clytia|LOC_009264
OG0005786	Hydra|LOC100215239	Clytia|LOC_009266
OG0005787	Hydra|LOC100211968	Clytia|LOC_009267
OG0005788	Hydra|LOC100197588	Clytia|LOC_038296, Clytia|LOC_009275, Clytia|LOC_022851
OG0005789	Hydra|LOC100204411	Clytia|LOC_009277
OG0005790	Hydra|LOC100208547	Clytia|LOC_009321
OG0005791	Hydra|LOC100213166	Clytia|LOC_009323
OG0005792	Hydra|LOC101239277	Clytia|LOC_009324
OG0005793	Hydra|LOC101239697	Clytia|LOC_009325
OG0005794	Hydra|LOC100199617	Clytia|LOC_009326
OG0005795	Hydra|LOC100205615	Clytia|LOC_009327
OG0005796	Hydra|LOC100208997	Clytia|LOC_009343
OG0005799	Hydra|LOC100197762	Clytia|LOC_009367
OG0005802	Hydra|LOC100214544	Clytia|LOC_009401
OG0005803	Hydra|LOC101234824	Clytia|LOC_009407
OG0005804	Hydra|LOC100203035	Clytia|LOC_009430
OG0005805	Hydra|LOC100211211	Clytia|LOC_009432
OG0005806	Hydra|LOC101239976, Hydra|LOC100200656	Clytia|LOC_009435, Clytia|LOC_009445
OG0005807	Hydra|LOC100199849	Clytia|LOC_009439
OG0005808	Hydra|LOC100206096	Clytia|LOC_009440
OG0005809	Hydra|LOC100203914	Clytia|LOC_009455
OG0005810	Hydra|LOC100210201	Clytia|LOC_009470
OG0005811	Hydra|LOC124819284	Clytia|LOC_009476, Clytia|LOC_009483, Clytia|LOC_028515
OG0005812	Hydra|LOC100212342	Clytia|LOC_009479
OG0005813	Hydra|LOC100215311	Clytia|LOC_009484
OG0005814	Hydra|LOC100206014	Clytia|LOC_009485
OG0005815	Hydra|LOC100210231	Clytia|LOC_036127, Clytia|LOC_009493
OG0005816	Hydra|LOC100201326	Clytia|LOC_009498
OG0005817	Hydra|LOC100210875	Clytia|LOC_009528
OG0005818	Hydra|LOC100205695	Clytia|LOC_009530
OG0005821	Hydra|LOC100211697, Hydra|LOC105846237	Clytia|LOC_009552
OG0005822	Hydra|LOC100203646	Clytia|LOC_009559
OG0005823	Hydra|LOC100207375	Clytia|LOC_009571
OG0005824	Hydra|LOC100205438	Clytia|LOC_009572
OG0005825	Hydra|LOC100202750	Clytia|LOC_009576
OG0005827	Hydra|LOC100212617	Clytia|LOC_009594
OG0005828	Hydra|LOC100209939	Clytia|LOC_009599
OG0005829	Hydra|LOC100215902	Clytia|LOC_009601
OG0005830	Hydra|LOC105844905	Clytia|LOC_009613
OG0005831	Hydra|LOC100203261	Clytia|LOC_009634
OG0005832	Hydra|LOC100215473	Clytia|LOC_009636
OG0005833	Hydra|LOC100198204	Clytia|LOC_009640
OG0005834	Hydra|LOC100209555	Clytia|LOC_009655, Clytia|LOC_009654
OG0005835	Hydra|LOC100197122	Clytia|LOC_009656
OG0005836	Hydra|LOC100202285	Clytia|LOC_009671
OG0005837	Hydra|LOC100207865	Clytia|LOC_009673
OG0005838	Hydra|LOC100211186	Clytia|LOC_009683
OG0005839	Hydra|LOC100203097	Clytia|LOC_009684
OG0005840	Hydra|LOC100210622	Clytia|LOC_009686
OG0005841	Hydra|LOC100212018	Clytia|LOC_009690
OG0005842	Hydra|LOC105844590	Clytia|LOC_009693
OG0005843	Hydra|LOC100201566	Clytia|LOC_009696
OG0005844	Hydra|LOC124812631	Clytia|LOC_009705
OG0005845	Hydra|LOC101239078	Clytia|LOC_009714
OG0005846	Hydra|LOC100205405, Hydra|LOC100201764	Clytia|LOC_009716
OG0005847	Hydra|LOC105848335	Clytia|LOC_009718
OG0005848	Hydra|LOC100203860	Clytia|LOC_009719
OG0005849	Hydra|LOC100200262	Clytia|LOC_009721
OG0005850	Hydra|LOC101239940	Clytia|LOC_009722
OG0005851	Hydra|LOC100210639	Clytia|LOC_009723
OG0005852	Hydra|LOC100204848	Clytia|LOC_009727
OG0005853	Hydra|LOC100202837	Clytia|LOC_009731
OG0005854	Hydra|LOC101237664	Clytia|LOC_009733
OG0005855	Hydra|LOC100215990	Clytia|LOC_009760
OG0005856	Hydra|LOC100206317	Clytia|LOC_009762
OG0005857	Hydra|LOC100199185	Clytia|LOC_009765
OG0005859	Hydra|LOC100197891	Clytia|LOC_009778
OG0005860	Hydra|LOC100208446	Clytia|LOC_009782
OG0005861	Hydra|LOC101235407	Clytia|LOC_009787
OG0005862	Hydra|LOC101238394	Clytia|LOC_009791
OG0005863	Hydra|LOC100200280	Clytia|LOC_009793
OG0005864	Hydra|LOC100208388	Clytia|LOC_009802
OG0005865	Hydra|LOC100211328	Clytia|LOC_009803
OG0005866	Hydra|LOC100207261	Clytia|LOC_009824
OG0005867	Hydra|LOC100212062	Clytia|LOC_009836
OG0005869	Hydra|LOC100197993	Clytia|LOC_009848
OG0005870	Hydra|LOC105849645	Clytia|LOC_009850
OG0005871	Hydra|LOC100209365	Clytia|LOC_009852
OG0005872	Hydra|LOC100208062	Clytia|LOC_009860
OG0005873	Hydra|LOC101235320	Clytia|LOC_009887
OG0005874	Hydra|LOC100213493	Clytia|LOC_009894
OG0005875	Hydra|LOC100215765	Clytia|LOC_009896
OG0005876	Hydra|LOC124806762, Hydra|LOC124806806	Clytia|LOC_016511, Clytia|LOC_009898, Clytia|LOC_023048
OG0005877	Hydra|LOC100213496	Clytia|LOC_009917
OG0005878	Hydra|LOC100215936	Clytia|LOC_009933
OG0005879	Hydra|LOC124816458	Clytia|LOC_009934
OG0005880	Hydra|LOC100199751	Clytia|LOC_009940
OG0005881	Hydra|LOC100199518	Clytia|LOC_009941
OG0005882	Hydra|LOC100197448	Clytia|LOC_009965
OG0005883	Hydra|LOC101239796	Clytia|LOC_009975
OG0005884	Hydra|LOC100203371	Clytia|LOC_009980
OG0005885	Hydra|LOC100206502	Clytia|LOC_009981
OG0005886	Hydra|LOC100203888	Clytia|LOC_010012
OG0005887	Hydra|LOC105844957	Clytia|LOC_010013
OG0005888	Hydra|LOC100213926	Clytia|LOC_010017
OG0005889	Hydra|LOC100204268	Clytia|LOC_010018
OG0005890	Hydra|LOC100203074	Clytia|LOC_010035
OG0005891	Hydra|LOC100215233	Clytia|LOC_010036
OG0005892	Hydra|LOC100200184	Clytia|LOC_010039
OG0005893	Hydra|LOC100200459	Clytia|LOC_010045
OG0005894	Hydra|LOC100197109	Clytia|LOC_010049
OG0005895	Hydra|LOC100206898	Clytia|LOC_010057
OG0005896	Hydra|LOC105844305	Clytia|LOC_010065
OG0005897	Hydra|LOC101241202	Clytia|LOC_010075
OG0005899	Hydra|LOC100208519	Clytia|LOC_010126
OG0005901	Hydra|LOC100208928	Clytia|LOC_010146
OG0005902	Hydra|LOC100213056	Clytia|LOC_010152
OG0005903	Hydra|LOC100214317	Clytia|LOC_010177
OG0005905	Hydra|LOC100203102	Clytia|LOC_010204
OG0005906	Hydra|LOC101235736	Clytia|LOC_010215
OG0005907	Hydra|LOC101238131	Clytia|LOC_010219
OG0005908	Hydra|LOC100204514	Clytia|LOC_010224
