Orthogroup	longest_isoform_HydraProteins	longest_isoform_XeniaProteins
OG0005034	Hydra|LOC100204253	Xenia|LOC124444041
OG0005035	Hydra|LOC100200918	Xenia|LOC124442648
OG0005036	Hydra|LOC100197412	Xenia|LOC124439625
OG0005037	Hydra|LOC100204652	Xenia|LOC124439068
OG0005038	Hydra|LOC100209337	Xenia|LOC124438314
OG0005040	Hydra|LOC101237227	Xenia|LOC124433649
OG0005041	Hydra|LOC100201328	Xenia|LOC124438136
OG0005042	Hydra|LOC100206885	Xenia|LOC124453769
OG0005043	Hydra|LOC100212606	Xenia|LOC124453322
OG0005045	Hydra|LOC100208144	Xenia|LOC124453233
OG0005049	ctnnb1	Xenia|LOC124452887
OG0005050	Hydra|LOC100204052	Xenia|LOC124453537
OG0005051	Hydra|LOC100201904	Xenia|LOC124438148
OG0005052	Hydra|LOC100204591	Xenia|LOC124455539
OG0005053	Hydra|LOC100203503	Xenia|LOC124454353
OG0005054	Hydra|LOC100209938	Xenia|LOC124451306
OG0005057	Hydra|LOC100199054	Xenia|LOC124438322
OG0005058	Hydra|LOC101234298	Xenia|LOC124442429
OG0005059	Hydra|LOC100212030	Xenia|LOC124441873
OG0005060	Hydra|LOC100215908	Xenia|LOC124441761
OG0005061	Hydra|LOC100199451	Xenia|LOC124442202
OG0005062	Hydra|LOC105843968, Hydra|LOC124810153	Xenia|LOC124451104
OG0005063	Hydra|LOC105843550	Xenia|LOC124442550
OG0005064	Hydra|LOC100213368	Xenia|LOC124442365
OG0005065	Hydra|LOC101234965	Xenia|LOC124450689
OG0005067	Hydra|LOC100206766	Xenia|LOC124441425
OG0005068	Hydra|LOC100211467	Xenia|LOC124452230
OG0005069	Hydra|LOC101240149	Xenia|LOC124435285
OG0005070	Hydra|LOC100206287	Xenia|LOC124445852
OG0005071	Hydra|LOC101234329	Xenia|LOC124446709
OG0005072	Hydra|LOC100215739	Xenia|LOC124441228
OG0005073	Hydra|LOC100215653	Xenia|LOC124441712
OG0005074	Hydra|LOC100197174	Xenia|LOC124435198
OG0005075	Hydra|LOC100204596	Xenia|LOC124452743
OG0005076	Hydra|LOC100205190	Xenia|LOC124453235
OG0005077	Hydra|LOC100215003	Xenia|LOC124435197
OG0005078	Hydra|LOC100197379	Xenia|LOC124453625
OG0005079	Hydra|LOC100198951	Xenia|LOC124453466
OG0005080	Hydra|LOC100215466	Xenia|LOC124438798
OG0005081	Hydra|LOC100205616	Xenia|LOC124439263
OG0005084	Hydra|LOC100212289	Xenia|LOC124440102
OG0005086	Hydra|LOC100197301	Xenia|LOC124452404
OG0005087	Hydra|LOC124806778	Xenia|LOC124439949
OG0005088	Hydra|LOC100204934	Xenia|LOC124436452
OG0005089	Hydra|LOC100198452	Xenia|LOC124449810
OG0005090	Hydra|LOC101241007	Xenia|LOC124444492
OG0005091	Hydra|LOC100205662	Xenia|LOC124444757
OG0005092	Hydra|LOC100210147	Xenia|LOC124438911
OG0005093	Hydra|LOC101240454	Xenia|LOC124447252
OG0005094	Hydra|LOC100207185	Xenia|LOC124444321
OG0005095	Hydra|LOC100197335	Xenia|LOC124445499
OG0005098	Hydra|LOC101234866	Xenia|LOC124447254
OG0005099	Hydra|LOC100211938	Xenia|LOC124445297
OG0005100	Hydra|LOC100200765	Xenia|LOC124445939
OG0005101	Hydra|LOC100197294	Xenia|LOC124446384
OG0005102	Hydra|LOC100208071	Xenia|LOC124445078
OG0005103	Hydra|LOC100206759	Xenia|LOC124446290
OG0005104	Hydra|LOC100209702	Xenia|LOC124446804
OG0005105	Hydra|LOC100204367	Xenia|LOC124441930
OG0005106	Hydra|LOC100213469	Xenia|LOC124452950
OG0005107	Hydra|LOC100206282	Xenia|LOC124454858
OG0005109	Hydra|LOC100197057	Xenia|LOC124433307
OG0005110	Hydra|LOC100215143	Xenia|LOC124454058
OG0005111	Hydra|LOC100203738	Xenia|LOC124457200
OG0005112	Hydra|LOC105850102	Xenia|LOC124459454
OG0005113	Hydra|LOC100199749	Xenia|LOC124439125
OG0005114	Hydra|LOC100197430	Xenia|LOC124438260
OG0005115	Hydra|LOC100206418	Xenia|LOC124438847
OG0005116	Hydra|LOC100201412	Xenia|LOC124439515
OG0005117	Hydra|LOC100206659	Xenia|LOC124454247
OG0005118	Hydra|LOC100201196	Xenia|LOC124438278
OG0005119	Hydra|LOC100208698	Xenia|LOC124438998
OG0005120	Hydra|LOC100208934	Xenia|LOC124451169
OG0005121	Hydra|LOC105845105	Xenia|LOC124452586
OG0005122	Hydra|LOC100214473	Xenia|LOC124445649
OG0005123	Hydra|LOC100210337	Xenia|LOC124433442
OG0005124	Hydra|LOC124817488	Xenia|LOC124447968
OG0005125	Hydra|LOC105846624	Xenia|LOC124439343
OG0005126	Hydra|LOC101235504	Xenia|LOC124448293
OG0005127	Hydra|LOC100206631	Xenia|LOC124449312
OG0005130	Hydra|LOC100209075	Xenia|LOC124436321
OG0005131	Hydra|LOC100197932	Xenia|LOC124437093
OG0005132	Hydra|LOC100200107	Xenia|LOC124437416
OG0005133	Hydra|LOC100203317	Xenia|LOC124437535
OG0005134	Hydra|LOC100197309	Xenia|LOC124436161
OG0005135	Hydra|LOC100201314	Xenia|LOC124436572
OG0005136	Hydra|LOC100211366	Xenia|LOC124437520
OG0005137	Hydra|LOC100204448	Xenia|LOC124436367
OG0005138	Hydra|LOC100213943	Xenia|LOC124437020
OG0005140	Hydra|LOC100210793	Xenia|LOC124447472
OG0005142	Hydra|LOC100208563	Xenia|LOC124441328
OG0005143	Hydra|LOC100215556	Xenia|LOC124442898
OG0005144	Hydra|LOC100203530	Xenia|LOC124452955
OG0005145	Hydra|LOC101235119	Xenia|LOC124438249
OG0005147	Hydra|LOC101238300, Hydra|LOC101238935	Xenia|LOC124441030
OG0005148	Hydra|LOC100213326	Xenia|LOC124442770
OG0005149	Hydra|LOC100211050	Xenia|LOC124441983
OG0005150	Hydra|LOC100211576	Xenia|LOC124439481
OG0005151	Hydra|LOC100210172	Xenia|LOC124442901
OG0005152	Hydra|LOC100213266	Xenia|LOC124450715
OG0005153	Hydra|LOC100207743	Xenia|LOC124441826
OG0005154	Hydra|LOC100211758	Xenia|LOC124442946
OG0005155	Hydra|LOC100203653	Xenia|LOC124434876
OG0005156	Hydra|LOC101237608	Xenia|LOC124439429
OG0005157	Hydra|LOC100214497	Xenia|LOC124441765
OG0005158	Hydra|LOC100202733	Xenia|LOC124433899
OG0005159	Hydra|LOC101235093	Xenia|LOC124441461
OG0005160	Hydra|LOC100197664	Xenia|LOC124445627
OG0005161	Hydra|LOC100205950	Xenia|LOC124446491
OG0005163	Hydra|LOC101235768	Xenia|LOC124445711
OG0005165	Hydra|LOC101235301	Xenia|LOC124447223
OG0005166	Hydra|LOC100206181	Xenia|LOC124446397
OG0005167	Hydra|LOC100205304	Xenia|LOC124447386
OG0005168	Hydra|LOC100213466	Xenia|LOC124445554
OG0005169	Hydra|LOC100209966	Xenia|LOC124438402
OG0005170	Hydra|LOC101241327	Xenia|LOC124452250
OG0005171	Hydra|LOC100208684	Xenia|LOC124446218
OG0005173	Hydra|LOC101235419	Xenia|LOC124447478
OG0005174	Hydra|LOC100212724	Xenia|LOC124438662
OG0005175	Hydra|LOC100197981	Xenia|LOC124439647
OG0005176	Hydra|LOC100214937	Xenia|LOC124451052
OG0005177	Hydra|LOC100206915	Xenia|LOC124445092
OG0005178	Hydra|LOC100211762	Xenia|LOC124443706
OG0005179	Hydra|LOC100203783	Xenia|LOC124447037
OG0005180	Hydra|LOC100210671	Xenia|LOC124451477
OG0005181	Hydra|LOC100213876	Xenia|LOC124438239
OG0005182	Hydra|LOC100209618	Xenia|LOC124445667
OG0005183	Hydra|LOC100215419	Xenia|LOC124446486
OG0005184	Hydra|LOC100200382	Xenia|LOC124439617
OG0005185	Hydra|LOC100213042	Xenia|LOC124438957
OG0005186	Hydra|LOC100200124	Xenia|LOC124445951
OG0005187	Hydra|LOC100209816	Xenia|LOC124447419
OG0005188	Hydra|LOC100205747	Xenia|LOC124438061
OG0005189	Hydra|LOC100200857	Xenia|LOC124445532
OG0005191	Hydra|LOC100200213	Xenia|LOC124435686
OG0005192	Hydra|LOC101235994	Xenia|LOC124434943
OG0005193	Hydra|LOC100203439	Xenia|LOC124433926
OG0005194	Hydra|LOC100197823	Xenia|LOC124433748
OG0005195	Hydra|LOC100215858	Xenia|LOC124434873
OG0005196	Hydra|LOC100203740	Xenia|LOC124434605
OG0005197	Hydra|LOC100205355	Xenia|LOC124435407
OG0005198	Hydra|LOC101240608	Xenia|LOC124434218
OG0005199	Hydra|LOC101237501	Xenia|LOC124434198
OG0005200	Hydra|LOC100215691	Xenia|LOC124434964
OG0005202	Hydra|LOC100209489	Xenia|LOC124446385
OG0005203	Hydra|LOC100202439	Xenia|LOC124450823
OG0005204	Hydra|LOC100211339	Xenia|LOC124444879
OG0005205	Hydra|LOC100199777	Xenia|LOC124449416
OG0005206	Hydra|LOC100198773	Xenia|LOC124444899
OG0005207	Hydra|LOC101241558	Xenia|LOC124443780
OG0005208	Hydra|LOC100209455	Xenia|LOC124443080
OG0005209	Hydra|LOC101237774	Xenia|LOC124445010
OG0005211	Hydra|LOC100214687	Xenia|LOC124442414
OG0005213	Hydra|LOC100203020	Xenia|LOC124452642
OG0005214	Hydra|LOC100215288	Xenia|LOC124453185
OG0005215	Hydra|LOC105849103	Xenia|LOC124456855
OG0005216	Hydra|LOC101240645	Xenia|LOC124459642
OG0005217	Hydra|LOC100198136	Xenia|LOC124443803
OG0005218	Hydra|LOC100205702	Xenia|LOC124442274
OG0005219	Hydra|LOC100213990	Xenia|LOC124433271
OG0005220	Hydra|LOC100214557	Xenia|LOC124445019
OG0005221	Hydra|LOC101238412	Xenia|LOC124443086
OG0005225	Hydra|LOC100199446	Xenia|LOC124438945
OG0005227	Hydra|LOC100202090	Xenia|LOC124434795
OG0005228	Hydra|LOC100198081	Xenia|LOC124438817
OG0005229	Hydra|LOC100208837	Xenia|LOC124438686
OG0005231	Hydra|LOC100214157	Xenia|LOC124452641
OG0005234	Hydra|LOC100207938	Xenia|LOC124444471
OG0005235	Hydra|LOC100215557	Xenia|LOC124443541
OG0005236	Hydra|LOC100210778	Xenia|LOC124444737
OG0005237	Hydra|LOC100215867	Xenia|LOC124442216
OG0005238	Hydra|LOC101241569	Xenia|LOC124445477
OG0005240	Hydra|LOC100212510	Xenia|LOC124444280
OG0005241	Hydra|LOC100212840	Xenia|LOC124444947
OG0005243	Hydra|LOC100211237	Xenia|LOC124442987
OG0005244	Hydra|LOC101235051	Xenia|LOC124440924
OG0005245	Hydra|LOC100204948	Xenia|LOC124441344
OG0005246	Hydra|LOC100207934	Xenia|LOC124443402
OG0005247	Hydra|LOC100197634	Xenia|LOC124438144
OG0005248	Hydra|LOC100213052	Xenia|LOC124447426
OG0005249	Hydra|LOC100214193	Xenia|LOC124439387
OG0005250	Hydra|LOC100210563	Xenia|LOC124438706
OG0005251	Hydra|LOC100207044	Xenia|LOC124438969
OG0005252	Hydra|LOC100203624	Xenia|LOC124433472
OG0005253	Hydra|LOC100203821	Xenia|LOC124433563
OG0005256	Hydra|LOC100201769	Xenia|LOC124448059
OG0005257	Hydra|LOC100205419	Xenia|LOC124433560
OG0005258	Hydra|LOC101237455	Xenia|LOC124454680
OG0005260	Hydra|LOC100213907	Xenia|LOC124452380
OG0005261	Hydra|LOC101235401	Xenia|LOC124441360
OG0005262	Hydra|LOC100199055	Xenia|LOC124443623
OG0005263	Hydra|LOC100207349	Xenia|LOC124441284
OG0005264	Hydra|LOC101240882	Xenia|LOC124444641
OG0005265	Hydra|LOC100211296	Xenia|LOC124435509
OG0005266	Hydra|LOC100213066	Xenia|LOC124436866
OG0005267	Hydra|LOC100208384	Xenia|LOC124442325
OG0005270	Hydra|LOC100205824	Xenia|LOC124450428
OG0005271	Hydra|LOC100215404	Xenia|LOC124443872
OG0005272	Hydra|LOC100200434	Xenia|LOC124437597
OG0005273	Hydra|LOC100202458	Xenia|LOC124436162
OG0005274	Hydra|LOC100206264	Xenia|LOC124436175
OG0005275	Hydra|LOC100199650	Xenia|LOC124446782
OG0005276	Hydra|LOC100201539	Xenia|LOC124443343
OG0005277	Hydra|LOC100200834	Xenia|LOC124436564
OG0005278	Hydra|LOC100207299	Xenia|LOC124434996
OG0005279	Hydra|LOC100204188	Xenia|LOC124455629
OG0005280	Hydra|LOC100204814	Xenia|LOC124438318
OG0005281	Hydra|LOC100209762	Xenia|LOC124438106
OG0005284	Hydra|LOC100208923	Xenia|LOC124433360
OG0005285	Hydra|LOC101240826	Xenia|LOC124444921
OG0005287	Hydra|LOC100197338	Xenia|LOC124441909
OG0005288	Hydra|LOC100203279	Xenia|LOC124442594
OG0005289	Hydra|LOC100213905	Xenia|LOC124454868
OG0005290	Hydra|LOC100211344	Xenia|LOC124441976
OG0005291	Hydra|LOC100214474	Xenia|LOC124441225
OG0005292	Hydra|LOC105844527	Xenia|LOC124455280
OG0005293	Hydra|LOC100215136	Xenia|LOC124451849
OG0005294	Hydra|LOC101236821	Xenia|LOC124455348
OG0005295	Hydra|LOC100203976	Xenia|LOC124457712
OG0005296	Hydra|LOC100202884	Xenia|LOC124458031
OG0005297	Hydra|LOC100214198	Xenia|LOC124453697
OG0005298	Hydra|LOC100199471	Xenia|LOC124441481
OG0005299	Hydra|LOC100207877	Xenia|LOC124440185
OG0005300	Hydra|LOC101236968	Xenia|LOC124445970
OG0005301	Hydra|LOC100211012	Xenia|LOC124435097
OG0005302	Hydra|LOC100209373	Xenia|LOC124445889
OG0005304	Hydra|LOC100210854	Xenia|LOC124446427
OG0005306	Hydra|LOC100199304	Xenia|LOC124459235
OG0005307	Hydra|LOC100210215	Xenia|LOC124433486
OG0005309	Hydra|LOC100208034	Xenia|LOC124456803
OG0005311	Hydra|LOC100206589	Xenia|LOC124433440
OG0005312	Hydra|LOC100206827	Xenia|LOC124459617
OG0005313	Hydra|LOC101239131	Xenia|LOC124447652
OG0005314	Hydra|LOC100208403	Xenia|LOC124442854
OG0005315	Hydra|LOC100198080	Xenia|LOC124434169
OG0005316	Hydra|LOC100206966	Xenia|LOC124443415
OG0005317	Hydra|LOC101234502	Xenia|LOC124456274
OG0005319	Hydra|LOC100214427	Xenia|LOC124451456
OG0005320	Hydra|LOC105848637	Xenia|LOC124441453
OG0005321	Hydra|LOC100212868	Xenia|LOC124444505
OG0005323	Hydra|LOC100209377	Xenia|LOC124439796
OG0005324	Hydra|LOC100206169	Xenia|LOC124440701
OG0005325	Hydra|LOC100198447	Xenia|LOC124439905
OG0005326	Hydra|LOC124807635	Xenia|LOC124433457
OG0005327	Hydra|LOC100215933	Xenia|LOC124439756
OG0005328	Hydra|LOC100212861	Xenia|LOC124445969
OG0005329	Hydra|LOC105843702	Xenia|LOC124453707
OG0005330	Hydra|LOC100201311	Xenia|LOC124449843
OG0005331	Hydra|LOC100201081	Xenia|LOC124457295
OG0005333	Hydra|LOC101235332	Xenia|LOC124445833
OG0005335	Hydra|LOC100202509	Xenia|LOC124446193
OG0005336	Hydra|LOC100215715	Xenia|LOC124447510
OG0005338	Hydra|LOC100211877	Xenia|LOC124446895
OG0005339	Hydra|LOC100209815	Xenia|LOC124452657
OG0005340	Hydra|LOC100212150	Xenia|LOC124446569
OG0005343	Hydra|LOC100213081	Xenia|LOC124442161
OG0005344	Hydra|LOC100206694	Xenia|LOC124442159
OG0005345	Hydra|LOC100200992	Xenia|LOC124442853
OG0005346	Hydra|LOC100199753	Xenia|LOC124441160
OG0005347	Hydra|LOC100199966	Xenia|LOC124441221
OG0005348	Hydra|LOC100212491	Xenia|LOC124443211
OG0005349	Hydra|LOC100206022	Xenia|LOC124450417
OG0005351	Hydra|LOC100199143	Xenia|LOC124453039
OG0005352	Hydra|LOC100200535	Xenia|LOC124451915
OG0005353	Hydra|LOC100213499	Xenia|LOC124445211
OG0005354	Hydra|LOC100197850	Xenia|LOC124445655
OG0005355	Hydra|LOC100205496	Xenia|LOC124441864
OG0005356	Hydra|LOC100204296	Xenia|LOC124450817
OG0005357	Hydra|LOC100204578	Xenia|LOC124445349
OG0005358	Hydra|LOC100197001	Xenia|LOC124445666
OG0005359	Hydra|LOC100208929	Xenia|LOC124439793
OG0005360	Hydra|LOC100209415	Xenia|LOC124437089
OG0005361	Hydra|LOC100200278	Xenia|LOC124459559
OG0005362	Hydra|LOC100202673	Xenia|LOC124436393
OG0005363	Hydra|LOC100210906	Xenia|LOC124437423
OG0005364	Hydra|LOC100214412	Xenia|LOC124453704
OG0005365	Hydra|LOC100214471	Xenia|LOC124445455
OG0005366	Hydra|LOC100202242	Xenia|LOC124448443
OG0005367	Hydra|LOC101240690	Xenia|LOC124449214
OG0005368	Hydra|LOC100207389	Xenia|LOC124435649
OG0005369	Hydra|LOC100215141	Xenia|LOC124459540
OG0005370	Hydra|LOC100202029	Xenia|LOC124451310
OG0005371	Hydra|LOC100199731	Xenia|LOC124453744
OG0005372	Hydra|LOC100215367	Xenia|LOC124459482
OG0005373	Hydra|LOC100204649	Xenia|LOC124433362
OG0005374	Hydra|LOC100209983	Xenia|LOC124433447
OG0005375	Hydra|LOC100198432	Xenia|LOC124442462
OG0005376	Hydra|LOC100199699	Xenia|LOC124451712
OG0005377	Hydra|LOC100206719	Xenia|LOC124445027
OG0005379	Hydra|LOC101239367	Xenia|LOC124457703
OG0005380	Hydra|LOC100204917	Xenia|LOC124444895
OG0005381	Hydra|LOC101234483	Xenia|LOC124453660
OG0005382	Hydra|LOC100214855	Xenia|LOC124442275
OG0005383	Hydra|LOC105848440	Xenia|LOC124441361
OG0005384	Hydra|LOC100209293	Xenia|LOC124455497
OG0005385	Hydra|LOC100205518	Xenia|LOC124445781
OG0005386	Hydra|LOC100208035	Xenia|LOC124445077
OG0005387	Hydra|LOC100211357	Xenia|LOC124446180
OG0005388	Hydra|LOC100206717	Xenia|LOC124445303
OG0005389	Hydra|LOC100210259	Xenia|LOC124447511
OG0005390	Hydra|LOC105848152	Xenia|LOC124452697
OG0005391	Hydra|LOC100200179	Xenia|LOC124452599
OG0005392	Hydra|LOC100214423	Xenia|LOC124453041
OG0005393	Hydra|LOC100203211	Xenia|LOC124452644
OG0005394	Hydra|LOC101234828	Xenia|LOC124436963
OG0005395	Hydra|LOC100213960	Xenia|LOC124435340
OG0005396	Hydra|LOC100200632	Xenia|LOC124434895
OG0005397	Hydra|LOC100207984	Xenia|LOC124437526
OG0005398	Hydra|LOC100215958	Xenia|LOC124435729
OG0005399	Hydra|LOC101234523	Xenia|LOC124434214
OG0005401	Hydra|LOC100198702	Xenia|LOC124434035
OG0005402	Hydra|LOC100214547	Xenia|LOC124434034
OG0005404	Hydra|LOC100198914	Xenia|LOC124435396
OG0005405	Hydra|LOC100207420	Xenia|LOC124434163
OG0005406	Hydra|LOC101237472	Xenia|LOC124439183
OG0005407	Hydra|LOC101234912	Xenia|LOC124438235
OG0005411	Hydra|LOC100205442	Xenia|LOC124438246
OG0005412	Hydra|LOC100213014	Xenia|LOC124438035
OG0005413	Hydra|LOC100203776	Xenia|LOC124441314
OG0005414	Hydra|LOC101237132	Xenia|LOC124443217
OG0005415	Hydra|LOC100198152	Xenia|LOC124441178
OG0005416	Hydra|LOC100199025	Xenia|LOC124440929
OG0005417	Hydra|LOC100206537	Xenia|LOC124439637
OG0005418	Hydra|LOC100209984	Xenia|LOC124441157
OG0005419	Hydra|LOC100215064	Xenia|LOC124442999
OG0005420	Hydra|LOC100197010	Xenia|LOC124450819
OG0005421	Hydra|LOC101240579	Xenia|LOC124443029
OG0005422	Hydra|LOC100203591	Xenia|LOC124452235
OG0005423	Hydra|LOC100207864	Xenia|LOC124451427
OG0005424	Hydra|LOC100192292	Xenia|LOC124452264
OG0005426	Hydra|LOC105843205	Xenia|LOC124457262
OG0005427	Hydra|LOC105843342	Xenia|LOC124451497
OG0005428	Hydra|LOC100204854	Xenia|LOC124436375
OG0005429	Hydra|LOC100197343, Hydra|LOC101241855	Xenia|LOC124437065
OG0005430	Hydra|LOC100205652	Xenia|LOC124459463
OG0005431	Hydra|LOC100201062	Xenia|LOC124437046
OG0005433	Hydra|LOC100203605	Xenia|LOC124436991
OG0005434	Hydra|LOC100214128	Xenia|LOC124436560
OG0005435	Hydra|LOC100201488	Xenia|LOC124436829
OG0005436	Hydra|LOC100211608	Xenia|LOC124437073
OG0005437	Hydra|LOC100201163	Xenia|LOC124437837
OG0005438	Hydra|LOC100197996	Xenia|LOC124437132
OG0005439	Hydra|LOC100210396	Xenia|LOC124439528
OG0005440	Hydra|LOC100200791	Xenia|LOC124440446
OG0005441	Hydra|LOC105843360	Xenia|LOC124445098
OG0005442	Hydra|LOC100208736	Xenia|LOC124445159
OG0005444	Hydra|LOC100201994	Xenia|LOC124452823
OG0005445	Hydra|LOC105843063	Xenia|LOC124440760
OG0005446	Hydra|LOC124813144	Xenia|LOC124440314
OG0005447	Hydra|LOC100213117	Xenia|LOC124437304
OG0005448	Hydra|LOC100215042	Xenia|LOC124433737
OG0005449	Hydra|LOC100209955	Xenia|LOC124439132
OG0005450	Hydra|LOC100199498	Xenia|LOC124434534
OG0005451	Hydra|LOC100199396	Xenia|LOC124459426
OG0005452	Hydra|LOC101234472	Xenia|LOC124435876
OG0005453	Hydra|LOC100199683	Xenia|LOC124440250
OG0005454	Hydra|LOC100206251	Xenia|LOC124440486
OG0005455	Hydra|LOC100210270	Xenia|LOC124440651
OG0005456	Hydra|LOC100208615	Xenia|LOC124457859
OG0005457	Hydra|LOC100208218	Xenia|LOC124455061
OG0005458	Hydra|LOC101237467	Xenia|LOC124448177
OG0005460	Hydra|LOC105845117	Xenia|LOC124439156
OG0005461	Hydra|LOC100202157	Xenia|LOC124448128
OG0005462	Hydra|LOC100203913	Xenia|LOC124455324
OG0005463	Hydra|LOC100206064	Xenia|LOC124452863
OG0005464	Hydra|LOC101239513	Xenia|LOC124440506
OG0005465	Hydra|LOC100211530	Xenia|LOC124440763
OG0005466	Hydra|LOC100200223	Xenia|LOC124439853
OG0005467	Hydra|LOC100205294	Xenia|LOC124439880
OG0005468	Hydra|LOC100204125	Xenia|LOC124440686
OG0005469	Hydra|LOC100200188	Xenia|LOC124440784
OG0005470	Hydra|LOC100207049	Xenia|LOC124445181
OG0005471	Hydra|LOC100202185	Xenia|LOC124452891
OG0005472	Hydra|LOC100212965	Xenia|LOC124440143
OG0005473	Hydra|LOC100204351	Xenia|LOC124433438
OG0005474	Hydra|LOC100203524	Xenia|LOC124449482
OG0005475	Hydra|LOC100211504	Xenia|LOC124446997
OG0005476	Hydra|LOC100210455	Xenia|LOC124451039
OG0005477	Hydra|LOC101238713	Xenia|LOC124440516
OG0005478	Hydra|LOC101235711	Xenia|LOC124451364
OG0005479	Hydra|LOC100209709	Xenia|LOC124434413
OG0005480	Hydra|LOC100204520	Xenia|LOC124434681
OG0005481	Hydra|LOC100215621	Xenia|LOC124435454
OG0005482	Hydra|LOC100215812	Xenia|LOC124458542
OG0005483	Hydra|LOC100205341	Xenia|LOC124435280
OG0005484	Hydra|LOC124816598	Xenia|LOC124438823
OG0005485	Hydra|LOC100202305	Xenia|LOC124433759
OG0005486	Hydra|LOC100215193	Xenia|LOC124435341
OG0005487	Hydra|LOC100207195	Xenia|LOC124435525
OG0005488	Hydra|LOC100215831	Xenia|LOC124447501
OG0005490	Hydra|LOC100210152	Xenia|LOC124454751
OG0005491	Hydra|LOC100202304	Xenia|LOC124433311
OG0005492	Hydra|LOC100209061	Xenia|LOC124450313
OG0005493	Hydra|LOC105844056	Xenia|LOC124459500
OG0005494	Hydra|LOC100204453	Xenia|LOC124449233
OG0005495	Hydra|LOC100201748	Xenia|LOC124452123
OG0005496	Hydra|LOC100208407	Xenia|LOC124452222
OG0005497	Hydra|LOC100205917	Xenia|LOC124451143
OG0005498	Hydra|LOC100213682	Xenia|LOC124433564
OG0005499	Hydra|LOC101238826	Xenia|LOC124447115
OG0005500	Hydra|LOC100200285	Xenia|LOC124456870
OG0005501	Hydra|LOC100205421	Xenia|LOC124459627
OG0005504	Hydra|LOC100207809	Xenia|LOC124437084
OG0005505	Hydra|LOC100205732	Xenia|LOC124437438
OG0005506	Hydra|LOC100210956	Xenia|LOC124436365
OG0005507	Hydra|LOC101240060	Xenia|LOC124436569
OG0005509	Hydra|LOC100197706	Xenia|LOC124437530
OG0005510	Hydra|LOC100202201	Xenia|LOC124453258
OG0005512	Hydra|LOC100198854	Xenia|LOC124440778
OG0005513	Hydra|LOC100211141	Xenia|LOC124439903
OG0005514	Hydra|LOC105844501	Xenia|LOC124439919
OG0005515	Hydra|LOC100212109	Xenia|LOC124440600
OG0005516	Hydra|LOC100215658	Xenia|LOC124440850
OG0005517	Hydra|LOC100206235	Xenia|LOC124439194
OG0005518	Hydra|LOC100209764	Xenia|LOC124441588
OG0005519	Hydra|LOC100201399	Xenia|LOC124439014
OG0005520	Hydra|LOC100214951	Xenia|LOC124440014
OG0005521	Hydra|LOC105843263	Xenia|LOC124439991
OG0005522	Hydra|LOC101234890	Xenia|LOC124440287
OG0005523	Hydra|LOC100211909	Xenia|LOC124435442
OG0005524	Hydra|LOC100212624	Xenia|LOC124434275
OG0005525	Hydra|LOC100198918	Xenia|LOC124439705
OG0005526	Hydra|LOC101236919	Xenia|LOC124438255
OG0005527	Hydra|LOC100199070	Xenia|LOC124439674
OG0005528	Hydra|LOC100203995	Xenia|LOC124438846
OG0005529	Hydra|LOC100198322	Xenia|LOC124440369
OG0005531	Hydra|LOC100215579	Xenia|LOC124438818
OG0005532	Hydra|LOC100210447	Xenia|LOC124439651
OG0005533	Hydra|LOC100212843	Xenia|LOC124444736
OG0005534	Hydra|LOC100206653	Xenia|LOC124439226
OG0005535	Hydra|LOC100214419	Xenia|LOC124459477
OG0005536	Hydra|LOC100206473	Xenia|LOC124438927
OG0005537	Hydra|LOC100214207	Xenia|LOC124455725
OG0005538	Hydra|LOC101238068	Xenia|LOC124444904, Xenia|LOC124444628
OG0005539	Hydra|LOC100208747	Xenia|LOC124444347
OG0005540	Hydra|LOC100213284	Xenia|LOC124444717
OG0005541	Hydra|LOC100199403	Xenia|LOC124444756
OG0005542	Hydra|LOC101240561	Xenia|LOC124454078
OG0005543	Hydra|LOC100207222	Xenia|LOC124443857
OG0005544	Hydra|LOC100206293	Xenia|LOC124443794
OG0005545	Hydra|LOC100200827	Xenia|LOC124443749
OG0005546	Hydra|LOC101241428	Xenia|LOC124439176
OG0005548	Hydra|LOC100209015	Xenia|LOC124446430
OG0005549	Hydra|LOC100214964	Xenia|LOC124438740
OG0005550	Hydra|LOC100203520	Xenia|LOC124445064
OG0005551	Hydra|LOC100202612	Xenia|LOC124446431
OG0005552	Hydra|LOC100206231	Xenia|LOC124439184
OG0005554	Hydra|LOC100207951	Xenia|LOC124443277
OG0005555	Hydra|LOC100208024	Xenia|LOC124439971
OG0005556	Hydra|LOC100213479	Xenia|LOC124433507
OG0005557	Hydra|LOC100204849	Xenia|LOC124440634
OG0005558	Hydra|LOC100197676	Xenia|LOC124450393
