Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_XeniaProteins
OG0005237	Hydractinia|LOC130644954	Xenia|LOC124442216
OG0005238	Hydractinia|LOC130645292	Xenia|LOC124445477
OG0005240	Hydractinia|LOC130645144	Xenia|LOC124444280
OG0005241	Hydractinia|LOC130645610	Xenia|LOC124444947
OG0005243	Hydractinia|LOC130657735	Xenia|LOC124442987
OG0005244	Hydractinia|LOC130657267	Xenia|LOC124440924
OG0005245	Hydractinia|LOC130656847	Xenia|LOC124441344
OG0005246	Hydractinia|LOC130657932	Xenia|LOC124443402
OG0005247	Hydractinia|LOC130653735	Xenia|LOC124438144
OG0005248	Hydractinia|LOC130653738	Xenia|LOC124447426
OG0005249	Hydractinia|LOC130653751	Xenia|LOC124439387
OG0005250	Hydractinia|LOC130654272	Xenia|LOC124438706
OG0005251	Hydractinia|LOC130654273	Xenia|LOC124438969
OG0005252	Hydractinia|LOC130645019	Xenia|LOC124433472
OG0005253	Hydractinia|LOC130646192	Xenia|LOC124433563
OG0005256	Hydractinia|LOC130632328	Xenia|LOC124448059
OG0005257	Hydractinia|LOC130632243	Xenia|LOC124433560
OG0005258	Hydractinia|LOC130646172	Xenia|LOC124454680
OG0005260	Hydractinia|LOC130631490	Xenia|LOC124452380
OG0005261	Hydractinia|LOC130645234	Xenia|LOC124441360
OG0005262	Hydractinia|LOC130644332	Xenia|LOC124443623
OG0005263	Hydractinia|LOC130644328	Xenia|LOC124441284
OG0005264	Hydractinia|LOC130644327	Xenia|LOC124444641
OG0005265	Hydractinia|LOC130644658	Xenia|LOC124435509
OG0005266	Hydractinia|LOC130614866	Xenia|LOC124436866
OG0005267	Hydractinia|LOC130614872	Xenia|LOC124442325
OG0005270	Hydractinia|LOC130636162	Xenia|LOC124450428
OG0005271	Hydractinia|LOC130614559	Xenia|LOC124443872
OG0005272	Hydractinia|LOC130614370	Xenia|LOC124437597
OG0005273	Hydractinia|LOC130614310	Xenia|LOC124436162
OG0005274	Hydractinia|LOC130613769	Xenia|LOC124436175
OG0005275	Hydractinia|LOC130635658	Xenia|LOC124446782
OG0005276	Hydractinia|LOC130635843	Xenia|LOC124443343
OG0005277	Hydractinia|LOC130613764	Xenia|LOC124436564
OG0005278	Hydractinia|LOC130614367	Xenia|LOC124434996
OG0005279	Hydractinia|LOC130662599	Xenia|LOC124455629
OG0005280	Hydractinia|LOC130662624	Xenia|LOC124438318
OG0005281	Hydractinia|LOC130613139	Xenia|LOC124438106
OG0005284	Hydractinia|LOC130612658	Xenia|LOC124433360
OG0005285	Hydractinia|LOC130613130	Xenia|LOC124444921
OG0005287	Hydractinia|LOC130657783	Xenia|LOC124441909
OG0005288	Hydractinia|LOC130657034	Xenia|LOC124442594
OG0005289	Hydractinia|LOC130646102	Xenia|LOC124454868
OG0005290	Hydractinia|LOC130656756	Xenia|LOC124441976
OG0005291	Hydractinia|LOC130657038	Xenia|LOC124441225
OG0005292	Hydractinia|LOC130647768	Xenia|LOC124455280
OG0005293	Hydractinia|LOC130647349	Xenia|LOC124451849
OG0005294	Hydractinia|LOC130647703	Xenia|LOC124455348
OG0005295	Hydractinia|LOC130647016	Xenia|LOC124457712
OG0005296	Hydractinia|LOC130647128	Xenia|LOC124458031
OG0005297	Hydractinia|LOC130647385	Xenia|LOC124453697
OG0005298	Hydractinia|LOC130647408	Xenia|LOC124441481
OG0005299	Hydractinia|LOC130655261	Xenia|LOC124440185
OG0005300	Hydractinia|LOC130647409	Xenia|LOC124445970
OG0005301	Hydractinia|LOC130623608	Xenia|LOC124435097
OG0005302	Hydractinia|LOC130653915	Xenia|LOC124445889
OG0005304	Hydractinia|LOC130623602	Xenia|LOC124446427
OG0005306	Hydractinia|LOC130647751	Xenia|LOC124459235
OG0005307	Hydractinia|LOC130647538	Xenia|LOC124433486
OG0005309	Hydractinia|LOC130648304	Xenia|LOC124456803
OG0005310	Hydractinia|LOC130647848	Xenia|LOC124459307, Xenia|LOC124458085
OG0005311	Hydractinia|LOC130646969	Xenia|LOC124433440
OG0005312	Hydractinia|LOC130646970	Xenia|LOC124459617
OG0005313	Hydractinia|LOC130647134	Xenia|LOC124447652
OG0005314	Hydractinia|LOC130630616	Xenia|LOC124442854
OG0005315	Hydractinia|LOC130630442	Xenia|LOC124434169
OG0005316	Hydractinia|LOC130630293	Xenia|LOC124443415
OG0005317	Hydractinia|LOC130630109	Xenia|LOC124456274
OG0005319	Hydractinia|LOC130621709	Xenia|LOC124451456
OG0005320	Hydractinia|LOC130621445	Xenia|LOC124441453
OG0005321	Hydractinia|LOC130622030	Xenia|LOC124444505
OG0005323	Hydractinia|LOC130622694	Xenia|LOC124439796
OG0005324	Hydractinia|LOC130622337	Xenia|LOC124440701
OG0005325	Hydractinia|LOC130621441	Xenia|LOC124439905
OG0005326	Hydractinia|LOC130622459	Xenia|LOC124433457
OG0005327	Hydractinia|LOC130621830	Xenia|LOC124439756
OG0005328	Hydractinia|LOC130622654	Xenia|LOC124445969
OG0005329	Hydractinia|LOC130628838	Xenia|LOC124453707
OG0005330	Hydractinia|LOC130628568	Xenia|LOC124449843
OG0005331	Hydractinia|LOC130632116	Xenia|LOC124457295
OG0005333	Hydractinia|LOC130636227	Xenia|LOC124445833
OG0005335	Hydractinia|LOC130636085	Xenia|LOC124446193
OG0005336	Hydractinia|LOC130635893	Xenia|LOC124447510
OG0005338	Hydractinia|LOC130653754	Xenia|LOC124446895
OG0005339	Hydractinia|LOC130636709	Xenia|LOC124452657
OG0005340	Hydractinia|LOC130636226	Xenia|LOC124446569
OG0005343	Hydractinia|LOC130656374	Xenia|LOC124442161
OG0005344	Hydractinia|LOC130656373	Xenia|LOC124442159
OG0005345	Hydractinia|LOC130657495	Xenia|LOC124442853
OG0005346	Hydractinia|LOC130656598	Xenia|LOC124441160
OG0005347	Hydractinia|LOC130657316	Xenia|LOC124441221
OG0005348	Hydractinia|LOC130656595	Xenia|LOC124443211
OG0005349	Hydractinia|LOC130656937	Xenia|LOC124450417
OG0005351	Hydractinia|LOC130628732	Xenia|LOC124453039
OG0005352	Hydractinia|LOC130655571	Xenia|LOC124451915
OG0005353	Hydractinia|LOC130655062	Xenia|LOC124445211
OG0005354	Hydractinia|LOC130655073	Xenia|LOC124445655
OG0005355	Hydractinia|LOC130653702	Xenia|LOC124441864
OG0005356	Hydractinia|LOC130655707	Xenia|LOC124450817
OG0005357	Hydractinia|LOC130654130	Xenia|LOC124445349
OG0005358	Hydractinia|LOC130655276	Xenia|LOC124445666
OG0005359	Hydractinia|LOC130622218	Xenia|LOC124439793
OG0005360	Hydractinia|LOC130614377	Xenia|LOC124437089
OG0005361	Hydractinia|LOC130647122	Xenia|LOC124459559
OG0005362	Hydractinia|LOC130613739	Xenia|LOC124436393
OG0005363	Hydractinia|LOC130613737	Xenia|LOC124437423
OG0005364	Hydractinia|LOC130649576	Xenia|LOC124453704
OG0005365	Hydractinia|LOC130649574	Xenia|LOC124445455
OG0005366	Hydractinia|LOC130648912	Xenia|LOC124448443
OG0005367	Hydractinia|LOC130648770	Xenia|LOC124449214
OG0005368	Hydractinia|LOC130648820	Xenia|LOC124435649
OG0005369	Hydractinia|LOC130647615	Xenia|LOC124459540
OG0005370	Hydractinia|LOC130647112	Xenia|LOC124451310
OG0005371	Hydractinia|LOC130647716	Xenia|LOC124453744
OG0005372	Hydractinia|LOC130647103	Xenia|LOC124459482
OG0005373	Hydractinia|LOC130647720	Xenia|LOC124433362
OG0005374	Hydractinia|LOC130647140	Xenia|LOC124433447
OG0005375	Hydractinia|LOC130647775	Xenia|LOC124442462
OG0005376	Hydractinia|LOC130647773	Xenia|LOC124451712
OG0005377	Hydractinia|LOC130644860	Xenia|LOC124445027
OG0005379	Hydractinia|LOC130645786	Xenia|LOC124457703
OG0005380	Hydractinia|LOC130645606	Xenia|LOC124444895
OG0005381	Hydractinia|LOC130644417	Xenia|LOC124453660
OG0005382	Hydractinia|LOC130645758	Xenia|LOC124442275
OG0005383	Hydractinia|LOC130644523	Xenia|LOC124441361
OG0005384	Hydractinia|LOC130644599	Xenia|LOC124455497
OG0005385	Hydractinia|LOC130635819	Xenia|LOC124445781
OG0005386	Hydractinia|LOC130635583, Hydractinia|LOC130635519	Xenia|LOC124445077
OG0005387	Hydractinia|LOC130636547	Xenia|LOC124446180
OG0005388	Hydractinia|LOC130636548	Xenia|LOC124445303
OG0005389	Hydractinia|LOC130636550	Xenia|LOC124447511
OG0005390	Hydractinia|LOC130635544	Xenia|LOC124452697
OG0005391	Hydractinia|LOC130636549	Xenia|LOC124452599
OG0005392	Hydractinia|LOC130614713	Xenia|LOC124453041
OG0005393	Hydractinia|LOC130614130	Xenia|LOC124452644
OG0005395	Hydractinia|LOC130625628	Xenia|LOC124435340
OG0005396	Hydractinia|LOC130626209	Xenia|LOC124434895
OG0005397	Hydractinia|LOC130614582	Xenia|LOC124437526
OG0005398	Hydractinia|LOC130625293	Xenia|LOC124435729
OG0005399	Hydractinia|LOC130624996	Xenia|LOC124434214
OG0005401	Hydractinia|LOC130625458	Xenia|LOC124434035
OG0005402	Hydractinia|LOC130626069	Xenia|LOC124434034
OG0005403	Hydractinia|LOC130656345	Xenia|LOC124457537, Xenia|LOC124457274, Xenia|LOC124451418
OG0005404	Hydractinia|LOC130625982	Xenia|LOC124435396
OG0005405	Hydractinia|LOC130625637	Xenia|LOC124434163
OG0005406	Hydractinia|LOC130662708	Xenia|LOC124439183
OG0005407	Hydractinia|LOC130612409	Xenia|LOC124438235
OG0005410	Hydractinia|LOC130662766, Hydractinia|LOC130612058	Xenia|LOC124439265
OG0005411	Hydractinia|LOC130662782	Xenia|LOC124438246
OG0005412	Hydractinia|LOC130662372	Xenia|LOC124438035
OG0005413	Hydractinia|LOC130657561	Xenia|LOC124441314
OG0005414	Hydractinia|LOC130657995	Xenia|LOC124443217
OG0005415	Hydractinia|LOC130656126	Xenia|LOC124441178
OG0005416	Hydractinia|LOC130657996	Xenia|LOC124440929
OG0005417	Hydractinia|LOC130656361	Xenia|LOC124439637
OG0005418	Hydractinia|LOC130656125	Xenia|LOC124441157
OG0005419	Hydractinia|LOC130656124	Xenia|LOC124442999
OG0005420	Hydractinia|LOC130656788	Xenia|LOC124450819
OG0005421	Hydractinia|LOC130656785	Xenia|LOC124443029
OG0005422	Hydractinia|LOC130657167	Xenia|LOC124452235
OG0005423	Hydractinia|LOC130656544	Xenia|LOC124451427
OG0005424	Hydractinia|LOC130657704	Xenia|LOC124452264
OG0005426	Hydractinia|LOC130645620	Xenia|LOC124457262
OG0005427	Hydractinia|LOC130614770	Xenia|LOC124451497
OG0005428	Hydractinia|LOC130614261	Xenia|LOC124436375
OG0005429	Hydractinia|LOC130614849	Xenia|LOC124437065
OG0005430	Hydractinia|LOC130613797	Xenia|LOC124459463
OG0005431	Hydractinia|LOC130613951	Xenia|LOC124437046
OG0005433	Hydractinia|LOC130614424	Xenia|LOC124436991
OG0005434	Hydractinia|LOC130614782	Xenia|LOC124436560
OG0005435	Hydractinia|LOC130614475	Xenia|LOC124436829
OG0005436	Hydractinia|LOC130613970	Xenia|LOC124437073
OG0005437	Hydractinia|LOC130614425	Xenia|LOC124437837
OG0005438	Hydractinia|LOC130613680	Xenia|LOC124437132
OG0005439	Hydractinia|LOC130622639	Xenia|LOC124439528
OG0005440	Hydractinia|LOC130621752	Xenia|LOC124440446
OG0005441	Hydractinia|LOC130621718	Xenia|LOC124445098
OG0005442	Hydractinia|LOC130622633	Xenia|LOC124445159
OG0005444	Hydractinia|LOC130621215	Xenia|LOC124452823
OG0005445	Hydractinia|LOC130622584	Xenia|LOC124440760
OG0005446	Hydractinia|LOC130621749	Xenia|LOC124440314
OG0005447	Hydractinia|LOC130622209	Xenia|LOC124437304
OG0005448	Hydractinia|LOC130648849	Xenia|LOC124433737
OG0005449	Hydractinia|LOC130612410	Xenia|LOC124439132
OG0005450	Hydractinia|LOC130621770	Xenia|LOC124434534
OG0005451	Hydractinia|LOC130621771	Xenia|LOC124459426
OG0005452	Hydractinia|LOC130621795	Xenia|LOC124435876
OG0005453	Hydractinia|LOC130621866	Xenia|LOC124440250
OG0005454	Hydractinia|LOC130621504	Xenia|LOC124440486
OG0005455	Hydractinia|LOC130621443	Xenia|LOC124440651
OG0005456	Hydractinia|LOC130647744	Xenia|LOC124457859
OG0005457	Hydractinia|LOC130647964	Xenia|LOC124455061
OG0005458	Hydractinia|LOC130647933	Xenia|LOC124448177
OG0005459	Hydractinia|LOC130647219, Hydractinia|LOC130646902	Xenia|LOC124458719
OG0005460	Hydractinia|LOC130647962	Xenia|LOC124439156
OG0005461	Hydractinia|LOC130647930	Xenia|LOC124448128
OG0005462	Hydractinia|LOC130647758	Xenia|LOC124455324
OG0005463	Hydractinia|LOC130647969	Xenia|LOC124452863
OG0005464	Hydractinia|LOC130621677	Xenia|LOC124440506
OG0005465	Hydractinia|LOC130622599	Xenia|LOC124440763
OG0005466	Hydractinia|LOC130622745	Xenia|LOC124439853
OG0005467	Hydractinia|LOC130622185	Xenia|LOC124439880
OG0005468	Hydractinia|LOC130622183	Xenia|LOC124440686
OG0005469	Hydractinia|LOC130622189	Xenia|LOC124440784
OG0005470	Hydractinia|LOC130622767	Xenia|LOC124445181
OG0005471	Hydractinia|LOC130622742	Xenia|LOC124452891
OG0005472	Hydractinia|LOC130621882	Xenia|LOC124440143
OG0005473	Hydractinia|LOC130630719	Xenia|LOC124433438
OG0005474	Hydractinia|LOC130630645	Xenia|LOC124449482
OG0005475	Hydractinia|LOC130630663	Xenia|LOC124446997
OG0005476	Hydractinia|LOC130630712	Xenia|LOC124451039
OG0005477	Hydractinia|LOC130635118	Xenia|LOC124440516
OG0005478	Hydractinia|LOC130635102	Xenia|LOC124451364
OG0005479	Hydractinia|LOC130622984	Xenia|LOC124434413
OG0005480	Hydractinia|LOC130625948	Xenia|LOC124434681
OG0005481	Hydractinia|LOC130626191	Xenia|LOC124435454
OG0005482	Hydractinia|LOC130647050	Xenia|LOC124458542
OG0005483	Hydractinia|LOC130623524	Xenia|LOC124435280
OG0005484	Hydractinia|LOC130622940	Xenia|LOC124438823
OG0005485	Hydractinia|LOC130624918	Xenia|LOC124433759
OG0005486	Hydractinia|LOC130625949	Xenia|LOC124435341
OG0005487	Hydractinia|LOC130625947	Xenia|LOC124435525
OG0005488	Hydractinia|LOC130625473	Xenia|LOC124447501
OG0005490	Hydractinia|LOC130647644	Xenia|LOC124454751
OG0005491	Hydractinia|LOC130647617	Xenia|LOC124433311
OG0005492	Hydractinia|LOC130647504	Xenia|LOC124450313
OG0005493	Hydractinia|LOC130641627, Hydractinia|LOC130644640	Xenia|LOC124459500
OG0005494	Hydractinia|LOC130632302	Xenia|LOC124449233
OG0005495	Hydractinia|LOC130632344	Xenia|LOC124452123
OG0005496	Hydractinia|LOC130647599	Xenia|LOC124452222
OG0005497	Hydractinia|LOC130647572	Xenia|LOC124451143
OG0005498	Hydractinia|LOC130647512	Xenia|LOC124433564
OG0005499	Hydractinia|LOC130647590	Xenia|LOC124447115
OG0005500	Hydractinia|LOC130645131	Xenia|LOC124456870
OG0005501	Hydractinia|LOC130631081	Xenia|LOC124459627
OG0005502	Hydractinia|LOC130641268, Hydractinia|LOC130644274	Xenia|LOC124450640
OG0005503	Hydractinia|LOC130630280	Xenia|LOC124448833, Xenia|LOC124447654
OG0005504	Hydractinia|LOC130614719	Xenia|LOC124437084
OG0005505	Hydractinia|LOC130613942	Xenia|LOC124437438
OG0005506	Hydractinia|LOC130614298	Xenia|LOC124436365
OG0005507	Hydractinia|LOC130613977	Xenia|LOC124436569
OG0005509	Hydractinia|LOC130613780	Xenia|LOC124437530
OG0005510	Hydractinia|LOC130614213	Xenia|LOC124453258
OG0005511	Hydractinia|LOC130614720	Xenia|LOC124434085
OG0005512	Hydractinia|LOC130622317	Xenia|LOC124440778
OG0005513	Hydractinia|LOC130621800	Xenia|LOC124439903
OG0005514	Hydractinia|LOC130621702	Xenia|LOC124439919
OG0005515	Hydractinia|LOC130622673	Xenia|LOC124440600
OG0005516	Hydractinia|LOC130622626	Xenia|LOC124440850
OG0005517	Hydractinia|LOC130622624	Xenia|LOC124439194
OG0005518	Hydractinia|LOC130622627	Xenia|LOC124441588
OG0005519	Hydractinia|LOC130621832	Xenia|LOC124439014
OG0005520	Hydractinia|LOC130621799	Xenia|LOC124440014
OG0005521	Hydractinia|LOC130630618	Xenia|LOC124439991
OG0005522	Hydractinia|LOC130622701	Xenia|LOC124440287
OG0005523	Hydractinia|LOC130622671	Xenia|LOC124435442
OG0005524	Hydractinia|LOC130622625	Xenia|LOC124434275
OG0005525	Hydractinia|LOC130621114	Xenia|LOC124439705
OG0005526	Hydractinia|LOC130614149	Xenia|LOC124438255
OG0005527	Hydractinia|LOC130612669	Xenia|LOC124439674
OG0005528	Hydractinia|LOC130612573	Xenia|LOC124438846
OG0005529	Hydractinia|LOC130612574	Xenia|LOC124440369
OG0005531	Hydractinia|LOC130662502	Xenia|LOC124438818
OG0005532	Hydractinia|LOC130662287	Xenia|LOC124439651
OG0005533	Hydractinia|LOC130612434	Xenia|LOC124444736
OG0005534	Hydractinia|LOC130612475	Xenia|LOC124439226
OG0005535	Hydractinia|LOC130662863	Xenia|LOC124459477
OG0005536	Hydractinia|LOC130662790	Xenia|LOC124438927
OG0005537	Hydractinia|LOC130662867	Xenia|LOC124455725
OG0005539	Hydractinia|LOC130645733	Xenia|LOC124444347
OG0005540	Hydractinia|LOC130644392	Xenia|LOC124444717
OG0005541	Hydractinia|LOC130644394	Xenia|LOC124444756
OG0005542	Hydractinia|LOC130645525	Xenia|LOC124454078
OG0005543	Hydractinia|LOC130645397	Xenia|LOC124443857
OG0005544	Hydractinia|LOC130645353	Xenia|LOC124443794
OG0005545	Hydractinia|LOC130645040	Xenia|LOC124443749
OG0005546	Hydractinia|LOC130655976	Xenia|LOC124439176
OG0005547	Hydractinia|LOC130655745	Xenia|LOC124445387
OG0005548	Hydractinia|LOC130654103	Xenia|LOC124446430
OG0005549	Hydractinia|LOC130654866	Xenia|LOC124438740
OG0005550	Hydractinia|LOC130655751	Xenia|LOC124445064
OG0005551	Hydractinia|LOC130654100	Xenia|LOC124446431
OG0005552	Hydractinia|LOC130654102	Xenia|LOC124439184
OG0005554	Hydractinia|LOC130621170	Xenia|LOC124443277
OG0005555	Hydractinia|LOC130622400	Xenia|LOC124439971
OG0005556	Hydractinia|LOC130622489	Xenia|LOC124433507
OG0005557	Hydractinia|LOC130621942	Xenia|LOC124440634
OG0005558	Hydractinia|LOC130654537	Xenia|LOC124450393
OG0005560	Hydractinia|LOC130653932	Xenia|LOC124445224
OG0005561	Hydractinia|LOC130654970	Xenia|LOC124451492
OG0005562	Hydractinia|LOC130654972	Xenia|LOC124439049
OG0005563	Hydractinia|LOC130655896	Xenia|LOC124443971
OG0005564	Hydractinia|LOC130614661	Xenia|LOC124452940
OG0005565	Hydractinia|LOC130613402	Xenia|LOC124436973
OG0005566	Hydractinia|LOC130647369	Xenia|LOC124433417
OG0005567	Hydractinia|LOC130647052	Xenia|LOC124453002
OG0005568	Hydractinia|LOC130647503	Xenia|LOC124433468
OG0005569	Hydractinia|LOC130647055	Xenia|LOC124433509
OG0005570	Hydractinia|LOC130647051	Xenia|LOC124452802
OG0005571	Hydractinia|LOC130626166	Xenia|LOC124453622
OG0005572	Hydractinia|LOC130629071	Xenia|LOC124452718
OG0005573	Hydractinia|LOC130628840	Xenia|LOC124453042
OG0005574	Hydractinia|LOC130628969	Xenia|LOC124452682
OG0005575	Hydractinia|LOC130628968	Xenia|LOC124453234
OG0005576	Hydractinia|LOC130612405	Xenia|LOC124454082
OG0005577	Hydractinia|LOC130612221	Xenia|LOC124438417
OG0005578	Hydractinia|LOC130612702	Xenia|LOC124438121
OG0005579	Hydractinia|LOC130662376	Xenia|LOC124457962
OG0005580	Hydractinia|LOC130662448	Xenia|LOC124439241
OG0005581	Hydractinia|LOC130662865	Xenia|LOC124452605
OG0005582	Hydractinia|LOC130612390	Xenia|LOC124438717
OG0005583	Hydractinia|LOC130644639	Xenia|LOC124444950
OG0005585	Hydractinia|LOC130645088	Xenia|LOC124441874
OG0005586	Hydractinia|LOC130644313	Xenia|LOC124440392
OG0005587	Hydractinia|LOC130641037	Xenia|LOC124453299
OG0005588	Hydractinia|LOC130641654	Xenia|LOC124444506
OG0005589	Hydractinia|LOC130642066	Xenia|LOC124453398
OG0005590	Hydractinia|LOC130642062	Xenia|LOC124444123
OG0005591	Hydractinia|LOC130647652	Xenia|LOC124458019
OG0005592	Hydractinia|LOC130647096	Xenia|LOC124448156
OG0005593	Hydractinia|LOC130647955	Xenia|LOC124433506
OG0005594	Hydractinia|LOC130647926	Xenia|LOC124459623
OG0005595	Hydractinia|LOC130647925	Xenia|LOC124447687
OG0005596	Hydractinia|LOC130647697	Xenia|LOC124452861
OG0005597	Hydractinia|LOC130647098	Xenia|LOC124433888
OG0005598	Hydractinia|LOC130647698	Xenia|LOC124453052
OG0005599	Hydractinia|LOC130647705	Xenia|LOC124433518
OG0005600	Hydractinia|LOC130647411	Xenia|LOC124459201
OG0005601	Hydractinia|LOC130647767	Xenia|LOC124442818
OG0005602	Hydractinia|LOC130648718	Xenia|LOC124447724
OG0005603	Hydractinia|LOC130640957	Xenia|LOC124452816
OG0005604	Hydractinia|LOC130640956	Xenia|LOC124452854
OG0005605	Hydractinia|LOC130641625	Xenia|LOC124453311
OG0005606	Hydractinia|LOC130641675	Xenia|LOC124453757
OG0005607	Hydractinia|LOC130662673	Xenia|LOC124438370
OG0005608	Hydractinia|LOC130641767	Xenia|LOC124452942
OG0005609	Hydractinia|LOC130640958	Xenia|LOC124453648
OG0005610	Hydractinia|LOC130641329	Xenia|LOC124444742
OG0005611	Hydractinia|LOC130642108	Xenia|LOC124444750
OG0005612	Hydractinia|LOC130640884	Xenia|LOC124452892
OG0005613	Hydractinia|LOC130641678	Xenia|LOC124452381
OG0005614	Hydractinia|LOC130629295	Xenia|LOC124445579
OG0005615	Hydractinia|LOC130628528	Xenia|LOC124452686
OG0005616	Hydractinia|LOC130628603	Xenia|LOC124453693
OG0005617	Hydractinia|LOC130628544	Xenia|LOC124452862
OG0005618	Hydractinia|LOC130629102	Xenia|LOC124438524
OG0005619	Hydractinia|LOC130624078	Xenia|LOC124443674
OG0005620	Hydractinia|LOC130623809	Xenia|LOC124434788
OG0005621	Hydractinia|LOC130623807	Xenia|LOC124434931
OG0005622	Hydractinia|LOC130623353	Xenia|LOC124434560
OG0005623	Hydractinia|LOC130654418	Xenia|LOC124445795
OG0005624	Hydractinia|LOC130655633	Xenia|LOC124452981
OG0005625	Hydractinia|LOC130655969	Xenia|LOC124445558
OG0005626	Hydractinia|LOC130654142	Xenia|LOC124446640
OG0005627	Hydractinia|LOC130645045	Xenia|LOC124454103
OG0005628	Hydractinia|LOC130644724	Xenia|LOC124444532
OG0005629	Hydractinia|LOC130622172	Xenia|LOC124440833
OG0005630	Hydractinia|LOC130621757	Xenia|LOC124438341
OG0005631	Hydractinia|LOC130621226	Xenia|LOC124433411
OG0005633	Hydractinia|LOC130621737	Xenia|LOC124435359
OG0005634	Hydractinia|LOC130645303	Xenia|LOC124443891
OG0005635	Hydractinia|LOC130644798	Xenia|LOC124447844
OG0005636	Hydractinia|LOC130644596	Xenia|LOC124444018
OG0005637	Hydractinia|LOC130644383	Xenia|LOC124443789
OG0005638	Hydractinia|LOC130645378	Xenia|LOC124443859
OG0005639	Hydractinia|LOC130645374	Xenia|LOC124444057
OG0005640	Hydractinia|LOC130645036	Xenia|LOC124442544
OG0005641	Hydractinia|LOC130657691	Xenia|LOC124443213
OG0005643	Hydractinia|LOC130656335	Xenia|LOC124442418
OG0005644	Hydractinia|LOC130657816	Xenia|LOC124443401
OG0005645	Hydractinia|LOC130657245	Xenia|LOC124454371
OG0005646	Hydractinia|LOC130657621	Xenia|LOC124441837
OG0005647	Hydractinia|LOC130656119	Xenia|LOC124442784
OG0005649	Hydractinia|LOC130656163	Xenia|LOC124443772
OG0005650	Hydractinia|LOC130656529	Xenia|LOC124451055
OG0005651	Hydractinia|LOC130657972	Xenia|LOC124441816
OG0005652	Hydractinia|LOC130656980	Xenia|LOC124450240
OG0005653	Hydractinia|LOC130657964	Xenia|LOC124441416
