Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_NematostellaProteins
OG0006568	Hydractinia|LOC130625347	Nematostella|LOC5510657
OG0006569	Hydractinia|LOC130621578	Nematostella|LOC5514344
OG0006570	Hydractinia|LOC130622305	Nematostella|LOC5505224
OG0006571	Hydractinia|LOC130621730	Nematostella|LOC5508925
OG0006572	Hydractinia|LOC130629619	Nematostella|LOC5507598
OG0006573	Hydractinia|LOC130625281	Nematostella|LOC5520393
OG0006574	Hydractinia|LOC130625725	Nematostella|LOC5520336
OG0006575	Hydractinia|LOC130655643	Nematostella|LOC5503961
OG0006577	Hydractinia|LOC130653691	Nematostella|LOC5518378, Nematostella|LOC5515903
OG0006578	Hydractinia|LOC130655043	Nematostella|LOC5516462
OG0006579	Hydractinia|LOC130644543	Nematostella|LOC5501116
OG0006580	Hydractinia|LOC130624328	Nematostella|LOC5503007
OG0006581	Hydractinia|LOC130626177	Nematostella|LOC5516223
OG0006582	Hydractinia|LOC130645568	Nematostella|LOC5512302
OG0006584	Hydractinia|LOC130622096	Nematostella|LOC5509069
OG0006585	Hydractinia|LOC130622516	Nematostella|LOC5521218
OG0006587	Hydractinia|LOC130625647	Nematostella|LOC5507690
OG0006588	Hydractinia|LOC130643913, Hydractinia|LOC130640874	Nematostella|LOC5503591
OG0006589	Hydractinia|LOC130623883	Nematostella|LOC5511074
OG0006590	Hydractinia|LOC130623880	Nematostella|LOC5509206
OG0006591	Hydractinia|LOC130623657	Nematostella|LOC5514258
OG0006592	Hydractinia|LOC130623647	Nematostella|LOC5518451
OG0006593	Hydractinia|LOC130612529	Nematostella|LOC5519335
OG0006594	Hydractinia|LOC130662692	Nematostella|LOC5521074
OG0006595	Hydractinia|LOC130612528	Nematostella|LOC5515325
OG0006596	Hydractinia|LOC130657083	Nematostella|LOC116613343
OG0006597	Hydractinia|LOC130656447	Nematostella|LOC5504174
OG0006598	Hydractinia|LOC130657088	Nematostella|LOC5503587
OG0006599	Hydractinia|LOC130657565	Nematostella|LOC5520738
OG0006600	Hydractinia|LOC130641494	Nematostella|LOC5512573
OG0006601	Hydractinia|LOC130641889	Nematostella|LOC5513260
OG0006602	Hydractinia|LOC130635594	Nematostella|LOC5511629
OG0006603	Hydractinia|LOC130629778	Nematostella|LOC116614241
OG0006604	Hydractinia|LOC130629779	Nematostella|LOC5514427
OG0006605	Hydractinia|LOC130629786	Nematostella|LOC5511096
OG0006606	Hydractinia|LOC130628744	Nematostella|LOC116618481
OG0006607	Hydractinia|LOC130636244	Nematostella|LOC5507789
OG0006608	Hydractinia|LOC130635866	Nematostella|LOC5503324
OG0006609	Hydractinia|LOC130612135	Nematostella|LOC116604130
OG0006610	Hydractinia|LOC130656615	Nematostella|LOC5507823
OG0006611	Hydractinia|LOC130657438	Nematostella|LOC5520690
OG0006612	Hydractinia|LOC130656965	Nematostella|LOC5502445
OG0006613	Hydractinia|LOC130656798	Nematostella|LOC5515880
OG0006614	Hydractinia|LOC130656177	Nematostella|LOC5520875
OG0006615	Hydractinia|LOC130632269	Nematostella|LOC5514376
OG0006616	Hydractinia|LOC130632197	Nematostella|LOC5503613
OG0006617	Hydractinia|LOC130645431	Nematostella|LOC5517453
OG0006618	Hydractinia|LOC130649113	Nematostella|LOC5512144
OG0006619	Hydractinia|LOC130633919	Nematostella|LOC5505965
OG0006620	Hydractinia|LOC130645012	Nematostella|LOC5517754
OG0006621	Hydractinia|LOC130656271	Nematostella|LOC5516405
OG0006622	Hydractinia|LOC130644569	Nematostella|LOC5520972
OG0006623	Hydractinia|LOC130628828	Nematostella|LOC5507165
OG0006624	Hydractinia|LOC130655727	Nematostella|LOC116616208
OG0006625	Hydractinia|LOC130656034	Nematostella|LOC5502347
OG0006626	Hydractinia|LOC130655604	Nematostella|LOC5519145
OG0006627	Hydractinia|LOC130641005	Nematostella|LOC5517983
OG0006628	Hydractinia|LOC130641012	Nematostella|LOC5516774
OG0006629	Hydractinia|LOC130641004	Nematostella|LOC5516787
OG0006630	Hydractinia|LOC130641010	Nematostella|LOC5508490
OG0006631	Hydractinia|LOC130641445	Nematostella|LOC5516822
OG0006633	Hydractinia|LOC130656337	Nematostella|LOC5518876
OG0006634	Hydractinia|LOC130626093	Nematostella|LOC5520325
OG0006636	Hydractinia|LOC130630269	Nematostella|LOC5515919
OG0006637	Hydractinia|LOC130623320	Nematostella|LOC5513731
OG0006638	Hydractinia|LOC130624184	Nematostella|LOC5520911
OG0006640	Hydractinia|LOC130623388	Nematostella|LOC5508334
OG0006641	Hydractinia|LOC130645211	Nematostella|LOC5507362
OG0006642	Hydractinia|LOC130645212	Nematostella|LOC5518672
OG0006643	Hydractinia|LOC130630644	Nematostella|LOC5517630
OG0006644	Hydractinia|LOC130656161	Nematostella|LOC5507019
OG0006645	Hydractinia|LOC130657974	Nematostella|LOC5512567
OG0006646	Hydractinia|LOC130636348	Nematostella|LOC5504836
OG0006647	Hydractinia|LOC130636352	Nematostella|LOC5500545
OG0006648	Hydractinia|LOC130636350	Nematostella|LOC5505270
OG0006649	Hydractinia|LOC130613177	Nematostella|LOC5513519
OG0006650	Hydractinia|LOC130612482	Nematostella|LOC5506729
OG0006651	Hydractinia|LOC130630677	Nematostella|LOC5519076
OG0006652	Hydractinia|LOC130630326	Nematostella|LOC5502196
OG0006653	Hydractinia|LOC130644499	Nematostella|LOC116611549
OG0006654	Hydractinia|LOC130644339	Nematostella|LOC5510532
OG0006656	Hydractinia|LOC130614346	Nematostella|LOC5505144
OG0006657	Hydractinia|LOC130623354	Nematostella|LOC5516555
OG0006658	Hydractinia|LOC130623760	Nematostella|LOC116618569
OG0006659	Hydractinia|LOC130623298	Nematostella|LOC5513695
OG0006660	Hydractinia|LOC130624033	Nematostella|LOC5516117
OG0006661	Hydractinia|LOC130623125	Nematostella|LOC116618022
OG0006664	Hydractinia|LOC130629982	Nematostella|LOC5516308
OG0006665	Hydractinia|LOC130629983	Nematostella|LOC5519026
OG0006666	Hydractinia|LOC130647746	Nematostella|LOC5508100
OG0006667	Hydractinia|LOC130646980	Nematostella|LOC5507719
OG0006669	Hydractinia|LOC130656640	Nematostella|LOC5512250
OG0006670	Hydractinia|LOC130657669	Nematostella|LOC116604031
OG0006671	Hydractinia|LOC130657376	Nematostella|LOC5520780
OG0006672	Hydractinia|LOC130657731	Nematostella|LOC5512994
OG0006673	Hydractinia|LOC130656871	Nematostella|LOC5511222
OG0006674	Hydractinia|LOC130625595	Nematostella|LOC5517139
OG0006675	Hydractinia|LOC130628936	Nematostella|LOC5520447
OG0006676	Hydractinia|LOC130612159	Nematostella|LOC5511511
OG0006677	Hydractinia|LOC130612667	Nematostella|LOC116602160
OG0006678	Hydractinia|LOC130612655	Nematostella|LOC5518509
OG0006679	Hydractinia|LOC130612661	Nematostella|LOC5505711
OG0006681	Hydractinia|LOC130647099	Nematostella|LOC5507885
OG0006682	Hydractinia|LOC130647130	Nematostella|LOC5511783
OG0006683	Hydractinia|LOC130647101	Nematostella|LOC5505939
OG0006684	Hydractinia|LOC130642106	Nematostella|LOC5509033
OG0006686	Hydractinia|LOC130641918	Nematostella|LOC5516132
OG0006688	Hydractinia|LOC130646938	Nematostella|LOC5517566
OG0006690	Hydractinia|LOC130630387	Nematostella|LOC5504879
OG0006691	Hydractinia|LOC130630577	Nematostella|LOC5512333
OG0006692	Hydractinia|LOC130653607	Nematostella|LOC5514369
OG0006693	Hydractinia|LOC130655583	Nematostella|LOC5522103
OG0006694	Hydractinia|LOC130654424	Nematostella|LOC5512500
OG0006695	Hydractinia|LOC130655584	Nematostella|LOC5500098
OG0006696	Hydractinia|LOC130630623	Nematostella|LOC5512272
OG0006697	Hydractinia|LOC130648911	Nematostella|LOC5508303
OG0006699	Hydractinia|LOC130644849	Nematostella|LOC5505584
OG0006700	Hydractinia|LOC130644266	Nematostella|LOC5510154
OG0006702	Hydractinia|LOC130654140	Nematostella|LOC5516577
OG0006703	Hydractinia|LOC130654075	Nematostella|LOC5501089
OG0006704	Hydractinia|LOC130655198	Nematostella|LOC5522343
OG0006705	Hydractinia|LOC130655196	Nematostella|LOC116619961
OG0006707	Hydractinia|LOC130628587	Nematostella|LOC5513627
OG0006708	Hydractinia|LOC130628590	Nematostella|LOC5510049
OG0006709	Hydractinia|LOC130628583	Nematostella|LOC5505382
OG0006710	Hydractinia|LOC130623371	Nematostella|LOC116603416
OG0006711	Hydractinia|LOC130624230	Nematostella|LOC5519573
OG0006712	Hydractinia|LOC130644910	Nematostella|LOC5520995
OG0006713	Hydractinia|LOC130647489	Nematostella|LOC5505446
OG0006714	Hydractinia|LOC130647492	Nematostella|LOC5505950
OG0006715	Hydractinia|LOC130644807	Nematostella|LOC5510294
OG0006716	Hydractinia|LOC130644811	Nematostella|LOC5518836
OG0006717	Hydractinia|LOC130644810	Nematostella|LOC5513535
OG0006718	Hydractinia|LOC130612704	Nematostella|LOC116613872
OG0006719	Hydractinia|LOC130612703	Nematostella|LOC5521567
OG0006720	Hydractinia|LOC130614177	Nematostella|LOC5513341
OG0006721	Hydractinia|LOC130613722	Nematostella|LOC5503621
OG0006722	Hydractinia|LOC130614398	Nematostella|LOC5505894
OG0006723	Hydractinia|LOC130613729	Nematostella|LOC5511725
OG0006724	Hydractinia|LOC130625362	Nematostella|LOC5503595
OG0006725	Hydractinia|LOC130625364	Nematostella|LOC116616060
OG0006727	Hydractinia|LOC130621798	Nematostella|LOC5515515
OG0006728	Hydractinia|LOC130622345	Nematostella|LOC5510129
OG0006729	Hydractinia|LOC130648964	Nematostella|LOC5506691
OG0006730	Hydractinia|LOC130626141	Nematostella|LOC5503173
OG0006731	Hydractinia|LOC130625552	Nematostella|LOC116614158
OG0006732	Hydractinia|LOC130635828	Nematostella|LOC5517243
OG0006733	Hydractinia|LOC130613256	Nematostella|LOC5507337
OG0006734	Hydractinia|LOC130657309	Nematostella|LOC5503258
OG0006735	Hydractinia|LOC130657299	Nematostella|LOC5520990
OG0006736	Hydractinia|LOC130657306	Nematostella|LOC5507464
OG0006737	Hydractinia|LOC130647438	Nematostella|LOC5517551
OG0006738	Hydractinia|LOC130634057	Nematostella|LOC5503093
OG0006739	Hydractinia|LOC130630474	Nematostella|LOC5503430
OG0006740	Hydractinia|LOC130630404	Nematostella|LOC5514404
OG0006741	Hydractinia|LOC130641333	Nematostella|LOC5504359
OG0006742	Hydractinia|LOC130630433	Nematostella|LOC5501854
OG0006743	Hydractinia|LOC130630251	Nematostella|LOC5504754
OG0006744	Hydractinia|LOC130622496	Nematostella|LOC5521630
OG0006745	Hydractinia|LOC130649201	Nematostella|LOC5516921
OG0006746	Hydractinia|LOC130648733	Nematostella|LOC5514481
OG0006747	Hydractinia|LOC130648735	Nematostella|LOC116603687
OG0006748	Hydractinia|LOC130612032	Nematostella|LOC5521558
OG0006749	Hydractinia|LOC130612967	Nematostella|LOC5499957
OG0006750	Hydractinia|LOC130612070	Nematostella|LOC5515317
OG0006752	Hydractinia|LOC130654228	Nematostella|LOC5513541
OG0006753	Hydractinia|LOC130654226	Nematostella|LOC5505346
OG0006754	Hydractinia|LOC130646984	Nematostella|LOC5503609
OG0006756	Hydractinia|LOC130641620	Nematostella|LOC5514198
OG0006757	Hydractinia|LOC130657557	Nematostella|LOC5520059
OG0006758	Hydractinia|LOC130657560	Nematostella|LOC5504092
OG0006759	Hydractinia|LOC130625386	Nematostella|LOC5509832
OG0006760	Hydractinia|LOC130630228	Nematostella|LOC5504938
OG0006761	Hydractinia|LOC130629727	Nematostella|LOC5517120
OG0006762	Hydractinia|LOC130634664	Nematostella|LOC5517818
OG0006763	Hydractinia|LOC130646907	Nematostella|LOC5517600
OG0006764	Hydractinia|LOC130636750	Nematostella|LOC5499773
OG0006765	Hydractinia|LOC130636747	Nematostella|LOC5502144
OG0006766	Hydractinia|LOC130635736	Nematostella|LOC5512652
OG0006767	Hydractinia|LOC130623421	Nematostella|LOC5516103
OG0006768	Hydractinia|LOC130624173	Nematostella|LOC5509338
OG0006769	Hydractinia|LOC130624284	Nematostella|LOC5509072
OG0006770	Hydractinia|LOC130623284	Nematostella|LOC5513744
OG0006772	Hydractinia|LOC130654005	Nematostella|LOC5519617
OG0006773	Hydractinia|LOC130649147	Nematostella|LOC5520513
OG0006774	Hydractinia|LOC130612416	Nematostella|LOC5506132
OG0006775	Hydractinia|LOC130654285	Nematostella|LOC116618908
OG0006776	Hydractinia|LOC130613255	Nematostella|LOC5517773
OG0006777	Hydractinia|LOC130662510	Nematostella|LOC5515030
OG0006778	Hydractinia|LOC130626174	Nematostella|LOC5517378
OG0006779	Hydractinia|LOC130625290	Nematostella|LOC5510651
OG0006781	Hydractinia|LOC130614403	Nematostella|LOC5504460
OG0006782	Hydractinia|LOC130614474	Nematostella|LOC5508032
OG0006783	Hydractinia|LOC130613720	Nematostella|LOC5521472
OG0006784	Hydractinia|LOC130614884	Nematostella|LOC5506294
OG0006785	Hydractinia|LOC130656409	Nematostella|LOC5505056
OG0006786	Hydractinia|LOC130657444	Nematostella|LOC5510773
OG0006787	Hydractinia|LOC130648355	Nematostella|LOC5520614
OG0006788	Hydractinia|LOC130648354	Nematostella|LOC5509541
OG0006789	Hydractinia|LOC130623336	Nematostella|LOC5513133
OG0006790	Hydractinia|LOC130645253	Nematostella|LOC5503431
OG0006792	Hydractinia|LOC130645223	Nematostella|LOC5517664
OG0006793	Hydractinia|LOC130632664	Nematostella|LOC5517698
OG0006794	Hydractinia|LOC130625625	Nematostella|LOC116612435
OG0006795	Hydractinia|LOC130612218	Nematostella|LOC116611690
OG0006796	Hydractinia|LOC130662353	Nematostella|LOC5514579
OG0006797	Hydractinia|LOC130612211	Nematostella|LOC116612185
OG0006798	Hydractinia|LOC130662496	Nematostella|LOC5515542
OG0006799	Hydractinia|LOC130628941	Nematostella|LOC5506377
OG0006800	Hydractinia|LOC130628742	Nematostella|LOC5510658
OG0006801	Hydractinia|LOC130628706	Nematostella|LOC5517069
OG0006803	Hydractinia|LOC130648732	Nematostella|LOC5520628
OG0006804	Hydractinia|LOC130648737	Nematostella|LOC5506101
OG0006805	Hydractinia|LOC130648740	Nematostella|LOC5509668
OG0006806	Hydractinia|LOC130644761	Nematostella|LOC5508758
OG0006807	Hydractinia|LOC130644687	Nematostella|LOC5507364
OG0006808	Hydractinia|LOC130631767	Nematostella|LOC5513990
OG0006809	Hydractinia|LOC130631522	Nematostella|LOC5512741
OG0006810	Hydractinia|LOC130633606	Nematostella|LOC5513967
OG0006811	Hydractinia|LOC130630359	Nematostella|LOC5515925
OG0006812	Hydractinia|LOC130636690	Nematostella|LOC5517283
OG0006813	Hydractinia|LOC130636687	Nematostella|LOC5517331
OG0006814	Hydractinia|LOC130636401	Nematostella|LOC5515704
OG0006816	Hydractinia|LOC130642121	Nematostella|LOC5512722
OG0006817	Hydractinia|LOC130655447	Nematostella|LOC5507716
OG0006818	Hydractinia|LOC130636714	Nematostella|LOC5505435
OG0006819	Hydractinia|LOC130649082	Nematostella|LOC5516851
OG0006820	Hydractinia|LOC130648981	Nematostella|LOC5506889
OG0006821	Hydractinia|LOC130613790	Nematostella|LOC5505178
OG0006822	Hydractinia|LOC130613791	Nematostella|LOC5506727
OG0006823	Hydractinia|LOC130614855	Nematostella|LOC5501708
OG0006824	Hydractinia|LOC130612616	Nematostella|LOC5511260
OG0006825	Hydractinia|LOC130612439	Nematostella|LOC5507252
OG0006826	Hydractinia|LOC130613080	Nematostella|LOC5503776
OG0006827	Hydractinia|LOC130654148	Nematostella|LOC5512692
OG0006828	Hydractinia|LOC130656683	Nematostella|LOC5518953
OG0006829	Hydractinia|LOC130657286	Nematostella|LOC5515995
OG0006830	Hydractinia|LOC130624943	Nematostella|LOC5517399
OG0006831	Hydractinia|LOC130624143	Nematostella|LOC5519571
OG0006832	Hydractinia|LOC130624142	Nematostella|LOC116603379
OG0006833	Hydractinia|LOC130621685	Nematostella|LOC5517957
OG0006834	Hydractinia|LOC130621689	Nematostella|LOC5518337
OG0006837	Hydractinia|LOC130614052	Nematostella|LOC5506878
OG0006838	Hydractinia|LOC130614565	Nematostella|LOC5502765
OG0006839	Hydractinia|LOC130613686	Nematostella|LOC5507653
OG0006840	Hydractinia|LOC130613948	Nematostella|LOC5505898
OG0006841	Hydractinia|LOC130628791	Nematostella|LOC5512938
OG0006842	Hydractinia|LOC130649559	Nematostella|LOC5513265
OG0006843	Hydractinia|LOC130647814	Nematostella|LOC5511536
OG0006844	Hydractinia|LOC130645630	Nematostella|LOC5518419
OG0006845	Hydractinia|LOC130622643	Nematostella|LOC5515797
OG0006846	Hydractinia|LOC130622642	Nematostella|LOC5515732
OG0006847	Hydractinia|LOC130623715	Nematostella|LOC5508951
OG0006848	Hydractinia|LOC130623481	Nematostella|LOC5511547
OG0006849	Hydractinia|LOC130654960	Nematostella|LOC5511378
OG0006850	Hydractinia|LOC130653575	Nematostella|LOC5502585
OG0006851	Hydractinia|LOC130625502	Nematostella|LOC5517402
OG0006852	Hydractinia|LOC130636638	Nematostella|LOC5511630
OG0006853	Hydractinia|LOC130636237	Nematostella|LOC5503223
OG0006854	Hydractinia|LOC130636241	Nematostella|LOC5505439
OG0006857	Hydractinia|LOC130634360	Nematostella|LOC5507643
OG0006858	Hydractinia|LOC130641972	Nematostella|LOC5509025
OG0006859	Hydractinia|LOC130640937	Nematostella|LOC5521288
OG0006860	Hydractinia|LOC130614421	Nematostella|LOC5513077
OG0006863	Hydractinia|LOC130623650	Nematostella|LOC5513760
OG0006864	Hydractinia|LOC130623648	Nematostella|LOC5502467
OG0006865	Hydractinia|LOC130644315	Nematostella|LOC116613255
OG0006867	Hydractinia|LOC130662831	Nematostella|LOC5505364
OG0006868	Hydractinia|LOC130634005	Nematostella|LOC116617591
OG0006870	Hydractinia|LOC130622853	Nematostella|LOC5519633
OG0006871	Hydractinia|LOC130644218	Nematostella|LOC116619287
OG0006872	Hydractinia|LOC130654853	Nematostella|LOC116611462
OG0006873	Hydractinia|LOC130649540	Nematostella|LOC5520616
OG0006875	Hydractinia|LOC130622874	Nematostella|LOC5511561
OG0006876	Hydractinia|LOC130656325	Nematostella|LOC5506503
OG0006877	Hydractinia|LOC130621781	Nematostella|LOC116619551
OG0006878	Hydractinia|LOC130635690, Hydractinia|LOC130654288	Nematostella|LOC5515435
OG0006879	Hydractinia|LOC130641692	Nematostella|LOC5518625
OG0006880	Hydractinia|LOC130628773	Nematostella|LOC5517060
OG0006881	Hydractinia|LOC130641637	Nematostella|LOC5515834
OG0006883	Hydractinia|LOC130657686	Nematostella|LOC5513020
OG0006884	Hydractinia|LOC130656819	Nematostella|LOC5500604
OG0006885	Hydractinia|LOC130662529	Nematostella|LOC5501359
OG0006886	Hydractinia|LOC130662528	Nematostella|LOC5504503
OG0006887	Hydractinia|LOC130662531	Nematostella|LOC5503903
OG0006888	Hydractinia|LOC130641021	Nematostella|LOC5516966
OG0006889	Hydractinia|LOC130641209	Nematostella|LOC116616094
OG0006890	Hydractinia|LOC130626078	Nematostella|LOC5518245
OG0006891	Hydractinia|LOC130612080	Nematostella|LOC5508336
OG0006892	Hydractinia|LOC130613347	Nematostella|LOC5521096
OG0006893	Hydractinia|LOC130645399	Nematostella|LOC5516690
OG0006894	Hydractinia|LOC130654294	Nematostella|LOC5513527
OG0006895	Hydractinia|LOC130613843	Nematostella|LOC5506285
OG0006896	Hydractinia|LOC130630242	Nematostella|LOC5504823
OG0006897	Hydractinia|LOC130635994	Nematostella|LOC5509958
OG0006898	Hydractinia|LOC130644732	Nematostella|LOC5506851
OG0006899	Hydractinia|LOC130662471	Nematostella|LOC5510800
OG0006900	Hydractinia|LOC130662776	Nematostella|LOC116613809
OG0006901	Hydractinia|LOC130654013	Nematostella|LOC5509992
OG0006902	Hydractinia|LOC130654012	Nematostella|LOC5499198
OG0006903	Hydractinia|LOC130645539	Nematostella|LOC5503655
OG0006904	Hydractinia|LOC130656492	Nematostella|LOC5507868
OG0006905	Hydractinia|LOC130655012	Nematostella|LOC5504406
OG0006906	Hydractinia|LOC130647244	Nematostella|LOC5498109
OG0006907	Hydractinia|LOC130621276	Nematostella|LOC116617374, Nematostella|LOC116602246
OG0006908	Hydractinia|LOC130647116	Nematostella|LOC5504640
OG0006909	Hydractinia|LOC130622773	Nematostella|LOC5515499
OG0006911	Hydractinia|LOC130612130	Nematostella|LOC5505697
OG0006912	Hydractinia|LOC130636499	Nematostella|LOC5503864
OG0006913	Hydractinia|LOC130635814	Nematostella|LOC5500974
OG0006915	Hydractinia|LOC130647117	Nematostella|LOC5511427
OG0006918	Hydractinia|LOC130647370	Nematostella|LOC5505006
OG0006919	Hydractinia|LOC130622232	Nematostella|LOC5518286
OG0006920	Hydractinia|LOC130648726	Nematostella|LOC116620897
OG0006921	Hydractinia|LOC130654590	Nematostella|LOC5500559
OG0006922	Hydractinia|LOC130653888	Nematostella|LOC5512169
OG0006923	Hydractinia|LOC130640933	Nematostella|LOC5501853
OG0006924	Hydractinia|LOC130641392	Nematostella|LOC116617638
OG0006925	Hydractinia|LOC130645574	Nematostella|LOC5515143
OG0006926	Hydractinia|LOC130622205	Nematostella|LOC116619277
OG0006928	Hydractinia|LOC130636684	Nematostella|LOC5504856
OG0006929	Hydractinia|LOC130654726	Nematostella|LOC5512127
OG0006933	Hydractinia|LOC130629910	Nematostella|LOC5517177
OG0006934	Hydractinia|LOC130657471	Nematostella|LOC5518946
