Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_HydraProteins
OG0006059	Hydractinia|LOC130612112	Hydra|LOC105847189
OG0006061	Hydractinia|LOC130623682	Hydra|LOC100201172
OG0006062	Hydractinia|LOC130622897	Hydra|LOC101236736
OG0006064	Hydractinia|LOC130624221	Hydra|LOC100200315
OG0006065	Hydractinia|LOC130636523	Hydra|LOC100215133
OG0006066	Hydractinia|LOC130636383	Hydra|LOC100198476
OG0006067	Hydractinia|LOC130636380	Hydra|LOC100208241
OG0006068	Hydractinia|LOC130636525	Hydra|LOC101238884
OG0006069	Hydractinia|LOC130636432	Hydra|LOC100203089
OG0006070	Hydractinia|LOC130636437	Hydra|LOC101238115
OG0006071	Hydractinia|LOC130654634	Hydra|LOC100209743
OG0006072	Hydractinia|LOC130654644	Hydra|LOC100206129
OG0006073	Hydractinia|LOC130654639	Hydra|LOC101239554
OG0006074	Hydractinia|LOC130654643	Hydra|LOC100200892
OG0006075	Hydractinia|LOC130654110	Hydra|LOC100215348
OG0006076	Hydractinia|LOC130655145	Hydra|LOC100205716
OG0006078	Hydractinia|LOC130641868, Hydractinia|LOC130641869	Hydra|LOC101235613
OG0006079	Hydractinia|LOC130641867	Hydra|LOC100211172
OG0006080	Hydractinia|LOC130641862	Hydra|LOC100212302
OG0006081	Hydractinia|LOC130641689	Hydra|LOC100199716
OG0006082	Hydractinia|LOC130649078	Hydra|LOC100211784
OG0006084	Hydractinia|LOC130655288	Hydra|LOC100209343
OG0006085	Hydractinia|LOC130654874	Hydra|LOC100211895
OG0006086	Hydractinia|LOC130647484	Hydra|LOC100197731
OG0006087	Hydractinia|LOC130645156	Hydra|LOC100197688
OG0006088	Hydractinia|LOC130621747	Hydra|LOC100212258
OG0006089	Hydractinia|LOC130655549	Hydra|LOC100202999
OG0006090	Hydractinia|LOC130655455	Hydra|LOC100199738
OG0006091	Hydractinia|LOC130654549	Hydra|LOC100215426
OG0006092	Hydractinia|LOC130655547	Hydra|LOC100214952
OG0006093	Hydractinia|LOC130655454	Hydra|LOC100200963
OG0006094	Hydractinia|LOC130649246	Hydra|LOC101236092
OG0006095	Hydractinia|LOC130649106	Hydra|LOC100206792
OG0006096	Hydractinia|LOC130649104	Hydra|LOC100206389
OG0006097	Hydractinia|LOC130648750	Hydra|LOC100215823
OG0006098	Hydractinia|LOC130625627	Hydra|LOC100198148
OG0006099	Hydractinia|LOC130648709	Hydra|LOC100202564
OG0006100	Hydractinia|LOC130662431	Hydra|LOC100206421
OG0006101	Hydractinia|LOC130613161	Hydra|LOC100203922
OG0006102	Hydractinia|LOC130613163	Hydra|LOC100198441
OG0006103	Hydractinia|LOC130612330	Hydra|LOC101234743
OG0006104	Hydractinia|LOC130612082	Hydra|LOC100205823
OG0006105	Hydractinia|LOC130612846	Hydra|LOC100213235
OG0006106	Hydractinia|LOC130612419	Hydra|LOC100213315
OG0006107	Hydractinia|LOC130621555	Hydra|LOC101238916
OG0006108	Hydractinia|LOC130622548	Hydra|LOC100210625
OG0006109	Hydractinia|LOC130621911	Hydra|LOC100203252
OG0006110	Hydractinia|LOC130613171	Hydra|LOC100208667
OG0006111	Hydractinia|LOC130613170	Hydra|LOC100202736
OG0006112	Hydractinia|LOC130614701	Hydra|LOC100212896
OG0006113	Hydractinia|LOC130614576	Hydra|LOC100215581
OG0006114	Hydractinia|LOC130613504	Hydra|LOC100215148
OG0006115	Hydractinia|LOC130614889	Hydra|LOC100205632
OG0006116	Hydractinia|LOC130614265	Hydra|LOC100200489
OG0006117	Hydractinia|LOC130657962	Hydra|LOC100213376
OG0006118	Hydractinia|LOC130657446	Hydra|LOC100198075
OG0006119	Hydractinia|LOC130614702	Hydra|LOC100198778
OG0006120	Hydractinia|LOC130629555	Hydra|LOC100201760
OG0006121	Hydractinia|LOC130630580	Hydra|LOC101241060
OG0006122	Hydractinia|LOC130622025	Hydra|LOC100212252
OG0006123	Hydractinia|LOC130623665	Hydra|LOC100198384
OG0006124	Hydractinia|LOC130623590	Hydra|LOC100210907
OG0006125	Hydractinia|LOC130624208	Hydra|LOC100211142
OG0006126	Hydractinia|LOC130623925	Hydra|LOC100206478
OG0006127	Hydractinia|LOC130613075	Hydra|LOC100202061
OG0006128	Hydractinia|LOC130662420	Hydra|LOC100209617
OG0006130	Hydractinia|LOC130645314	Hydra|LOC100197802
OG0006131	Hydractinia|LOC130644951	Hydra|LOC100200534
OG0006132	Hydractinia|LOC130644397	Hydra|LOC100209633
OG0006133	Hydractinia|LOC130645390	Hydra|LOC100198323
OG0006134	Hydractinia|LOC130630449	Hydra|LOC100213563
OG0006135	Hydractinia|LOC130631699	Hydra|LOC100215429
OG0006136	Hydractinia|LOC130631783	Hydra|LOC101239321
OG0006137	Hydractinia|LOC130631548	Hydra|LOC100211834
OG0006138	Hydractinia|LOC130655108	Hydra|LOC100201097
OG0006139	Hydractinia|LOC130654758	Hydra|LOC100210679
OG0006140	Hydractinia|LOC130654756	Hydra|LOC105846215
OG0006141	Hydractinia|LOC130654141	Hydra|LOC101238459
OG0006142	Hydractinia|LOC130654759	Hydra|LOC100214258
OG0006144	Hydractinia|LOC130613899	Hydra|LOC100210831
OG0006145	Hydractinia|LOC130614655	Hydra|LOC100201905
OG0006146	Hydractinia|LOC130621552	Hydra|LOC100205270
OG0006147	Hydractinia|LOC130623881	Hydra|LOC100204922
OG0006148	Hydractinia|LOC130645062	Hydra|LOC100207468
OG0006149	Hydractinia|LOC130630550	Hydra|LOC101236616
OG0006150	Hydractinia|LOC130629469	Hydra|LOC101238455
OG0006151	Hydractinia|LOC130630375	Hydra|LOC100198762
OG0006152	Hydractinia|LOC130630365	Hydra|LOC100200523
OG0006153	Hydractinia|LOC130641763	Hydra|LOC100205936
OG0006154	Hydractinia|LOC130641511	Hydra|LOC100206660
OG0006155	Hydractinia|LOC130641240	Hydra|LOC100198973
OG0006156	Hydractinia|LOC130641404	Hydra|LOC100207358
OG0006157	Hydractinia|LOC130641405, Hydractinia|LOC130655814	Hydra|LOC101234888
OG0006158	Hydractinia|LOC130640903	Hydra|LOC100204758
OG0006159	Hydractinia|LOC130640982	Hydra|LOC100211925
OG0006160	Hydractinia|LOC130642013	Hydra|LOC100201079, Hydra|LOC100198945
OG0006161	Hydractinia|LOC130641485	Hydra|LOC100208542
OG0006162	Hydractinia|LOC130641358	Hydra|LOC100208000
OG0006163	Hydractinia|LOC130642015	Hydra|LOC101238737
OG0006164	Hydractinia|LOC130633510	Hydra|LOC100210427
OG0006165	Hydractinia|LOC130647004	Hydra|LOC101235394
OG0006166	Hydractinia|LOC130645086	Hydra|LOC101239699
OG0006167	Hydractinia|LOC130647527	Hydra|LOC101236080
OG0006168	Hydractinia|LOC130645790	Hydra|LOC101238046
OG0006169	Hydractinia|LOC130633558	Hydra|LOC105850724
OG0006170	Hydractinia|LOC130644162	Hydra|LOC100199317
OG0006172	Hydractinia|LOC130645242	Hydra|LOC100201609
OG0006173	Hydractinia|LOC130645759	Hydra|LOC100207629
OG0006174	Hydractinia|LOC130645202	Hydra|LOC100212278
OG0006175	Hydractinia|LOC130645193	Hydra|LOC100215881
OG0006176	Hydractinia|LOC130645754	Hydra|LOC100212477
OG0006177	Hydractinia|LOC130645192	Hydra|LOC105846721
OG0006178	Hydractinia|LOC130644770	Hydra|LOC105850867
OG0006179	Hydractinia|LOC130644772	Hydra|LOC100211346
OG0006180	Hydractinia|LOC130644760	Hydra|LOC100213437
OG0006181	Hydractinia|LOC130621910	Hydra|LOC100209130
OG0006182	Hydractinia|LOC130622620	Hydra|LOC100204486
OG0006183	Hydractinia|LOC130630334	Hydra|LOC101240051
OG0006184	Hydractinia|LOC130629616	Hydra|LOC100209134
OG0006185	Hydractinia|LOC130630542	Hydra|LOC100211036
OG0006186	Hydractinia|LOC130649623, Hydractinia|LOC130629959	Hydra|LOC100204023
OG0006187	Hydractinia|LOC130630654	Hydra|LOC100200456
OG0006188	Hydractinia|LOC130630652	Hydra|LOC100215978
OG0006189	Hydractinia|LOC130630184	Hydra|LOC100205848
OG0006190	Hydractinia|LOC130630185	Hydra|LOC100200111
OG0006191	Hydractinia|LOC130629622	Hydra|LOC101236869
OG0006192	Hydractinia|LOC130630538	Hydra|LOC100204041
OG0006193	Hydractinia|LOC130654471	Hydra|LOC100207562
OG0006194	Hydractinia|LOC130654146	Hydra|LOC100213121
OG0006195	Hydractinia|LOC130653600	Hydra|LOC100208044
OG0006196	Hydractinia|LOC130654217	Hydra|LOC100210123
OG0006197	Hydractinia|LOC130654054	Hydra|LOC100199026
OG0006198	Hydractinia|LOC130654314	Hydra|LOC100202971
OG0006199	Hydractinia|LOC130628827	Hydra|LOC100211473
OG0006200	Hydractinia|LOC130628578	Hydra|LOC101241588
OG0006201	Hydractinia|LOC130613311	Hydra|LOC100205524
OG0006203	Hydractinia|LOC130612432	Hydra|LOC100214136
OG0006204	Hydractinia|LOC130656206	Hydra|LOC100199383
OG0006205	Hydractinia|LOC130656656	Hydra|LOC100213887
OG0006206	Hydractinia|LOC130657297	Hydra|LOC100198164
OG0006207	Hydractinia|LOC130656669	Hydra|LOC100215175
OG0006208	Hydractinia|LOC130656283	Hydra|LOC101241639
OG0006209	Hydractinia|LOC130656282	Hydra|LOC100206393
OG0006210	Hydractinia|LOC130649001	Hydra|LOC105845602
OG0006211	Hydractinia|LOC130649533	Hydra|LOC100210298
OG0006212	Hydractinia|LOC130649198	Hydra|LOC100202047
OG0006213	Hydractinia|LOC130649039	Hydra|LOC100199663
OG0006214	Hydractinia|LOC130648394	ecd
OG0006215	Hydractinia|LOC130649651	Hydra|LOC100197415
OG0006217	Hydractinia|LOC130621958	Hydra|LOC100212727
OG0006219	Hydractinia|LOC130648987	Hydra|LOC101239894
OG0006220	Hydractinia|LOC130648795	Hydra|LOC100210037
OG0006221	Hydractinia|LOC130622275	Hydra|LOC100208792
OG0006222	Hydractinia|LOC130641463	Hydra|LOC101236590
OG0006223	Hydractinia|LOC130628819	Hydra|LOC100205568
OG0006225	Hydractinia|LOC130656401	Hydra|LOC100209249
OG0006226	Hydractinia|LOC130629730	Hydra|LOC101235404
OG0006227	Hydractinia|LOC130658033	Hydra|LOC100211293
OG0006231	Hydractinia|LOC130644304	Hydra|LOC100199081
OG0006232	Hydractinia|LOC130641226	Hydra|LOC100201756
OG0006233	Hydractinia|LOC130640765, Hydractinia|LOC130641140	Hydra|LOC100208708
OG0006234	Hydractinia|LOC130657218	Hydra|LOC100206028
OG0006235	Hydractinia|LOC130656498	Hydra|LOC100201178
OG0006236	Hydractinia|LOC130656305	Hydra|LOC101238567
OG0006237	Hydractinia|LOC130657594	Hydra|LOC100203843
OG0006238	Hydractinia|LOC130656304	Hydra|LOC100214612
OG0006239	Hydractinia|LOC130656508	Hydra|LOC100209171
OG0006240	Hydractinia|LOC130656698	Hydra|LOC101236408
OG0006241	Hydractinia|LOC130623701	Hydra|LOC124816658
OG0006242	Hydractinia|LOC130623325	Hydra|LOC101239895
OG0006243	Hydractinia|LOC130623859	Hydra|LOC100214984
OG0006244	Hydractinia|LOC130623699	Hydra|LOC101234591
OG0006245	Hydractinia|LOC130656644	Hydra|LOC100215128
OG0006246	Hydractinia|LOC130657658	Hydra|LOC100211490
OG0006247	Hydractinia|LOC130656514	Hydra|LOC100211537
OG0006248	Hydractinia|LOC130657659	Hydra|LOC105847710
OG0006249	Hydractinia|LOC130649487	Hydra|LOC100201462
OG0006250	Hydractinia|LOC130648798	Hydra|LOC105845510
OG0006251	Hydractinia|LOC130649418	Hydra|LOC105847469
OG0006252	Hydractinia|LOC130648413	Hydra|LOC100199176
OG0006253	Hydractinia|LOC130649103	Hydra|LOC100201622
OG0006254	Hydractinia|LOC130649102	Hydra|LOC100209007
OG0006255	Hydractinia|LOC130649473	Hydra|LOC100215841
OG0006256	Hydractinia|LOC130630579	Hydra|LOC100204292
OG0006257	Hydractinia|LOC130654768	Hydra|LOC101240901
OG0006258	Hydractinia|LOC130654018	Hydra|LOC100208772
OG0006259	Hydractinia|LOC130655005	Hydra|LOC100200645
OG0006260	Hydractinia|LOC130655777	Hydra|LOC101235091
OG0006261	Hydractinia|LOC130655009	Hydra|LOC100207807
OG0006262	Hydractinia|LOC130624233	Hydra|LOC100214023
OG0006263	Hydractinia|LOC130645531	Hydra|LOC100213299
OG0006264	Hydractinia|LOC130645532	Hydra|LOC100211327
OG0006265	Hydractinia|LOC130655324	Hydra|LOC100211789
OG0006266	Hydractinia|LOC130655518	Hydra|LOC100205236
OG0006267	Hydractinia|LOC130656080	Hydra|LOC100210543
OG0006268	Hydractinia|LOC130653569	Hydra|LOC100212966
OG0006269	Hydractinia|LOC130653578	Hydra|LOC100205631
OG0006272	Hydractinia|LOC130624225	Hydra|LOC100211777
OG0006273	Hydractinia|LOC130657733	Hydra|LOC105844177
OG0006274	Hydractinia|LOC130624224	Hydra|LOC100213864
OG0006275	Hydractinia|LOC130624220	Hydra|LOC100213566
OG0006276	Hydractinia|LOC130657732	Hydra|LOC100201146
OG0006277	Hydractinia|LOC130636836, Hydractinia|LOC130635597	Hydra|LOC100204164
OG0006278	Hydractinia|LOC130621750	Hydra|LOC101234559
OG0006280	Hydractinia|LOC130647388	Hydra|LOC100200912
OG0006281	Hydractinia|LOC130647285	Hydra|LOC100213999
OG0006282	Hydractinia|LOC130657054	Hydra|LOC100197646
OG0006283	Hydractinia|LOC130655675	Hydra|LOC105844890
OG0006284	Hydractinia|LOC130654417	Hydra|LOC101235827
OG0006285	Hydractinia|LOC130654664	Hydra|LOC100203357
OG0006286	Hydractinia|LOC130653946	Hydra|LOC100200823
OG0006287	Hydractinia|LOC130655857	Hydra|LOC100210841
OG0006289	Hydractinia|LOC130656132	Hydra|LOC105848964
OG0006290	Hydractinia|LOC130656445	Hydra|LOC100201992
OG0006291	Hydractinia|LOC130656152	Hydra|LOC100204766
OG0006292	Hydractinia|LOC130656155	Hydra|LOC100203543
OG0006293	Hydractinia|LOC130612351, Hydractinia|LOC130662727	Hydra|LOC100201390
OG0006294	Hydractinia|LOC130662539	Hydra|LOC100206412
OG0006295	Hydractinia|LOC130612117	Hydra|LOC100205201
OG0006296	Hydractinia|LOC130636745	Hydra|LOC100210554
OG0006297	Hydractinia|LOC130636746	Hydra|LOC100199637
OG0006298	Hydractinia|LOC130636743	Hydra|LOC100215995
OG0006299	Hydractinia|LOC130636561	Hydra|LOC100211221
OG0006300	Hydractinia|LOC130636371	Hydra|LOC100205449
OG0006301	Hydractinia|LOC130635714	Hydra|LOC100209077
OG0006302	Hydractinia|LOC130636368	Hydra|LOC100197055
OG0006303	Hydractinia|LOC130644868	Hydra|LOC100206510
OG0006304	Hydractinia|LOC130644869	Hydra|LOC105843168
OG0006305	Hydractinia|LOC130622080	Hydra|LOC101234408
OG0006306	Hydractinia|LOC130622740	Hydra|LOC100215397
OG0006307	Hydractinia|LOC130621448	Hydra|LOC100211577
OG0006308	Hydractinia|LOC130621109	Hydra|LOC100212689
OG0006309	Hydractinia|LOC130621484	Hydra|LOC101237804
OG0006310	Hydractinia|LOC130621956	Hydra|LOC101238385
OG0006311	Hydractinia|LOC130647452	Hydra|LOC100200676
OG0006312	Hydractinia|LOC130646540	Hydra|LOC100198098
OG0006313	Hydractinia|LOC130646582	Hydra|LOC105843244
OG0006315	Hydractinia|LOC130645218	Hydra|LOC101241796
OG0006316	Hydractinia|LOC130623310	Hydra|LOC100202053
OG0006317	Hydractinia|LOC130623308	Hydra|LOC100213412
OG0006318	Hydractinia|LOC130623700	Hydra|LOC100215976
OG0006320	Hydractinia|LOC130623451	Hydra|LOC100213002
OG0006322	Hydractinia|LOC130622868	Hydra|LOC101237531
OG0006323	Hydractinia|LOC130614058	Hydra|LOC100200758
OG0006324	Hydractinia|LOC130613929	Hydra|LOC100214237
OG0006325	Hydractinia|LOC130614059	Hydra|LOC100208664
OG0006326	Hydractinia|LOC130613922	Hydra|LOC100206518
OG0006327	Hydractinia|LOC130613915	Hydra|LOC101237426
OG0006328	Hydractinia|LOC130614574	Hydra|LOC100204683
OG0006330	Hydractinia|LOC130622893	Hydra|LOC100202023
OG0006331	Hydractinia|LOC130622891	Hydra|LOC100203277
OG0006332	Hydractinia|LOC130624310	Hydra|LOC100205377
OG0006333	Hydractinia|LOC130623387	Hydra|LOC100212202
OG0006335	Hydractinia|LOC130621869	Hydra|LOC100209432
OG0006336	Hydractinia|LOC130621870	Hydra|LOC100206275
OG0006337	Hydractinia|LOC130621521	Hydra|LOC101240794
OG0006338	Hydractinia|LOC130624375	Hydra|LOC100202951
OG0006339	Hydractinia|LOC130623769	Hydra|LOC100213124
OG0006340	Hydractinia|LOC130623435	Hydra|LOC100208846
OG0006341	Hydractinia|LOC130623292	Hydra|LOC101234335
OG0006342	Hydractinia|LOC130624950	Hydra|LOC100205078
OG0006343	Hydractinia|LOC130625481	Hydra|LOC100200521
OG0006344	Hydractinia|LOC130614589	Hydra|LOC105848799
OG0006346	Hydractinia|LOC130641749	Hydra|LOC100208408
OG0006347	Hydractinia|LOC130641751	Hydra|LOC100210886
OG0006348	Hydractinia|LOC130641755	Hydra|LOC100211585
OG0006349	Hydractinia|LOC130641752	Hydra|LOC100203022
OG0006350	Hydractinia|LOC130641866	Hydra|LOC100210980
OG0006351	Hydractinia|LOC130624309	Hydra|LOC101236409
OG0006352	Hydractinia|LOC130647629	Hydra|LOC100198390
OG0006353	Hydractinia|LOC130630659	Hydra|LOC100214271
OG0006354	Hydractinia|LOC130630273	Hydra|LOC100212022
OG0006355	Hydractinia|LOC130630642	Hydra|LOC100215770
OG0006356	Hydractinia|LOC130630539	Hydra|LOC100203611
OG0006357	Hydractinia|LOC130645515	Hydra|LOC100208133
OG0006358	Hydractinia|LOC130645522	Hydra|LOC100214468
OG0006359	Hydractinia|LOC130645517	Hydra|LOC100197520
OG0006360	Hydractinia|LOC130645510	Hydra|LOC100201087
OG0006361	Hydractinia|LOC130654262	Hydra|LOC100211402
OG0006362	Hydractinia|LOC130654268	Hydra|LOC124807022
OG0006363	Hydractinia|LOC130654120	Hydra|LOC100210200
OG0006364	Hydractinia|LOC130654529	Hydra|LOC100212506
OG0006365	Hydractinia|LOC130654267	Hydra|LOC101236943
OG0006366	Hydractinia|LOC130654266	Hydra|LOC100203494
OG0006367	Hydractinia|LOC130654121	Hydra|LOC100208033
OG0006368	Hydractinia|LOC130635037	Hydra|LOC101236706
OG0006369	Hydractinia|LOC130635053	Hydra|LOC100209421
OG0006370	Hydractinia|LOC130636581, Hydractinia|LOC130635394	Hydra|LOC100210060
OG0006371	Hydractinia|LOC130648714	Hydra|LOC100211720
OG0006372	Hydractinia|LOC130648937	Hydra|LOC100208588
OG0006373	Hydractinia|LOC130648840	Hydra|LOC100200594
OG0006374	Hydractinia|LOC130648938	Hydra|LOC100213621
OG0006375	Hydractinia|LOC130648715	Hydra|LOC100215329
OG0006376	Hydractinia|LOC130649365	Hydra|LOC100215536
OG0006377	Hydractinia|LOC130649046	Hydra|LOC100198913
OG0006378	Hydractinia|LOC130648806	Hydra|LOC100204427
OG0006379	Hydractinia|LOC130629715	Hydra|LOC105845492
OG0006380	Hydractinia|LOC130630544	Hydra|LOC100197315
OG0006381	Hydractinia|LOC130655947	Hydra|LOC100204708
OG0006382	Hydractinia|LOC130654957	Hydra|LOC100201285
OG0006383	Hydractinia|LOC130641740	Hydra|LOC100212543
OG0006384	Hydractinia|LOC130641296	Hydra|LOC101236496
OG0006385	Hydractinia|LOC130649117	Hydra|LOC100197951
OG0006386	Hydractinia|LOC130648407	Hydra|LOC100204640
OG0006388	Hydractinia|LOC130649248	Hydra|LOC100197916
OG0006389	Hydractinia|LOC130648755	Hydra|LOC100214605
OG0006390	Hydractinia|LOC130625985	Hydra|LOC100198714
OG0006391	Hydractinia|LOC130626123	Hydra|LOC100212659
OG0006392	Hydractinia|LOC130626146	Hydra|LOC100199685
OG0006393	Hydractinia|LOC130625629, Hydractinia|LOC130626042	Hydra|LOC100212467
OG0006394	Hydractinia|LOC130623747	Hydra|LOC100209406
OG0006395	Hydractinia|LOC130644751	Hydra|LOC100209980
OG0006396	Hydractinia|LOC130644752	Hydra|LOC100212287
OG0006397	Hydractinia|LOC130657544	Hydra|LOC100211290
OG0006398	Hydractinia|LOC130656867	Hydra|LOC100199208
OG0006399	Hydractinia|LOC130656537	Hydra|LOC101238367
OG0006400	Hydractinia|LOC130656620	Hydra|LOC100214361
OG0006401	Hydractinia|LOC130656420	Hydra|LOC124811624
OG0006402	Hydractinia|LOC130654538	Hydra|LOC100211299
OG0006403	Hydractinia|LOC130654819	Hydra|LOC100212562
OG0006404	Hydractinia|LOC130655671	Hydra|LOC100198291
OG0006405	Hydractinia|LOC130655672	Hydra|LOC100198206
OG0006408	Hydractinia|LOC130613246	Hydra|LOC100205758
OG0006409	Hydractinia|LOC130613527, Hydractinia|LOC130613529, Hydractinia|LOC130613526	Hydra|LOC100199130
OG0006410	Hydractinia|LOC130647155	Hydra|LOC100198118
OG0006411	Hydractinia|LOC130647154	Hydra|LOC100208828
OG0006412	Hydractinia|LOC130656411	Hydra|LOC100214976
OG0006413	Hydractinia|LOC130656413	Hydra|LOC100202916
OG0006414	Hydractinia|LOC130657678	Hydra|LOC101240117
OG0006415	Hydractinia|LOC130644847	Hydra|LOC100203414
OG0006416	Hydractinia|LOC130623736	Hydra|LOC100202086
OG0006417	Hydractinia|LOC130622877	Hydra|LOC100215800
OG0006418	Hydractinia|LOC130629163	Hydra|LOC100208640
OG0006419	Hydractinia|LOC130629164	Hydra|LOC100210672
OG0006420	Hydractinia|LOC130622751	Hydra|LOC100201387
OG0006421	Hydractinia|LOC130621743	Hydra|LOC105848813
OG0006422	Hydractinia|LOC130621759	Hydra|LOC100210023
OG0006423	Hydractinia|LOC130621564	Hydra|LOC100209856
OG0006424	Hydractinia|LOC130622357	Hydra|LOC100211425
OG0006425	Hydractinia|LOC130622779	Hydra|LOC100203706
OG0006426	Hydractinia|LOC130614569	Hydra|LOC100215973
OG0006427	Hydractinia|LOC130628857	Hydra|LOC101241437
OG0006429	Hydractinia|LOC130658035	Hydra|LOC101241363
OG0006430	Hydractinia|LOC130657623	Hydra|LOC101241426
OG0006431	Hydractinia|LOC130657642	Hydra|LOC100205337
OG0006432	Hydractinia|LOC130642092	Hydra|LOC100198802
OG0006433	Hydractinia|LOC130641089	Hydra|LOC100200766
OG0006434	Hydractinia|LOC130641812	Hydra|LOC100197240
OG0006435	Hydractinia|LOC130641026	Hydra|LOC105845188
OG0006436	Hydractinia|LOC130614389	Hydra|LOC100211709
OG0006437	Hydractinia|LOC130641816	Hydra|LOC100203849
OG0006438	Hydractinia|LOC130613878	Hydra|LOC101237090
OG0006439	Hydractinia|LOC130614379	Hydra|LOC100210252
OG0006440	Hydractinia|LOC130614315	Hydra|LOC100202888
OG0006441	Hydractinia|LOC130614388	Hydra|LOC100205021
OG0006442	Hydractinia|LOC130613877	Hydra|LOC124809151
OG0006443	Hydractinia|LOC130647579	Hydra|LOC100215219
OG0006444	Hydractinia|LOC130647020	Hydra|LOC100203125
OG0006445	Hydractinia|LOC130646988	Hydra|LOC100210358
OG0006446	Hydractinia|LOC130647022	Hydra|LOC105848289
OG0006447	Hydractinia|LOC130622862	Hydra|LOC100199350
OG0006448	Hydractinia|LOC130623677	Hydra|LOC101236448
OG0006449	Hydractinia|LOC130623922	Hydra|LOC105843081
OG0006450	Hydractinia|LOC130623340	Hydra|LOC100207230
OG0006451	Hydractinia|LOC130633839	Hydra|LOC100203346
OG0006452	Hydractinia|LOC130655789	Hydra|LOC100198325
OG0006453	Hydractinia|LOC130655785	Hydra|LOC101240572
OG0006454	Hydractinia|LOC130656050	Hydra|LOC101237433
OG0006455	Hydractinia|LOC130621142	Hydra|LOC100215375
OG0006456	Hydractinia|LOC130622280	Hydra|LOC100210289
OG0006457	Hydractinia|LOC130624327	Hydra|LOC100198455
OG0006458	Hydractinia|LOC130623839, Hydractinia|LOC130621813, Hydractinia|LOC130624049	Hydra|LOC100201401
OG0006459	Hydractinia|LOC130614508	Hydra|LOC100192291
OG0006460	Hydractinia|LOC130613841	Hydra|LOC100198877
OG0006461	Hydractinia|LOC130642090	Hydra|LOC100205576
OG0006462	Hydractinia|LOC130613352	Hydra|LOC101238082
OG0006463	Hydractinia|LOC130613342	Hydra|LOC100199117
