Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_ClytiaProteins
OG0004779	Hydractinia|LOC130626188	Clytia|LOC_001640
OG0004780	Hydractinia|LOC130625777	Clytia|LOC_001645
OG0004781	Hydractinia|LOC130625902	Clytia|LOC_001646
OG0004782	Hydractinia|LOC130625903	Clytia|LOC_001647
OG0004783	Hydractinia|LOC130625445	Clytia|LOC_001649
OG0004784	Hydractinia|LOC130625818	Clytia|LOC_001674
OG0004785	Hydractinia|LOC130626003	Clytia|LOC_006752, Clytia|LOC_001681, Clytia|LOC_021840
OG0004786	Hydractinia|LOC130614132	Clytia|LOC_001704
OG0004787	Hydractinia|LOC130614119	Clytia|LOC_001705
OG0004788	Hydractinia|LOC130614822	Clytia|LOC_001715
OG0004789	Hydractinia|LOC130613884	Clytia|LOC_001735
OG0004790	Hydractinia|LOC130614028	Clytia|LOC_001738
OG0004791	Hydractinia|LOC130614222	Clytia|LOC_001741
OG0004792	Hydractinia|LOC130614744	Clytia|LOC_001742
OG0004793	Hydractinia|LOC130614322	Clytia|LOC_001763
OG0004794	Hydractinia|LOC130614613	Clytia|LOC_001764
OG0004795	Hydractinia|LOC130614865	Clytia|LOC_001768
OG0004796	Hydractinia|LOC130614016	Clytia|LOC_001772
OG0004797	Hydractinia|LOC130614229	Clytia|LOC_001773
OG0004798	Hydractinia|LOC130614029	Clytia|LOC_001774
OG0004799	Hydractinia|LOC130662864	Clytia|LOC_001781
OG0004801	Hydractinia|LOC130621551	Clytia|LOC_001819
OG0004802	Hydractinia|LOC130621846	Clytia|LOC_001824
OG0004803	Hydractinia|LOC130621903	Clytia|LOC_001825
OG0004804	Hydractinia|LOC130622602	Clytia|LOC_001829
OG0004805	Hydractinia|LOC130622053	Clytia|LOC_001832
OG0004806	Hydractinia|LOC130622077	Clytia|LOC_001833
OG0004807	Hydractinia|LOC130622771	Clytia|LOC_001837
OG0004808	Hydractinia|LOC130621562	Clytia|LOC_001848
OG0004809	Hydractinia|LOC130621563	Clytia|LOC_001849
OG0004810	Hydractinia|LOC130622514	Clytia|LOC_001850
OG0004811	Hydractinia|LOC130641648	Clytia|LOC_001902
OG0004813	Hydractinia|LOC130642111	Clytia|LOC_001907
OG0004814	Hydractinia|LOC130641998	Clytia|LOC_001914
OG0004815	Hydractinia|LOC130640978	Clytia|LOC_001920
OG0004816	Hydractinia|LOC130640987	Clytia|LOC_001944, Clytia|LOC_001921
OG0004817	Hydractinia|LOC130641063	Clytia|LOC_001924
OG0004818	Hydractinia|LOC130641402	Clytia|LOC_001928
OG0004819	Hydractinia|LOC130628991	Clytia|LOC_004852, Clytia|LOC_009932, Clytia|LOC_001932
OG0004820	Hydractinia|LOC130641782	Clytia|LOC_001934
OG0004821	Hydractinia|LOC130641372	Clytia|LOC_001935
OG0004822	Hydractinia|LOC130642097	Clytia|LOC_001943
OG0004823	Hydractinia|LOC130640994	Clytia|LOC_001945
OG0004824	Hydractinia|LOC130614487	Clytia|LOC_001965
OG0004825	Hydractinia|LOC130622999	Clytia|LOC_001980
OG0004826	Hydractinia|LOC130623385	Clytia|LOC_001990
OG0004827	Hydractinia|LOC130623748	Clytia|LOC_001991
OG0004828	Hydractinia|LOC130623855	Clytia|LOC_002006
OG0004829	Hydractinia|LOC130622903	Clytia|LOC_002010
OG0004830	Hydractinia|LOC130622985	Clytia|LOC_002013
OG0004831	Hydractinia|LOC130624115	Clytia|LOC_002015
OG0004832	Hydractinia|LOC130623456	Clytia|LOC_002024
OG0004833	Hydractinia|LOC130623754	Clytia|LOC_002029
OG0004834	Hydractinia|LOC130623115, Hydractinia|LOC130624161	Clytia|LOC_002033
OG0004835	Hydractinia|LOC130646916	Clytia|LOC_021148, Clytia|LOC_033233, Clytia|LOC_003833, Clytia|LOC_002052
OG0004836	Hydractinia|LOC130623444	Clytia|LOC_002056
OG0004838	Hydractinia|LOC130640179, Hydractinia|LOC130643143	Clytia|LOC_002082
OG0004840	Hydractinia|LOC130645106	Clytia|LOC_002091
OG0004841	Hydractinia|LOC130632517	Clytia|LOC_002097
OG0004842	Hydractinia|LOC130647300	Clytia|LOC_002101
OG0004843	Hydractinia|LOC130623547	Clytia|LOC_002116, Clytia|LOC_023693
OG0004844	Hydractinia|LOC130646119	Clytia|LOC_002125
OG0004845	Hydractinia|LOC130647947, Hydractinia|LOC130650009	Clytia|LOC_002126
OG0004846	Hydractinia|LOC130646825	Clytia|LOC_002133
OG0004847	Hydractinia|LOC130648920	Clytia|LOC_002169
OG0004848	Hydractinia|LOC130648904	Clytia|LOC_002173
OG0004849	Hydractinia|LOC130649096	Clytia|LOC_002175
OG0004850	Hydractinia|LOC130649005	Clytia|LOC_002178
OG0004851	Hydractinia|LOC130649006	Clytia|LOC_002179
OG0004852	Hydractinia|LOC130649221	Clytia|LOC_002183
OG0004853	Hydractinia|LOC130649464	Clytia|LOC_002187
OG0004854	Hydractinia|LOC130649114	Clytia|LOC_002188
OG0004855	Hydractinia|LOC130649524	Clytia|LOC_002190
OG0004856	Hydractinia|LOC130648797	Clytia|LOC_002196
OG0004857	Hydractinia|LOC130649157	Clytia|LOC_002199
OG0004858	Hydractinia|LOC130649268	Clytia|LOC_002200
OG0004859	Hydractinia|LOC130648919	Clytia|LOC_002201
OG0004860	Hydractinia|LOC130649222	Clytia|LOC_002205
OG0004862	Hydractinia|LOC130649051	Clytia|LOC_002207
OG0004863	Hydractinia|LOC130649374	Clytia|LOC_002211
OG0004864	Hydractinia|LOC130655942	Clytia|LOC_002252
OG0004865	Hydractinia|LOC130655945	Clytia|LOC_002253
OG0004866	Hydractinia|LOC130655106	Clytia|LOC_002256
OG0004867	Hydractinia|LOC130657400, Hydractinia|LOC130655810	Clytia|LOC_002265
OG0004868	Hydractinia|LOC130655876	Clytia|LOC_002267
OG0004869	Hydractinia|LOC130655688	Clytia|LOC_002279
OG0004870	Hydractinia|LOC130654754, Hydractinia|LOC130644672	Clytia|LOC_002280
OG0004871	Hydractinia|LOC130653949	Clytia|LOC_002281
OG0004872	Hydractinia|LOC130656041	Clytia|LOC_002282
OG0004873	Hydractinia|LOC130653641	Clytia|LOC_002290
OG0004874	Hydractinia|LOC130655811	Clytia|LOC_002294
OG0004875	Hydractinia|LOC130655878	Clytia|LOC_002298
OG0004876	Hydractinia|LOC130655877	Clytia|LOC_002299
OG0004877	Hydractinia|LOC130654576	Clytia|LOC_002303
OG0004878	Hydractinia|LOC130655882	Clytia|LOC_002329
OG0004879	Hydractinia|LOC130655748	Clytia|LOC_002347
OG0004880	Hydractinia|LOC130656057	Clytia|LOC_002349
OG0004881	Hydractinia|LOC130654557	Clytia|LOC_002350
OG0004882	Hydractinia|LOC130654060	Clytia|LOC_002353
OG0004883	Hydractinia|LOC130653985	Clytia|LOC_002355
OG0004884	Hydractinia|LOC130654192	Clytia|LOC_002358
OG0004885	Hydractinia|LOC130647284, Hydractinia|LOC130648312	Clytia|LOC_002361
OG0004886	Hydractinia|LOC130647356	Clytia|LOC_002363
OG0004887	Hydractinia|LOC130647934	Clytia|LOC_002366
OG0004888	Hydractinia|LOC130654392	Clytia|LOC_002369
OG0004889	Hydractinia|LOC130654076	Clytia|LOC_002374
OG0004890	Hydractinia|LOC130654059	Clytia|LOC_002378
OG0004891	Hydractinia|LOC130647174	Clytia|LOC_002388
OG0004892	Hydractinia|LOC130647137	Clytia|LOC_002390
OG0004894	Hydractinia|LOC130649214	Clytia|LOC_002438
OG0004896	Hydractinia|LOC130649490	Clytia|LOC_002443
OG0004897	Hydractinia|LOC130649335	Clytia|LOC_002445
OG0004898	Hydractinia|LOC130648350	Clytia|LOC_002447
OG0004900	Hydractinia|LOC130649331	Clytia|LOC_002471
OG0004901	Hydractinia|LOC130648769	Clytia|LOC_002474
OG0004902	Hydractinia|LOC130648351	Clytia|LOC_002476
OG0004903	Hydractinia|LOC130649002	Clytia|LOC_002481
OG0004904	Hydractinia|LOC130645071	Clytia|LOC_002527
OG0004905	Hydractinia|LOC130657215	Clytia|LOC_002529
OG0004906	Hydractinia|LOC130656258	Clytia|LOC_002531
OG0004907	Hydractinia|LOC130657668	Clytia|LOC_002536
OG0004908	Hydractinia|LOC130656369	Clytia|LOC_002537
OG0004909	Hydractinia|LOC130656371	Clytia|LOC_002539
OG0004910	Hydractinia|LOC130656366	Clytia|LOC_002540
OG0004911	Hydractinia|LOC130656368	Clytia|LOC_002541
OG0004912	Hydractinia|LOC130656309	Clytia|LOC_002550
OG0004913	Hydractinia|LOC130656845	Clytia|LOC_002564
OG0004914	Hydractinia|LOC130645513	Clytia|LOC_002601
OG0004915	Hydractinia|LOC130644973	Clytia|LOC_002603
OG0004916	Hydractinia|LOC130644746	Clytia|LOC_002609
OG0004917	Hydractinia|LOC130645363	Clytia|LOC_002613
OG0004918	Hydractinia|LOC130644817	Clytia|LOC_002614
OG0004919	Hydractinia|LOC130645254	Clytia|LOC_002621
OG0004920	Hydractinia|LOC130645322	Clytia|LOC_002623
OG0004921	Hydractinia|LOC130644676	Clytia|LOC_002627
OG0004922	Hydractinia|LOC130644638	Clytia|LOC_002631
OG0004923	Hydractinia|LOC130644971	Clytia|LOC_002633
OG0004924	Hydractinia|LOC130644968	Clytia|LOC_002634
OG0004925	Hydractinia|LOC130644545	Clytia|LOC_002639
OG0004926	Hydractinia|LOC130645767	Clytia|LOC_002642
OG0004927	Hydractinia|LOC130644923	Clytia|LOC_002649
OG0004928	Hydractinia|LOC130645301	Clytia|LOC_002650
OG0004929	Hydractinia|LOC130644539	Clytia|LOC_002651
OG0004930	Hydractinia|LOC130613083	Clytia|LOC_002680
OG0004931	Hydractinia|LOC130612298	Clytia|LOC_002687
OG0004932	Hydractinia|LOC130613318	Clytia|LOC_002693
OG0004933	Hydractinia|LOC130662284	Clytia|LOC_002701
OG0004934	Hydractinia|LOC130612461	Clytia|LOC_002705
OG0004936	Hydractinia|LOC130612403	Clytia|LOC_002714
OG0004938	Hydractinia|LOC130613300	Clytia|LOC_002742
OG0004939	Hydractinia|LOC130662713	Clytia|LOC_002754
OG0004940	Hydractinia|LOC130662347	Clytia|LOC_002755
OG0004941	Hydractinia|LOC130647931	Clytia|LOC_002757
OG0004942	Hydractinia|LOC130647809	Clytia|LOC_002759
OG0004943	Hydractinia|LOC130662786	Clytia|LOC_002771
OG0004944	Hydractinia|LOC130662307	Clytia|LOC_002776
OG0004945	Hydractinia|LOC130613361	Clytia|LOC_002780
OG0004946	Hydractinia|LOC130647854	Clytia|LOC_002781
OG0004947	Hydractinia|LOC130646975	Clytia|LOC_002782
OG0004948	Hydractinia|LOC130647965	Clytia|LOC_002784
OG0004949	Hydractinia|LOC130647487	Clytia|LOC_002785
OG0004950	Hydractinia|LOC130622969	Clytia|LOC_002804
OG0004951	Hydractinia|LOC130622781	Clytia|LOC_002830
OG0004952	Hydractinia|LOC130621856	Clytia|LOC_002841
OG0004953	Hydractinia|LOC130621938	Clytia|LOC_002843
OG0004954	Hydractinia|LOC130621902	Clytia|LOC_002848
OG0004956	Hydractinia|LOC130644481	Clytia|LOC_002861
OG0004957	Hydractinia|LOC130622559	Clytia|LOC_002862
OG0004958	Hydractinia|LOC130622558	Clytia|LOC_002864
OG0004959	Hydractinia|LOC130621177	Clytia|LOC_002867
OG0004960	Hydractinia|LOC130622712	Clytia|LOC_002880
OG0004961	Hydractinia|LOC130622146	Clytia|LOC_002894
OG0004962	Hydractinia|LOC130622488	Clytia|LOC_002905
OG0004963	Hydractinia|LOC130622490	Clytia|LOC_002906
OG0004965	Hydractinia|LOC130635875	Clytia|LOC_002925
OG0004966	Hydractinia|LOC130635995	Clytia|LOC_002933
OG0004967	Hydractinia|LOC130636161	Clytia|LOC_002940
OG0004968	Hydractinia|LOC130636724	Clytia|LOC_002949
OG0004969	Hydractinia|LOC130636291	Clytia|LOC_002953
OG0004970	Hydractinia|LOC130636408	Clytia|LOC_002971
OG0004971	Hydractinia|LOC130636728	Clytia|LOC_002973
OG0004972	Hydractinia|LOC130636407	Clytia|LOC_002999
OG0004973	Hydractinia|LOC130624971	Clytia|LOC_003032, Clytia|LOC_003011
OG0004974	Hydractinia|LOC130625107	Clytia|LOC_003014
OG0004975	Hydractinia|LOC130626036	Clytia|LOC_003018
OG0004976	Hydractinia|LOC130626044	Clytia|LOC_003020
OG0004977	Hydractinia|LOC130626031	Clytia|LOC_003021
OG0004978	Hydractinia|LOC130625952	Clytia|LOC_003025
OG0004979	Hydractinia|LOC130625500	Clytia|LOC_003035
OG0004980	Hydractinia|LOC130625566	Clytia|LOC_003040
OG0004981	Hydractinia|LOC130626034	Clytia|LOC_003041
OG0004982	Hydractinia|LOC130625711	Clytia|LOC_003046
OG0004983	Hydractinia|LOC130625746	Clytia|LOC_003048
OG0004984	Hydractinia|LOC130625410	Clytia|LOC_003051
OG0004985	Hydractinia|LOC130641840, Hydractinia|LOC130646110, Hydractinia|LOC130636171	Clytia|LOC_003068, Clytia|LOC_041935
OG0004986	Hydractinia|LOC130636188	Clytia|LOC_003086
OG0004987	Hydractinia|LOC130635960	Clytia|LOC_003096
OG0004988	Hydractinia|LOC130635964	Clytia|LOC_003097
OG0004989	Hydractinia|LOC130635967	Clytia|LOC_003098
OG0004990	Hydractinia|LOC130635644	Clytia|LOC_003102
OG0004991	Hydractinia|LOC130635954	Clytia|LOC_003103
OG0004992	Hydractinia|LOC130635660	Clytia|LOC_003104
OG0004993	Hydractinia|LOC130636770, Hydractinia|LOC130636794	Clytia|LOC_003105
OG0004994	Hydractinia|LOC130636440	Clytia|LOC_003108
OG0004995	Hydractinia|LOC130636758	Clytia|LOC_003109
OG0004996	Hydractinia|LOC130636189	Clytia|LOC_003110
OG0004997	Hydractinia|LOC130636603	Clytia|LOC_003112
OG0004998	Hydractinia|LOC130635961	Clytia|LOC_003118
OG0004999	Hydractinia|LOC130635821	Clytia|LOC_003127
OG0005000	Hydractinia|LOC130637428, Hydractinia|LOC130635992, Hydractinia|LOC130635411, Hydractinia|LOC130635425	Clytia|LOC_003144
OG0005001	Hydractinia|LOC130636698	Clytia|LOC_003161
OG0005002	Hydractinia|LOC130635765	Clytia|LOC_003165
OG0005003	Hydractinia|LOC130636112	Clytia|LOC_003169
OG0005004	Hydractinia|LOC130624035	Clytia|LOC_003172
OG0005005	Hydractinia|LOC130624034	Clytia|LOC_003203, Clytia|LOC_003180
OG0005006	Hydractinia|LOC130635589	Clytia|LOC_003191
OG0005007	Hydractinia|LOC130635990	Clytia|LOC_003193
OG0005008	Hydractinia|LOC130623870	Clytia|LOC_003194
OG0005010	Hydractinia|LOC130656266, Hydractinia|LOC130656262	Clytia|LOC_003199
OG0005012	Hydractinia|LOC130624077	Clytia|LOC_003206
OG0005014	Hydractinia|LOC130628610	Clytia|LOC_003251
OG0005015	Hydractinia|LOC130614212, Hydractinia|LOC130614644, Hydractinia|LOC130614643	Clytia|LOC_003257, Clytia|LOC_043955
OG0005016	Hydractinia|LOC130629137	Clytia|LOC_003259
OG0005017	Hydractinia|LOC130629150	Clytia|LOC_003265
OG0005018	Hydractinia|LOC130630361	Clytia|LOC_003267
OG0005019	Hydractinia|LOC130629255	Clytia|LOC_003268
OG0005020	Hydractinia|LOC130628724	Clytia|LOC_003271
OG0005021	Hydractinia|LOC130628875	Clytia|LOC_003278
OG0005022	Hydractinia|LOC130629090	Clytia|LOC_003328, Clytia|LOC_045716, Clytia|LOC_045715
OG0005023	Hydractinia|LOC130628942	Clytia|LOC_003330
OG0005024	Hydractinia|LOC130628943	Clytia|LOC_003331
OG0005025	Hydractinia|LOC130629290	Clytia|LOC_003344
OG0005026	Hydractinia|LOC130628909	Clytia|LOC_003346
OG0005028	Hydractinia|LOC130629027	Clytia|LOC_003360
OG0005029	Hydractinia|LOC130629019	Clytia|LOC_003364
OG0005030	Hydractinia|LOC130628817	Clytia|LOC_003371
OG0005031	Hydractinia|LOC130624065	Clytia|LOC_003376
OG0005032	Hydractinia|LOC130628839	Clytia|LOC_003377
OG0005033	Hydractinia|LOC130613174	Clytia|LOC_003425
OG0005034	Hydractinia|LOC130662370	Clytia|LOC_003426
OG0005035	Hydractinia|LOC130662765	Clytia|LOC_003435
OG0005036	Hydractinia|LOC130613279	Clytia|LOC_003436
OG0005037	Hydractinia|LOC130662328	Clytia|LOC_003443
OG0005038	Hydractinia|LOC130612050	Clytia|LOC_003444
OG0005039	Hydractinia|LOC130613022, Hydractinia|LOC130662320	Clytia|LOC_003454
OG0005040	Hydractinia|LOC130662660	Clytia|LOC_003456
OG0005041	Hydractinia|LOC130662655	Clytia|LOC_003460
OG0005042	Hydractinia|LOC130628830	Clytia|LOC_003498
OG0005043	Hydractinia|LOC130629015	Clytia|LOC_003501
OG0005044	Hydractinia|LOC130628940	Clytia|LOC_003509, Clytia|LOC_021207
OG0005045	Hydractinia|LOC130628772	Clytia|LOC_003511
OG0005046	Hydractinia|LOC130628902, Hydractinia|LOC130657938	Clytia|LOC_003513, Clytia|LOC_010888
OG0005047	Hydractinia|LOC130647261, Hydractinia|LOC130647248	Clytia|LOC_003518, Clytia|LOC_006856
OG0005049	Hydractinia|LOC130641793	Clytia|LOC_003560
OG0005050	Hydractinia|LOC130640986	Clytia|LOC_003561
OG0005051	Hydractinia|LOC130612186	Clytia|LOC_003565
OG0005052	Hydractinia|LOC130662830	Clytia|LOC_003566
OG0005053	Hydractinia|LOC130612069	Clytia|LOC_003580
OG0005054	Hydractinia|LOC130662540	Clytia|LOC_003592
OG0005057	Hydractinia|LOC130613289	Clytia|LOC_003601
OG0005058	Hydractinia|LOC130612442	Clytia|LOC_003611
OG0005059	Hydractinia|LOC130656692	Clytia|LOC_003652
OG0005060	Hydractinia|LOC130656766	Clytia|LOC_003653
OG0005061	Hydractinia|LOC130656769	Clytia|LOC_003654
OG0005063	Hydractinia|LOC130656289	Clytia|LOC_003661
OG0005064	Hydractinia|LOC130656895	Clytia|LOC_003663
OG0005065	Hydractinia|LOC130656715	Clytia|LOC_003673
OG0005066	Hydractinia|LOC130656324	Clytia|LOC_003676, Clytia|LOC_003675
OG0005067	Hydractinia|LOC130656240	Clytia|LOC_003677
OG0005068	Hydractinia|LOC130657727	Clytia|LOC_003679
OG0005069	Hydractinia|LOC130657608	Clytia|LOC_003685
OG0005070	Hydractinia|LOC130657607	Clytia|LOC_003687
OG0005071	Hydractinia|LOC130656317	Clytia|LOC_003690
OG0005072	Hydractinia|LOC130658027	Clytia|LOC_003695
OG0005073	Hydractinia|LOC130656245	Clytia|LOC_003697
OG0005074	Hydractinia|LOC130625482	Clytia|LOC_003720
OG0005075	Hydractinia|LOC130628825	Clytia|LOC_003723
OG0005076	Hydractinia|LOC130628856	Clytia|LOC_003730
OG0005077	Hydractinia|LOC130624982	Clytia|LOC_003732
OG0005078	Hydractinia|LOC130629257	Clytia|LOC_003742
OG0005079	Hydractinia|LOC130628712	Clytia|LOC_003765
OG0005080	Hydractinia|LOC130612303	Clytia|LOC_003768
OG0005081	Hydractinia|LOC130662662	Clytia|LOC_003774
OG0005082	Hydractinia|LOC130647361	Clytia|LOC_003840, Clytia|LOC_003838, Clytia|LOC_003782, Clytia|LOC_043846
OG0005084	Hydractinia|LOC130630283	Clytia|LOC_003854
OG0005085	Hydractinia|LOC130629713, Hydractinia|LOC130629699, Hydractinia|LOC130629850	Clytia|LOC_003871
OG0005086	Hydractinia|LOC130630673	Clytia|LOC_003874
OG0005087	Hydractinia|LOC130630680	Clytia|LOC_003877
OG0005088	Hydractinia|LOC130630307	Clytia|LOC_003878
OG0005089	Hydractinia|LOC130630306	Clytia|LOC_003879
OG0005090	Hydractinia|LOC130630372	Clytia|LOC_003884
OG0005091	Hydractinia|LOC130630443	Clytia|LOC_003886
OG0005092	Hydractinia|LOC130630470	Clytia|LOC_003915
OG0005093	Hydractinia|LOC130636164	Clytia|LOC_003920
OG0005094	Hydractinia|LOC130636062	Clytia|LOC_003923
OG0005095	Hydractinia|LOC130636661	Clytia|LOC_003935
OG0005096	Hydractinia|LOC130636333	Clytia|LOC_003939
OG0005097	Hydractinia|LOC130635895	Clytia|LOC_003940
OG0005098	Hydractinia|LOC130635656	Clytia|LOC_003948
OG0005099	Hydractinia|LOC130636655	Clytia|LOC_003949
OG0005100	Hydractinia|LOC130636653	Clytia|LOC_003950
OG0005101	Hydractinia|LOC130636662	Clytia|LOC_003951
OG0005102	Hydractinia|LOC130635892	Clytia|LOC_003960
OG0005103	Hydractinia|LOC130636431	Clytia|LOC_003962
OG0005104	Hydractinia|LOC130635988	Clytia|LOC_003967
OG0005105	Hydractinia|LOC130645269	Clytia|LOC_003995
OG0005106	Hydractinia|LOC130628527	Clytia|LOC_004010
OG0005107	Hydractinia|LOC130633542	Clytia|LOC_004016
OG0005108	Hydractinia|LOC130646377	Clytia|LOC_004043, Clytia|LOC_004018
OG0005109	Hydractinia|LOC130647536	Clytia|LOC_004036
OG0005110	Hydractinia|LOC130645644	Clytia|LOC_004037
OG0005111	Hydractinia|LOC130646065	Clytia|LOC_004040
OG0005112	Hydractinia|LOC130645385	Clytia|LOC_004060
OG0005113	Hydractinia|LOC130612903	Clytia|LOC_004071
OG0005114	Hydractinia|LOC130662590	Clytia|LOC_004075
OG0005115	Hydractinia|LOC130662478	Clytia|LOC_004076
OG0005116	Hydractinia|LOC130662561	Clytia|LOC_004079
OG0005117	Hydractinia|LOC130662560	Clytia|LOC_004080
OG0005118	Hydractinia|LOC130662273	Clytia|LOC_004085
OG0005119	Hydractinia|LOC130612265	Clytia|LOC_004091
OG0005120	Hydractinia|LOC130612994	Clytia|LOC_004106
OG0005121	Hydractinia|LOC130612167	Clytia|LOC_004123
OG0005122	Hydractinia|LOC130636455	Clytia|LOC_004137
OG0005123	Hydractinia|LOC130612129	Clytia|LOC_004138
OG0005124	Hydractinia|LOC130648922	Clytia|LOC_004152
OG0005125	Hydractinia|LOC130648839	Clytia|LOC_004158
OG0005126	Hydractinia|LOC130648418	Clytia|LOC_004160
OG0005127	Hydractinia|LOC130648865	Clytia|LOC_004164
OG0005130	Hydractinia|LOC130613880	Clytia|LOC_004200
OG0005131	Hydractinia|LOC130613812	Clytia|LOC_004204
OG0005132	Hydractinia|LOC130614140	Clytia|LOC_004209
OG0005133	Hydractinia|LOC130614790	Clytia|LOC_004212
OG0005134	Hydractinia|LOC130614750	Clytia|LOC_004214
OG0005135	Hydractinia|LOC130614749	Clytia|LOC_004216
OG0005136	Hydractinia|LOC130614200	Clytia|LOC_004220
OG0005137	Hydractinia|LOC130613906	Clytia|LOC_004221
OG0005138	Hydractinia|LOC130614874	Clytia|LOC_004223
OG0005140	Hydractinia|LOC130614752	Clytia|LOC_004230
OG0005142	Hydractinia|LOC130656185	Clytia|LOC_004263
OG0005143	Hydractinia|LOC130656805	Clytia|LOC_004266
OG0005144	Hydractinia|LOC130656808	Clytia|LOC_004269
OG0005145	Hydractinia|LOC130656291	Clytia|LOC_004271, Clytia|LOC_004270
OG0005147	Hydractinia|LOC130657434	Clytia|LOC_004275
OG0005148	Hydractinia|LOC130656994	Clytia|LOC_004279
OG0005149	Hydractinia|LOC130656918	Clytia|LOC_004284
OG0005150	Hydractinia|LOC130657090	Clytia|LOC_004285
OG0005151	Hydractinia|LOC130657095	Clytia|LOC_004286
OG0005152	Hydractinia|LOC130656462	Clytia|LOC_004289
OG0005153	Hydractinia|LOC130657188	Clytia|LOC_004291
OG0005154	Hydractinia|LOC130656288	Clytia|LOC_004297
OG0005155	Hydractinia|LOC130656286	Clytia|LOC_004298
OG0005156	Hydractinia|LOC130657101	Clytia|LOC_004304
OG0005157	Hydractinia|LOC130657390	Clytia|LOC_004306
OG0005158	Hydractinia|LOC130657391	Clytia|LOC_004308
OG0005159	Hydractinia|LOC130657563	Clytia|LOC_004310
OG0005160	Hydractinia|LOC130657952	Clytia|LOC_004311
OG0005161	Hydractinia|LOC130657980	Clytia|LOC_004333
OG0005163	Hydractinia|LOC130636633	Clytia|LOC_004353
OG0005164	Hydractinia|LOC130635407, Hydractinia|LOC130635518	Clytia|LOC_004362
OG0005165	Hydractinia|LOC130636040	Clytia|LOC_004368
OG0005166	Hydractinia|LOC130635985	Clytia|LOC_004375
OG0005167	Hydractinia|LOC130636055	Clytia|LOC_004376
OG0005168	Hydractinia|LOC130635732	Clytia|LOC_004385
OG0005169	Hydractinia|LOC130635731	Clytia|LOC_004386
OG0005170	Hydractinia|LOC130636084	Clytia|LOC_004387
OG0005171	Hydractinia|LOC130635735	Clytia|LOC_004390
OG0005173	Hydractinia|LOC130654491	Clytia|LOC_004432
OG0005174	Hydractinia|LOC130654444	Clytia|LOC_004434
OG0005175	Hydractinia|LOC130655781	Clytia|LOC_004436
OG0005176	Hydractinia|LOC130654134	Clytia|LOC_004438
OG0005177	Hydractinia|LOC130655298	Clytia|LOC_004439
OG0005178	Hydractinia|LOC130655930	Clytia|LOC_004441
OG0005179	Hydractinia|LOC130654918	Clytia|LOC_004444
OG0005180	Hydractinia|LOC130654892	Clytia|LOC_004445
OG0005181	Hydractinia|LOC130655906	Clytia|LOC_004450
OG0005182	Hydractinia|LOC130654031	Clytia|LOC_004451
OG0005183	Hydractinia|LOC130654494	Clytia|LOC_004458
