Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_NematostellaProteins
OG0006274	Clytia|LOC013170	Nematostella|LOC116606599
OG0006275	Clytia|LOC013171	Nematostella|LOC5511073
OG0006276	Clytia|LOC013183	Nematostella|LOC5507308
OG0006277	Clytia|LOC013189	Nematostella|LOC5517638
OG0006278	Clytia|LOC013192	Nematostella|LOC5521224
OG0006280	Clytia|LOC013207	Nematostella|LOC5502539
OG0006281	Clytia|LOC013218	Nematostella|LOC5510402
OG0006282	Clytia|LOC013235	Nematostella|LOC5512646
OG0006283	Clytia|LOC013236	Nematostella|LOC5516511
OG0006284	Clytia|LOC013237	Nematostella|LOC116618194
OG0006285	Clytia|LOC013239	Nematostella|LOC5509505
OG0006286	Clytia|LOC013241	Nematostella|LOC5513971
OG0006287	Clytia|LOC013246	Nematostella|LOC5502613
OG0006288	Clytia|LOC013250, Clytia|LOC031990	Nematostella|LOC116608845
OG0006289	Clytia|LOC013271	Nematostella|LOC5513040
OG0006290	Clytia|LOC013272	Nematostella|LOC5507271
OG0006291	Clytia|LOC013273	Nematostella|LOC5505050
OG0006292	Clytia|LOC013274	Nematostella|LOC5514949
OG0006293	Clytia|LOC013301	Nematostella|LOC5519903
OG0006294	Clytia|LOC013304	Nematostella|LOC5504946
OG0006295	Clytia|LOC013307	Nematostella|LOC5519318
OG0006296	Clytia|LOC013320	Nematostella|LOC5502141
OG0006297	Clytia|LOC013321	Nematostella|LOC5519885
OG0006298	Clytia|LOC013323	Nematostella|LOC5502301
OG0006299	Clytia|LOC013324	Nematostella|LOC5517272
OG0006300	Clytia|LOC013326	Nematostella|LOC116619861
OG0006301	Clytia|LOC013331	Nematostella|LOC5512408
OG0006302	Clytia|LOC013337	Nematostella|LOC5522124
OG0006303	Clytia|LOC013353	Nematostella|LOC5515083
OG0006304	Clytia|LOC013355	Nematostella|LOC5510425
OG0006305	Clytia|LOC013370	Nematostella|LOC5521620
OG0006306	Clytia|LOC013371	Nematostella|LOC5505662
OG0006307	Clytia|LOC013374	Nematostella|LOC5519264
OG0006308	Clytia|LOC013377	Nematostella|LOC5512484
OG0006309	Clytia|LOC013378	Nematostella|LOC5509091
OG0006310	Clytia|LOC013383	Nematostella|LOC5515729
OG0006311	Clytia|LOC013397	Nematostella|LOC5510642
OG0006312	Clytia|LOC013399	Nematostella|LOC5505631
OG0006315	Clytia|LOC013468	Nematostella|LOC5519390
OG0006316	Clytia|LOC013483	Nematostella|LOC5509233
OG0006317	Clytia|LOC013484	Nematostella|LOC5504237
OG0006318	Clytia|LOC013485	Nematostella|LOC5508865
OG0006319	Clytia|LOC030876, Clytia|LOC013486, Clytia|LOC030875	Nematostella|LOC5504627
OG0006320	Clytia|LOC013487	Nematostella|LOC116617838
OG0006321	Clytia|LOC013494	Nematostella|LOC5502446, Nematostella|LOC5518569, Nematostella|LOC125573656
OG0006322	Clytia|LOC013495	Nematostella|LOC5510956
OG0006323	Clytia|LOC013519	Nematostella|LOC116618793
OG0006324	Clytia|LOC013524	Nematostella|LOC5505873
OG0006325	Clytia|LOC013525	Nematostella|LOC5513365
OG0006326	Clytia|LOC013529	Nematostella|LOC5500935
OG0006327	Clytia|LOC013530	Nematostella|LOC5508064
OG0006328	Clytia|LOC013533	Nematostella|LOC5510544
OG0006329	Clytia|LOC013552, Clytia|LOC013547	Nematostella|LOC5521247
OG0006330	Clytia|LOC013548	Nematostella|LOC5511601
OG0006331	Clytia|LOC013549	Nematostella|LOC5516583
OG0006332	Clytia|LOC013553	Nematostella|LOC5511311
OG0006333	Clytia|LOC013555	Nematostella|LOC5519568
OG0006334	Clytia|LOC013557, Clytia|LOC013556	Nematostella|LOC5507565
OG0006335	Clytia|LOC013564	Nematostella|LOC116610742
OG0006336	Clytia|LOC013583	Nematostella|LOC5515530
OG0006337	Clytia|LOC013588	Nematostella|LOC5508944
OG0006338	Clytia|LOC013601	Nematostella|LOC5513758
OG0006339	Clytia|LOC013608	Nematostella|LOC5509321
OG0006340	Clytia|LOC013610	Nematostella|LOC5516115
OG0006341	Clytia|LOC013625	Nematostella|LOC5512941
OG0006342	Clytia|LOC013664	Nematostella|LOC5507691
OG0006343	Clytia|LOC013673	Nematostella|LOC5516359
OG0006344	Clytia|LOC013696	Nematostella|LOC5513412
OG0006345	Clytia|LOC013697, Clytia|LOC038465	Nematostella|LOC5518591
OG0006346	Clytia|LOC013738	Nematostella|LOC5501076
OG0006347	Clytia|LOC013741	Nematostella|LOC5517898
OG0006348	Clytia|LOC013742	Nematostella|LOC5521779
OG0006349	Clytia|LOC013743	Nematostella|LOC5521781
OG0006350	Clytia|LOC013752	Nematostella|LOC5510900, Nematostella|LOC5510903
OG0006351	Clytia|LOC013766	Nematostella|LOC5511566
OG0006352	Clytia|LOC013776, Clytia|LOC036423	Nematostella|LOC116614205
OG0006353	Clytia|LOC013784	Nematostella|LOC5509830
OG0006354	Clytia|LOC013786	Nematostella|LOC5512611
OG0006355	Clytia|LOC013789	Nematostella|LOC5520299
OG0006356	Clytia|LOC013794	Nematostella|LOC5519055
OG0006357	Clytia|LOC013809	Nematostella|LOC5503159
OG0006358	Clytia|LOC013814	Nematostella|LOC5515025
OG0006359	Clytia|LOC013815	Nematostella|LOC5510548
OG0006360	Clytia|LOC013816, Clytia|LOC013819	Nematostella|LOC5510386
OG0006361	Clytia|LOC013826	Nematostella|LOC5513930
OG0006362	Clytia|LOC013829	Nematostella|LOC5504019
OG0006363	Clytia|LOC013831	Nematostella|LOC5519687
OG0006364	Clytia|LOC013833	Nematostella|LOC5508845
OG0006365	Clytia|LOC013837	Nematostella|LOC5506596
OG0006366	Clytia|LOC013839	Nematostella|LOC5519712
OG0006367	Clytia|LOC013841	Nematostella|LOC5511049
OG0006368	Clytia|LOC013855	Nematostella|LOC5517656
OG0006369	Clytia|LOC013856	Nematostella|LOC5517666
OG0006370	Clytia|LOC013864	Nematostella|LOC5520355
OG0006371	Clytia|LOC013883	Nematostella|LOC5511708
OG0006372	Clytia|LOC013887	Nematostella|LOC5509649
OG0006373	Clytia|LOC013888	Nematostella|LOC5501797
OG0006374	Clytia|LOC013889	Nematostella|LOC5505614
OG0006375	Clytia|LOC013896	Nematostella|LOC5502885
OG0006376	Clytia|LOC013897	Nematostella|LOC5511707
OG0006377	Clytia|LOC013898	Nematostella|LOC5520945
OG0006378	Clytia|LOC013899	Nematostella|LOC5509544
OG0006379	Clytia|LOC013917	Nematostella|LOC5519100
OG0006380	Clytia|LOC013919	Nematostella|LOC5506263
OG0006381	Clytia|LOC013988	Nematostella|LOC5517100
OG0006382	Clytia|LOC013999	Nematostella|LOC5515253
OG0006383	Clytia|LOC014008	Nematostella|LOC5514790
OG0006384	Clytia|LOC014009	Nematostella|LOC5521239
OG0006385	Clytia|LOC014024	Nematostella|LOC5511701
OG0006386	Clytia|LOC014056	Nematostella|LOC5508297
OG0006388	Clytia|LOC014063	Nematostella|LOC5514504
OG0006389	Clytia|LOC014065	Nematostella|LOC5520252
OG0006390	Clytia|LOC014094	Nematostella|LOC116612487
OG0006391	Clytia|LOC014115	Nematostella|LOC5509805
OG0006392	Clytia|LOC014121	Nematostella|LOC5502220
OG0006393	Clytia|LOC014122	Nematostella|LOC5502741
OG0006394	Clytia|LOC014142	Nematostella|LOC5522236
OG0006395	Clytia|LOC014161	Nematostella|LOC5522005
OG0006396	Clytia|LOC014163	Nematostella|LOC116609452
OG0006397	Clytia|LOC014185	Nematostella|LOC5520816
OG0006398	Clytia|LOC014186	Nematostella|LOC5509733
OG0006399	Clytia|LOC014190	Nematostella|LOC5506160
OG0006400	Clytia|LOC014195	Nematostella|LOC5511931
OG0006401	Clytia|LOC014202	Nematostella|LOC5517056
OG0006402	Clytia|LOC014205	Nematostella|LOC5517053
OG0006403	Clytia|LOC014215	Nematostella|LOC5512432
OG0006404	Clytia|LOC014218	Nematostella|LOC5519186
OG0006405	Clytia|LOC014219	Nematostella|LOC5513604
OG0006408	Clytia|LOC014251	Nematostella|LOC5510481
OG0006410	Clytia|LOC014293	Nematostella|LOC5504189
OG0006411	Clytia|LOC014301	Nematostella|LOC5508119
OG0006412	Clytia|LOC014322	Nematostella|LOC5514923
OG0006413	Clytia|LOC014332	Nematostella|LOC5514965
OG0006414	Clytia|LOC014348	Nematostella|LOC5507872
OG0006415	Clytia|LOC014358	Nematostella|LOC5512669
OG0006416	Clytia|LOC014391	Nematostella|LOC5507553
OG0006417	Clytia|LOC014395	Nematostella|LOC5501167
OG0006418	Clytia|LOC014407	Nematostella|LOC5512581
OG0006419	Clytia|LOC014408	Nematostella|LOC5507764
OG0006420	Clytia|LOC014431	Nematostella|LOC5514810
OG0006421	Clytia|LOC014432	Nematostella|LOC5521260
OG0006422	Clytia|LOC014438	Nematostella|LOC5517873
OG0006423	Clytia|LOC014439	Nematostella|LOC5508495
OG0006424	Clytia|LOC014440	Nematostella|LOC5508762
OG0006425	Clytia|LOC014441	Nematostella|LOC5517870
OG0006426	Clytia|LOC014448	Nematostella|LOC5510863
OG0006427	Clytia|LOC014486, Clytia|LOC040984	Nematostella|LOC116611335
OG0006428	Clytia|LOC014514, Clytia|LOC031462	Nematostella|LOC5510249
OG0006429	Clytia|LOC014516	Nematostella|LOC5506318
OG0006430	Clytia|LOC014521	Nematostella|LOC5511976
OG0006431	Clytia|LOC014526	Nematostella|LOC5512990
OG0006432	Clytia|LOC014544	Nematostella|LOC5522188
OG0006433	Clytia|LOC014548	Nematostella|LOC5512592
OG0006434	Clytia|LOC014552	Nematostella|LOC116620826
OG0006435	Clytia|LOC014554	Nematostella|LOC5512073
OG0006436	Clytia|LOC014564	Nematostella|LOC5506280
OG0006437	Clytia|LOC014566	Nematostella|LOC5503973
OG0006438	Clytia|LOC014579	Nematostella|LOC5513380
OG0006439	Clytia|LOC014582	Nematostella|LOC5512242
OG0006440	Clytia|LOC014588	Nematostella|LOC5502651
OG0006441	Clytia|LOC014589	Nematostella|LOC5512255
OG0006442	Clytia|LOC014596	Nematostella|LOC5506846
OG0006443	Clytia|LOC014602	Nematostella|LOC5518355
OG0006444	Clytia|LOC014603	Nematostella|LOC5517545
OG0006445	Clytia|LOC014607	Nematostella|LOC5511777
OG0006446	Clytia|LOC014609	Nematostella|LOC116611784
OG0006447	Clytia|LOC014625	Nematostella|LOC5507541
OG0006448	Clytia|LOC014632	Nematostella|LOC5502387
OG0006449	Clytia|LOC014634	Nematostella|LOC5521420
OG0006450	Clytia|LOC014635	Nematostella|LOC5516520
OG0006451	Clytia|LOC014651	Nematostella|LOC116601459
OG0006452	Clytia|LOC014670	Nematostella|LOC5500914
OG0006453	Clytia|LOC014671	Nematostella|LOC5518892
OG0006454	Clytia|LOC014677	Nematostella|LOC5501086
OG0006455	Clytia|LOC014693	Nematostella|LOC5521147
OG0006456	Clytia|LOC014707	Nematostella|LOC5505666
OG0006457	Clytia|LOC014719	Nematostella|LOC116614807
OG0006459	Clytia|LOC014762	Nematostella|LOC5521470
OG0006460	Clytia|LOC014766	Nematostella|LOC5508154
OG0006461	Clytia|LOC017960, Clytia|LOC014781	Nematostella|LOC5512775
OG0006462	Clytia|LOC014786	Nematostella|LOC5501706
OG0006463	Clytia|LOC014793	Nematostella|LOC5519998
OG0006464	Clytia|LOC014798	Nematostella|LOC5515874
OG0006465	Clytia|LOC014799	Nematostella|LOC5503019
OG0006466	Clytia|LOC014807	Nematostella|LOC5511599
OG0006467	Clytia|LOC014814	Nematostella|LOC5512878
OG0006468	Clytia|LOC014815	Nematostella|LOC5515397
OG0006469	Clytia|LOC014820	Nematostella|LOC5519912
OG0006470	Clytia|LOC014822	Nematostella|LOC5512880
OG0006471	Clytia|LOC014841	Nematostella|LOC116618794
OG0006472	Clytia|LOC014842	Nematostella|LOC5513417
OG0006473	Clytia|LOC043489, Clytia|LOC014901	Nematostella|LOC116609840, Nematostella|LOC5522137
OG0006474	Clytia|LOC014909	Nematostella|LOC116615067
OG0006475	Clytia|LOC014916	Nematostella|LOC5500977, Nematostella|LOC5507066
OG0006476	Clytia|LOC014917	Nematostella|LOC5507239
OG0006477	Clytia|LOC014919	Nematostella|LOC5515177
OG0006478	Clytia|LOC014938	Nematostella|LOC5507601
OG0006479	Clytia|LOC014945	Nematostella|LOC5517122
OG0006480	Clytia|LOC014959	Nematostella|LOC5505637
OG0006481	Clytia|LOC014991	Nematostella|LOC5512872
OG0006482	Clytia|LOC015013	Nematostella|LOC5502890
OG0006483	Clytia|LOC015014	Nematostella|LOC5502184
OG0006484	Clytia|LOC015016	Nematostella|LOC116619870
OG0006485	Clytia|LOC015017	Nematostella|LOC5511004
OG0006486	Clytia|LOC015039	Nematostella|LOC5520390
OG0006487	Clytia|LOC015046	Nematostella|LOC116618996
OG0006488	Clytia|LOC015047	Nematostella|LOC5520467
OG0006489	Clytia|LOC015054	Nematostella|LOC5505223
OG0006490	Clytia|LOC015102	Nematostella|LOC5520978
OG0006491	Clytia|LOC015106	Nematostella|LOC5520403
OG0006492	Clytia|LOC015112	Nematostella|LOC5521183
OG0006493	Clytia|LOC015115	Nematostella|LOC5521174
OG0006496	Clytia|LOC015121	Nematostella|LOC5504412
OG0006497	Clytia|LOC015122	Nematostella|LOC5517487
OG0006498	Clytia|LOC015136	Nematostella|LOC5520619
OG0006499	Clytia|LOC015142	Nematostella|LOC5513507
OG0006500	Clytia|LOC015159	Nematostella|LOC5502159
OG0006501	Clytia|LOC015160	Nematostella|LOC5504083
OG0006502	Clytia|LOC015178	Nematostella|LOC5505961
OG0006504	Clytia|LOC015185	Nematostella|LOC5517427
OG0006505	Clytia|LOC015186	Nematostella|LOC5514462
OG0006506	Clytia|LOC015187	Nematostella|LOC5517485
OG0006507	Clytia|LOC015191	Nematostella|LOC5502423
OG0006508	Clytia|LOC015217	Nematostella|LOC5522376
OG0006509	Clytia|LOC015218	Nematostella|LOC5514794
OG0006510	Clytia|LOC015224	Nematostella|LOC5519612
OG0006512	Clytia|LOC015283	Nematostella|LOC5511743
OG0006514	Clytia|LOC015338	Nematostella|LOC5509837
OG0006515	Clytia|LOC015357	Nematostella|LOC5513668
OG0006516	Clytia|LOC015359	Nematostella|LOC5518881
OG0006517	Clytia|LOC015363	Nematostella|LOC5506505
OG0006518	Clytia|LOC015378	Nematostella|LOC5504242
OG0006519	Clytia|LOC015394	Nematostella|LOC5521242
OG0006520	Clytia|LOC015404	Nematostella|LOC5521717
OG0006521	Clytia|LOC015416	Nematostella|LOC5519462
OG0006522	Clytia|LOC015433	Nematostella|LOC5503049
OG0006525	Clytia|LOC034408, Clytia|LOC025853, Clytia|LOC015478	Nematostella|LOC5520180
OG0006526	Clytia|LOC015485	Nematostella|LOC5508012
OG0006527	Clytia|LOC015491	Nematostella|LOC5520728
OG0006528	Clytia|LOC015492	Nematostella|LOC5516057
OG0006529	Clytia|LOC015494	Nematostella|LOC5502962
OG0006530	Clytia|LOC015509	Nematostella|LOC5518430
OG0006531	Clytia|LOC015533	Nematostella|LOC5517613
OG0006532	Clytia|LOC015548	Nematostella|LOC5509868
OG0006533	Clytia|LOC015556	Nematostella|LOC5513908
OG0006534	Clytia|LOC015560	Nematostella|LOC5507106
OG0006535	Clytia|LOC022813, Clytia|LOC015574, Clytia|LOC015570, Clytia|LOC022812	Nematostella|LOC116620729
OG0006536	Clytia|LOC015596	Nematostella|LOC5520204
OG0006537	Clytia|LOC015606	Nematostella|LOC5516873
OG0006539	Clytia|LOC015637	Nematostella|LOC5514201
OG0006540	Clytia|LOC015638	Nematostella|LOC5510022
OG0006541	Clytia|LOC015649	Nematostella|LOC5520321
OG0006542	Clytia|LOC015668	Nematostella|LOC5504311
OG0006543	Clytia|LOC015672	Nematostella|LOC5514954
OG0006544	Clytia|LOC015686	Nematostella|LOC5506487
OG0006545	Clytia|LOC015690, Clytia|LOC039780	Nematostella|LOC5516004
OG0006546	Clytia|LOC015708	Nematostella|LOC5503476
OG0006547	Clytia|LOC015709	Nematostella|LOC116604379
OG0006548	Clytia|LOC015721	Nematostella|LOC5507267
OG0006549	Clytia|LOC015731	Nematostella|LOC5510882
OG0006550	Clytia|LOC015732	Nematostella|LOC5506848
OG0006551	Clytia|LOC015752	Nematostella|LOC5510787
OG0006552	Clytia|LOC015753	Nematostella|LOC5508260
OG0006553	Clytia|LOC015754	Nematostella|LOC5510614
OG0006554	Clytia|LOC015756	Nematostella|LOC5502149
OG0006555	Clytia|LOC015757	Nematostella|LOC5513591
OG0006556	Clytia|LOC015763	Nematostella|LOC116604507
OG0006557	Clytia|LOC015769	Nematostella|LOC5510684
OG0006558	Clytia|LOC015773	Nematostella|LOC5513871
OG0006559	Clytia|LOC015795	Nematostella|LOC116604499
OG0006560	Clytia|LOC015827	Nematostella|LOC5521322
OG0006561	Clytia|LOC015829	Nematostella|LOC5509428
OG0006562	Clytia|LOC015830	Nematostella|LOC5514041
OG0006564	Clytia|LOC015877	Nematostella|LOC5516198
OG0006565	Clytia|LOC015878	Nematostella|LOC5509782
OG0006567	Clytia|LOC015888	Nematostella|LOC5503784
OG0006568	Clytia|LOC015897	Nematostella|LOC5510657
OG0006569	Clytia|LOC015941	Nematostella|LOC5514344
OG0006570	Clytia|LOC015943	Nematostella|LOC5505224
OG0006571	Clytia|LOC015952	Nematostella|LOC5508925
OG0006572	Clytia|LOC016014	Nematostella|LOC5507598
OG0006573	Clytia|LOC016072	Nematostella|LOC5520393
OG0006574	Clytia|LOC016076	Nematostella|LOC5520336
OG0006575	Clytia|LOC016102	Nematostella|LOC5503961
OG0006577	Clytia|LOC016107	Nematostella|LOC5518378, Nematostella|LOC5515903
OG0006578	Clytia|LOC016108	Nematostella|LOC5516462
OG0006579	Clytia|LOC016124	Nematostella|LOC5501116
OG0006580	Clytia|LOC016125	Nematostella|LOC5503007
OG0006581	Clytia|LOC016126	Nematostella|LOC5516223
OG0006582	Clytia|LOC016152	Nematostella|LOC5512302
OG0006584	Clytia|LOC016170	Nematostella|LOC5509069
OG0006585	Clytia|LOC016171	Nematostella|LOC5521218
OG0006586	Clytia|LOC041428, Clytia|LOC041462, Clytia|LOC016181	Nematostella|LOC5511130
OG0006587	Clytia|LOC016186	Nematostella|LOC5507690
OG0006588	Clytia|LOC016190	Nematostella|LOC5503591
OG0006589	Clytia|LOC027208, Clytia|LOC016209, Clytia|LOC031928	Nematostella|LOC5511074
OG0006590	Clytia|LOC016211	Nematostella|LOC5509206
OG0006591	Clytia|LOC016213	Nematostella|LOC5514258
OG0006592	Clytia|LOC016214	Nematostella|LOC5518451
OG0006593	Clytia|LOC016224	Nematostella|LOC5519335
OG0006594	Clytia|LOC016225	Nematostella|LOC5521074
OG0006595	Clytia|LOC016231	Nematostella|LOC5515325
OG0006596	Clytia|LOC016264	Nematostella|LOC116613343
OG0006597	Clytia|LOC016269	Nematostella|LOC5504174
OG0006598	Clytia|LOC016273	Nematostella|LOC5503587
OG0006599	Clytia|LOC016279	Nematostella|LOC5520738
OG0006600	Clytia|LOC016293	Nematostella|LOC5512573
OG0006601	Clytia|LOC016294	Nematostella|LOC5513260
OG0006602	Clytia|LOC016306	Nematostella|LOC5511629
OG0006603	Clytia|LOC016310	Nematostella|LOC116614241
OG0006604	Clytia|LOC016311	Nematostella|LOC5514427
OG0006605	Clytia|LOC016316	Nematostella|LOC5511096
OG0006606	Clytia|LOC016332	Nematostella|LOC116618481
OG0006607	Clytia|LOC016339	Nematostella|LOC5507789
OG0006608	Clytia|LOC016341	Nematostella|LOC5503324
OG0006609	Clytia|LOC016369	Nematostella|LOC116604130
OG0006610	Clytia|LOC016402	Nematostella|LOC5507823
OG0006611	Clytia|LOC016403	Nematostella|LOC5520690
OG0006612	Clytia|LOC016413	Nematostella|LOC5502445
OG0006613	Clytia|LOC016441	Nematostella|LOC5515880
OG0006614	Clytia|LOC016504	Nematostella|LOC5520875
OG0006615	Clytia|LOC016539	Nematostella|LOC5514376
OG0006616	Clytia|LOC016541	Nematostella|LOC5503613
OG0006617	Clytia|LOC016542	Nematostella|LOC5517453
OG0006618	Clytia|LOC016545	Nematostella|LOC5512144
OG0006619	Clytia|LOC016549	Nematostella|LOC5505965
OG0006620	Clytia|LOC016552	Nematostella|LOC5517754
OG0006621	Clytia|LOC016582	Nematostella|LOC5516405
OG0006622	Clytia|LOC016598	Nematostella|LOC5520972
OG0006623	Clytia|LOC016638	Nematostella|LOC5507165
OG0006624	Clytia|LOC016674	Nematostella|LOC116616208
OG0006625	Clytia|LOC016680	Nematostella|LOC5502347
OG0006626	Clytia|LOC016682	Nematostella|LOC5519145
OG0006627	Clytia|LOC016731	Nematostella|LOC5517983
OG0006628	Clytia|LOC016733	Nematostella|LOC5516774
OG0006629	Clytia|LOC016734	Nematostella|LOC5516787
OG0006630	Clytia|LOC016735	Nematostella|LOC5508490
OG0006631	Clytia|LOC016736	Nematostella|LOC5516822
OG0006633	Clytia|LOC016745	Nematostella|LOC5518876
OG0006634	Clytia|LOC032680, Clytia|LOC016761	Nematostella|LOC5520325
OG0006636	Clytia|LOC036896, Clytia|LOC016812	Nematostella|LOC5515919
OG0006637	Clytia|LOC016817	Nematostella|LOC5513731
OG0006638	Clytia|LOC016820	Nematostella|LOC5520911
OG0006640	Clytia|LOC016837	Nematostella|LOC5508334
OG0006641	Clytia|LOC016867	Nematostella|LOC5507362
OG0006642	Clytia|LOC016870	Nematostella|LOC5518672
OG0006643	Clytia|LOC016908	Nematostella|LOC5517630
OG0006644	Clytia|LOC016942	Nematostella|LOC5507019
OG0006645	Clytia|LOC016946	Nematostella|LOC5512567
OG0006646	Clytia|LOC016954	Nematostella|LOC5504836
OG0006647	Clytia|LOC016956	Nematostella|LOC5500545
OG0006648	Clytia|LOC016962	Nematostella|LOC5505270
OG0006649	Clytia|LOC016970	Nematostella|LOC5513519
OG0006650	Clytia|LOC016974	Nematostella|LOC5506729
OG0006651	Clytia|LOC016986	Nematostella|LOC5519076
OG0006652	Clytia|LOC016991	Nematostella|LOC5502196
OG0006653	Clytia|LOC045188, Clytia|LOC017003	Nematostella|LOC116611549
OG0006654	Clytia|LOC017012	Nematostella|LOC5510532
OG0006655	Clytia|LOC023536, Clytia|LOC017017	Nematostella|LOC5504596
OG0006656	Clytia|LOC017040	Nematostella|LOC5505144
OG0006657	Clytia|LOC017093	Nematostella|LOC5516555
OG0006658	Clytia|LOC017094	Nematostella|LOC116618569
OG0006659	Clytia|LOC017098	Nematostella|LOC5513695
OG0006660	Clytia|LOC017111, Clytia|LOC022834	Nematostella|LOC5516117
OG0006661	Clytia|LOC017126	Nematostella|LOC116618022
OG0006664	Clytia|LOC017219	Nematostella|LOC5516308
OG0006665	Clytia|LOC017224	Nematostella|LOC5519026
OG0006666	Clytia|LOC017234	Nematostella|LOC5508100
OG0006667	Clytia|LOC017235	Nematostella|LOC5507719
OG0006669	Clytia|LOC017268	Nematostella|LOC5512250
OG0006670	Clytia|LOC017269	Nematostella|LOC116604031
OG0006671	Clytia|LOC017270	Nematostella|LOC5520780
OG0006672	Clytia|LOC017272	Nematostella|LOC5512994
OG0006673	Clytia|LOC017274	Nematostella|LOC5511222
OG0006674	Clytia|LOC017278	Nematostella|LOC5517139
OG0006675	Clytia|LOC017304	Nematostella|LOC5520447
OG0006676	Clytia|LOC017312	Nematostella|LOC5511511
OG0006677	Clytia|LOC017317	Nematostella|LOC116602160
OG0006678	Clytia|LOC017318	Nematostella|LOC5518509
OG0006679	Clytia|LOC017319	Nematostella|LOC5505711
OG0006681	Clytia|LOC017345	Nematostella|LOC5507885
OG0006682	Clytia|LOC017346	Nematostella|LOC5511783
OG0006683	Clytia|LOC017348	Nematostella|LOC5505939
OG0006684	Clytia|LOC017435	Nematostella|LOC5509033
OG0006686	Clytia|LOC017450	Nematostella|LOC5516132
OG0006688	Clytia|LOC017481	Nematostella|LOC5517566
