Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_XeniaProteins
OG0006114	Clytia|LOC011951	Xenia|LOC124437030
OG0006115	Clytia|LOC011952	Xenia|LOC124437834
OG0006116	Clytia|LOC011953	Xenia|LOC124437269
OG0006117	Clytia|LOC011973	Xenia|LOC124441278
OG0006118	Clytia|LOC011974	Xenia|LOC124441489
OG0006119	Clytia|LOC011980	Xenia|LOC124434170
OG0006120	Clytia|LOC012025	Xenia|LOC124435749
OG0006121	Clytia|LOC012033	Xenia|LOC124444686
OG0006122	Clytia|LOC012053	Xenia|LOC124440009
OG0006123	Clytia|LOC012077	Xenia|LOC124435092
OG0006124	Clytia|LOC012084	Xenia|LOC124433809
OG0006125	Clytia|LOC012088	Xenia|LOC124433932
OG0006126	Clytia|LOC012089	Xenia|LOC124451925
OG0006127	Clytia|LOC012113	Xenia|LOC124457481
OG0006128	Clytia|LOC012115	Xenia|LOC124451103
OG0006130	Clytia|LOC012129	Xenia|LOC124448369
OG0006131	Clytia|LOC012132	Xenia|LOC124442724
OG0006132	Clytia|LOC012138	Xenia|LOC124441298
OG0006133	Clytia|LOC012140	Xenia|LOC124445256
OG0006134	Clytia|LOC012173	Xenia|LOC124433260
OG0006136	Clytia|LOC012184	Xenia|LOC124440005
OG0006137	Clytia|LOC012192	Xenia|LOC124459595
OG0006138	Clytia|LOC012206	Xenia|LOC124438989
OG0006139	Clytia|LOC012208	Xenia|LOC124439496
OG0006140	Clytia|LOC012210	Xenia|LOC124439484
OG0006141	Clytia|LOC012211	Xenia|LOC124447405
OG0006142	Clytia|LOC012221	Xenia|LOC124438604
OG0006144	Clytia|LOC012239	Xenia|LOC124441817
OG0006145	Clytia|LOC012255	Xenia|LOC124447259
OG0006146	Clytia|LOC012269	Xenia|LOC124439162
OG0006147	Clytia|LOC012275	Xenia|LOC124442760
OG0006148	Clytia|LOC012304	Xenia|LOC124443974
OG0006149	Clytia|LOC012330	Xenia|LOC124456198
OG0006150	Clytia|LOC012341	Xenia|LOC124444677
OG0006151	Clytia|LOC012345	Xenia|LOC124437809
OG0006152	Clytia|LOC012346	Xenia|LOC124451833
OG0006153	Clytia|LOC012369	Xenia|LOC124453028
OG0006154	Clytia|LOC012371	Xenia|LOC124436360
OG0006155	Clytia|LOC012376	Xenia|LOC124450986
OG0006156	Clytia|LOC012377	Xenia|LOC124453306
OG0006158	Clytia|LOC012379	Xenia|LOC124435029
OG0006159	Clytia|LOC012390	Xenia|LOC124453617
OG0006161	Clytia|LOC012394	Xenia|LOC124434109
OG0006162	Clytia|LOC012396	Xenia|LOC124452630
OG0006163	Clytia|LOC012405	Xenia|LOC124453640
OG0006164	Clytia|LOC012425	Xenia|LOC124452537
OG0006165	Clytia|LOC012426	Xenia|LOC124450677
OG0006166	Clytia|LOC012428	Xenia|LOC124441353
OG0006167	Clytia|LOC012429	Xenia|LOC124456154
OG0006168	Clytia|LOC012430	Xenia|LOC124459572
OG0006169	Clytia|LOC012432	Xenia|LOC124456170
OG0006170	Clytia|LOC012433	Xenia|LOC124433784
OG0006172	Clytia|LOC012447	Xenia|LOC124443038
OG0006173	Clytia|LOC012449	Xenia|LOC124442589
OG0006174	Clytia|LOC012454	Xenia|LOC124442625
OG0006175	Clytia|LOC012455	Xenia|LOC124443249
OG0006176	Clytia|LOC012461	Xenia|LOC124440913
OG0006177	Clytia|LOC012463	Xenia|LOC124442631
OG0006178	Clytia|LOC012464	Xenia|LOC124443592
OG0006179	Clytia|LOC012466	Xenia|LOC124442747
OG0006180	Clytia|LOC012467	Xenia|LOC124444214
OG0006181	Clytia|LOC012488	Xenia|LOC124456269
OG0006182	Clytia|LOC012491	Xenia|LOC124440759
OG0006183	Clytia|LOC012509	Xenia|LOC124433346
OG0006184	Clytia|LOC012512	Xenia|LOC124447972
OG0006185	Clytia|LOC012513	Xenia|LOC124438976
OG0006187	Clytia|LOC012516	Xenia|LOC124442017
OG0006188	Clytia|LOC012517	Xenia|LOC124440301
OG0006189	Clytia|LOC012520	Xenia|LOC124453165
OG0006190	Clytia|LOC012521	Xenia|LOC124440134
OG0006191	Clytia|LOC012527	Xenia|LOC124434549
OG0006192	Clytia|LOC012528	Xenia|LOC124443104
OG0006193	Clytia|LOC012550	Xenia|LOC124446917
OG0006194	Clytia|LOC012553	Xenia|LOC124446547
OG0006195	Clytia|LOC012556	Xenia|LOC124433338
OG0006196	Clytia|LOC012558	Xenia|LOC124445393
OG0006197	Clytia|LOC012561	Xenia|LOC124439067
OG0006198	Clytia|LOC012562	Xenia|LOC124438436
OG0006199	Clytia|LOC012574	Xenia|LOC124452602
OG0006200	Clytia|LOC012581	Xenia|LOC124452734
OG0006201	Clytia|LOC012595	Xenia|LOC124459217
OG0006203	Clytia|LOC012608	Xenia|LOC124454081
OG0006204	Clytia|LOC012621	Xenia|LOC124441772
OG0006205	Clytia|LOC012623	Xenia|LOC124442977
OG0006206	Clytia|LOC012628	Xenia|LOC124442788
OG0006207	Clytia|LOC012630	Xenia|LOC124443031
OG0006208	Clytia|LOC012632	Xenia|LOC124441713
OG0006209	Clytia|LOC012633	Xenia|LOC124443624
OG0006210	Clytia|LOC012646	Xenia|LOC124457932
OG0006211	Clytia|LOC012649	Xenia|LOC124447921
OG0006212	Clytia|LOC012652	Xenia|LOC124449849
OG0006213	Clytia|LOC012653	Xenia|LOC124448466
OG0006214	Clytia|LOC012654	Xenia|LOC124447515
OG0006215	Clytia|LOC012655	Xenia|LOC124452939
OG0006216	Clytia|LOC012658	Xenia|LOC124449398
OG0006217	Clytia|LOC012669	Xenia|LOC124439827
OG0006219	Clytia|LOC012706	Xenia|LOC124449588
OG0006220	Clytia|LOC012712	Xenia|LOC124448355
OG0006221	Clytia|LOC012731	Xenia|LOC124446903
OG0006222	Clytia|LOC012735	Xenia|LOC124443702
OG0006223	Clytia|LOC012766	Xenia|LOC124452649
OG0006224	Clytia|LOC029858, Clytia|LOC012782	Xenia|LOC124453464
OG0006225	Clytia|LOC012784	Xenia|LOC124441978
OG0006226	Clytia|LOC012797	Xenia|LOC124451882
OG0006227	Clytia|LOC012798	Xenia|LOC124439105
OG0006230	Clytia|LOC012821	Xenia|LOC124433526
OG0006231	Clytia|LOC012825	Xenia|LOC124433524
OG0006232	Clytia|LOC012852	Xenia|LOC124433773
OG0006234	Clytia|LOC012870	Xenia|LOC124441286
OG0006235	Clytia|LOC012871	Xenia|LOC124442790
OG0006236	Clytia|LOC012874	Xenia|LOC124441755
OG0006237	Clytia|LOC012877	Xenia|LOC124444621
OG0006238	Clytia|LOC012881	Xenia|LOC124443500
OG0006239	Clytia|LOC012882	Xenia|LOC124442851
OG0006240	Clytia|LOC012883	Xenia|LOC124453675
OG0006241	Clytia|LOC012903	Xenia|LOC124437431
OG0006242	Clytia|LOC012909	Xenia|LOC124435313
OG0006243	Clytia|LOC012912	Xenia|LOC124435713
OG0006244	Clytia|LOC012913	Xenia|LOC124436154
OG0006245	Clytia|LOC012945	Xenia|LOC124441267
OG0006246	Clytia|LOC012948	Xenia|LOC124452600
OG0006247	Clytia|LOC012951	Xenia|LOC124441730
OG0006248	Clytia|LOC012952	Xenia|LOC124443109
OG0006249	Clytia|LOC012969	Xenia|LOC124449415
OG0006250	Clytia|LOC012970	Xenia|LOC124441836
OG0006251	Clytia|LOC012972	Xenia|LOC124441691
OG0006252	Clytia|LOC012976	Xenia|LOC124453202
OG0006253	Clytia|LOC012977	Xenia|LOC124448406
OG0006254	Clytia|LOC012978	Xenia|LOC124447720
OG0006255	Clytia|LOC012979	Xenia|LOC124449430
OG0006256	Clytia|LOC012995	Xenia|LOC124433537
OG0006257	Clytia|LOC013013	Xenia|LOC124447315
OG0006258	Clytia|LOC013014	Xenia|LOC124447505
OG0006259	Clytia|LOC013016	Xenia|LOC124449559
OG0006260	Clytia|LOC013023	Xenia|LOC124447124
OG0006261	Clytia|LOC013029	Xenia|LOC124453152
OG0006262	Clytia|LOC013041	Xenia|LOC124434738
OG0006263	Clytia|LOC013081	Xenia|LOC124441674
OG0006264	Clytia|LOC013084	Xenia|LOC124442410
OG0006265	Clytia|LOC013098	Xenia|LOC124443182
OG0006266	Clytia|LOC013102	Xenia|LOC124446566
OG0006267	Clytia|LOC013110	Xenia|LOC124446920
OG0006268	Clytia|LOC013111	Xenia|LOC124446324
OG0006269	Clytia|LOC013112	Xenia|LOC124446073
OG0006272	Clytia|LOC013164	Xenia|LOC124435433
OG0006273	Clytia|LOC013165	Xenia|LOC124442314
OG0006274	Clytia|LOC013170	Xenia|LOC124435506
OG0006275	Clytia|LOC013171	Xenia|LOC124435259
OG0006276	Clytia|LOC013183	Xenia|LOC124436142
OG0006278	Clytia|LOC013192	Xenia|LOC124440602
OG0006280	Clytia|LOC013207	Xenia|LOC124433272
OG0006281	Clytia|LOC013218	Xenia|LOC124452497
OG0006282	Clytia|LOC013235	Xenia|LOC124451482
OG0006283	Clytia|LOC013236	Xenia|LOC124445502
OG0006284	Clytia|LOC013237	Xenia|LOC124447097
OG0006285	Clytia|LOC013239	Xenia|LOC124445520
OG0006286	Clytia|LOC013241	Xenia|LOC124444654
OG0006287	Clytia|LOC013246	Xenia|LOC124438704
OG0006288	Clytia|LOC013250, Clytia|LOC031990	Xenia|LOC124441220
OG0006289	Clytia|LOC013271	Xenia|LOC124442456
OG0006290	Clytia|LOC013272	Xenia|LOC124452382
OG0006291	Clytia|LOC013273	Xenia|LOC124441173
OG0006292	Clytia|LOC013274	Xenia|LOC124441830
OG0006294	Clytia|LOC013304	Xenia|LOC124448772
OG0006295	Clytia|LOC013307	Xenia|LOC124437956
OG0006296	Clytia|LOC013320	Xenia|LOC124447045
OG0006297	Clytia|LOC013321	Xenia|LOC124457982
OG0006298	Clytia|LOC013323	Xenia|LOC124445480
OG0006299	Clytia|LOC013324	Xenia|LOC124447583
OG0006300	Clytia|LOC013326	Xenia|LOC124445734
OG0006301	Clytia|LOC013331	Xenia|LOC124446159
OG0006302	Clytia|LOC013337	Xenia|LOC124456034
OG0006303	Clytia|LOC013353	Xenia|LOC124443483
OG0006304	Clytia|LOC013355	Xenia|LOC124441525
OG0006305	Clytia|LOC013370	Xenia|LOC124439998
OG0006306	Clytia|LOC013371	Xenia|LOC124439897
OG0006307	Clytia|LOC013374	Xenia|LOC124447541
OG0006308	Clytia|LOC013377	Xenia|LOC124446639
OG0006309	Clytia|LOC013378	Xenia|LOC124440121
OG0006310	Clytia|LOC013383	Xenia|LOC124456124
OG0006311	Clytia|LOC013397	Xenia|LOC124442075
OG0006312	Clytia|LOC013399	Xenia|LOC124458131
OG0006315	Clytia|LOC013468	Xenia|LOC124459014
OG0006316	Clytia|LOC013483	Xenia|LOC124433951
OG0006317	Clytia|LOC013484	Xenia|LOC124453104
OG0006318	Clytia|LOC013485	Xenia|LOC124434234
OG0006320	Clytia|LOC013487	Xenia|LOC124434065
OG0006322	Clytia|LOC013495	Xenia|LOC124441229
OG0006323	Clytia|LOC013519	Xenia|LOC124436801
OG0006324	Clytia|LOC013524	Xenia|LOC124437818
OG0006325	Clytia|LOC013525	Xenia|LOC124437337
OG0006326	Clytia|LOC013529	Xenia|LOC124437424
OG0006327	Clytia|LOC013530	Xenia|LOC124436340
OG0006328	Clytia|LOC013533	Xenia|LOC124457483
OG0006329	Clytia|LOC013552, Clytia|LOC013547	Xenia|LOC124453500
OG0006330	Clytia|LOC013548	Xenia|LOC124434698
OG0006331	Clytia|LOC013549	Xenia|LOC124435504
OG0006332	Clytia|LOC013553	Xenia|LOC124434832
OG0006333	Clytia|LOC013555	Xenia|LOC124435044
OG0006334	Clytia|LOC013557, Clytia|LOC013556	Xenia|LOC124434067
OG0006335	Clytia|LOC013564	Xenia|LOC124439238
OG0006336	Clytia|LOC013583	Xenia|LOC124439992
OG0006337	Clytia|LOC013588	Xenia|LOC124454668
OG0006338	Clytia|LOC013601	Xenia|LOC124435437
OG0006339	Clytia|LOC013608	Xenia|LOC124450323
OG0006340	Clytia|LOC013610	Xenia|LOC124434740
OG0006341	Clytia|LOC013625	Xenia|LOC124434300
OG0006342	Clytia|LOC013664	Xenia|LOC124434132
OG0006343	Clytia|LOC013673	Xenia|LOC124434196
OG0006344	Clytia|LOC013696	Xenia|LOC124436357
OG0006345	Clytia|LOC013697, Clytia|LOC038465	Xenia|LOC124436950
OG0006346	Clytia|LOC013738	Xenia|LOC124453539
OG0006347	Clytia|LOC013741	Xenia|LOC124453752
OG0006348	Clytia|LOC013742	Xenia|LOC124452577
OG0006349	Clytia|LOC013743	Xenia|LOC124453454
OG0006351	Clytia|LOC013766	Xenia|LOC124434704
OG0006353	Clytia|LOC013784	Xenia|LOC124440094
OG0006354	Clytia|LOC013786	Xenia|LOC124436960
OG0006355	Clytia|LOC013789	Xenia|LOC124443475
OG0006356	Clytia|LOC013794	Xenia|LOC124436125
OG0006357	Clytia|LOC013809	Xenia|LOC124443178
OG0006358	Clytia|LOC013814	Xenia|LOC124445034
OG0006359	Clytia|LOC013815	Xenia|LOC124442709
OG0006361	Clytia|LOC013826	Xenia|LOC124445063
OG0006362	Clytia|LOC013829	Xenia|LOC124451771
OG0006363	Clytia|LOC013831	Xenia|LOC124443700
OG0006364	Clytia|LOC013833	Xenia|LOC124450285
OG0006365	Clytia|LOC013837	Xenia|LOC124440333
OG0006366	Clytia|LOC013839	Xenia|LOC124450325
OG0006367	Clytia|LOC013841	Xenia|LOC124450294
OG0006368	Clytia|LOC013855	Xenia|LOC124459552
OG0006369	Clytia|LOC013856	Xenia|LOC124447325
OG0006371	Clytia|LOC013883	Xenia|LOC124458498
OG0006372	Clytia|LOC013887	Xenia|LOC124445787
OG0006373	Clytia|LOC013888	Xenia|LOC124448008
OG0006374	Clytia|LOC013889	Xenia|LOC124449583
OG0006375	Clytia|LOC013896	Xenia|LOC124447913
OG0006376	Clytia|LOC013897	Xenia|LOC124447645
OG0006377	Clytia|LOC013898	Xenia|LOC124442904
OG0006378	Clytia|LOC013899	Xenia|LOC124447901
OG0006379	Clytia|LOC013917	Xenia|LOC124438394
OG0006380	Clytia|LOC013919	Xenia|LOC124439936
OG0006381	Clytia|LOC013988	Xenia|LOC124434564
OG0006382	Clytia|LOC013999	Xenia|LOC124439541
OG0006383	Clytia|LOC014008	Xenia|LOC124452931
OG0006384	Clytia|LOC014009	Xenia|LOC124453216
OG0006385	Clytia|LOC014024	Xenia|LOC124449397
OG0006386	Clytia|LOC014056	Xenia|LOC124448926
OG0006388	Clytia|LOC014063	Xenia|LOC124447705
OG0006389	Clytia|LOC014065	Xenia|LOC124448456
OG0006390	Clytia|LOC014094	Xenia|LOC124435398
OG0006391	Clytia|LOC014115	Xenia|LOC124434154
OG0006392	Clytia|LOC014121	Xenia|LOC124434967
OG0006394	Clytia|LOC014142	Xenia|LOC124435222
OG0006395	Clytia|LOC014161	Xenia|LOC124447502
OG0006396	Clytia|LOC014163	Xenia|LOC124443918
OG0006397	Clytia|LOC014185	Xenia|LOC124442973
OG0006398	Clytia|LOC014186	Xenia|LOC124441270
OG0006399	Clytia|LOC014190	Xenia|LOC124441721
OG0006400	Clytia|LOC014195	Xenia|LOC124443045
OG0006401	Clytia|LOC014202	Xenia|LOC124453656
OG0006402	Clytia|LOC014205	Xenia|LOC124444470
OG0006403	Clytia|LOC014215	Xenia|LOC124438739
OG0006404	Clytia|LOC014218	Xenia|LOC124446393
OG0006405	Clytia|LOC014219	Xenia|LOC124446578
OG0006408	Clytia|LOC014251	Xenia|LOC124434421
OG0006410	Clytia|LOC014293	Xenia|LOC124442762
OG0006411	Clytia|LOC014301	Xenia|LOC124447751
OG0006412	Clytia|LOC014322	Xenia|LOC124442598
OG0006413	Clytia|LOC014332	Xenia|LOC124442599
OG0006414	Clytia|LOC014348	Xenia|LOC124442191
OG0006415	Clytia|LOC014358	Xenia|LOC124447579
OG0006416	Clytia|LOC014391	Xenia|LOC124434424
OG0006417	Clytia|LOC014395	Xenia|LOC124438991
OG0006418	Clytia|LOC014407	Xenia|LOC124452798
OG0006419	Clytia|LOC014408	Xenia|LOC124452959
OG0006420	Clytia|LOC014431	Xenia|LOC124440300
OG0006421	Clytia|LOC014432	Xenia|LOC124439833
OG0006422	Clytia|LOC014438	Xenia|LOC124439410
OG0006423	Clytia|LOC014439	Xenia|LOC124440748
OG0006424	Clytia|LOC014440	Xenia|LOC124435764
OG0006425	Clytia|LOC014441	Xenia|LOC124439704
OG0006426	Clytia|LOC014448	Xenia|LOC124437815
OG0006428	Clytia|LOC014514, Clytia|LOC031462	Xenia|LOC124446677
OG0006429	Clytia|LOC014516	Xenia|LOC124442749
OG0006430	Clytia|LOC014521	Xenia|LOC124441422
OG0006431	Clytia|LOC014526	Xenia|LOC124441871
OG0006432	Clytia|LOC014544	Xenia|LOC124444408
OG0006433	Clytia|LOC014548	Xenia|LOC124444326
OG0006434	Clytia|LOC014552	Xenia|LOC124452412
OG0006435	Clytia|LOC014554	Xenia|LOC124444484
OG0006436	Clytia|LOC014564	Xenia|LOC124459061
OG0006437	Clytia|LOC014566	Xenia|LOC124442272
OG0006438	Clytia|LOC014579	Xenia|LOC124437659
OG0006439	Clytia|LOC014582	Xenia|LOC124452674
OG0006440	Clytia|LOC014588	Xenia|LOC124444343
OG0006441	Clytia|LOC014589	Xenia|LOC124436604
OG0006442	Clytia|LOC014596	Xenia|LOC124436318
OG0006443	Clytia|LOC014602	Xenia|LOC124452633
OG0006444	Clytia|LOC014603	Xenia|LOC124458425
OG0006445	Clytia|LOC014607	Xenia|LOC124453569
OG0006446	Clytia|LOC014609	Xenia|LOC124449343
OG0006447	Clytia|LOC014625	Xenia|LOC124435069
OG0006448	Clytia|LOC014632	Xenia|LOC124434638
OG0006449	Clytia|LOC014634	Xenia|LOC124453669
OG0006450	Clytia|LOC014635	Xenia|LOC124435318
OG0006451	Clytia|LOC014651	Xenia|LOC124450618
OG0006452	Clytia|LOC014670	Xenia|LOC124438992
OG0006453	Clytia|LOC014671	Xenia|LOC124441028
OG0006454	Clytia|LOC014677	Xenia|LOC124439202
OG0006455	Clytia|LOC014693	Xenia|LOC124441795
OG0006456	Clytia|LOC014707	Xenia|LOC124442218
OG0006457	Clytia|LOC014719	Xenia|LOC124435321
OG0006459	Clytia|LOC014762	Xenia|LOC124435850
OG0006460	Clytia|LOC014766	Xenia|LOC124436842
OG0006462	Clytia|LOC014786	Xenia|LOC124439004
OG0006463	Clytia|LOC014793	Xenia|LOC124453720
OG0006464	Clytia|LOC014798	Xenia|LOC124434061
OG0006465	Clytia|LOC014799	Xenia|LOC124439022
OG0006466	Clytia|LOC014807	Xenia|LOC124453750
OG0006467	Clytia|LOC014814	Xenia|LOC124435036
OG0006468	Clytia|LOC014815	Xenia|LOC124445588
OG0006469	Clytia|LOC014820	Xenia|LOC124440620
OG0006470	Clytia|LOC014822	Xenia|LOC124435031
OG0006471	Clytia|LOC014841	Xenia|LOC124437031
OG0006472	Clytia|LOC014842	Xenia|LOC124436225
OG0006474	Clytia|LOC014909	Xenia|LOC124438220
OG0006476	Clytia|LOC014917	Xenia|LOC124437955
OG0006477	Clytia|LOC014919	Xenia|LOC124438222
OG0006478	Clytia|LOC014938	Xenia|LOC124440443
OG0006479	Clytia|LOC014945	Xenia|LOC124434114
OG0006481	Clytia|LOC014991	Xenia|LOC124434781
OG0006482	Clytia|LOC015013	Xenia|LOC124448291
OG0006483	Clytia|LOC015014	Xenia|LOC124436305
OG0006484	Clytia|LOC015016	Xenia|LOC124445367
OG0006485	Clytia|LOC015017	Xenia|LOC124446637
OG0006486	Clytia|LOC015039	Xenia|LOC124434043
OG0006487	Clytia|LOC015046	Xenia|LOC124454724
OG0006488	Clytia|LOC015047	Xenia|LOC124434040
OG0006489	Clytia|LOC015054	Xenia|LOC124453587
OG0006490	Clytia|LOC015102	Xenia|LOC124444688
OG0006491	Clytia|LOC015106	Xenia|LOC124440535
OG0006492	Clytia|LOC015112	Xenia|LOC124440282
OG0006493	Clytia|LOC015115	Xenia|LOC124440823
OG0006496	Clytia|LOC015121	Xenia|LOC124451988
OG0006497	Clytia|LOC015122	Xenia|LOC124439374
OG0006498	Clytia|LOC015136	Xenia|LOC124448423
OG0006499	Clytia|LOC015142	Xenia|LOC124446358
OG0006500	Clytia|LOC015159	Xenia|LOC124448475
OG0006501	Clytia|LOC015160	Xenia|LOC124438016
OG0006502	Clytia|LOC015178	Xenia|LOC124433285
OG0006503	Clytia|LOC019152, Clytia|LOC015184	Xenia|LOC124446648
OG0006504	Clytia|LOC015185	Xenia|LOC124447029
OG0006505	Clytia|LOC015186	Xenia|LOC124445327
OG0006506	Clytia|LOC015187	Xenia|LOC124439613
OG0006507	Clytia|LOC015191	Xenia|LOC124434783
OG0006508	Clytia|LOC015217	Xenia|LOC124443956
OG0006509	Clytia|LOC015218	Xenia|LOC124438842
OG0006510	Clytia|LOC015224	Xenia|LOC124450934
OG0006512	Clytia|LOC015283	Xenia|LOC124448635
OG0006514	Clytia|LOC015338	Xenia|LOC124442039
OG0006515	Clytia|LOC015357	Xenia|LOC124452256
OG0006516	Clytia|LOC015359	Xenia|LOC124441754
OG0006517	Clytia|LOC015363	Xenia|LOC124451114
OG0006518	Clytia|LOC015378	Xenia|LOC124452391
OG0006519	Clytia|LOC015394	Xenia|LOC124453747
OG0006520	Clytia|LOC015404	Xenia|LOC124452994
OG0006521	Clytia|LOC015416	Xenia|LOC124435893
OG0006522	Clytia|LOC015433	Xenia|LOC124434245
OG0006526	Clytia|LOC015485	Xenia|LOC124443417
OG0006527	Clytia|LOC015491	Xenia|LOC124441972
OG0006528	Clytia|LOC015492	Xenia|LOC124441466
OG0006529	Clytia|LOC015494	Xenia|LOC124452408
OG0006530	Clytia|LOC015509	Xenia|LOC124458058
OG0006531	Clytia|LOC015533	Xenia|LOC124455037
OG0006532	Clytia|LOC015548	Xenia|LOC124439351
OG0006533	Clytia|LOC015556	Xenia|LOC124442416
OG0006534	Clytia|LOC015560	Xenia|LOC124441149
OG0006536	Clytia|LOC015596	Xenia|LOC124447715
OG0006537	Clytia|LOC015606	Xenia|LOC124447900
OG0006539	Clytia|LOC015637	Xenia|LOC124444124
OG0006540	Clytia|LOC015638	Xenia|LOC124438951
OG0006541	Clytia|LOC015649	Xenia|LOC124434162
OG0006542	Clytia|LOC015668	Xenia|LOC124442988
OG0006543	Clytia|LOC015672	Xenia|LOC124442751
OG0006544	Clytia|LOC015686	Xenia|LOC124452469
OG0006545	Clytia|LOC015690, Clytia|LOC039780	Xenia|LOC124441717
OG0006546	Clytia|LOC015708	Xenia|LOC124437866
OG0006547	Clytia|LOC015709	Xenia|LOC124436443
OG0006548	Clytia|LOC015721	Xenia|LOC124443954
OG0006549	Clytia|LOC015731	Xenia|LOC124436832
OG0006550	Clytia|LOC015732	Xenia|LOC124436464
OG0006551	Clytia|LOC015752	Xenia|LOC124438910
OG0006552	Clytia|LOC015753	Xenia|LOC124438936
OG0006553	Clytia|LOC015754	Xenia|LOC124446455
OG0006554	Clytia|LOC015756	Xenia|LOC124445668
OG0006555	Clytia|LOC015757	Xenia|LOC124446560
OG0006556	Clytia|LOC015763	Xenia|LOC124453399
OG0006557	Clytia|LOC015769	Xenia|LOC124434021
OG0006558	Clytia|LOC015773	Xenia|LOC124442646
OG0006559	Clytia|LOC015795	Xenia|LOC124440304
OG0006560	Clytia|LOC015827	Xenia|LOC124440321
OG0006561	Clytia|LOC015829	Xenia|LOC124445196
OG0006562	Clytia|LOC015830	Xenia|LOC124440984
OG0006564	Clytia|LOC015877	Xenia|LOC124438284
OG0006565	Clytia|LOC015878	Xenia|LOC124437958
OG0006567	Clytia|LOC015888	Xenia|LOC124454922
OG0006568	Clytia|LOC015897	Xenia|LOC124434266
OG0006569	Clytia|LOC015941	Xenia|LOC124439697
OG0006570	Clytia|LOC015943	Xenia|LOC124444283
OG0006571	Clytia|LOC015952	Xenia|LOC124437984
OG0006572	Clytia|LOC016014	Xenia|LOC124434293
OG0006573	Clytia|LOC016072	Xenia|LOC124434963
OG0006574	Clytia|LOC016076	Xenia|LOC124434011
OG0006575	Clytia|LOC016102	Xenia|LOC124454297
OG0006577	Clytia|LOC016107	Xenia|LOC124442225
OG0006578	Clytia|LOC016108	Xenia|LOC124446401
OG0006579	Clytia|LOC016124	Xenia|LOC124435020
OG0006580	Clytia|LOC016125	Xenia|LOC124435715
OG0006581	Clytia|LOC016126	Xenia|LOC124439326
OG0006582	Clytia|LOC016152	Xenia|LOC124459641
OG0006584	Clytia|LOC016170	Xenia|LOC124440830
OG0006585	Clytia|LOC016171	Xenia|LOC124440377
OG0006586	Clytia|LOC041428, Clytia|LOC041462, Clytia|LOC016181	Xenia|LOC124435364
OG0006587	Clytia|LOC016186	Xenia|LOC124434888
OG0006590	Clytia|LOC016211	Xenia|LOC124434439
OG0006591	Clytia|LOC016213	Xenia|LOC124450788
OG0006592	Clytia|LOC016214	Xenia|LOC124459585
OG0006593	Clytia|LOC016224	Xenia|LOC124439133
OG0006594	Clytia|LOC016225	Xenia|LOC124445771
OG0006595	Clytia|LOC016231	Xenia|LOC124439511
OG0006596	Clytia|LOC016264	Xenia|LOC124439159
OG0006597	Clytia|LOC016269	Xenia|LOC124442214
OG0006598	Clytia|LOC016273	Xenia|LOC124457146
OG0006599	Clytia|LOC016279	Xenia|LOC124440931
OG0006600	Clytia|LOC016293	Xenia|LOC124444925
OG0006601	Clytia|LOC016294	Xenia|LOC124443890
OG0006602	Clytia|LOC016306	Xenia|LOC124447409
OG0006603	Clytia|LOC016310	Xenia|LOC124445379
OG0006604	Clytia|LOC016311	Xenia|LOC124437833
OG0006605	Clytia|LOC016316	Xenia|LOC124441434
OG0006606	Clytia|LOC016332	Xenia|LOC124452742
OG0006607	Clytia|LOC016339	Xenia|LOC124446809
OG0006608	Clytia|LOC016341	Xenia|LOC124446228
OG0006609	Clytia|LOC016369	Xenia|LOC124435498
OG0006610	Clytia|LOC016402	Xenia|LOC124458273
OG0006611	Clytia|LOC016403	Xenia|LOC124442473
OG0006612	Clytia|LOC016413	Xenia|LOC124442767
OG0006613	Clytia|LOC016441	Xenia|LOC124435681
OG0006614	Clytia|LOC016504	Xenia|LOC124441752
OG0006615	Clytia|LOC016539	Xenia|LOC124445601
OG0006616	Clytia|LOC016541	Xenia|LOC124433532
OG0006617	Clytia|LOC016542	Xenia|LOC124459475
OG0006618	Clytia|LOC016545	Xenia|LOC124445299
OG0006619	Clytia|LOC016549	Xenia|LOC124449161
OG0006620	Clytia|LOC016552	Xenia|LOC124450246
OG0006621	Clytia|LOC016582	Xenia|LOC124447425
OG0006622	Clytia|LOC016598	Xenia|LOC124444687
OG0006623	Clytia|LOC016638	Xenia|LOC124453589
OG0006624	Clytia|LOC016674	Xenia|LOC124434437
OG0006625	Clytia|LOC016680	Xenia|LOC124439345
OG0006626	Clytia|LOC016682	Xenia|LOC124447127
OG0006627	Clytia|LOC016731	Xenia|LOC124452909
OG0006628	Clytia|LOC016733	Xenia|LOC124453360
OG0006629	Clytia|LOC016734	Xenia|LOC124452453
OG0006630	Clytia|LOC016735	Xenia|LOC124452752
OG0006631	Clytia|LOC016736	Xenia|LOC124453358
OG0006633	Clytia|LOC016745	Xenia|LOC124442201, Xenia|LOC124442219
OG0006634	Clytia|LOC032680, Clytia|LOC016761	Xenia|LOC124435263
OG0006637	Clytia|LOC016817	Xenia|LOC124435348
OG0006638	Clytia|LOC016820	Xenia|LOC124444645
OG0006639	Clytia|LOC016836	Xenia|LOC124433933
OG0006640	Clytia|LOC016837	Xenia|LOC124443586
