Orthogroup	longest_isoform_XeniaProteins	longest_isoform_HydractiniaProteins
OG0006028	Xenia|LOC124445642	Hydractinia|LOC130655493
OG0006029	Xenia|LOC124455117	Hydractinia|LOC130646841
OG0006030	Xenia|LOC124440962	Hydractinia|LOC130644532
OG0006032	Xenia|LOC124441179	Hydractinia|LOC130645228
OG0006033	Xenia|LOC124444719	Hydractinia|LOC130644168, Hydractinia|LOC130646163
OG0006034	Xenia|LOC124439479	Hydractinia|LOC130645578
OG0006035	Xenia|LOC124442306	Hydractinia|LOC130645579
OG0006036	Xenia|LOC124441472	Hydractinia|LOC130644321
OG0006037	Xenia|LOC124444020	Hydractinia|LOC130644314
OG0006039	Xenia|LOC124434889	Hydractinia|LOC130636021
OG0006040	Xenia|LOC124445772	Hydractinia|LOC130636471
OG0006041	Xenia|LOC124445824	Hydractinia|LOC130636592
OG0006042	Xenia|LOC124441729	Hydractinia|LOC130636579
OG0006043	Xenia|LOC124445639	Hydractinia|LOC130636473
OG0006044	Xenia|LOC124439087	Hydractinia|LOC130635675
OG0006045	Xenia|LOC124453685	Hydractinia|LOC130641837
OG0006048	Xenia|LOC124442217	Hydractinia|LOC130645469
OG0006049	Xenia|LOC124452732	Hydractinia|LOC130641830
OG0006050	Xenia|LOC124444738, Xenia|LOC124444533	Hydractinia|LOC130645477
OG0006051	Xenia|LOC124447804	Hydractinia|LOC130645853
OG0006052	Xenia|LOC124458644	Hydractinia|LOC130645707
OG0006053	Xenia|LOC124458596	Hydractinia|LOC130645717
OG0006054	Xenia|LOC124448332	Hydractinia|LOC130649351
OG0006056	Xenia|LOC124454322	Hydractinia|LOC130662332
OG0006057	Xenia|LOC124440060	Hydractinia|LOC130613107
OG0006058	Xenia|LOC124438498	Hydractinia|LOC130612638
OG0006059	Xenia|LOC124446077	Hydractinia|LOC130612112
OG0006060	Xenia|LOC124438030	Hydractinia|LOC130662522, Hydractinia|LOC130662545
OG0006061	Xenia|LOC124434984	Hydractinia|LOC130623682
OG0006062	Xenia|LOC124434550	Hydractinia|LOC130622897
OG0006064	Xenia|LOC124434976	Hydractinia|LOC130624221
OG0006065	Xenia|LOC124445264	Hydractinia|LOC130636523
OG0006066	Xenia|LOC124447164	Hydractinia|LOC130636383
OG0006067	Xenia|LOC124445962	Hydractinia|LOC130636380
OG0006068	Xenia|LOC124446417	Hydractinia|LOC130636525
OG0006069	Xenia|LOC124445953	Hydractinia|LOC130636432
OG0006070	Xenia|LOC124445427	Hydractinia|LOC130636437
OG0006071	Xenia|LOC124451993	Hydractinia|LOC130654634
OG0006072	Xenia|LOC124447494	Hydractinia|LOC130654644
OG0006073	Xenia|LOC124445072	Hydractinia|LOC130654639
OG0006074	Xenia|LOC124452853	Hydractinia|LOC130654643
OG0006075	Xenia|LOC124445901	Hydractinia|LOC130654110
OG0006076	Xenia|LOC124445801	Hydractinia|LOC130655145
OG0006079	Xenia|LOC124449686	Hydractinia|LOC130641867
OG0006080	Xenia|LOC124452414	Hydractinia|LOC130641862
OG0006081	Xenia|LOC124452737	Hydractinia|LOC130641689
OG0006082	Xenia|LOC124448470	Hydractinia|LOC130649078
OG0006083	Xenia|LOC124442878	Hydractinia|LOC130654435
OG0006084	Xenia|LOC124445898	Hydractinia|LOC130655288
OG0006085	Xenia|LOC124446646	Hydractinia|LOC130654874
OG0006086	Xenia|LOC124459476	Hydractinia|LOC130647484
OG0006087	Xenia|LOC124450999	Hydractinia|LOC130645156
OG0006088	Xenia|LOC124439850	Hydractinia|LOC130621747
OG0006089	Xenia|LOC124445975	Hydractinia|LOC130655549
OG0006090	Xenia|LOC124447412	Hydractinia|LOC130655455
OG0006091	Xenia|LOC124445172	Hydractinia|LOC130654549
OG0006092	Xenia|LOC124451045	Hydractinia|LOC130655547
OG0006093	Xenia|LOC124439848	Hydractinia|LOC130655454
OG0006094	Xenia|LOC124458496	Hydractinia|LOC130649246
OG0006095	Xenia|LOC124448454	Hydractinia|LOC130649106
OG0006096	Xenia|LOC124448457	Hydractinia|LOC130649104
OG0006097	Xenia|LOC124434455	Hydractinia|LOC130648750
OG0006098	Xenia|LOC124434490	Hydractinia|LOC130625627
OG0006099	Xenia|LOC124457263	Hydractinia|LOC130648709
OG0006100	Xenia|LOC124445033	Hydractinia|LOC130662431
OG0006101	Xenia|LOC124439276	Hydractinia|LOC130613161
OG0006102	Xenia|LOC124438854	Hydractinia|LOC130613163
OG0006103	Xenia|LOC124454671	Hydractinia|LOC130612330
OG0006104	Xenia|LOC124453003	Hydractinia|LOC130612082
OG0006105	Xenia|LOC124439233	Hydractinia|LOC130612846
OG0006106	Xenia|LOC124439512	Hydractinia|LOC130612419
OG0006107	Xenia|LOC124441117	Hydractinia|LOC130621555
OG0006108	Xenia|LOC124439987	Hydractinia|LOC130622548
OG0006109	Xenia|LOC124440667	Hydractinia|LOC130621911
OG0006110	Xenia|LOC124439510	Hydractinia|LOC130613171
OG0006111	Xenia|LOC124448921	Hydractinia|LOC130613170
OG0006112	Xenia|LOC124447617	Hydractinia|LOC130614701
OG0006113	Xenia|LOC124437628	Hydractinia|LOC130614576
OG0006114	Xenia|LOC124437030	Hydractinia|LOC130613504
OG0006115	Xenia|LOC124437834	Hydractinia|LOC130614889
OG0006116	Xenia|LOC124437269	Hydractinia|LOC130614265
OG0006117	Xenia|LOC124441278	Hydractinia|LOC130657962
OG0006118	Xenia|LOC124441489	Hydractinia|LOC130657446
OG0006119	Xenia|LOC124434170	Hydractinia|LOC130614702
OG0006120	Xenia|LOC124435749	Hydractinia|LOC130629555
OG0006121	Xenia|LOC124444686	Hydractinia|LOC130630580
OG0006122	Xenia|LOC124440009	Hydractinia|LOC130622025
OG0006123	Xenia|LOC124435092	Hydractinia|LOC130623665
OG0006124	Xenia|LOC124433809	Hydractinia|LOC130623590
OG0006125	Xenia|LOC124433932	Hydractinia|LOC130624208
OG0006126	Xenia|LOC124451925	Hydractinia|LOC130623925
OG0006127	Xenia|LOC124457481	Hydractinia|LOC130613075
OG0006128	Xenia|LOC124451103	Hydractinia|LOC130662420
OG0006130	Xenia|LOC124448369	Hydractinia|LOC130645314
OG0006131	Xenia|LOC124442724	Hydractinia|LOC130644951
OG0006132	Xenia|LOC124441298	Hydractinia|LOC130644397
OG0006133	Xenia|LOC124445256	Hydractinia|LOC130645390
OG0006134	Xenia|LOC124433260	Hydractinia|LOC130630449
OG0006136	Xenia|LOC124440005	Hydractinia|LOC130631783
OG0006137	Xenia|LOC124459595	Hydractinia|LOC130631548
OG0006138	Xenia|LOC124438989	Hydractinia|LOC130655108
OG0006139	Xenia|LOC124439496	Hydractinia|LOC130654758
OG0006140	Xenia|LOC124439484	Hydractinia|LOC130654756
OG0006141	Xenia|LOC124447405	Hydractinia|LOC130654141
OG0006142	Xenia|LOC124438604	Hydractinia|LOC130654759
OG0006144	Xenia|LOC124441817	Hydractinia|LOC130613899
OG0006145	Xenia|LOC124447259	Hydractinia|LOC130614655
OG0006146	Xenia|LOC124439162	Hydractinia|LOC130621552
OG0006147	Xenia|LOC124442760	Hydractinia|LOC130623881
OG0006148	Xenia|LOC124443974	Hydractinia|LOC130645062
OG0006149	Xenia|LOC124456198	Hydractinia|LOC130630550
OG0006150	Xenia|LOC124444677	Hydractinia|LOC130629469
OG0006151	Xenia|LOC124437809	Hydractinia|LOC130630375
OG0006152	Xenia|LOC124451833	Hydractinia|LOC130630365
OG0006153	Xenia|LOC124453028	Hydractinia|LOC130641763
OG0006154	Xenia|LOC124436360	Hydractinia|LOC130641511
OG0006155	Xenia|LOC124450986	Hydractinia|LOC130641240
OG0006156	Xenia|LOC124453306	Hydractinia|LOC130641404
OG0006158	Xenia|LOC124435029	Hydractinia|LOC130640903
OG0006159	Xenia|LOC124453617	Hydractinia|LOC130640982
OG0006161	Xenia|LOC124434109	Hydractinia|LOC130641485
OG0006162	Xenia|LOC124452630	Hydractinia|LOC130641358
OG0006163	Xenia|LOC124453640	Hydractinia|LOC130642015
OG0006164	Xenia|LOC124452537	Hydractinia|LOC130633510
OG0006165	Xenia|LOC124450677	Hydractinia|LOC130647004
OG0006166	Xenia|LOC124441353	Hydractinia|LOC130645086
OG0006167	Xenia|LOC124456154	Hydractinia|LOC130647527
OG0006168	Xenia|LOC124459572	Hydractinia|LOC130645790
OG0006169	Xenia|LOC124456170	Hydractinia|LOC130633558
OG0006170	Xenia|LOC124433784	Hydractinia|LOC130644162
OG0006172	Xenia|LOC124443038	Hydractinia|LOC130645242
OG0006173	Xenia|LOC124442589	Hydractinia|LOC130645759
OG0006174	Xenia|LOC124442625	Hydractinia|LOC130645202
OG0006175	Xenia|LOC124443249	Hydractinia|LOC130645193
OG0006176	Xenia|LOC124440913	Hydractinia|LOC130645754
OG0006177	Xenia|LOC124442631	Hydractinia|LOC130645192
OG0006178	Xenia|LOC124443592	Hydractinia|LOC130644770
OG0006179	Xenia|LOC124442747	Hydractinia|LOC130644772
OG0006180	Xenia|LOC124444214	Hydractinia|LOC130644760
OG0006181	Xenia|LOC124456269	Hydractinia|LOC130621910
OG0006182	Xenia|LOC124440759	Hydractinia|LOC130622620
OG0006183	Xenia|LOC124433346	Hydractinia|LOC130630334
OG0006184	Xenia|LOC124447972	Hydractinia|LOC130629616
OG0006185	Xenia|LOC124438976	Hydractinia|LOC130630542
OG0006187	Xenia|LOC124442017	Hydractinia|LOC130630654
OG0006188	Xenia|LOC124440301	Hydractinia|LOC130630652
OG0006189	Xenia|LOC124453165	Hydractinia|LOC130630184
OG0006190	Xenia|LOC124440134	Hydractinia|LOC130630185
OG0006191	Xenia|LOC124434549	Hydractinia|LOC130629622
OG0006192	Xenia|LOC124443104	Hydractinia|LOC130630538
OG0006193	Xenia|LOC124446917	Hydractinia|LOC130654471
OG0006194	Xenia|LOC124446547	Hydractinia|LOC130654146
OG0006195	Xenia|LOC124433338	Hydractinia|LOC130653600
OG0006196	Xenia|LOC124445393	Hydractinia|LOC130654217
OG0006197	Xenia|LOC124439067	Hydractinia|LOC130654054
OG0006198	Xenia|LOC124438436	Hydractinia|LOC130654314
OG0006199	Xenia|LOC124452602	Hydractinia|LOC130628827
OG0006200	Xenia|LOC124452734	Hydractinia|LOC130628578
OG0006201	Xenia|LOC124459217	Hydractinia|LOC130613311
OG0006203	Xenia|LOC124454081	Hydractinia|LOC130612432
OG0006204	Xenia|LOC124441772	Hydractinia|LOC130656206
OG0006205	Xenia|LOC124442977	Hydractinia|LOC130656656
OG0006206	Xenia|LOC124442788	Hydractinia|LOC130657297
OG0006207	Xenia|LOC124443031	Hydractinia|LOC130656669
OG0006208	Xenia|LOC124441713	Hydractinia|LOC130656283
OG0006209	Xenia|LOC124443624	Hydractinia|LOC130656282
OG0006210	Xenia|LOC124457932	Hydractinia|LOC130649001
OG0006211	Xenia|LOC124447921	Hydractinia|LOC130649533
OG0006212	Xenia|LOC124449849	Hydractinia|LOC130649198
OG0006213	Xenia|LOC124448466	Hydractinia|LOC130649039
OG0006214	Xenia|LOC124447515	Hydractinia|LOC130648394
OG0006215	Xenia|LOC124452939	Hydractinia|LOC130649651
OG0006216	Xenia|LOC124449398	Hydractinia|LOC130649530
OG0006217	Xenia|LOC124439827	Hydractinia|LOC130621958
OG0006219	Xenia|LOC124449588	Hydractinia|LOC130648987
OG0006220	Xenia|LOC124448355	Hydractinia|LOC130648795
OG0006221	Xenia|LOC124446903	Hydractinia|LOC130622275
OG0006222	Xenia|LOC124443702	Hydractinia|LOC130641463
OG0006223	Xenia|LOC124452649	Hydractinia|LOC130628819
OG0006224	Xenia|LOC124453464	Hydractinia|LOC130658043
OG0006225	Xenia|LOC124441978	Hydractinia|LOC130656401
OG0006226	Xenia|LOC124451882	Hydractinia|LOC130629730
OG0006227	Xenia|LOC124439105	Hydractinia|LOC130658033
OG0006230	Xenia|LOC124433526	Hydractinia|LOC130641314, Hydractinia|LOC130644312
OG0006231	Xenia|LOC124433524	Hydractinia|LOC130644304
OG0006232	Xenia|LOC124433773	Hydractinia|LOC130641226
OG0006234	Xenia|LOC124441286	Hydractinia|LOC130657218
OG0006235	Xenia|LOC124442790	Hydractinia|LOC130656498
OG0006236	Xenia|LOC124441755	Hydractinia|LOC130656305
OG0006237	Xenia|LOC124444621	Hydractinia|LOC130657594
OG0006238	Xenia|LOC124443500	Hydractinia|LOC130656304
OG0006239	Xenia|LOC124442851	Hydractinia|LOC130656508
OG0006240	Xenia|LOC124453675	Hydractinia|LOC130656698
OG0006241	Xenia|LOC124437431	Hydractinia|LOC130623701
OG0006242	Xenia|LOC124435313	Hydractinia|LOC130623325
OG0006243	Xenia|LOC124435713	Hydractinia|LOC130623859
OG0006244	Xenia|LOC124436154	Hydractinia|LOC130623699
OG0006245	Xenia|LOC124441267	Hydractinia|LOC130656644
OG0006246	Xenia|LOC124452600	Hydractinia|LOC130657658
OG0006247	Xenia|LOC124441730	Hydractinia|LOC130656514
OG0006248	Xenia|LOC124443109	Hydractinia|LOC130657659
OG0006249	Xenia|LOC124449415	Hydractinia|LOC130649487
OG0006250	Xenia|LOC124441836	Hydractinia|LOC130648798
OG0006251	Xenia|LOC124441691	Hydractinia|LOC130649418
OG0006252	Xenia|LOC124453202	Hydractinia|LOC130648413
OG0006253	Xenia|LOC124448406	Hydractinia|LOC130649103
OG0006254	Xenia|LOC124447720	Hydractinia|LOC130649102
OG0006255	Xenia|LOC124449430	Hydractinia|LOC130649473
OG0006256	Xenia|LOC124433537	Hydractinia|LOC130630579
OG0006257	Xenia|LOC124447315	Hydractinia|LOC130654768
OG0006258	Xenia|LOC124447505	Hydractinia|LOC130654018
OG0006259	Xenia|LOC124449559	Hydractinia|LOC130655005
OG0006260	Xenia|LOC124447124	Hydractinia|LOC130655777
OG0006261	Xenia|LOC124453152	Hydractinia|LOC130655009
OG0006262	Xenia|LOC124434738	Hydractinia|LOC130624233
OG0006263	Xenia|LOC124441674	Hydractinia|LOC130645531
OG0006264	Xenia|LOC124442410	Hydractinia|LOC130645532
OG0006265	Xenia|LOC124443182	Hydractinia|LOC130655324
OG0006266	Xenia|LOC124446566	Hydractinia|LOC130655518
OG0006267	Xenia|LOC124446920	Hydractinia|LOC130656080
OG0006268	Xenia|LOC124446324	Hydractinia|LOC130653569
OG0006269	Xenia|LOC124446073	Hydractinia|LOC130653578
OG0006272	Xenia|LOC124435433	Hydractinia|LOC130624225
OG0006273	Xenia|LOC124442314	Hydractinia|LOC130657733
OG0006274	Xenia|LOC124435506	Hydractinia|LOC130624224
OG0006275	Xenia|LOC124435259	Hydractinia|LOC130624220
OG0006276	Xenia|LOC124436142	Hydractinia|LOC130657732
OG0006278	Xenia|LOC124440602	Hydractinia|LOC130621750
OG0006280	Xenia|LOC124433272	Hydractinia|LOC130647388
OG0006281	Xenia|LOC124452497	Hydractinia|LOC130647285
OG0006282	Xenia|LOC124451482	Hydractinia|LOC130657054
OG0006283	Xenia|LOC124445502	Hydractinia|LOC130655675
OG0006284	Xenia|LOC124447097	Hydractinia|LOC130654417
OG0006285	Xenia|LOC124445520	Hydractinia|LOC130654664
OG0006286	Xenia|LOC124444654	Hydractinia|LOC130653946
OG0006287	Xenia|LOC124438704	Hydractinia|LOC130655857
OG0006288	Xenia|LOC124441220	Hydractinia|LOC130656039
OG0006289	Xenia|LOC124442456	Hydractinia|LOC130656132
OG0006290	Xenia|LOC124452382	Hydractinia|LOC130656445
OG0006291	Xenia|LOC124441173	Hydractinia|LOC130656152
OG0006292	Xenia|LOC124441830	Hydractinia|LOC130656155
OG0006294	Xenia|LOC124448772	Hydractinia|LOC130662539
OG0006295	Xenia|LOC124437956	Hydractinia|LOC130612117
OG0006296	Xenia|LOC124447045	Hydractinia|LOC130636745
OG0006297	Xenia|LOC124457982	Hydractinia|LOC130636746
OG0006298	Xenia|LOC124445480	Hydractinia|LOC130636743
OG0006299	Xenia|LOC124447583	Hydractinia|LOC130636561
OG0006300	Xenia|LOC124445734	Hydractinia|LOC130636371
OG0006301	Xenia|LOC124446159	Hydractinia|LOC130635714
OG0006302	Xenia|LOC124456034	Hydractinia|LOC130636368
OG0006303	Xenia|LOC124443483	Hydractinia|LOC130644868
OG0006304	Xenia|LOC124441525	Hydractinia|LOC130644869
OG0006305	Xenia|LOC124439998	Hydractinia|LOC130622080
OG0006306	Xenia|LOC124439897	Hydractinia|LOC130622740
OG0006307	Xenia|LOC124447541	Hydractinia|LOC130621448
OG0006308	Xenia|LOC124446639	Hydractinia|LOC130621109
OG0006309	Xenia|LOC124440121	Hydractinia|LOC130621484
OG0006310	Xenia|LOC124456124	Hydractinia|LOC130621956
OG0006311	Xenia|LOC124442075	Hydractinia|LOC130647452
OG0006312	Xenia|LOC124458131	Hydractinia|LOC130646540
OG0006315	Xenia|LOC124459014	Hydractinia|LOC130645218
OG0006316	Xenia|LOC124433951	Hydractinia|LOC130623310
OG0006317	Xenia|LOC124453104	Hydractinia|LOC130623308
OG0006318	Xenia|LOC124434234	Hydractinia|LOC130623700
OG0006320	Xenia|LOC124434065	Hydractinia|LOC130623451
OG0006322	Xenia|LOC124441229	Hydractinia|LOC130622868
OG0006323	Xenia|LOC124436801	Hydractinia|LOC130614058
OG0006324	Xenia|LOC124437818	Hydractinia|LOC130613929
OG0006325	Xenia|LOC124437337	Hydractinia|LOC130614059
OG0006326	Xenia|LOC124437424	Hydractinia|LOC130613922
OG0006327	Xenia|LOC124436340	Hydractinia|LOC130613915
OG0006328	Xenia|LOC124457483	Hydractinia|LOC130614574
OG0006329	Xenia|LOC124453500	Hydractinia|LOC130623243
OG0006330	Xenia|LOC124434698	Hydractinia|LOC130622893
OG0006331	Xenia|LOC124435504	Hydractinia|LOC130622891
OG0006332	Xenia|LOC124434832	Hydractinia|LOC130624310
OG0006333	Xenia|LOC124435044	Hydractinia|LOC130623387
OG0006334	Xenia|LOC124434067	Hydractinia|LOC130624344
OG0006335	Xenia|LOC124439238	Hydractinia|LOC130621869
OG0006336	Xenia|LOC124439992	Hydractinia|LOC130621870
OG0006337	Xenia|LOC124454668	Hydractinia|LOC130621521
OG0006338	Xenia|LOC124435437	Hydractinia|LOC130624375
OG0006339	Xenia|LOC124450323	Hydractinia|LOC130623769
OG0006340	Xenia|LOC124434740	Hydractinia|LOC130623435
OG0006341	Xenia|LOC124434300	Hydractinia|LOC130623292
OG0006342	Xenia|LOC124434132	Hydractinia|LOC130624950
OG0006343	Xenia|LOC124434196	Hydractinia|LOC130625481
OG0006344	Xenia|LOC124436357	Hydractinia|LOC130614589
OG0006346	Xenia|LOC124453539	Hydractinia|LOC130641749
OG0006347	Xenia|LOC124453752	Hydractinia|LOC130641751
OG0006348	Xenia|LOC124452577	Hydractinia|LOC130641755
OG0006349	Xenia|LOC124453454	Hydractinia|LOC130641752
OG0006351	Xenia|LOC124434704	Hydractinia|LOC130624309
OG0006353	Xenia|LOC124440094	Hydractinia|LOC130630659
OG0006354	Xenia|LOC124436960	Hydractinia|LOC130630273
OG0006355	Xenia|LOC124443475	Hydractinia|LOC130630642
OG0006356	Xenia|LOC124436125	Hydractinia|LOC130630539
OG0006357	Xenia|LOC124443178	Hydractinia|LOC130645515
OG0006358	Xenia|LOC124445034	Hydractinia|LOC130645522
OG0006359	Xenia|LOC124442709	Hydractinia|LOC130645517
OG0006361	Xenia|LOC124445063	Hydractinia|LOC130654262
OG0006362	Xenia|LOC124451771	Hydractinia|LOC130654268
OG0006363	Xenia|LOC124443700	Hydractinia|LOC130654120
OG0006364	Xenia|LOC124450285	Hydractinia|LOC130654529
OG0006365	Xenia|LOC124440333	Hydractinia|LOC130654267
OG0006366	Xenia|LOC124450325	Hydractinia|LOC130654266
OG0006367	Xenia|LOC124450294	Hydractinia|LOC130654121
OG0006368	Xenia|LOC124459552	Hydractinia|LOC130635037
OG0006369	Xenia|LOC124447325	Hydractinia|LOC130635053
OG0006371	Xenia|LOC124458498	Hydractinia|LOC130648714
OG0006372	Xenia|LOC124445787	Hydractinia|LOC130648937
OG0006373	Xenia|LOC124448008	Hydractinia|LOC130648840
OG0006374	Xenia|LOC124449583	Hydractinia|LOC130648938
OG0006375	Xenia|LOC124447913	Hydractinia|LOC130648715
OG0006376	Xenia|LOC124447645	Hydractinia|LOC130649365
OG0006377	Xenia|LOC124442904	Hydractinia|LOC130649046
OG0006378	Xenia|LOC124447901	Hydractinia|LOC130648806
OG0006379	Xenia|LOC124438394	Hydractinia|LOC130629715
OG0006380	Xenia|LOC124439936	Hydractinia|LOC130630544
OG0006381	Xenia|LOC124434564	Hydractinia|LOC130655947
OG0006382	Xenia|LOC124439541	Hydractinia|LOC130654957
OG0006383	Xenia|LOC124452931	Hydractinia|LOC130641740
OG0006384	Xenia|LOC124453216	Hydractinia|LOC130641296
OG0006385	Xenia|LOC124449397	Hydractinia|LOC130649117
OG0006386	Xenia|LOC124448926	Hydractinia|LOC130648407
OG0006388	Xenia|LOC124447705	Hydractinia|LOC130649248
OG0006389	Xenia|LOC124448456	Hydractinia|LOC130648755
OG0006390	Xenia|LOC124435398	Hydractinia|LOC130625985
OG0006391	Xenia|LOC124434154	Hydractinia|LOC130626123
OG0006392	Xenia|LOC124434967	Hydractinia|LOC130626146
OG0006394	Xenia|LOC124435222	Hydractinia|LOC130623747
OG0006395	Xenia|LOC124447502	Hydractinia|LOC130644751
OG0006396	Xenia|LOC124443918	Hydractinia|LOC130644752
OG0006397	Xenia|LOC124442973	Hydractinia|LOC130657544
OG0006398	Xenia|LOC124441270	Hydractinia|LOC130656867
OG0006399	Xenia|LOC124441721	Hydractinia|LOC130656537
OG0006400	Xenia|LOC124443045	Hydractinia|LOC130656620
OG0006401	Xenia|LOC124453656	Hydractinia|LOC130656420
OG0006402	Xenia|LOC124444470	Hydractinia|LOC130654538
OG0006403	Xenia|LOC124438739	Hydractinia|LOC130654819
OG0006404	Xenia|LOC124446393	Hydractinia|LOC130655671
OG0006405	Xenia|LOC124446578	Hydractinia|LOC130655672
OG0006408	Xenia|LOC124434421	Hydractinia|LOC130613246
OG0006410	Xenia|LOC124442762	Hydractinia|LOC130647155
OG0006411	Xenia|LOC124447751	Hydractinia|LOC130647154
OG0006412	Xenia|LOC124442598	Hydractinia|LOC130656411
OG0006413	Xenia|LOC124442599	Hydractinia|LOC130656413
OG0006414	Xenia|LOC124442191	Hydractinia|LOC130657678
OG0006415	Xenia|LOC124447579	Hydractinia|LOC130644847
OG0006416	Xenia|LOC124434424	Hydractinia|LOC130623736
OG0006417	Xenia|LOC124438991	Hydractinia|LOC130622877
OG0006418	Xenia|LOC124452798	Hydractinia|LOC130629163
OG0006419	Xenia|LOC124452959	Hydractinia|LOC130629164
OG0006420	Xenia|LOC124440300	Hydractinia|LOC130622751
OG0006421	Xenia|LOC124439833	Hydractinia|LOC130621743
OG0006422	Xenia|LOC124439410	Hydractinia|LOC130621759
OG0006423	Xenia|LOC124440748	Hydractinia|LOC130621564
OG0006424	Xenia|LOC124435764	Hydractinia|LOC130622357
OG0006425	Xenia|LOC124439704	Hydractinia|LOC130622779
OG0006426	Xenia|LOC124437815	Hydractinia|LOC130614569
OG0006428	Xenia|LOC124446677	Hydractinia|LOC130636620
OG0006429	Xenia|LOC124442749	Hydractinia|LOC130658035
OG0006430	Xenia|LOC124441422	Hydractinia|LOC130657623
OG0006431	Xenia|LOC124441871	Hydractinia|LOC130657642
OG0006432	Xenia|LOC124444408	Hydractinia|LOC130642092
OG0006433	Xenia|LOC124444326	Hydractinia|LOC130641089
OG0006434	Xenia|LOC124452412	Hydractinia|LOC130641812
OG0006435	Xenia|LOC124444484	Hydractinia|LOC130641026
OG0006436	Xenia|LOC124459061	Hydractinia|LOC130614389
OG0006437	Xenia|LOC124442272	Hydractinia|LOC130641816
OG0006438	Xenia|LOC124437659	Hydractinia|LOC130613878
OG0006439	Xenia|LOC124452674	Hydractinia|LOC130614379
OG0006440	Xenia|LOC124444343	Hydractinia|LOC130614315
OG0006441	Xenia|LOC124436604	Hydractinia|LOC130614388
OG0006442	Xenia|LOC124436318	Hydractinia|LOC130613877
OG0006443	Xenia|LOC124452633	Hydractinia|LOC130647579
OG0006444	Xenia|LOC124458425	Hydractinia|LOC130647020
OG0006445	Xenia|LOC124453569	Hydractinia|LOC130646988
OG0006446	Xenia|LOC124449343	Hydractinia|LOC130647022
OG0006447	Xenia|LOC124435069	Hydractinia|LOC130622862
OG0006448	Xenia|LOC124434638	Hydractinia|LOC130623677
