Orthogroup	longest_isoform_XeniaProteins	longest_isoform_HydraProteins
OG0006342	Xenia|LOC124434132	Hydra|LOC100205078
OG0006343	Xenia|LOC124434196	Hydra|LOC100200521
OG0006344	Xenia|LOC124436357	Hydra|LOC105848799
OG0006345	Xenia|LOC124436950	Hydra|LOC105846194
OG0006346	Xenia|LOC124453539	Hydra|LOC100208408
OG0006347	Xenia|LOC124453752	Hydra|LOC100210886
OG0006348	Xenia|LOC124452577	Hydra|LOC100211585
OG0006349	Xenia|LOC124453454	Hydra|LOC100203022
OG0006351	Xenia|LOC124434704	Hydra|LOC101236409
OG0006353	Xenia|LOC124440094	Hydra|LOC100214271
OG0006354	Xenia|LOC124436960	Hydra|LOC100212022
OG0006355	Xenia|LOC124443475	Hydra|LOC100215770
OG0006356	Xenia|LOC124436125	Hydra|LOC100203611
OG0006357	Xenia|LOC124443178	Hydra|LOC100208133
OG0006358	Xenia|LOC124445034	Hydra|LOC100214468
OG0006359	Xenia|LOC124442709	Hydra|LOC100197520
OG0006361	Xenia|LOC124445063	Hydra|LOC100211402
OG0006362	Xenia|LOC124451771	Hydra|LOC124807022
OG0006363	Xenia|LOC124443700	Hydra|LOC100210200
OG0006364	Xenia|LOC124450285	Hydra|LOC100212506
OG0006365	Xenia|LOC124440333	Hydra|LOC101236943
OG0006366	Xenia|LOC124450325	Hydra|LOC100203494
OG0006367	Xenia|LOC124450294	Hydra|LOC100208033
OG0006368	Xenia|LOC124459552	Hydra|LOC101236706
OG0006369	Xenia|LOC124447325	Hydra|LOC100209421
OG0006371	Xenia|LOC124458498	Hydra|LOC100211720
OG0006372	Xenia|LOC124445787	Hydra|LOC100208588
OG0006373	Xenia|LOC124448008	Hydra|LOC100200594
OG0006374	Xenia|LOC124449583	Hydra|LOC100213621
OG0006375	Xenia|LOC124447913	Hydra|LOC100215329
OG0006376	Xenia|LOC124447645	Hydra|LOC100215536
OG0006377	Xenia|LOC124442904	Hydra|LOC100198913
OG0006378	Xenia|LOC124447901	Hydra|LOC100204427
OG0006379	Xenia|LOC124438394	Hydra|LOC105845492
OG0006380	Xenia|LOC124439936	Hydra|LOC100197315
OG0006381	Xenia|LOC124434564	Hydra|LOC100204708
OG0006382	Xenia|LOC124439541	Hydra|LOC100201285
OG0006383	Xenia|LOC124452931	Hydra|LOC100212543
OG0006384	Xenia|LOC124453216	Hydra|LOC101236496
OG0006385	Xenia|LOC124449397	Hydra|LOC100197951
OG0006386	Xenia|LOC124448926	Hydra|LOC100204640
OG0006388	Xenia|LOC124447705	Hydra|LOC100197916
OG0006389	Xenia|LOC124448456	Hydra|LOC100214605
OG0006390	Xenia|LOC124435398	Hydra|LOC100198714
OG0006391	Xenia|LOC124434154	Hydra|LOC100212659
OG0006392	Xenia|LOC124434967	Hydra|LOC100199685
OG0006394	Xenia|LOC124435222	Hydra|LOC100209406
OG0006395	Xenia|LOC124447502	Hydra|LOC100209980
OG0006396	Xenia|LOC124443918	Hydra|LOC100212287
OG0006397	Xenia|LOC124442973	Hydra|LOC100211290
OG0006398	Xenia|LOC124441270	Hydra|LOC100199208
OG0006399	Xenia|LOC124441721	Hydra|LOC101238367
OG0006400	Xenia|LOC124443045	Hydra|LOC100214361
OG0006401	Xenia|LOC124453656	Hydra|LOC124811624
OG0006402	Xenia|LOC124444470	Hydra|LOC100211299
OG0006403	Xenia|LOC124438739	Hydra|LOC100212562
OG0006404	Xenia|LOC124446393	Hydra|LOC100198291
OG0006405	Xenia|LOC124446578	Hydra|LOC100198206
OG0006408	Xenia|LOC124434421	Hydra|LOC100205758
OG0006410	Xenia|LOC124442762	Hydra|LOC100198118
OG0006411	Xenia|LOC124447751	Hydra|LOC100208828
OG0006412	Xenia|LOC124442598	Hydra|LOC100214976
OG0006413	Xenia|LOC124442599	Hydra|LOC100202916
OG0006414	Xenia|LOC124442191	Hydra|LOC101240117
OG0006415	Xenia|LOC124447579	Hydra|LOC100203414
OG0006416	Xenia|LOC124434424	Hydra|LOC100202086
OG0006417	Xenia|LOC124438991	Hydra|LOC100215800
OG0006418	Xenia|LOC124452798	Hydra|LOC100208640
OG0006419	Xenia|LOC124452959	Hydra|LOC100210672
OG0006420	Xenia|LOC124440300	Hydra|LOC100201387
OG0006421	Xenia|LOC124439833	Hydra|LOC105848813
OG0006422	Xenia|LOC124439410	Hydra|LOC100210023
OG0006423	Xenia|LOC124440748	Hydra|LOC100209856
OG0006424	Xenia|LOC124435764	Hydra|LOC100211425
OG0006425	Xenia|LOC124439704	Hydra|LOC100203706
OG0006426	Xenia|LOC124437815	Hydra|LOC100215973
OG0006429	Xenia|LOC124442749	Hydra|LOC101241363
OG0006430	Xenia|LOC124441422	Hydra|LOC101241426
OG0006431	Xenia|LOC124441871	Hydra|LOC100205337
OG0006432	Xenia|LOC124444408	Hydra|LOC100198802
OG0006433	Xenia|LOC124444326	Hydra|LOC100200766
OG0006434	Xenia|LOC124452412	Hydra|LOC100197240
OG0006435	Xenia|LOC124444484	Hydra|LOC105845188
OG0006436	Xenia|LOC124459061	Hydra|LOC100211709
OG0006437	Xenia|LOC124442272	Hydra|LOC100203849
OG0006438	Xenia|LOC124437659	Hydra|LOC101237090
OG0006439	Xenia|LOC124452674	Hydra|LOC100210252
OG0006440	Xenia|LOC124444343	Hydra|LOC100202888
OG0006441	Xenia|LOC124436604	Hydra|LOC100205021
OG0006442	Xenia|LOC124436318	Hydra|LOC124809151
OG0006443	Xenia|LOC124452633	Hydra|LOC100215219
OG0006444	Xenia|LOC124458425	Hydra|LOC100203125
OG0006445	Xenia|LOC124453569	Hydra|LOC100210358
OG0006446	Xenia|LOC124449343	Hydra|LOC105848289
OG0006447	Xenia|LOC124435069	Hydra|LOC100199350
OG0006448	Xenia|LOC124434638	Hydra|LOC101236448
OG0006449	Xenia|LOC124453669	Hydra|LOC105843081
OG0006450	Xenia|LOC124435318	Hydra|LOC100207230
OG0006451	Xenia|LOC124450618	Hydra|LOC100203346
OG0006452	Xenia|LOC124438992	Hydra|LOC100198325
OG0006453	Xenia|LOC124441028	Hydra|LOC101240572
OG0006454	Xenia|LOC124439202	Hydra|LOC101237433
OG0006455	Xenia|LOC124441795	Hydra|LOC100215375
OG0006456	Xenia|LOC124442218	Hydra|LOC100210289
OG0006457	Xenia|LOC124435321	Hydra|LOC100198455
OG0006459	Xenia|LOC124435850	Hydra|LOC100192291
OG0006460	Xenia|LOC124436842	Hydra|LOC100198877
OG0006462	Xenia|LOC124439004	Hydra|LOC101238082
OG0006463	Xenia|LOC124453720	Hydra|LOC100199117
OG0006464	Xenia|LOC124434061	Hydra|LOC100204077
OG0006465	Xenia|LOC124439022	Hydra|LOC100209767
OG0006466	Xenia|LOC124453750	Hydra|LOC100198946
OG0006467	Xenia|LOC124435036	Hydra|LOC100198910
OG0006468	Xenia|LOC124445588	Hydra|LOC100210923
OG0006469	Xenia|LOC124440620	Hydra|LOC100204379
OG0006470	Xenia|LOC124435031	Hydra|LOC100207060
OG0006471	Xenia|LOC124437031	Hydra|LOC100203559
OG0006472	Xenia|LOC124436225	Hydra|LOC100207157
OG0006474	Xenia|LOC124438220	Hydra|LOC101238684
OG0006476	Xenia|LOC124437955	Hydra|LOC100201325
OG0006477	Xenia|LOC124438222	Hydra|LOC100210057
OG0006478	Xenia|LOC124440443	Hydra|LOC100206908
OG0006479	Xenia|LOC124434114	Hydra|LOC100209037
OG0006481	Xenia|LOC124434781	Hydra|LOC100204685
OG0006482	Xenia|LOC124448291	Hydra|LOC100211373
OG0006483	Xenia|LOC124436305	Hydra|LOC100204508
OG0006484	Xenia|LOC124445367	Hydra|LOC100202681
OG0006485	Xenia|LOC124446637	Hydra|LOC100208352
OG0006486	Xenia|LOC124434043	Hydra|LOC100202243
OG0006487	Xenia|LOC124454724	Hydra|LOC100211670
OG0006488	Xenia|LOC124434040	Hydra|LOC100215274
OG0006489	Xenia|LOC124453587	Hydra|LOC100210418
OG0006490	Xenia|LOC124444688	Hydra|LOC101239635
OG0006491	Xenia|LOC124440535	Hydra|LOC101234687
OG0006492	Xenia|LOC124440282	Hydra|LOC100203159
OG0006493	Xenia|LOC124440823	Hydra|LOC100212878
OG0006496	Xenia|LOC124451988	Hydra|LOC100210167
OG0006497	Xenia|LOC124439374	Hydra|LOC101234934
OG0006498	Xenia|LOC124448423	Hydra|LOC100208691
OG0006499	Xenia|LOC124446358	Hydra|LOC100214695
OG0006500	Xenia|LOC124448475	Hydra|LOC100202807
OG0006501	Xenia|LOC124438016	Hydra|LOC100199218
OG0006502	Xenia|LOC124433285	Hydra|LOC100212875
OG0006503	Xenia|LOC124446648	Hydra|LOC100203270
OG0006504	Xenia|LOC124447029	Hydra|LOC105843285
OG0006505	Xenia|LOC124445327	Hydra|LOC100214592
OG0006506	Xenia|LOC124439613	Hydra|LOC100198305
OG0006508	Xenia|LOC124443956	Hydra|LOC100209610
OG0006509	Xenia|LOC124438842	Hydra|LOC100198454
OG0006510	Xenia|LOC124450934	Hydra|LOC101239412
OG0006512	Xenia|LOC124448635	Hydra|LOC100212340
OG0006514	Xenia|LOC124442039	Hydra|LOC101240736
OG0006515	Xenia|LOC124452256	Hydra|LOC100208025
OG0006516	Xenia|LOC124441754	Hydra|LOC100198694
OG0006517	Xenia|LOC124451114	Hydra|LOC101236710
OG0006518	Xenia|LOC124452391	Hydra|LOC100215923
OG0006519	Xenia|LOC124453747	Hydra|LOC124814471
OG0006520	Xenia|LOC124452994	hywnt1
OG0006521	Xenia|LOC124435893	Hydra|LOC100201323
OG0006522	Xenia|LOC124434245	Hydra|LOC100200130
OG0006526	Xenia|LOC124443417	Hydra|LOC100206948
OG0006527	Xenia|LOC124441972	Hydra|LOC100207255
OG0006528	Xenia|LOC124441466	Hydra|LOC100198869
OG0006529	Xenia|LOC124452408	Hydra|LOC105845760
OG0006530	Xenia|LOC124458058	Hydra|LOC100210364
OG0006531	Xenia|LOC124455037	Hydra|LOC100213114
OG0006532	Xenia|LOC124439351	Hydra|LOC101238484
OG0006533	Xenia|LOC124442416	Hydra|LOC101239168
OG0006534	Xenia|LOC124441149	Hydra|LOC100198392
OG0006536	Xenia|LOC124447715	Hydra|LOC100192290
OG0006537	Xenia|LOC124447900	Hydra|LOC100215532
OG0006539	Xenia|LOC124444124	Hydra|LOC100214520
OG0006540	Xenia|LOC124438951	Hydra|LOC100200092
OG0006541	Xenia|LOC124434162	Hydra|LOC100197791
OG0006542	Xenia|LOC124442988	Hydra|LOC100201243
OG0006543	Xenia|LOC124442751	Hydra|LOC100203787
OG0006544	Xenia|LOC124452469	Hydra|LOC100212691
OG0006546	Xenia|LOC124437866	Hydra|LOC100198460
OG0006547	Xenia|LOC124436443	Hydra|LOC100200716
OG0006548	Xenia|LOC124443954	Hydra|LOC101234717
OG0006549	Xenia|LOC124436832	Hydra|LOC100206370
OG0006550	Xenia|LOC124436464	Hydra|LOC100200477
OG0006551	Xenia|LOC124438910	Hydra|LOC100198293
OG0006552	Xenia|LOC124438936	Hydra|LOC100210210
OG0006553	Xenia|LOC124446455	Hydra|LOC100211216
OG0006554	Xenia|LOC124445668	Hydra|LOC100200675
OG0006555	Xenia|LOC124446560	Hydra|LOC100212246, Hydra|LOC100197995
OG0006556	Xenia|LOC124453399	Hydra|LOC100210533
OG0006557	Xenia|LOC124434021	Hydra|LOC100197357
OG0006558	Xenia|LOC124442646	Hydra|LOC100202795
OG0006559	Xenia|LOC124440304	Hydra|LOC100208297
OG0006560	Xenia|LOC124440321	Hydra|LOC100201966
OG0006561	Xenia|LOC124445196	Hydra|LOC100204266
OG0006562	Xenia|LOC124440984	Hydra|LOC100212250
OG0006564	Xenia|LOC124438284	Hydra|LOC100210641
OG0006565	Xenia|LOC124437958	Hydra|LOC100204680
OG0006567	Xenia|LOC124454922	Hydra|LOC100210809
OG0006568	Xenia|LOC124434266	Hydra|LOC100205553
OG0006569	Xenia|LOC124439697	Hydra|LOC101238687
OG0006570	Xenia|LOC124444283	Hydra|LOC100215455
OG0006571	Xenia|LOC124437984	Hydra|LOC100214056
OG0006572	Xenia|LOC124434293	Hydra|LOC100208911
OG0006573	Xenia|LOC124434963	Hydra|LOC100199004
OG0006574	Xenia|LOC124434011	Hydra|LOC100207177
OG0006575	Xenia|LOC124454297	Hydra|LOC100207168
OG0006578	Xenia|LOC124446401	Hydra|LOC100199238
OG0006579	Xenia|LOC124435020	Hydra|LOC100198050
OG0006580	Xenia|LOC124435715	Hydra|LOC105845403
OG0006581	Xenia|LOC124439326	Hydra|LOC100200697
OG0006582	Xenia|LOC124459641	Hydra|LOC100197903
OG0006584	Xenia|LOC124440830	Hydra|LOC100208132
OG0006585	Xenia|LOC124440377	Hydra|LOC101235467
OG0006587	Xenia|LOC124434888	Hydra|LOC100204516
OG0006590	Xenia|LOC124434439	Hydra|LOC100200793
OG0006591	Xenia|LOC124450788	Hydra|LOC101238257
OG0006592	Xenia|LOC124459585	Hydra|LOC105844532
OG0006593	Xenia|LOC124439133	Hydra|LOC105848157
OG0006594	Xenia|LOC124445771	Hydra|LOC100198167
OG0006595	Xenia|LOC124439511	Hydra|LOC100212895
OG0006596	Xenia|LOC124439159	Hydra|LOC100205561
OG0006597	Xenia|LOC124442214	Hydra|LOC100210082
OG0006598	Xenia|LOC124457146	Hydra|LOC100209074
OG0006599	Xenia|LOC124440931	Hydra|LOC100203012
OG0006600	Xenia|LOC124444925	Hydra|LOC100203870
OG0006601	Xenia|LOC124443890	Hydra|LOC100214974
OG0006602	Xenia|LOC124447409	Hydra|LOC100197245
OG0006603	Xenia|LOC124445379	Hydra|LOC100206397
OG0006604	Xenia|LOC124437833	Hydra|LOC100213111
OG0006605	Xenia|LOC124441434	Hydra|LOC101236819
OG0006606	Xenia|LOC124452742	Hydra|LOC100207607
OG0006607	Xenia|LOC124446809	Hydra|LOC100203080
OG0006608	Xenia|LOC124446228	Hydra|LOC101241763
OG0006609	Xenia|LOC124435498	Hydra|LOC100203183
OG0006610	Xenia|LOC124458273	Hydra|LOC100213064
OG0006611	Xenia|LOC124442473	Hydra|LOC101237615
OG0006612	Xenia|LOC124442767	Hydra|LOC101237508
OG0006613	Xenia|LOC124435681	Hydra|LOC100200612
OG0006614	Xenia|LOC124441752	Hydra|LOC100199634
OG0006615	Xenia|LOC124445601	Hydra|LOC124815383
OG0006616	Xenia|LOC124433532	Hydra|LOC101236702
OG0006617	Xenia|LOC124459475	Hydra|LOC105845897
OG0006618	Xenia|LOC124445299	Hydra|LOC100203522
OG0006619	Xenia|LOC124449161	Hydra|LOC100209410
OG0006620	Xenia|LOC124450246	Hydra|LOC100214249
OG0006621	Xenia|LOC124447425	Hydra|LOC100212367
OG0006622	Xenia|LOC124444687	Hydra|LOC101240473
OG0006623	Xenia|LOC124453589	Hydra|LOC100199523
OG0006624	Xenia|LOC124434437	Hydra|LOC100197581
OG0006625	Xenia|LOC124439345	Hydra|LOC100208917
OG0006626	Xenia|LOC124447127	Hydra|LOC100204476
OG0006627	Xenia|LOC124452909	Hydra|LOC101240225
OG0006628	Xenia|LOC124453360	Hydra|LOC101239359
OG0006629	Xenia|LOC124452453	Hydra|LOC101239969
OG0006630	Xenia|LOC124452752	Hydra|LOC100210083
OG0006631	Xenia|LOC124453358	Hydra|LOC100206012
OG0006637	Xenia|LOC124435348	Hydra|LOC100197228
OG0006638	Xenia|LOC124444645	Hydra|LOC100202331
OG0006639	Xenia|LOC124433933	Hydra|LOC100211105
OG0006640	Xenia|LOC124443586	Hydra|LOC100205931
OG0006641	Xenia|LOC124444674	Hydra|LOC100200426
OG0006642	Xenia|LOC124452299	Hydra|LOC100206506
OG0006643	Xenia|LOC124440753	Hydra|LOC105844784
OG0006644	Xenia|LOC124441036	Hydra|LOC100214829
OG0006645	Xenia|LOC124444068	Hydra|LOC100208721
OG0006646	Xenia|LOC124446515	Hydra|LOC100198784
OG0006647	Xenia|LOC124445384	Hydra|LOC100204669
OG0006648	Xenia|LOC124453527	Hydra|LOC100203720
OG0006649	Xenia|LOC124438020	Hydra|LOC100201150
OG0006650	Xenia|LOC124457431	Hydra|LOC105843532
OG0006651	Xenia|LOC124436875	Hydra|LOC100207052
OG0006652	Xenia|LOC124443747	Hydra|LOC100199662
OG0006654	Xenia|LOC124444721	Hydra|LOC100212292
OG0006656	Xenia|LOC124437054	Hydra|LOC100211715
OG0006657	Xenia|LOC124434305	Hydra|LOC100203678
OG0006658	Xenia|LOC124435323	Hydra|LOC100198299
OG0006659	Xenia|LOC124435276	Hydra|LOC100210071
OG0006661	Xenia|LOC124442948	Hydra|LOC100215641
OG0006664	Xenia|LOC124435529	Hydra|LOC101236625
OG0006665	Xenia|LOC124436846	Hydra|LOC100211320
OG0006666	Xenia|LOC124453676	Hydra|LOC100215551
OG0006667	Xenia|LOC124459496	Hydra|LOC100205116
OG0006669	Xenia|LOC124442452	Hydra|LOC100207272
OG0006670	Xenia|LOC124442451	Hydra|LOC100203926
OG0006671	Xenia|LOC124442152	Hydra|LOC100215131
OG0006672	Xenia|LOC124441732	Hydra|LOC101241755
OG0006673	Xenia|LOC124442942	Hydra|LOC100197924
OG0006674	Xenia|LOC124437816	Hydra|LOC100207891
OG0006675	Xenia|LOC124445375	Hydra|LOC100205589
OG0006676	Xenia|LOC124457468	Hydra|LOC100207048
OG0006677	Xenia|LOC124453479	Hydra|LOC124811942
OG0006678	Xenia|LOC124437638	Hydra|LOC100210121
OG0006679	Xenia|LOC124439653	Hydra|LOC100205388
OG0006681	Xenia|LOC124441412	Hydra|LOC100211749
OG0006682	Xenia|LOC124457511	Hydra|LOC100200891
OG0006683	Xenia|LOC124457951	Hydra|LOC100215086
OG0006684	Xenia|LOC124444210	Hydra|LOC100205303
OG0006686	Xenia|LOC124453684	Hydra|LOC105851038
OG0006688	Xenia|LOC124450076	Hydra|LOC100211949
OG0006690	Xenia|LOC124437932	Hydra|LOC100199862
OG0006691	Xenia|LOC124441623	Hydra|LOC100205481
OG0006692	Xenia|LOC124445262	Hydra|LOC100213261
OG0006693	Xenia|LOC124446889	Hydra|LOC100201900
OG0006694	Xenia|LOC124447100	Hydra|LOC101235640
OG0006695	Xenia|LOC124453050	Hydra|LOC105848605
OG0006696	Xenia|LOC124437194	Hydra|LOC100208487
OG0006699	Xenia|LOC124444660	Hydra|LOC100198597
OG0006700	Xenia|LOC124442518	Hydra|LOC100202956
OG0006702	Xenia|LOC124451189	Hydra|LOC105844493
OG0006703	Xenia|LOC124438041	Hydra|LOC100202703
OG0006704	Xenia|LOC124438444	Hydra|LOC100206132
OG0006705	Xenia|LOC124438305	Hydra|LOC101235581
OG0006708	Xenia|LOC124453705	Hydra|LOC100214553
OG0006709	Xenia|LOC124454648	Hydra|LOC100209870
OG0006710	Xenia|LOC124437507	Hydra|LOC105847973
OG0006711	Xenia|LOC124434833	Hydra|LOC101237845
OG0006712	Xenia|LOC124444702	Hydra|LOC101235657
OG0006713	Xenia|LOC124459485	Hydra|LOC100203038
OG0006714	Xenia|LOC124433594	Hydra|LOC101235892
OG0006715	Xenia|LOC124442483	Hydra|LOC100211329
OG0006716	Xenia|LOC124441428	Hydra|LOC100197018
OG0006717	Xenia|LOC124445544	Hydra|LOC100203392
OG0006718	Xenia|LOC124438137	Hydra|LOC100197429
OG0006719	Xenia|LOC124455642	Hydra|LOC100213614
OG0006720	Xenia|LOC124437565	Hydra|LOC100206277
OG0006721	Xenia|LOC124436920	Hydra|LOC100210784
OG0006722	Xenia|LOC124436397	Hydra|LOC100199171
OG0006723	Xenia|LOC124447694	Hydra|LOC100203338
OG0006724	Xenia|LOC124433657	Hydra|LOC100208016
OG0006725	Xenia|LOC124434793	Hydra|LOC100199646
OG0006727	Xenia|LOC124445126	Hydra|LOC101238853
OG0006728	Xenia|LOC124447912	Hydra|LOC100199621
OG0006729	Xenia|LOC124443738	Hydra|LOC101236862
OG0006730	Xenia|LOC124442633	Hydra|LOC100212574
OG0006731	Xenia|LOC124433778	Hydra|LOC100209091
OG0006732	Xenia|LOC124447057	Hydra|LOC100198330
OG0006733	Xenia|LOC124454604	Hydra|LOC100215580
OG0006734	Xenia|LOC124443067	Hydra|LOC100210918
OG0006735	Xenia|LOC124446433	Hydra|LOC100206541
OG0006736	Xenia|LOC124442814	Hydra|LOC100210460
OG0006737	Xenia|LOC124433489	Hydra|LOC100209042
OG0006738	Xenia|LOC124454762	Hydra|LOC100214782
OG0006739	Xenia|LOC124433562	Hydra|LOC100205849
OG0006740	Xenia|LOC124439769	Hydra|LOC100209262
OG0006741	Xenia|LOC124443923	Hydra|LOC101238576
OG0006742	Xenia|LOC124452312	Hydra|LOC100208996
OG0006743	Xenia|LOC124433446	Hydra|LOC101239586
OG0006744	Xenia|LOC124439810	Hydra|LOC100213955
OG0006745	Xenia|LOC124449434	Hydra|LOC100215766
OG0006746	Xenia|LOC124448388	Hydra|LOC100202102
OG0006747	Xenia|LOC124456494	Hydra|LOC100214421
OG0006748	Xenia|LOC124458580	Hydra|LOC100209034
OG0006749	Xenia|LOC124438797	Hydra|LOC105848631
OG0006750	Xenia|LOC124438882	Hydra|LOC100204458
OG0006752	Xenia|LOC124445560	Hydra|LOC100200852
OG0006753	Xenia|LOC124447396	Hydra|LOC101237540
OG0006754	Xenia|LOC124458318	Hydra|LOC100212434
OG0006757	Xenia|LOC124450696	Hydra|LOC100207482
OG0006758	Xenia|LOC124451874	Hydra|LOC100206588
OG0006759	Xenia|LOC124435493	Hydra|LOC100212234
OG0006760	Xenia|LOC124439261	Hydra|LOC101234883
OG0006761	Xenia|LOC124441918	Hydra|LOC100203838
OG0006762	Xenia|LOC124448107	Hydra|LOC100201743
OG0006763	Xenia|LOC124449212	Hydra|LOC100203564
OG0006764	Xenia|LOC124445963	Hydra|LOC100203728
OG0006765	Xenia|LOC124446387	Hydra|LOC100204300
OG0006766	Xenia|LOC124446944	Hydra|LOC100207085
OG0006767	Xenia|LOC124434548	Hydra|LOC100202366
OG0006768	Xenia|LOC124433929	Hydra|LOC100212126
OG0006769	Xenia|LOC124441355	Hydra|LOC100204294
OG0006770	Xenia|LOC124434086	Hydra|LOC100215054
OG0006772	Xenia|LOC124454684	Hydra|LOC100204678
OG0006773	Xenia|LOC124449773	Hydra|LOC100211442
OG0006775	Xenia|LOC124446230	Hydra|LOC100202223
OG0006776	Xenia|LOC124442809	Hydra|LOC124812295
OG0006777	Xenia|LOC124457975	Hydra|LOC100213942
OG0006778	Xenia|LOC124434465	Hydra|LOC100199352
OG0006779	Xenia|LOC124434104	Hydra|LOC101237790
OG0006781	Xenia|LOC124441346	Hydra|LOC100211988
OG0006782	Xenia|LOC124436471	Hydra|LOC100211593
OG0006783	Xenia|LOC124436796	Hydra|LOC100202903
OG0006784	Xenia|LOC124437096	Hydra|LOC100209756
OG0006785	Xenia|LOC124442761	Hydra|LOC100214432
OG0006786	Xenia|LOC124437008	Hydra|LOC100206349
OG0006787	Xenia|LOC124456497	Hydra|LOC100215540
OG0006788	Xenia|LOC124448028	Hydra|LOC100208432
OG0006789	Xenia|LOC124433652	Hydra|LOC100200412
OG0006790	Xenia|LOC124448752	Hydra|LOC100199421
OG0006792	Xenia|LOC124450224	Hydra|LOC105845445
OG0006793	Xenia|LOC124459459	Hydra|LOC101238922
OG0006795	Xenia|LOC124438151	Hydra|LOC100205614
OG0006796	Xenia|LOC124446152	Hydra|LOC100203542
OG0006797	Xenia|LOC124439243	Hydra|LOC100199921
OG0006798	Xenia|LOC124439339	Hydra|LOC100210572
OG0006799	Xenia|LOC124438826	copb
OG0006800	Xenia|LOC124434262	Hydra|LOC100198707
OG0006801	Xenia|LOC124452881	Hydra|LOC101241046
OG0006802	Xenia|LOC124459361, Xenia|LOC124446662	Hydra|LOC105843470
OG0006803	Xenia|LOC124449517	Hydra|LOC100211857
OG0006804	Xenia|LOC124448231	Hydra|LOC100205271
OG0006805	Xenia|LOC124447716	Hydra|LOC100209693
OG0006806	Xenia|LOC124440249	Hydra|LOC100215844
OG0006807	Xenia|LOC124443921	Hydra|LOC100202492
OG0006808	Xenia|LOC124450289	Hydra|LOC100199313
OG0006809	Xenia|LOC124433687	Hydra|LOC100215576
OG0006810	Xenia|LOC124458234	Hydra|LOC100203275
OG0006811	Xenia|LOC124438185	Hydra|LOC100201206
OG0006812	Xenia|LOC124446899	Hydra|LOC101240989
OG0006813	Xenia|LOC124446756	Hydra|LOC100204386
OG0006814	Xenia|LOC124440610	Hydra|LOC100210295
OG0006816	Xenia|LOC124452750	Hydra|LOC101234320
OG0006817	Xenia|LOC124453129	Hydra|LOC100208405
OG0006818	Xenia|LOC124445397	Hydra|LOC100209849
OG0006819	Xenia|LOC124447670	Hydra|LOC100202321
OG0006820	Xenia|LOC124447979	Hydra|LOC100198563
OG0006821	Xenia|LOC124436211	Hydra|LOC100206476
OG0006822	Xenia|LOC124437756	Hydra|LOC101235468
OG0006823	Xenia|LOC124448646	Hydra|LOC100201968
OG0006824	Xenia|LOC124444230	Hydra|LOC100208429
OG0006825	Xenia|LOC124438499	Hydra|LOC100199274
OG0006826	Xenia|LOC124457672	Hydra|LOC100206632
OG0006827	Xenia|LOC124438938	Hydra|LOC100197972
OG0006829	Xenia|LOC124443091	Hydra|LOC100214211
OG0006830	Xenia|LOC124435332	Hydra|LOC101237479
OG0006831	Xenia|LOC124438934	Hydra|LOC100213671
OG0006832	Xenia|LOC124434587	Hydra|LOC100198211
OG0006833	Xenia|LOC124440768	Hydra|LOC100212317
OG0006834	Xenia|LOC124440379	Hydra|LOC100211922
OG0006837	Xenia|LOC124436555	Hydra|LOC100208057
OG0006838	Xenia|LOC124436767	Hydra|LOC100206230
OG0006839	Xenia|LOC124436339	Hydra|LOC100206693
OG0006840	Xenia|LOC124437651	Hydra|LOC100197113
OG0006841	Xenia|LOC124434243	Hydra|LOC100215306
OG0006843	Xenia|LOC124459635	Hydra|LOC100209482
OG0006844	Xenia|LOC124444905	Hydra|LOC100209036
OG0006845	Xenia|LOC124440647	Hydra|LOC100214873
OG0006846	Xenia|LOC124433767	Hydra|LOC100207765
OG0006847	Xenia|LOC124446176	Hydra|LOC100202504
OG0006848	Xenia|LOC124435444	Hydra|LOC100204916
OG0006849	Xenia|LOC124438665	Hydra|LOC100214820
OG0006850	Xenia|LOC124445956	Hydra|LOC100204756
OG0006851	Xenia|LOC124433841	Hydra|LOC100200076
OG0006852	Xenia|LOC124446810	Hydra|LOC101238517
OG0006853	Xenia|LOC124446342	Hydra|LOC100202672
OG0006854	Xenia|LOC124446456	Hydra|LOC100210600
OG0006857	Xenia|LOC124435530	Hydra|LOC100206914
OG0006858	Xenia|LOC124443710	Hydra|LOC100213971
OG0006859	Xenia|LOC124452576	Hydra|LOC101234626
OG0006860	Xenia|LOC124433774	Hydra|LOC100214977
OG0006863	Xenia|LOC124433677	Hydra|LOC100212337
OG0006864	Xenia|LOC124435424	Hydra|LOC100207732
OG0006865	Xenia|LOC124459415	Hydra|LOC100208157
OG0006867	Xenia|LOC124438714	Hydra|LOC100202945
OG0006868	Xenia|LOC124452273	Hydra|LOC100205471
OG0006870	Xenia|LOC124435657	Hydra|LOC100213240
