Orthogroup	longest_isoform_XeniaProteins	longest_isoform_NematostellaProteins
OG0006845	Xenia|LOC124440647	Nematostella|LOC5515797
OG0006846	Xenia|LOC124433767	Nematostella|LOC5515732
OG0006847	Xenia|LOC124446176	Nematostella|LOC5508951
OG0006848	Xenia|LOC124435444	Nematostella|LOC5511547
OG0006849	Xenia|LOC124438665	Nematostella|LOC5511378
OG0006850	Xenia|LOC124445956	Nematostella|LOC5502585
OG0006851	Xenia|LOC124433841	Nematostella|LOC5517402
OG0006852	Xenia|LOC124446810	Nematostella|LOC5511630
OG0006853	Xenia|LOC124446342	Nematostella|LOC5503223
OG0006854	Xenia|LOC124446456	Nematostella|LOC5505439
OG0006857	Xenia|LOC124435530	Nematostella|LOC5507643
OG0006858	Xenia|LOC124443710	Nematostella|LOC5509025
OG0006859	Xenia|LOC124452576	Nematostella|LOC5521288
OG0006860	Xenia|LOC124433774	Nematostella|LOC5513077
OG0006863	Xenia|LOC124433677	Nematostella|LOC5513760
OG0006864	Xenia|LOC124435424	Nematostella|LOC5502467
OG0006865	Xenia|LOC124459415	Nematostella|LOC116613255
OG0006867	Xenia|LOC124438714	Nematostella|LOC5505364
OG0006868	Xenia|LOC124452273	Nematostella|LOC116617591
OG0006870	Xenia|LOC124435657	Nematostella|LOC5519633
OG0006871	Xenia|LOC124453190	Nematostella|LOC116619287
OG0006873	Xenia|LOC124449808	Nematostella|LOC5520616
OG0006875	Xenia|LOC124434596	Nematostella|LOC5511561
OG0006876	Xenia|LOC124451939	Nematostella|LOC5506503
OG0006877	Xenia|LOC124440635	Nematostella|LOC116619551
OG0006878	Xenia|LOC124445936	Nematostella|LOC5515435
OG0006879	Xenia|LOC124458476	Nematostella|LOC5518625
OG0006880	Xenia|LOC124453759	Nematostella|LOC5517060
OG0006881	Xenia|LOC124453647	Nematostella|LOC5515834
OG0006883	Xenia|LOC124441033	Nematostella|LOC5513020
OG0006884	Xenia|LOC124443214	Nematostella|LOC5500604
OG0006885	Xenia|LOC124439138	Nematostella|LOC5501359
OG0006886	Xenia|LOC124447408	Nematostella|LOC5504503
OG0006887	Xenia|LOC124438096	Nematostella|LOC5503903
OG0006888	Xenia|LOC124444067	Nematostella|LOC5516966
OG0006889	Xenia|LOC124453372	Nematostella|LOC116616094
OG0006890	Xenia|LOC124435390	Nematostella|LOC5518245
OG0006891	Xenia|LOC124454703	Nematostella|LOC5508336
OG0006892	Xenia|LOC124434036	Nematostella|LOC5521096
OG0006893	Xenia|LOC124443204	Nematostella|LOC5516690
OG0006894	Xenia|LOC124446363	Nematostella|LOC5513527
OG0006895	Xenia|LOC124436768	Nematostella|LOC5506285
OG0006896	Xenia|LOC124440073	Nematostella|LOC5504823
OG0006897	Xenia|LOC124445763	Nematostella|LOC5509958
OG0006898	Xenia|LOC124447083	Nematostella|LOC5506851
OG0006899	Xenia|LOC124436743	Nematostella|LOC5510800
OG0006900	Xenia|LOC124438302	Nematostella|LOC116613809
OG0006901	Xenia|LOC124438810	Nematostella|LOC5509992
OG0006902	Xenia|LOC124438333	Nematostella|LOC5499198
OG0006903	Xenia|LOC124441809	Nematostella|LOC5503655
OG0006904	Xenia|LOC124441405	Nematostella|LOC5507868
OG0006905	Xenia|LOC124459565	Nematostella|LOC5504406
OG0006908	Xenia|LOC124451631	Nematostella|LOC5504640
OG0006909	Xenia|LOC124438227	Nematostella|LOC5515499
OG0006911	Xenia|LOC124438431	Nematostella|LOC5505697
OG0006912	Xenia|LOC124447452	Nematostella|LOC5503864
OG0006913	Xenia|LOC124445257	Nematostella|LOC5500974
OG0006915	Xenia|LOC124452294	Nematostella|LOC5511427
OG0006918	Xenia|LOC124459544	Nematostella|LOC5505006
OG0006919	Xenia|LOC124440355	Nematostella|LOC5518286
OG0006920	Xenia|LOC124449497	Nematostella|LOC116620897
OG0006921	Xenia|LOC124445459	Nematostella|LOC5500559
OG0006922	Xenia|LOC124447194	Nematostella|LOC5512169
OG0006923	Xenia|LOC124444936	Nematostella|LOC5501853
OG0006924	Xenia|LOC124444400	Nematostella|LOC116617638
OG0006926	Xenia|LOC124440021	Nematostella|LOC116619277
OG0006928	Xenia|LOC124446381	Nematostella|LOC5504856
OG0006929	Xenia|LOC124455685	Nematostella|LOC5512127
OG0006933	Xenia|LOC124442759	Nematostella|LOC5517177
OG0006934	Xenia|LOC124442794	Nematostella|LOC5518946
OG0006936	Xenia|LOC124441769	Nematostella|LOC5507131
OG0006937	Xenia|LOC124439262	Nematostella|LOC5519296
OG0006938	Xenia|LOC124440275	Nematostella|LOC5521700
OG0006939	Xenia|LOC124434280, Xenia|LOC124444585	Nematostella|LOC116617496
OG0006940	Xenia|LOC124439232	Nematostella|LOC5516267
OG0006941	Xenia|LOC124455696	Nematostella|LOC5521061
OG0006942	Xenia|LOC124446850	Nematostella|LOC5502831
OG0006943	Xenia|LOC124445621	Nematostella|LOC5504540
OG0006946	Xenia|LOC124446690	Nematostella|LOC116604623
OG0006949	Xenia|LOC124446160	Nematostella|LOC5501671, Nematostella|LOC125572387
OG0006950	Xenia|LOC124445009	Nematostella|LOC5519763
OG0006953	Xenia|LOC124439826	Nematostella|LOC5515759
OG0006957	Xenia|LOC124434955	Nematostella|LOC116620371
OG0006959	Xenia|LOC124444784	Nematostella|LOC5509045
OG0006960	Xenia|LOC124444075	Nematostella|LOC5516970
OG0006961	Xenia|LOC124450284	Nematostella|LOC5509324
OG0006962	Xenia|LOC124438670	Nematostella|LOC5499572
OG0006963	Xenia|LOC124444568	Nematostella|LOC5507658
OG0006964	Xenia|LOC124435389	Nematostella|LOC5518294
OG0006966	Xenia|LOC124445401	Nematostella|LOC5505420
OG0006967	Xenia|LOC124452998	Nematostella|LOC5515743
OG0006968	Xenia|LOC124446743	Nematostella|LOC5512172
OG0006970	Xenia|LOC124447277	Nematostella|LOC5513509
OG0006971	Xenia|LOC124443040	Nematostella|LOC5510458
OG0006972	Xenia|LOC124436678	Nematostella|LOC5517998
OG0006973	Xenia|LOC124434319	Nematostella|LOC5506466
OG0006974	Xenia|LOC124447903	Nematostella|LOC5520575
OG0006975	Xenia|LOC124434161	Nematostella|LOC5517481
OG0006976	Xenia|LOC124439645	Nematostella|LOC5511399
OG0006977	Xenia|LOC124442596	Nematostella|LOC5506323
OG0006979	Xenia|LOC124453483	Nematostella|LOC5517859
OG0006982	Xenia|LOC124449462	Nematostella|LOC116617959
OG0006984	Xenia|LOC124446376	Nematostella|LOC5513730
OG0006985	Xenia|LOC124453011	Nematostella|LOC5521337
OG0006986	Xenia|LOC124447450	Nematostella|LOC5505773
OG0006987	Xenia|LOC124445580	Nematostella|LOC5512708
OG0006990	Xenia|LOC124447439	Nematostella|LOC116619864
OG0006992	Xenia|LOC124452927	Nematostella|LOC5515955
OG0006994	Xenia|LOC124436279	Nematostella|LOC5503619
OG0006994	Xenia|LOC124437578	Nematostella|LOC5509892
OG0006995	Xenia|LOC124438017	Nematostella|LOC5510005
OG0006998	Xenia|LOC124445226	Nematostella|LOC5513554
OG0006999	Xenia|LOC124440373	Nematostella|LOC5508759
OG0007000	Xenia|LOC124439648	Nematostella|LOC5507227
OG0007001	Xenia|LOC124442601	Nematostella|LOC5508025
OG0007002	Xenia|LOC124440128	Nematostella|LOC5521122
OG0007003	Xenia|LOC124439170	Nematostella|LOC5501181
OG0007005	Xenia|LOC124439278	Nematostella|LOC5506025
OG0007006	Xenia|LOC124434904	Nematostella|LOC116611762
OG0007007	Xenia|LOC124440481	Nematostella|LOC116601498
OG0007008	Xenia|LOC124443583	Nematostella|LOC5501278
OG0007011	Xenia|LOC124439614	Nematostella|LOC5509864
OG0007013	Xenia|LOC124447872	Nematostella|LOC5508468
OG0007014	Xenia|LOC124453151	Nematostella|LOC5514352
OG0007015	Xenia|LOC124438354	Nematostella|LOC5516705
OG0007016	Xenia|LOC124443094	Nematostella|LOC5500603
OG0007017	Xenia|LOC124439130	Nematostella|LOC5519334
OG0007019	Xenia|LOC124435728	Nematostella|LOC5515847
OG0007020	Xenia|LOC124436189	Nematostella|LOC5507529
OG0007021	Xenia|LOC124444620	Nematostella|LOC5520027
OG0007022	Xenia|LOC124452409	Nematostella|LOC116610397
OG0007023	Xenia|LOC124434515	Nematostella|LOC5521286
OG0007024	Xenia|LOC124440305	Nematostella|LOC5517958
OG0007025	Xenia|LOC124436411	Nematostella|LOC5505225
OG0007027	Xenia|LOC124439840	Nematostella|LOC5509137
OG0007028	Xenia|LOC124438350	Nematostella|LOC5521344
OG0007029	Xenia|LOC124440313	Nematostella|LOC5505089
OG0007030	Xenia|LOC124442328	Nematostella|LOC5505109
OG0007031	Xenia|LOC124443668	Nematostella|LOC5516961
OG0007032	Xenia|LOC124433795	Nematostella|LOC5519649
OG0007033	Xenia|LOC124435539	Nematostella|LOC5511559
OG0007034	Xenia|LOC124456504	Nematostella|LOC5520177
OG0007035	Xenia|LOC124448001	Nematostella|LOC5508444
OG0007036	Xenia|LOC124449284	Nematostella|LOC5520504
OG0007037	Xenia|LOC124447722	Nematostella|LOC5509641
OG0007038	Xenia|LOC124448628	Nematostella|LOC116615527
OG0007039	Xenia|LOC124448476	Nematostella|LOC116616556
OG0007040	Xenia|LOC124449553	Nematostella|LOC5510100
OG0007041	Xenia|LOC124442382	Nematostella|LOC5520220
OG0007042	Xenia|LOC124446490	Nematostella|LOC5512687
OG0007043	Xenia|LOC124454697	Nematostella|LOC5511501
OG0007044	Xenia|LOC124448452	Nematostella|LOC5516857
OG0007045	Xenia|LOC124447692	Nematostella|LOC5504794
OG0007046	Xenia|LOC124449847	Nematostella|LOC5520247
OG0007047	Xenia|LOC124449597	Nematostella|LOC116616594
OG0007048	Xenia|LOC124452751	Nematostella|LOC116613951
OG0007049	Xenia|LOC124447917	Nematostella|LOC5520667
OG0007050	Xenia|LOC124449616	Nematostella|LOC5511760
OG0007051	Xenia|LOC124448306	Nematostella|LOC5506402
OG0007052	Xenia|LOC124435362	Nematostella|LOC5511129
OG0007053	Xenia|LOC124445084	Nematostella|LOC5506606
OG0007054	Xenia|LOC124446663	Nematostella|LOC5506219
OG0007055	Xenia|LOC124447484	Nematostella|LOC5509475
OG0007056	Xenia|LOC124446955	Nematostella|LOC5518154
OG0007057	Xenia|LOC124445797	Nematostella|LOC5517291
OG0007058	Xenia|LOC124453651	Nematostella|LOC5519948
OG0007059	Xenia|LOC124441084	Nematostella|LOC5503455
OG0007061	Xenia|LOC124453318	Nematostella|LOC5507175
OG0007062	Xenia|LOC124445002	Nematostella|LOC5508610
OG0007064	Xenia|LOC124446685	Nematostella|LOC5519849
OG0007065	Xenia|LOC124445276	Nematostella|LOC5511635
OG0007066	Xenia|LOC124446188	Nematostella|LOC5512677
OG0007067	Xenia|LOC124457086	Nematostella|LOC5513180
OG0007068	Xenia|LOC124447475	Nematostella|LOC5506802
OG0007069	Xenia|LOC124443708	Nematostella|LOC5522267
OG0007070	Xenia|LOC124446570	Nematostella|LOC5518156
OG0007071	Xenia|LOC124447790	Nematostella|LOC5508139
OG0007072	Xenia|LOC124444864	Nematostella|LOC5518237
OG0007073	Xenia|LOC124438199	Nematostella|LOC5515875
OG0007074	Xenia|LOC124437359	Nematostella|LOC5516287
OG0007075	Xenia|LOC124445796	Nematostella|LOC5512672
OG0007076	Xenia|LOC124446255	Nematostella|LOC116616882
OG0007077	Xenia|LOC124435804	Nematostella|LOC5508162
OG0007078	Xenia|LOC124440257	Nematostella|LOC5504131
OG0007079	Xenia|LOC124434935	Nematostella|LOC5507525
OG0007080	Xenia|LOC124451834	Nematostella|LOC5508953
OG0007081	Xenia|LOC124446420	Nematostella|LOC5504534
OG0007082	Xenia|LOC124439298	Nematostella|LOC5501740
OG0007083	Xenia|LOC124446353	Nematostella|LOC5502581
OG0007084	Xenia|LOC124438623	Nematostella|LOC5508883
OG0007085	Xenia|LOC124448768	Nematostella|LOC5516420
OG0007086	Xenia|LOC124446953	Nematostella|LOC5505533
OG0007087	Xenia|LOC124441804	Nematostella|LOC5518677
OG0007088	Xenia|LOC124447413	Nematostella|LOC5516489
OG0007089	Xenia|LOC124453761	Nematostella|LOC5505983
OG0007090	Xenia|LOC124442549	Nematostella|LOC5516669
OG0007091	Xenia|LOC124436898	Nematostella|LOC5510852
OG0007092	Xenia|LOC124453760	Nematostella|LOC5511242
OG0007093	Xenia|LOC124442629	Nematostella|LOC5503174
OG0007094	Xenia|LOC124443084	Nematostella|LOC5509891
OG0007095	Xenia|LOC124444838	Nematostella|LOC5519770
OG0007096	Xenia|LOC124439437	Nematostella|LOC5521858
OG0007097	Xenia|LOC124445015	Nematostella|LOC5503366
OG0007098	Xenia|LOC124443804	Nematostella|LOC5514651
OG0007099	Xenia|LOC124443198	Nematostella|LOC5509888
OG0007100	Xenia|LOC124443727	Nematostella|LOC116617831
OG0007102	Xenia|LOC124446404	Nematostella|LOC5521938
OG0007103	Xenia|LOC124452855	Nematostella|LOC5504575
OG0007104	Xenia|LOC124455836, Xenia|LOC124451627, Xenia|LOC124451628	Nematostella|LOC116603355
OG0007105	Xenia|LOC124441775	Nematostella|LOC5511883
OG0007106	Xenia|LOC124441956	Nematostella|LOC5520877
OG0007107	Xenia|LOC124443699	Nematostella|LOC116616073
OG0007108	Xenia|LOC124444109	Nematostella|LOC5513226
OG0007109	Xenia|LOC124453014	Nematostella|LOC116618928
OG0007110	Xenia|LOC124445641	Nematostella|LOC5517719
OG0007111	Xenia|LOC124450278	Nematostella|LOC5511203
OG0007112	Xenia|LOC124433435	Nematostella|LOC5511202
OG0007113	Xenia|LOC124450955	Nematostella|LOC5514149
OG0007114	Xenia|LOC124452187	Nematostella|LOC5518213
OG0007116	Xenia|LOC124456212	Nematostella|LOC125563010
OG0007117	Xenia|LOC124450695	Nematostella|LOC5502064
OG0007119	Xenia|LOC124459479	Nematostella|LOC5503297
OG0007120	Xenia|LOC124448007	Nematostella|LOC5520149
OG0007121	Xenia|LOC124448708	Nematostella|LOC5514505
OG0007122	Xenia|LOC124449578	Nematostella|LOC5516902
OG0007124	Xenia|LOC124449611	Nematostella|LOC116603686
OG0007125	Xenia|LOC124449599	Nematostella|LOC5509620
OG0007127	Xenia|LOC124440677	Nematostella|LOC5515538
OG0007128	Xenia|LOC124441968	Nematostella|LOC5521269
OG0007130	Xenia|LOC124455251	Nematostella|LOC5518402
OG0007131	Xenia|LOC124452458	Nematostella|LOC116618397
OG0007132	Xenia|LOC124433528	Nematostella|LOC5521212
OG0007133	Xenia|LOC124459580	Nematostella|LOC5505944
OG0007134	Xenia|LOC124451323	Nematostella|LOC5505010
OG0007135	Xenia|LOC124450282	Nematostella|LOC5507572
OG0007136	Xenia|LOC124438329	Nematostella|LOC116604722
OG0007137	Xenia|LOC124453009	Nematostella|LOC5514382
OG0007138	Xenia|LOC124447492	Nematostella|LOC5512154
OG0007139	Xenia|LOC124450318	Nematostella|LOC5512929
OG0007140	Xenia|LOC124445486	Nematostella|LOC5522052
OG0007141	Xenia|LOC124439977	Nematostella|LOC5520370
OG0007142	Xenia|LOC124444741	Nematostella|LOC5502643
OG0007144	Xenia|LOC124440059	Nematostella|LOC5514371
OG0007145	Xenia|LOC124440761	Nematostella|LOC5518292
OG0007146	Xenia|LOC124440512	Nematostella|LOC5521126
OG0007147	Xenia|LOC124440370	Nematostella|LOC5515521
OG0007148	Xenia|LOC124434974	Nematostella|LOC5504325
OG0007149	Xenia|LOC124440362	Nematostella|LOC5514358
OG0007150	Xenia|LOC124440277	Nematostella|LOC5521659
OG0007151	Xenia|LOC124434357	Nematostella|LOC5507515
OG0007152	Xenia|LOC124439551	Nematostella|LOC5509989
OG0007153	Xenia|LOC124439389	Nematostella|LOC5522342
OG0007154	Xenia|LOC124439287	Nematostella|LOC5522325
OG0007155	Xenia|LOC124438599	Nematostella|LOC5510823
OG0007156	Xenia|LOC124445847	Nematostella|LOC5519229
OG0007157	Xenia|LOC124446891	Nematostella|LOC5521986
OG0007158	Xenia|LOC124447488	Nematostella|LOC5519219
OG0007159	Xenia|LOC124447487	Nematostella|LOC5522028
OG0007160	Xenia|LOC124447109	Nematostella|LOC5510206
OG0007161	Xenia|LOC124445521	Nematostella|LOC5509507
OG0007162	Xenia|LOC124450588	Nematostella|LOC5513666
OG0007163	Xenia|LOC124441076	Nematostella|LOC116618619
OG0007164	Xenia|LOC124436897	Nematostella|LOC5518599
OG0007165	Xenia|LOC124436314	Nematostella|LOC5519532
OG0007166	Xenia|LOC124436795	Nematostella|LOC116614077
OG0007167	Xenia|LOC124441226	Nematostella|LOC5520789
OG0007168	Xenia|LOC124433279	Nematostella|LOC116606195
OG0007170	Xenia|LOC124443004	Nematostella|LOC5507118
OG0007172	Xenia|LOC124450665	Nematostella|LOC5522141
OG0007174	Xenia|LOC124443032	Nematostella|LOC5507998
OG0007175	Xenia|LOC124442860	Nematostella|LOC5504795
OG0007176	Xenia|LOC124441741	Nematostella|LOC5520788
OG0007177	Xenia|LOC124441457	Nematostella|LOC5520870
OG0007178	Xenia|LOC124442642	Nematostella|LOC5514958
OG0007179	Xenia|LOC124435625	Nematostella|LOC5514921
OG0007180	Xenia|LOC124441979	Nematostella|LOC5504176
OG0007181	Xenia|LOC124442155	Nematostella|LOC5511839
OG0007182	Xenia|LOC124441045	Nematostella|LOC5507010
OG0007183	Xenia|LOC124450807	Nematostella|LOC5503420
OG0007184	Xenia|LOC124437554	Nematostella|LOC5517182
OG0007185	Xenia|LOC124433765	Nematostella|LOC5519651
OG0007186	Xenia|LOC124435054	Nematostella|LOC5511553
OG0007187	Xenia|LOC124441435	Nematostella|LOC5510356
OG0007188	Xenia|LOC124442215	Nematostella|LOC5509175
OG0007189	Xenia|LOC124442486	Nematostella|LOC5512863
OG0007190	Xenia|LOC124443552	Nematostella|LOC5514650
OG0007191	Xenia|LOC124442494	Nematostella|LOC5507837
OG0007192	Xenia|LOC124444992	Nematostella|LOC5508368
OG0007193	Xenia|LOC124443854	Nematostella|LOC5501962
OG0007194	Xenia|LOC124442468	Nematostella|LOC5518991
OG0007195	Xenia|LOC124442997	Nematostella|LOC5518921
OG0007196	Xenia|LOC124441064	Nematostella|LOC116612834
OG0007197	Xenia|LOC124440895	Nematostella|LOC116604030
OG0007198	Xenia|LOC124441049	Nematostella|LOC116615405
OG0007199	Xenia|LOC124441974	Nematostella|LOC5514893
OG0007200	Xenia|LOC124442746	Nematostella|LOC5516024
OG0007202	Xenia|LOC124452972	Nematostella|LOC5520725
OG0007203	Xenia|LOC124441441	Nematostella|LOC116610622
OG0007204	Xenia|LOC124437140	Nematostella|LOC5505880
OG0007205	Xenia|LOC124435048	Nematostella|LOC5510934
OG0007206	Xenia|LOC124452915	Nematostella|LOC116618715
OG0007208	Xenia|LOC124435223	Nematostella|LOC5502315
OG0007209	Xenia|LOC124447162	Nematostella|LOC5506441
OG0007210	Xenia|LOC124433914	Nematostella|LOC5504253
OG0007211	Xenia|LOC124444199	Nematostella|LOC5506577
OG0007212	Xenia|LOC124434402	Nematostella|LOC5502210
OG0007213	Xenia|LOC124434917	Nematostella|LOC5509197
OG0007214	Xenia|LOC124435659	Nematostella|LOC5513721
OG0007215	Xenia|LOC124443499	Nematostella|LOC5519916
OG0007216	Xenia|LOC124435391	Nematostella|LOC5521453
OG0007217	Xenia|LOC124435367	Nematostella|LOC116611619
OG0007218	Xenia|LOC124435541	Nematostella|LOC5511060
OG0007219	Xenia|LOC124433768	Nematostella|LOC5513948
OG0007220	Xenia|LOC124434977	Nematostella|LOC5512874
OG0007221	Xenia|LOC124444690	Nematostella|LOC5514642
OG0007222	Xenia|LOC124453470	Nematostella|LOC5508730
OG0007223	Xenia|LOC124444956	Nematostella|LOC5521374
OG0007224	Xenia|LOC124441961	Nematostella|LOC5512854
OG0007225	Xenia|LOC124443797	Nematostella|LOC5515093
OG0007226	Xenia|LOC124434077	Nematostella|LOC5507287
OG0007227	Xenia|LOC124435079	Nematostella|LOC5519679
OG0007228	Xenia|LOC124452234	Nematostella|LOC5513644
OG0007229	Xenia|LOC124434639	Nematostella|LOC116618655
OG0007230	Xenia|LOC124435095	Nematostella|LOC5502388
OG0007231	Xenia|LOC124446982	Nematostella|LOC5507444
OG0007232	Xenia|LOC124433763	Nematostella|LOC5519561
OG0007233	Xenia|LOC124434303	Nematostella|LOC5506664
OG0007234	Xenia|LOC124435073	Nematostella|LOC5502393
OG0007235	Xenia|LOC124452640	Nematostella|LOC116604820
OG0007236	Xenia|LOC124435220	Nematostella|LOC5516601
OG0007237	Xenia|LOC124433997, Xenia|LOC124433996	Nematostella|LOC5502476
OG0007238	Xenia|LOC124434933	Nematostella|LOC5512879
OG0007239	Xenia|LOC124434649	Nematostella|LOC116603377
OG0007240	Xenia|LOC124442445	Nematostella|LOC116616095
OG0007241	Xenia|LOC124459591, Xenia|LOC124459587	Nematostella|LOC5514712
OG0007242	Xenia|LOC124433510	Nematostella|LOC5507698
OG0007243	Xenia|LOC124433332	Nematostella|LOC5504378
OG0007244	Xenia|LOC124453138	Nematostella|LOC116614881
OG0007245	Xenia|LOC124459592	Nematostella|LOC5518452
OG0007246	Xenia|LOC124433321	Nematostella|LOC5518627
OG0007247	Xenia|LOC124452017	Nematostella|LOC5508658
OG0007248	Xenia|LOC124447490	Nematostella|LOC5502461
OG0007249	Xenia|LOC124440836	Nematostella|LOC5514316
OG0007250	Xenia|LOC124434928	Nematostella|LOC5520434
OG0007251	Xenia|LOC124435335	Nematostella|LOC5516289
OG0007252	Xenia|LOC124442091	Nematostella|LOC116614823
OG0007253	Xenia|LOC124451148	Nematostella|LOC5522167
OG0007254	Xenia|LOC124446312	Nematostella|LOC5511636
OG0007255	Xenia|LOC124444664	Nematostella|LOC116614223
OG0007256	Xenia|LOC124447266	Nematostella|LOC5513524
OG0007257	Xenia|LOC124446042	Nematostella|LOC5519205
OG0007258	Xenia|LOC124445851	Nematostella|LOC5506045
OG0007259	Xenia|LOC124446707	Nematostella|LOC5522010
OG0007260	Xenia|LOC124444770	Nematostella|LOC5515013
OG0007261	Xenia|LOC124441077	Nematostella|LOC5513782
OG0007262	Xenia|LOC124446556	Nematostella|LOC5521998
OG0007263	Xenia|LOC124445612	Nematostella|LOC5508703
OG0007265	Xenia|LOC124450638	Nematostella|LOC5519748
OG0007266	Xenia|LOC124446406	Nematostella|LOC116603081
OG0007267	Xenia|LOC124452799	Nematostella|LOC5519977
OG0007268	Xenia|LOC124453766	Nematostella|LOC5511267
OG0007269	Xenia|LOC124452440	Nematostella|LOC5518690
OG0007270	Xenia|LOC124452865	Nematostella|LOC5503191
OG0007271	Xenia|LOC124444094	Nematostella|LOC5501844
OG0007272	Xenia|LOC124452489	Nematostella|LOC5518737
OG0007273	Xenia|LOC124453109	Nematostella|LOC5512727
OG0007274	Xenia|LOC124457273	Nematostella|LOC5508074
OG0007275	Xenia|LOC124441701	Nematostella|LOC5514911
OG0007276	Xenia|LOC124446551	Nematostella|LOC5512546
OG0007277	Xenia|LOC124450396	Nematostella|LOC5519731
OG0007279	Xenia|LOC124438996	Nematostella|LOC5522212
OG0007280	Xenia|LOC124442421	Nematostella|LOC5520829
OG0007281	Xenia|LOC124438383	Nematostella|LOC5501334
OG0007282	Xenia|LOC124439272	Nematostella|LOC5502110
OG0007284	Xenia|LOC124444840	Nematostella|LOC5518652
OG0007285	Xenia|LOC124438853	Nematostella|LOC5519300
OG0007286	Xenia|LOC124451432	Nematostella|LOC5511059
OG0007287	Xenia|LOC124448039	Nematostella|LOC5520206
OG0007288	Xenia|LOC124448455	Nematostella|LOC5511724
