Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_HydractiniaProteins
OG0005019	Nematostella|LOC5504114	Hydractinia|LOC130629255
OG0005020	Nematostella|LOC5510062	Hydractinia|LOC130628724
OG0005021	Nematostella|LOC5518681	Hydractinia|LOC130628875
OG0005023	Nematostella|LOC5520061	Hydractinia|LOC130628942
OG0005024	Nematostella|LOC5518716	Hydractinia|LOC130628943
OG0005025	Nematostella|LOC116602188	Hydractinia|LOC130629290
OG0005026	Nematostella|LOC5512740	Hydractinia|LOC130628909
OG0005028	Nematostella|LOC5504064	Hydractinia|LOC130629027
OG0005029	Nematostella|LOC5512723	Hydractinia|LOC130629019
OG0005030	Nematostella|LOC5512273	Hydractinia|LOC130628817
OG0005031	Nematostella|LOC5505802, Nematostella|LOC5516998	Hydractinia|LOC130624065
OG0005032	Nematostella|LOC5514232	Hydractinia|LOC130628839
OG0005033	Nematostella|LOC5516175	Hydractinia|LOC130613174
OG0005034	Nematostella|LOC5514653	Hydractinia|LOC130662370
OG0005035	Nematostella|LOC5504959	Hydractinia|LOC130662765
OG0005036	Nematostella|LOC5507212	Hydractinia|LOC130613279
OG0005037	Nematostella|LOC116606013	Hydractinia|LOC130662328
OG0005038	Nematostella|LOC5507237	Hydractinia|LOC130612050
OG0005039	Nematostella|LOC5508594	Hydractinia|LOC130613022, Hydractinia|LOC130662320
OG0005040	Nematostella|LOC5508920	Hydractinia|LOC130662660
OG0005041	Nematostella|LOC5515320	Hydractinia|LOC130662655
OG0005042	Nematostella|LOC5513860	Hydractinia|LOC130628830
OG0005043	Nematostella|LOC5512608	Hydractinia|LOC130629015
OG0005044	Nematostella|LOC5516962	Hydractinia|LOC130628940
OG0005045	Nematostella|LOC5514223	Hydractinia|LOC130628772
OG0005049	Nematostella|LOC5525231	Hydractinia|LOC130641793
OG0005050	Nematostella|LOC5516134	Hydractinia|LOC130640986
OG0005051	Nematostella|LOC5519369	Hydractinia|LOC130612186
OG0005052	Nematostella|LOC5521361	Hydractinia|LOC130662830
OG0005053	Nematostella|LOC5506738	Hydractinia|LOC130612069
OG0005054	Nematostella|LOC5507567	Hydractinia|LOC130662540
OG0005057	Nematostella|LOC5501705	Hydractinia|LOC130613289
OG0005058	Nematostella|LOC5505960	Hydractinia|LOC130612442
OG0005059	Nematostella|LOC5511935	Hydractinia|LOC130656692
OG0005060	Nematostella|LOC5520841	Hydractinia|LOC130656766
OG0005061	Nematostella|LOC5500179	Hydractinia|LOC130656769
OG0005063	Nematostella|LOC116616656	Hydractinia|LOC130656289
OG0005064	Nematostella|LOC5510776	Hydractinia|LOC130656895
OG0005065	Nematostella|LOC5502278	Hydractinia|LOC130656715
OG0005066	Nematostella|LOC5512433	Hydractinia|LOC130656324
OG0005067	Nematostella|LOC5507865	Hydractinia|LOC130656240
OG0005068	Nematostella|LOC5504618	Hydractinia|LOC130657727
OG0005069	Nematostella|LOC5502998	Hydractinia|LOC130657608
OG0005070	Nematostella|LOC5505742	Hydractinia|LOC130657607
OG0005071	Nematostella|LOC5514877	Hydractinia|LOC130656317
OG0005072	Nematostella|LOC5518900	Hydractinia|LOC130658027
OG0005073	Nematostella|LOC5504444	Hydractinia|LOC130656245
OG0005074	Nematostella|LOC5517405	Hydractinia|LOC130625482
OG0005075	Nematostella|LOC5513248	Hydractinia|LOC130628825
OG0005076	Nematostella|LOC5519959	Hydractinia|LOC130628856
OG0005077	Nematostella|LOC5517472	Hydractinia|LOC130624982
OG0005078	Nematostella|LOC5517242	Hydractinia|LOC130629257
OG0005079	Nematostella|LOC5517062	Hydractinia|LOC130628712
OG0005080	Nematostella|LOC5510516	Hydractinia|LOC130612303
OG0005081	Nematostella|LOC5498110	Hydractinia|LOC130662662
OG0005084	Nematostella|LOC5517145	Hydractinia|LOC130630283
OG0005086	Nematostella|LOC5507503	Hydractinia|LOC130630673
OG0005087	Nematostella|LOC5514420	Hydractinia|LOC130630680
OG0005088	Nematostella|LOC5518073	Hydractinia|LOC130630307
OG0005089	Nematostella|LOC5500874	Hydractinia|LOC130630306
OG0005090	Nematostella|LOC5515917	Hydractinia|LOC130630372
OG0005091	Nematostella|LOC5520959	Hydractinia|LOC130630443
OG0005092	Nematostella|LOC5514025	Hydractinia|LOC130630470
OG0005093	Nematostella|LOC5511685	Hydractinia|LOC130636164
OG0005094	Nematostella|LOC5509385	Hydractinia|LOC130636062
OG0005095	Nematostella|LOC5510983	Hydractinia|LOC130636661
OG0005096	Nematostella|LOC5514666, Nematostella|LOC116615302	Hydractinia|LOC130636333
OG0005097	Nematostella|LOC5518805	Hydractinia|LOC130635895
OG0005098	Nematostella|LOC5515461	Hydractinia|LOC130635656
OG0005099	Nematostella|LOC5509452	Hydractinia|LOC130636655
OG0005100	Nematostella|LOC5502734	Hydractinia|LOC130636653
OG0005101	Nematostella|LOC5507810	Hydractinia|LOC130636662
OG0005102	Nematostella|LOC5503853	Hydractinia|LOC130635892
OG0005103	Nematostella|LOC5502700	Hydractinia|LOC130636431
OG0005104	Nematostella|LOC5506623	Hydractinia|LOC130635988
OG0005105	Nematostella|LOC5499764	Hydractinia|LOC130645269
OG0005106	Nematostella|LOC5504563	Hydractinia|LOC130628527
OG0005107	Nematostella|LOC5511184	Hydractinia|LOC130633542
OG0005108	Nematostella|LOC5517443	Hydractinia|LOC130646377
OG0005109	Nematostella|LOC5503835	Hydractinia|LOC130647536
OG0005110	Nematostella|LOC5519945	Hydractinia|LOC130645644
OG0005111	Nematostella|LOC5508088	Hydractinia|LOC130646065
OG0005112	Nematostella|LOC116619211	Hydractinia|LOC130645385
OG0005113	Nematostella|LOC5507963	Hydractinia|LOC130612903
OG0005114	Nematostella|LOC5519356	Hydractinia|LOC130662590
OG0005115	Nematostella|LOC5512645	Hydractinia|LOC130662478
OG0005116	Nematostella|LOC5506023	Hydractinia|LOC130662561
OG0005117	Nematostella|LOC116603520	Hydractinia|LOC130662560
OG0005118	Nematostella|LOC5515352	Hydractinia|LOC130662273
OG0005119	Nematostella|LOC5507244	Hydractinia|LOC130612265
OG0005120	Nematostella|LOC5522291	Hydractinia|LOC130612994
OG0005121	Nematostella|LOC5508555	Hydractinia|LOC130612167
OG0005122	Nematostella|LOC5511641	Hydractinia|LOC130636455
OG0005123	Nematostella|LOC5514744	Hydractinia|LOC130612129
OG0005124	Nematostella|LOC5520655	Hydractinia|LOC130648922
OG0005125	Nematostella|LOC5522168	Hydractinia|LOC130648839
OG0005126	Nematostella|LOC5503870	Hydractinia|LOC130648418
OG0005127	Nematostella|LOC125556672	Hydractinia|LOC130648865
OG0005130	Nematostella|LOC5508178	Hydractinia|LOC130613880
OG0005131	Nematostella|LOC5506876	Hydractinia|LOC130613812
OG0005132	Nematostella|LOC5508055	Hydractinia|LOC130614140
OG0005133	Nematostella|LOC5519415	Hydractinia|LOC130614790
OG0005134	Nematostella|LOC5506864	Hydractinia|LOC130614750
OG0005135	Nematostella|LOC5511873	Hydractinia|LOC130614749
OG0005136	Nematostella|LOC5519518	Hydractinia|LOC130614200
OG0005137	Nematostella|LOC5521489	Hydractinia|LOC130613906
OG0005138	Nematostella|LOC5507309	Hydractinia|LOC130614874
OG0005140	Nematostella|LOC5511423	Hydractinia|LOC130614752
OG0005142	Nematostella|LOC5504809	Hydractinia|LOC130656185
OG0005143	Nematostella|LOC5512993	Hydractinia|LOC130656805
OG0005144	Nematostella|LOC5506539	Hydractinia|LOC130656808
OG0005148	Nematostella|LOC5518929	Hydractinia|LOC130656994
OG0005149	Nematostella|LOC5514916	Hydractinia|LOC130656918
OG0005150	Nematostella|LOC5522332	Hydractinia|LOC130657090
OG0005151	Nematostella|LOC5511896	Hydractinia|LOC130657095
OG0005152	Nematostella|LOC5513856	Hydractinia|LOC130656462
OG0005153	Nematostella|LOC116618002	Hydractinia|LOC130657188
OG0005154	Nematostella|LOC5520718	Hydractinia|LOC130656288
OG0005155	Nematostella|LOC5507652	Hydractinia|LOC130656286
OG0005156	Nematostella|LOC5503272	Hydractinia|LOC130657101
OG0005157	Nematostella|LOC116608847	Hydractinia|LOC130657390
OG0005158	Nematostella|LOC5504703	Hydractinia|LOC130657391
OG0005159	Nematostella|LOC5501552	Hydractinia|LOC130657563
OG0005160	Nematostella|LOC5507016	Hydractinia|LOC130657952
OG0005161	Nematostella|LOC5510211	Hydractinia|LOC130657980
OG0005163	Nematostella|LOC5517257	Hydractinia|LOC130636633
OG0005164	Nematostella|LOC116621512	Hydractinia|LOC130635407, Hydractinia|LOC130635518
OG0005165	Nematostella|LOC5506790	Hydractinia|LOC130636040
OG0005166	Nematostella|LOC5501669	Hydractinia|LOC130635985
OG0005167	Nematostella|LOC5505855	Hydractinia|LOC130636055
OG0005168	Nematostella|LOC5506613	Hydractinia|LOC130635732
OG0005169	Nematostella|LOC5506127	Hydractinia|LOC130635731
OG0005170	Nematostella|LOC5501270	Hydractinia|LOC130636084
OG0005171	Nematostella|LOC5507793	Hydractinia|LOC130635735
OG0005173	Nematostella|LOC5512525	Hydractinia|LOC130654491
OG0005174	Nematostella|LOC5515626	Hydractinia|LOC130654444
OG0005175	Nematostella|LOC5515642	Hydractinia|LOC130655781
OG0005176	Nematostella|LOC5519735	Hydractinia|LOC130654134
OG0005177	Nematostella|LOC5516437	Hydractinia|LOC130655298
OG0005178	Nematostella|LOC5507427	Hydractinia|LOC130655930
OG0005179	Nematostella|LOC5500617	Hydractinia|LOC130654918
OG0005180	Nematostella|LOC5506197	Hydractinia|LOC130654892
OG0005181	Nematostella|LOC5509850	Hydractinia|LOC130655906
OG0005182	Nematostella|LOC5517726	Hydractinia|LOC130654031
OG0005183	Nematostella|LOC5506753	Hydractinia|LOC130654494
OG0005184	Nematostella|LOC5515674	Hydractinia|LOC130655770
OG0005185	Nematostella|LOC5514510	Hydractinia|LOC130655706
OG0005186	Nematostella|LOC5508690	Hydractinia|LOC130654914
OG0005187	Nematostella|LOC5513577	Hydractinia|LOC130654096
OG0005188	Nematostella|LOC5502361	Hydractinia|LOC130655907
OG0005189	Nematostella|LOC5516386	Hydractinia|LOC130654333
OG0005191	Nematostella|LOC5517092	Hydractinia|LOC130625741
OG0005192	Nematostella|LOC116621177	Hydractinia|LOC130624994
OG0005193	Nematostella|LOC5504933	Hydractinia|LOC130625091
OG0005194	Nematostella|LOC5509804	Hydractinia|LOC130625551
OG0005195	Nematostella|LOC5519069	Hydractinia|LOC130624947
OG0005196	Nematostella|LOC5511104	Hydractinia|LOC130625400
OG0005197	Nematostella|LOC5514387	Hydractinia|LOC130626075
OG0005198	Nematostella|LOC5515846	Hydractinia|LOC130626070
OG0005199	Nematostella|LOC5519010	Hydractinia|LOC130625549
OG0005200	Nematostella|LOC5506253	Hydractinia|LOC130625443
OG0005202	Nematostella|LOC5516407	Hydractinia|LOC130644434
OG0005203	Nematostella|LOC5518664	Hydractinia|LOC130644963
OG0005204	Nematostella|LOC116606934	Hydractinia|LOC130644855
OG0005205	Nematostella|LOC5511797	Hydractinia|LOC130645567
OG0005206	Nematostella|LOC5521577	Hydractinia|LOC130645570
OG0005207	Nematostella|LOC5511474	Hydractinia|LOC130644955
OG0005208	Nematostella|LOC116612406	Hydractinia|LOC130645420
OG0005209	Nematostella|LOC116603457	Hydractinia|LOC130645226
OG0005210	Nematostella|LOC5505573	Hydractinia|LOC130644890, Hydractinia|LOC130644889
OG0005211	Nematostella|LOC5509288	Hydractinia|LOC130645449
OG0005213	Nematostella|LOC5505728	Hydractinia|LOC130645504
OG0005214	Nematostella|LOC5517608	Hydractinia|LOC130645837
OG0005215	Nematostella|LOC5509174	Hydractinia|LOC130646303
OG0005216	Nematostella|LOC5512301	Hydractinia|LOC130645743
OG0005217	Nematostella|LOC5511465	Hydractinia|LOC130644689
OG0005218	Nematostella|LOC116608944	Hydractinia|LOC130645011
OG0005219	Nematostella|LOC5502549	Hydractinia|LOC130645368
OG0005220	Nematostella|LOC5514618	Hydractinia|LOC130644696
OG0005221	Nematostella|LOC5499239	Hydractinia|LOC130645091
OG0005222	Nematostella|LOC5518787	Hydractinia|LOC130645090
OG0005223	Nematostella|LOC5510879, Nematostella|LOC5519413	Hydractinia|LOC130645745
OG0005225	Nematostella|LOC5510508	Hydractinia|LOC130612093
OG0005227	Nematostella|LOC5505167	Hydractinia|LOC130614274
OG0005228	Nematostella|LOC5515242	Hydractinia|LOC130612717
OG0005229	Nematostella|LOC5515275	Hydractinia|LOC130662434
OG0005230	Nematostella|LOC116608946, Nematostella|LOC5508195, Nematostella|LOC116602130	Hydractinia|LOC130614410
OG0005231	Nematostella|LOC5522134	Hydractinia|LOC130628597
OG0005233	Nematostella|LOC5521446	Hydractinia|LOC130644565, Hydractinia|LOC130612840, Hydractinia|LOC130613283
OG0005234	Nematostella|LOC5520075	Hydractinia|LOC130645104
OG0005235	Nematostella|LOC5510560	Hydractinia|LOC130645138
OG0005236	Nematostella|LOC5514672	Hydractinia|LOC130645614
OG0005237	Nematostella|LOC5501462	Hydractinia|LOC130644954
OG0005238	Nematostella|LOC5502299	Hydractinia|LOC130645292
OG0005240	Nematostella|LOC5506690	Hydractinia|LOC130645144
OG0005241	Nematostella|LOC5505587	Hydractinia|LOC130645610
OG0005243	Nematostella|LOC5504310	Hydractinia|LOC130657735
OG0005244	Nematostella|LOC5507122	Hydractinia|LOC130657267
OG0005245	Nematostella|LOC5510780	Hydractinia|LOC130656847
OG0005246	Nematostella|LOC5504798	Hydractinia|LOC130657932
OG0005247	Nematostella|LOC5515660	Hydractinia|LOC130653735
OG0005248	Nematostella|LOC5509427	Hydractinia|LOC130653738
OG0005249	Nematostella|LOC5521175	Hydractinia|LOC130653751
OG0005250	Nematostella|LOC5512469	Hydractinia|LOC130654272
OG0005251	Nematostella|LOC5502779	Hydractinia|LOC130654273
OG0005252	Nematostella|LOC5519850	Hydractinia|LOC130645019
OG0005253	Nematostella|LOC5502944	Hydractinia|LOC130646192
OG0005254	Nematostella|LOC5503296	Hydractinia|LOC130636564, Hydractinia|LOC130638457
OG0005256	Nematostella|LOC5509157	Hydractinia|LOC130632328
OG0005257	Nematostella|LOC5503840	Hydractinia|LOC130632243
OG0005258	Nematostella|LOC5507620	Hydractinia|LOC130646172
OG0005260	Nematostella|LOC5508749	Hydractinia|LOC130631490
OG0005261	Nematostella|LOC5510157	Hydractinia|LOC130645234
OG0005262	Nematostella|LOC5519800	Hydractinia|LOC130644332
OG0005263	Nematostella|LOC5518765	Hydractinia|LOC130644328
OG0005264	Nematostella|LOC5514667	Hydractinia|LOC130644327
OG0005265	Nematostella|LOC5506955	Hydractinia|LOC130644658
OG0005266	Nematostella|LOC116601589	Hydractinia|LOC130614866
OG0005267	Nematostella|LOC5503004	Hydractinia|LOC130614872
OG0005270	Nematostella|LOC5513646	Hydractinia|LOC130636162
OG0005271	Nematostella|LOC5512621	Hydractinia|LOC130614559
OG0005272	Nematostella|LOC5518046	Hydractinia|LOC130614370
OG0005273	Nematostella|LOC5510840	Hydractinia|LOC130614310
OG0005274	Nematostella|LOC5513403	Hydractinia|LOC130613769
OG0005275	Nematostella|LOC5518158	Hydractinia|LOC130635658
OG0005276	Nematostella|LOC5511853	Hydractinia|LOC130635843
OG0005277	Nematostella|LOC5500517	Hydractinia|LOC130613764
OG0005278	Nematostella|LOC5513739	Hydractinia|LOC130614367
OG0005279	Nematostella|LOC5511521	Hydractinia|LOC130662599
OG0005280	Nematostella|LOC116616258	Hydractinia|LOC130662624
OG0005281	Nematostella|LOC5506022	Hydractinia|LOC130613139
OG0005284	Nematostella|LOC5508135	Hydractinia|LOC130612658
OG0005285	Nematostella|LOC5512065	Hydractinia|LOC130613130
OG0005287	Nematostella|LOC5502098	Hydractinia|LOC130657783
OG0005288	Nematostella|LOC5520803	Hydractinia|LOC130657034
OG0005289	Nematostella|LOC5501794	Hydractinia|LOC130646102
OG0005290	Nematostella|LOC5520846	Hydractinia|LOC130656756
OG0005291	Nematostella|LOC5500608	Hydractinia|LOC130657038
OG0005292	Nematostella|LOC5518461	Hydractinia|LOC130647768
OG0005293	Nematostella|LOC116609559	Hydractinia|LOC130647349
OG0005294	Nematostella|LOC5511798	Hydractinia|LOC130647703
OG0005295	Nematostella|LOC5517559	Hydractinia|LOC130647016
OG0005296	Nematostella|LOC116603038	Hydractinia|LOC130647128
OG0005297	Nematostella|LOC5511406	Hydractinia|LOC130647385
OG0005298	Nematostella|LOC5502086	Hydractinia|LOC130647408
OG0005299	Nematostella|LOC5520483	Hydractinia|LOC130655261
OG0005300	Nematostella|LOC116601176	Hydractinia|LOC130647409
OG0005301	Nematostella|LOC5502214	Hydractinia|LOC130623608
OG0005302	Nematostella|LOC5511176	Hydractinia|LOC130653915
OG0005304	Nematostella|LOC5513574	Hydractinia|LOC130623602
OG0005306	Nematostella|LOC5511775	Hydractinia|LOC130647751
OG0005307	Nematostella|LOC5510196	Hydractinia|LOC130647538
OG0005309	Nematostella|LOC5505928	Hydractinia|LOC130648304
OG0005310	Nematostella|LOC116612344	Hydractinia|LOC130647848
OG0005311	Nematostella|LOC5514715	Hydractinia|LOC130646969
OG0005312	Nematostella|LOC5504990	Hydractinia|LOC130646970
OG0005313	Nematostella|LOC5505007	Hydractinia|LOC130647134
OG0005314	Nematostella|LOC5507608	Hydractinia|LOC130630616
OG0005315	Nematostella|LOC5519050	Hydractinia|LOC130630442
OG0005316	Nematostella|LOC5505827	Hydractinia|LOC130630293
OG0005317	Nematostella|LOC116603011	Hydractinia|LOC130630109
OG0005319	Nematostella|LOC5521214	Hydractinia|LOC130621709
OG0005320	Nematostella|LOC5518964	Hydractinia|LOC130621445
OG0005321	Nematostella|LOC116618146	Hydractinia|LOC130622030
OG0005323	Nematostella|LOC5521314	Hydractinia|LOC130622694
OG0005324	Nematostella|LOC5521752	Hydractinia|LOC130622337
OG0005325	Nematostella|LOC5521292	Hydractinia|LOC130621441
OG0005326	Nematostella|LOC5511186	Hydractinia|LOC130622459
OG0005327	Nematostella|LOC5508761	Hydractinia|LOC130621830
OG0005328	Nematostella|LOC5512200	Hydractinia|LOC130622654
OG0005329	Nematostella|LOC5510074	Hydractinia|LOC130628838
OG0005330	Nematostella|LOC5502941	Hydractinia|LOC130628568
OG0005331	Nematostella|LOC5510394	Hydractinia|LOC130632116
OG0005332	Nematostella|LOC125557550	Hydractinia|LOC130635586, Hydractinia|LOC130635528
OG0005333	Nematostella|LOC5500546	Hydractinia|LOC130636227
OG0005335	Nematostella|LOC5507815	Hydractinia|LOC130636085
OG0005336	Nematostella|LOC5510976	Hydractinia|LOC130635893
OG0005337	Nematostella|LOC116608246, Nematostella|LOC116619106, Nematostella|LOC5500994	Hydractinia|LOC130635775
OG0005338	Nematostella|LOC5510606	Hydractinia|LOC130653754
OG0005340	Nematostella|LOC5506631	Hydractinia|LOC130636226
OG0005343	Nematostella|LOC5508248	Hydractinia|LOC130656374
OG0005344	Nematostella|LOC5511877	Hydractinia|LOC130656373
OG0005345	Nematostella|LOC5511850	Hydractinia|LOC130657495
OG0005346	Nematostella|LOC5511893	Hydractinia|LOC130656598
OG0005347	Nematostella|LOC5511921	Hydractinia|LOC130657316
OG0005348	Nematostella|LOC5516018	Hydractinia|LOC130656595
OG0005349	Nematostella|LOC5510047	Hydractinia|LOC130656937
OG0005351	Nematostella|LOC5514244	Hydractinia|LOC130628732
OG0005352	Nematostella|LOC5522265	Hydractinia|LOC130655571
OG0005353	Nematostella|LOC5508682	Hydractinia|LOC130655062
OG0005354	Nematostella|LOC5508681	Hydractinia|LOC130655073
OG0005355	Nematostella|LOC5509125	Hydractinia|LOC130653702
OG0005356	Nematostella|LOC5502379	Hydractinia|LOC130655707
OG0005357	Nematostella|LOC5508694	Hydractinia|LOC130654130
OG0005358	Nematostella|LOC5512519	Hydractinia|LOC130655276
OG0005359	Nematostella|LOC5514324	Hydractinia|LOC130622218
OG0005360	Nematostella|LOC5518541	Hydractinia|LOC130614377
OG0005361	Nematostella|LOC5511419	Hydractinia|LOC130647122
OG0005362	Nematostella|LOC5518505	Hydractinia|LOC130613739
OG0005363	Nematostella|LOC5507398	Hydractinia|LOC130613737
OG0005364	Nematostella|LOC5509042	Hydractinia|LOC130649576
OG0005365	Nematostella|LOC5509542	Hydractinia|LOC130649574
OG0005366	Nematostella|LOC5505621	Hydractinia|LOC130648912
OG0005367	Nematostella|LOC5509602	Hydractinia|LOC130648770
OG0005368	Nematostella|LOC5503946	Hydractinia|LOC130648820
OG0005369	Nematostella|LOC5505028	Hydractinia|LOC130647615
OG0005370	Nematostella|LOC5518447	Hydractinia|LOC130647112
OG0005371	Nematostella|LOC5515769	Hydractinia|LOC130647716
OG0005372	Nematostella|LOC5505008	Hydractinia|LOC130647103
OG0005373	Nematostella|LOC5501393	Hydractinia|LOC130647720
OG0005374	Nematostella|LOC5504052	Hydractinia|LOC130647140
OG0005375	Nematostella|LOC5506265	Hydractinia|LOC130647775
OG0005376	Nematostella|LOC5509974	Hydractinia|LOC130647773
OG0005377	Nematostella|LOC5515020	Hydractinia|LOC130644860
OG0005378	Nematostella|LOC5503795	Hydractinia|LOC130644858
OG0005379	Nematostella|LOC5503347	Hydractinia|LOC130645786
OG0005380	Nematostella|LOC5511507	Hydractinia|LOC130645606
OG0005381	Nematostella|LOC5504942	Hydractinia|LOC130644417
OG0005382	Nematostella|LOC5516724	Hydractinia|LOC130645758
