Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_ClytiaProteins
OG0004658	Nematostella|LOC5503045	Clytia|LOC000687
OG0004659	Nematostella|LOC5510430	Clytia|LOC000735
OG0004660	Nematostella|LOC5512849	Clytia|LOC000750
OG0004661	Nematostella|LOC5520927	Clytia|LOC000754
OG0004662	Nematostella|LOC5508294	Clytia|LOC000765
OG0004663	Nematostella|LOC116619429	Clytia|LOC000770
OG0004664	Nematostella|LOC5507402	Clytia|LOC000779
OG0004667	Nematostella|LOC5508990	Clytia|LOC000816
OG0004668	Nematostella|LOC116617333	Clytia|LOC000819
OG0004669	Nematostella|LOC5516066	Clytia|LOC000820
OG0004670	Nematostella|LOC5502097	Clytia|LOC000823
OG0004671	Nematostella|LOC5516197	Clytia|LOC000825
OG0004672	Nematostella|LOC5518930	Clytia|LOC000830
OG0004673	Nematostella|LOC5513041	Clytia|LOC000831
OG0004674	Nematostella|LOC5514933	Clytia|LOC000832
OG0004675	Nematostella|LOC5518945	Clytia|LOC000835
OG0004676	Nematostella|LOC5518880	Clytia|LOC000836
OG0004677	Nematostella|LOC5510777	Clytia|LOC000840
OG0004678	Nematostella|LOC5508008	Clytia|LOC000841
OG0004679	Nematostella|LOC116608844	Clytia|LOC000842
OG0004680	Nematostella|LOC5514913	Clytia|LOC000845
OG0004681	Nematostella|LOC5503281	Clytia|LOC000847
OG0004682	Nematostella|LOC5518962	Clytia|LOC000848
OG0004683	Nematostella|LOC5510725	Clytia|LOC000856
OG0004684	Nematostella|LOC5518970	Clytia|LOC000857
OG0004685	Nematostella|LOC5520777	Clytia|LOC000862
OG0004686	Nematostella|LOC5513027	Clytia|LOC000865
OG0004687	Nematostella|LOC5511862	Clytia|LOC000866
OG0004688	Nematostella|LOC116609934	Clytia|LOC000868
OG0004689	Nematostella|LOC5518937	Clytia|LOC000875
OG0004690	Nematostella|LOC5510278	Clytia|LOC000897
OG0004691	Nematostella|LOC5518954	Clytia|LOC000932
OG0004692	Nematostella|LOC5515613	Clytia|LOC000943
OG0004693	Nematostella|LOC5519608	Clytia|LOC000945
OG0004694	Nematostella|LOC5512472	Clytia|LOC000963
OG0004695	Nematostella|LOC5510815	Clytia|LOC000965
OG0004696	Nematostella|LOC116617362	Clytia|LOC000973
OG0004697	Nematostella|LOC5516100	Clytia|LOC000979
OG0004698	Nematostella|LOC5511036	Clytia|LOC000981, Clytia|LOC001014
OG0004699	Nematostella|LOC5512549	Clytia|LOC000982
OG0004700	Nematostella|LOC5515606	Clytia|LOC000984
OG0004701	Nematostella|LOC5509221	Clytia|LOC000986
OG0004702	Nematostella|LOC5505107	Clytia|LOC000988
OG0004704	Nematostella|LOC5507068	Clytia|LOC001005
OG0004705	Nematostella|LOC5510090	Clytia|LOC001007
OG0004706	Nematostella|LOC5509315	Clytia|LOC001015
OG0004707	Nematostella|LOC5519259	Clytia|LOC001017
OG0004709	Nematostella|LOC5521948	Clytia|LOC001061
OG0004710	Nematostella|LOC5508157	Clytia|LOC001075
OG0004711	Nematostella|LOC5508175	Clytia|LOC001077
OG0004712	Nematostella|LOC5519414	Clytia|LOC001079
OG0004713	Nematostella|LOC5512234	Clytia|LOC001082
OG0004714	Nematostella|LOC5518040	Clytia|LOC001083
OG0004715	Nematostella|LOC116615282	Clytia|LOC001084
OG0004716	Nematostella|LOC5518009	Clytia|LOC001093
OG0004717	Nematostella|LOC5507397	Clytia|LOC001094
OG0004718	Nematostella|LOC5507166	Clytia|LOC001099
OG0004719	Nematostella|LOC5513789, Nematostella|LOC5509698	Clytia|LOC001100
OG0004722	Nematostella|LOC5505153	Clytia|LOC001112
OG0004723	Nematostella|LOC5512011	Clytia|LOC001124
OG0004725	Nematostella|LOC116603622	Clytia|LOC001159
OG0004726	Nematostella|LOC5506217	Clytia|LOC001180
OG0004727	Nematostella|LOC5506213	Clytia|LOC001182
OG0004728	Nematostella|LOC5509476	Clytia|LOC001185
OG0004729	Nematostella|LOC116616320	Clytia|LOC001186
OG0004730	Nematostella|LOC5501674	Clytia|LOC001190
OG0004731	Nematostella|LOC5509473	Clytia|LOC001213
OG0004732	Nematostella|LOC5511000	Clytia|LOC001219
OG0004733	Nematostella|LOC5501529	Clytia|LOC001230
OG0004734	Nematostella|LOC5506815	Clytia|LOC001233
OG0004735	Nematostella|LOC5515431	Clytia|LOC001310
OG0004736	Nematostella|LOC5520427	Clytia|LOC001311
OG0004738	Nematostella|LOC116617866	Clytia|LOC001343
OG0004739	Nematostella|LOC5507786	Clytia|LOC001344
OG0004740	Nematostella|LOC5511737	Clytia|LOC019146, Clytia|LOC005776, Clytia|LOC001379
OG0004741	Nematostella|LOC116611570	Clytia|LOC001383
OG0004743	Nematostella|LOC5515489	Clytia|LOC001411
OG0004744	Nematostella|LOC5515749	Clytia|LOC001412
OG0004745	Nematostella|LOC5517942	Clytia|LOC001415
OG0004746	Nematostella|LOC5516802	Clytia|LOC001417
OG0004747	Nematostella|LOC5521357	Clytia|LOC001431
OG0004748	Nematostella|LOC5514362	Clytia|LOC001440
OG0004749	Nematostella|LOC5514857	Clytia|LOC001442
OG0004750	Nematostella|LOC5521131	Clytia|LOC001445
OG0004751	Nematostella|LOC5516318	Clytia|LOC001447
OG0004752	Nematostella|LOC5521701	Clytia|LOC001468
OG0004753	Nematostella|LOC5505211	Clytia|LOC001469
OG0004754	Nematostella|LOC5517975	Clytia|LOC001474
OG0004755	Nematostella|LOC5518283	Clytia|LOC001477
OG0004756	Nematostella|LOC5508886	Clytia|LOC001520
OG0004757	Nematostella|LOC5507651	Clytia|LOC001526
OG0004758	Nematostella|LOC5506451	Clytia|LOC001527
OG0004759	Nematostella|LOC116617702	Clytia|LOC001533
OG0004760	Nematostella|LOC5511542	Clytia|LOC001534
OG0004761	Nematostella|LOC5513613	Clytia|LOC001536
OG0004762	Nematostella|LOC5514291	Clytia|LOC001538
OG0004763	Nematostella|LOC5508937	Clytia|LOC001540
OG0004764	Nematostella|LOC5516754	Clytia|LOC001542
OG0004765	Nematostella|LOC116604439	Clytia|LOC001554
OG0004767	Nematostella|LOC116620378	Clytia|LOC001558
OG0004768	Nematostella|LOC5503759	Clytia|LOC001565
OG0004769	Nematostella|LOC5516838	Clytia|LOC001568
OG0004770	Nematostella|LOC5512630	Clytia|LOC001571
OG0004771	Nematostella|LOC5521550	Clytia|LOC001574
OG0004774	Nematostella|LOC5516332	Clytia|LOC009475, Clytia|LOC001620
OG0004775	Nematostella|LOC5507588	Clytia|LOC001623
OG0004776	Nematostella|LOC5511320	Clytia|LOC001630
OG0004777	Nematostella|LOC5504884	Clytia|LOC001631
OG0004778	Nematostella|LOC5520394	Clytia|LOC001639
OG0004779	Nematostella|LOC5516346	Clytia|LOC001640
OG0004780	Nematostella|LOC5512277	Clytia|LOC001645
OG0004781	Nematostella|LOC5514416	Clytia|LOC001646
OG0004782	Nematostella|LOC5503935	Clytia|LOC001647
OG0004783	Nematostella|LOC5519091	Clytia|LOC001649
OG0004784	Nematostella|LOC5517408	Clytia|LOC001674
OG0004786	Nematostella|LOC5513334	Clytia|LOC001704
OG0004787	Nematostella|LOC5513392	Clytia|LOC001705
OG0004788	Nematostella|LOC5512253	Clytia|LOC001715
OG0004789	Nematostella|LOC116603316	Clytia|LOC001735
OG0004790	Nematostella|LOC116618186	Clytia|LOC001738
OG0004791	Nematostella|LOC5519524	Clytia|LOC001741
OG0004792	Nematostella|LOC5508204	Clytia|LOC001742
OG0004794	Nematostella|LOC5508036	Clytia|LOC001764
OG0004795	Nematostella|LOC5512017	Clytia|LOC001768
OG0004796	Nematostella|LOC5521597	Clytia|LOC001772
OG0004797	Nematostella|LOC5521500	Clytia|LOC001773
OG0004798	Nematostella|LOC5519458	Clytia|LOC001774
OG0004799	Nematostella|LOC5514413	Clytia|LOC001781
OG0004800	Nematostella|LOC116615103, Nematostella|LOC116614553	Clytia|LOC042785, Clytia|LOC021852, Clytia|LOC001813
OG0004801	Nematostella|LOC5515778	Clytia|LOC001819
OG0004802	Nematostella|LOC5509071	Clytia|LOC001824
OG0004803	Nematostella|LOC5515349	Clytia|LOC001825
OG0004804	Nematostella|LOC116619169	Clytia|LOC001829
OG0004805	Nematostella|LOC5504554	Clytia|LOC001832
OG0004806	Nematostella|LOC5517930	Clytia|LOC001833
OG0004807	Nematostella|LOC5514806	Clytia|LOC001837
OG0004808	Nematostella|LOC5515560	Clytia|LOC001848
OG0004809	Nematostella|LOC5509051	Clytia|LOC001849
OG0004810	Nematostella|LOC5514804	Clytia|LOC001850
OG0004811	Nematostella|LOC5514226	Clytia|LOC001902
OG0004812	Nematostella|LOC5509366, Nematostella|LOC5519242	Clytia|LOC001906, Clytia|LOC001933
OG0004813	Nematostella|LOC5515714	Clytia|LOC001907
OG0004814	Nematostella|LOC5514222	Clytia|LOC001914
OG0004815	Nematostella|LOC5504251	Clytia|LOC001920
OG0004816	Nematostella|LOC5503186	Clytia|LOC001944, Clytia|LOC001921
OG0004817	Nematostella|LOC5514046	Clytia|LOC001924
OG0004818	Nematostella|LOC5514830	Clytia|LOC001928
OG0004820	Nematostella|LOC5516749	Clytia|LOC001934
OG0004821	Nematostella|LOC5501069	Clytia|LOC001935
OG0004822	Nematostella|LOC116619587	Clytia|LOC001943
OG0004823	Nematostella|LOC5516957	Clytia|LOC001945
OG0004824	Nematostella|LOC5518498	Clytia|LOC001965
OG0004825	Nematostella|LOC5522375	Clytia|LOC001980
OG0004826	Nematostella|LOC5508846	Clytia|LOC001990
OG0004827	Nematostella|LOC5507353	Clytia|LOC001991
OG0004828	Nematostella|LOC5513112	Clytia|LOC002006
OG0004829	Nematostella|LOC5519648	Clytia|LOC002010
OG0004830	Nematostella|LOC5506588	Clytia|LOC002013
OG0004831	Nematostella|LOC5510171	Clytia|LOC002015
OG0004832	Nematostella|LOC5511072	Clytia|LOC002024
OG0004833	Nematostella|LOC5508877	Clytia|LOC002029
OG0004834	Nematostella|LOC5519706	Clytia|LOC002033
OG0004836	Nematostella|LOC5517981	Clytia|LOC002056
OG0004838	Nematostella|LOC5506035	Clytia|LOC002082
OG0004840	Nematostella|LOC5505966	Clytia|LOC002091
OG0004841	Nematostella|LOC5519855	Clytia|LOC002097
OG0004842	Nematostella|LOC5502069	Clytia|LOC002101
OG0004843	Nematostella|LOC116618106	Clytia|LOC002116, Clytia|LOC023693
OG0004844	Nematostella|LOC5517837	Clytia|LOC002125
OG0004845	Nematostella|LOC5502067	Clytia|LOC002126
OG0004846	Nematostella|LOC5514841	Clytia|LOC002133
OG0004847	Nematostella|LOC5511730	Clytia|LOC002169
OG0004848	Nematostella|LOC5508472	Clytia|LOC002173
OG0004849	Nematostella|LOC5509621	Clytia|LOC002175
OG0004850	Nematostella|LOC5517670	Clytia|LOC002178
OG0004851	Nematostella|LOC5511720	Clytia|LOC002179
OG0004852	Nematostella|LOC5516861	Clytia|LOC002183
OG0004853	Nematostella|LOC116616954	Clytia|LOC002187
OG0004854	Nematostella|LOC5520203	Clytia|LOC002188
OG0004855	Nematostella|LOC5519237	Clytia|LOC002190
OG0004856	Nematostella|LOC5511738	Clytia|LOC002196
OG0004857	Nematostella|LOC5520622	Clytia|LOC002199
OG0004858	Nematostella|LOC5509567	Clytia|LOC002200
OG0004859	Nematostella|LOC5511729	Clytia|LOC002201
OG0004860	Nematostella|LOC5509307	Clytia|LOC002205
OG0004862	Nematostella|LOC5514486	Clytia|LOC002207
OG0004863	Nematostella|LOC5520570	Clytia|LOC002211
OG0004864	Nematostella|LOC5519224	Clytia|LOC002252
OG0004865	Nematostella|LOC5521985	Clytia|LOC002253
OG0004866	Nematostella|LOC5510616	Clytia|LOC002256
OG0004867	Nematostella|LOC116603702	Clytia|LOC002265
OG0004868	Nematostella|LOC116612227	Clytia|LOC002267
OG0004869	Nematostella|LOC5508884	Clytia|LOC002279
OG0004870	Nematostella|LOC5507403	Clytia|LOC002280
OG0004871	Nematostella|LOC5516477	Clytia|LOC002281
OG0004872	Nematostella|LOC5513624	Clytia|LOC002282
OG0004873	Nematostella|LOC5519154	Clytia|LOC002290
OG0004874	Nematostella|LOC5517716	Clytia|LOC002294
OG0004875	Nematostella|LOC5507186	Clytia|LOC002298
OG0004876	Nematostella|LOC5512221	Clytia|LOC002299
OG0004877	Nematostella|LOC116604619	Clytia|LOC002303
OG0004878	Nematostella|LOC5500846	Clytia|LOC002329
OG0004879	Nematostella|LOC5514276	Clytia|LOC002347
OG0004880	Nematostella|LOC5510236	Clytia|LOC002349
OG0004881	Nematostella|LOC5516468	Clytia|LOC002350
OG0004882	Nematostella|LOC5502679	Clytia|LOC002353
OG0004883	Nematostella|LOC5509440	Clytia|LOC002355
OG0004884	Nematostella|LOC116614574	Clytia|LOC002358
OG0004886	Nematostella|LOC5518359	Clytia|LOC002363
OG0004887	Nematostella|LOC5508941, Nematostella|LOC5500958	Clytia|LOC002366
OG0004888	Nematostella|LOC116617017	Clytia|LOC002369
OG0004889	Nematostella|LOC5514560	Clytia|LOC002374
OG0004890	Nematostella|LOC116614124	Clytia|LOC002378
OG0004891	Nematostella|LOC5504993	Clytia|LOC002388
OG0004892	Nematostella|LOC116617788	Clytia|LOC002390
OG0004894	Nematostella|LOC5509607	Clytia|LOC002438
OG0004896	Nematostella|LOC5506389	Clytia|LOC002443
OG0004897	Nematostella|LOC5508462	Clytia|LOC002445
OG0004898	Nematostella|LOC5520506	Clytia|LOC002447
OG0004900	Nematostella|LOC116603944	Clytia|LOC002471
OG0004901	Nematostella|LOC5514532	Clytia|LOC002474
OG0004902	Nematostella|LOC5509598	Clytia|LOC002476
OG0004903	Nematostella|LOC5509629	Clytia|LOC002481
OG0004904	Nematostella|LOC5502061	Clytia|LOC002527
OG0004905	Nematostella|LOC5504180	Clytia|LOC002529
OG0004906	Nematostella|LOC5504450	Clytia|LOC002531
OG0004907	Nematostella|LOC5520701	Clytia|LOC002536
OG0004908	Nematostella|LOC5503399	Clytia|LOC002537
OG0004909	Nematostella|LOC5518985	Clytia|LOC002539
OG0004910	Nematostella|LOC116604069	Clytia|LOC002540
OG0004911	Nematostella|LOC5511958	Clytia|LOC002541
OG0004912	Nematostella|LOC5500726	Clytia|LOC002550
OG0004913	Nematostella|LOC5507882	Clytia|LOC002564
OG0004914	Nematostella|LOC5505403	Clytia|LOC002601
OG0004915	Nematostella|LOC5521816	Clytia|LOC002603
OG0004916	Nematostella|LOC5513892	Clytia|LOC002609
OG0004917	Nematostella|LOC5507425	Clytia|LOC002613
OG0004918	Nematostella|LOC5519835	Clytia|LOC002614
OG0004919	Nematostella|LOC5505585	Clytia|LOC002621
OG0004920	Nematostella|LOC5520973	Clytia|LOC002623
OG0004921	Nematostella|LOC5516655	Clytia|LOC002627
OG0004922	Nematostella|LOC5510427	Clytia|LOC002631
OG0004923	Nematostella|LOC116603447	Clytia|LOC002633
OG0004924	Nematostella|LOC5504772	Clytia|LOC002634
OG0004925	Nematostella|LOC5513779	Clytia|LOC002639
OG0004926	Nematostella|LOC5508352	Clytia|LOC002642
OG0004927	Nematostella|LOC116607807	Clytia|LOC002649
OG0004928	Nematostella|LOC5513906	Clytia|LOC002650
OG0004929	Nematostella|LOC5513877	Clytia|LOC002651
OG0004930	Nematostella|LOC5515241	Clytia|LOC002680
OG0004931	Nematostella|LOC116611664	Clytia|LOC002687
OG0004932	Nematostella|LOC5516735	Clytia|LOC002693
OG0004933	Nematostella|LOC5515140	Clytia|LOC002701
OG0004934	Nematostella|LOC5504488	Clytia|LOC002705
OG0004936	Nematostella|LOC5519676	Clytia|LOC002714
OG0004938	Nematostella|LOC125570231	Clytia|LOC002742
OG0004939	Nematostella|LOC5514980	Clytia|LOC002754
OG0004940	Nematostella|LOC5514634	Clytia|LOC002755
OG0004941	Nematostella|LOC5504399	Clytia|LOC002757
OG0004942	Nematostella|LOC5513594	Clytia|LOC002759
OG0004943	Nematostella|LOC116620292	Clytia|LOC002771
OG0004944	Nematostella|LOC5508361	Clytia|LOC002776
OG0004945	Nematostella|LOC5508405	Clytia|LOC002780
OG0004946	Nematostella|LOC5504379	Clytia|LOC002781
OG0004947	Nematostella|LOC5502087	Clytia|LOC002782
OG0004948	Nematostella|LOC5517271	Clytia|LOC002784
OG0004949	Nematostella|LOC5505936	Clytia|LOC002785
OG0004950	Nematostella|LOC116616239	Clytia|LOC002804
OG0004951	Nematostella|LOC5511576	Clytia|LOC002830
OG0004952	Nematostella|LOC116601445	Clytia|LOC002841
OG0004953	Nematostella|LOC5521716	Clytia|LOC002843
OG0004954	Nematostella|LOC5513185	Clytia|LOC002848
OG0004957	Nematostella|LOC5508914	Clytia|LOC002862
OG0004958	Nematostella|LOC116611897	Clytia|LOC002864
OG0004959	Nematostella|LOC5514800	Clytia|LOC002867
OG0004960	Nematostella|LOC116609355	Clytia|LOC002880
OG0004961	Nematostella|LOC5517979	Clytia|LOC002894
OG0004962	Nematostella|LOC5513308	Clytia|LOC002905
OG0004963	Nematostella|LOC5516269	Clytia|LOC002906
OG0004965	Nematostella|LOC5511017	Clytia|LOC002925
OG0004966	Nematostella|LOC5516756	Clytia|LOC002933
OG0004967	Nematostella|LOC5518182	Clytia|LOC002940
OG0004969	Nematostella|LOC5509454	Clytia|LOC002953
OG0004970	Nematostella|LOC5511170	Clytia|LOC002971
OG0004971	Nematostella|LOC116613113	Clytia|LOC002973
OG0004972	Nematostella|LOC5520741	Clytia|LOC002999
OG0004973	Nematostella|LOC5506272	Clytia|LOC003032, Clytia|LOC003011
OG0004974	Nematostella|LOC5502736	Clytia|LOC003014
OG0004975	Nematostella|LOC5503932	Clytia|LOC003018
OG0004976	Nematostella|LOC5517451	Clytia|LOC003020
OG0004977	Nematostella|LOC5517467	Clytia|LOC003021
OG0004978	Nematostella|LOC5504880	Clytia|LOC003025
OG0004979	Nematostella|LOC5517449	Clytia|LOC003035
OG0004980	Nematostella|LOC116614107	Clytia|LOC003040
OG0004981	Nematostella|LOC5512285	Clytia|LOC003041
OG0004982	Nematostella|LOC5519038	Clytia|LOC003046
OG0004983	Nematostella|LOC5517435	Clytia|LOC003048
OG0004984	Nematostella|LOC5522161	Clytia|LOC003051
OG0004986	Nematostella|LOC5518104	Clytia|LOC003086
OG0004987	Nematostella|LOC5506629	Clytia|LOC003096
OG0004988	Nematostella|LOC5502911	Clytia|LOC003097
OG0004989	Nematostella|LOC116609798	Clytia|LOC003098
OG0004990	Nematostella|LOC5517308	Clytia|LOC003102
OG0004991	Nematostella|LOC5502982	Clytia|LOC003103
OG0004992	Nematostella|LOC5512374	Clytia|LOC003104
OG0004993	Nematostella|LOC5507075	Clytia|LOC003105
OG0004994	Nematostella|LOC5518191	Clytia|LOC003108
OG0004995	Nematostella|LOC5502303	Clytia|LOC003109
OG0004996	Nematostella|LOC5504907	Clytia|LOC003110
OG0004997	Nematostella|LOC5502691	Clytia|LOC003112
OG0004998	Nematostella|LOC116615044	Clytia|LOC003118
OG0004999	Nematostella|LOC5506655	Clytia|LOC003127
OG0005001	Nematostella|LOC5517238	Clytia|LOC003161
OG0005002	Nematostella|LOC5517295	Clytia|LOC003165
OG0005003	Nematostella|LOC116612189	Clytia|LOC003169
OG0005004	Nematostella|LOC5511051	Clytia|LOC003172
OG0005005	Nematostella|LOC5519101	Clytia|LOC003203, Clytia|LOC003180
OG0005006	Nematostella|LOC5505166	Clytia|LOC003191
OG0005007	Nematostella|LOC5504847	Clytia|LOC003193
OG0005008	Nematostella|LOC5503417	Clytia|LOC003194
OG0005010	Nematostella|LOC5513223	Clytia|LOC003199
OG0005012	Nematostella|LOC5519754	Clytia|LOC003206
OG0005014	Nematostella|LOC116614507	Clytia|LOC003251
OG0005016	Nematostella|LOC5509044	Clytia|LOC003259
OG0005017	Nematostella|LOC5512580	Clytia|LOC003265
OG0005018	Nematostella|LOC5521437	Clytia|LOC003267
OG0005019	Nematostella|LOC5504114	Clytia|LOC003268
OG0005020	Nematostella|LOC5510062	Clytia|LOC003271
OG0005021	Nematostella|LOC5518681	Clytia|LOC003278
OG0005023	Nematostella|LOC5520061	Clytia|LOC003330
OG0005024	Nematostella|LOC5518716	Clytia|LOC003331
OG0005025	Nematostella|LOC116602188	Clytia|LOC003344
OG0005026	Nematostella|LOC5512740	Clytia|LOC003346
OG0005028	Nematostella|LOC5504064	Clytia|LOC003360
OG0005029	Nematostella|LOC5512723	Clytia|LOC003364
OG0005030	Nematostella|LOC5512273	Clytia|LOC003371
OG0005031	Nematostella|LOC5505802, Nematostella|LOC5516998	Clytia|LOC003376
OG0005032	Nematostella|LOC5514232	Clytia|LOC003377
OG0005033	Nematostella|LOC5516175	Clytia|LOC003425
OG0005034	Nematostella|LOC5514653	Clytia|LOC003426
OG0005035	Nematostella|LOC5504959	Clytia|LOC003435
OG0005036	Nematostella|LOC5507212	Clytia|LOC003436
OG0005037	Nematostella|LOC116606013	Clytia|LOC003443
OG0005038	Nematostella|LOC5507237	Clytia|LOC003444
OG0005039	Nematostella|LOC5508594	Clytia|LOC003454
OG0005040	Nematostella|LOC5508920	Clytia|LOC003456
OG0005041	Nematostella|LOC5515320	Clytia|LOC003460
OG0005042	Nematostella|LOC5513860	Clytia|LOC003498
OG0005043	Nematostella|LOC5512608	Clytia|LOC003501
OG0005044	Nematostella|LOC5516962	Clytia|LOC003509, Clytia|LOC021207
OG0005045	Nematostella|LOC5514223	Clytia|LOC003511
OG0005049	Nematostella|LOC5525231	Clytia|LOC003560
OG0005050	Nematostella|LOC5516134	Clytia|LOC003561
OG0005051	Nematostella|LOC5519369	Clytia|LOC003565
OG0005052	Nematostella|LOC5521361	Clytia|LOC003566
OG0005053	Nematostella|LOC5506738	Clytia|LOC003580
OG0005054	Nematostella|LOC5507567	Clytia|LOC003592
OG0005057	Nematostella|LOC5501705	Clytia|LOC003601
OG0005058	Nematostella|LOC5505960	Clytia|LOC003611
OG0005059	Nematostella|LOC5511935	Clytia|LOC003652
OG0005060	Nematostella|LOC5520841	Clytia|LOC003653
OG0005061	Nematostella|LOC5500179	Clytia|LOC003654
OG0005063	Nematostella|LOC116616656	Clytia|LOC003661
OG0005064	Nematostella|LOC5510776	Clytia|LOC003663
OG0005065	Nematostella|LOC5502278	Clytia|LOC003673
OG0005066	Nematostella|LOC5512433	Clytia|LOC003676, Clytia|LOC003675
OG0005067	Nematostella|LOC5507865	Clytia|LOC003677
OG0005068	Nematostella|LOC5504618	Clytia|LOC003679
OG0005069	Nematostella|LOC5502998	Clytia|LOC003685
OG0005070	Nematostella|LOC5505742	Clytia|LOC003687
OG0005071	Nematostella|LOC5514877	Clytia|LOC003690
OG0005072	Nematostella|LOC5518900	Clytia|LOC003695
OG0005073	Nematostella|LOC5504444	Clytia|LOC003697
OG0005074	Nematostella|LOC5517405	Clytia|LOC003720
OG0005075	Nematostella|LOC5513248	Clytia|LOC003723
OG0005076	Nematostella|LOC5519959	Clytia|LOC003730
OG0005077	Nematostella|LOC5517472	Clytia|LOC003732
OG0005078	Nematostella|LOC5517242	Clytia|LOC003742
OG0005079	Nematostella|LOC5517062	Clytia|LOC003765
OG0005080	Nematostella|LOC5510516	Clytia|LOC003768
OG0005081	Nematostella|LOC5498110	Clytia|LOC003774
OG0005084	Nematostella|LOC5517145	Clytia|LOC003854
OG0005086	Nematostella|LOC5507503	Clytia|LOC003874
OG0005087	Nematostella|LOC5514420	Clytia|LOC003877
OG0005088	Nematostella|LOC5518073	Clytia|LOC003878
OG0005089	Nematostella|LOC5500874	Clytia|LOC003879
OG0005090	Nematostella|LOC5515917	Clytia|LOC003884
OG0005091	Nematostella|LOC5520959	Clytia|LOC003886
OG0005092	Nematostella|LOC5514025	Clytia|LOC003915
