Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_XeniaProteins
OG0006066	Nematostella|LOC5507822	Xenia|LOC124447164
OG0006067	Nematostella|LOC116608807	Xenia|LOC124445962
OG0006068	Nematostella|LOC5518189	Xenia|LOC124446417
OG0006069	Nematostella|LOC5510981	Xenia|LOC124445953
OG0006070	Nematostella|LOC116612367	Xenia|LOC124445427
OG0006071	Nematostella|LOC5511028	Xenia|LOC124451993
OG0006072	Nematostella|LOC116603387	Xenia|LOC124447494
OG0006073	Nematostella|LOC116603354	Xenia|LOC124445072
OG0006074	Nematostella|LOC5516169	Xenia|LOC124452853
OG0006075	Nematostella|LOC5516516	Xenia|LOC124445901
OG0006076	Nematostella|LOC5519236	Xenia|LOC124445801
OG0006079	Nematostella|LOC5508752	Xenia|LOC124449686
OG0006080	Nematostella|LOC5525240	Xenia|LOC124452414
OG0006081	Nematostella|LOC5514375	Xenia|LOC124452737
OG0006082	Nematostella|LOC5499414	Xenia|LOC124448470
OG0006083	Nematostella|LOC5510320, Nematostella|LOC116616659	Xenia|LOC124442878
OG0006084	Nematostella|LOC5513559	Xenia|LOC124445898
OG0006085	Nematostella|LOC5502827	Xenia|LOC124446646
OG0006086	Nematostella|LOC5508719	Xenia|LOC124459476
OG0006087	Nematostella|LOC5517628	Xenia|LOC124450999
OG0006088	Nematostella|LOC5517916	Xenia|LOC124439850
OG0006089	Nematostella|LOC5522088	Xenia|LOC124445975
OG0006090	Nematostella|LOC5516480	Xenia|LOC124447412
OG0006091	Nematostella|LOC5513546	Xenia|LOC124445172
OG0006092	Nematostella|LOC5507564	Xenia|LOC124451045
OG0006093	Nematostella|LOC5504324	Xenia|LOC124439848
OG0006094	Nematostella|LOC5520192	Xenia|LOC124458496
OG0006095	Nematostella|LOC5520138	Xenia|LOC124448454
OG0006096	Nematostella|LOC5516880	Xenia|LOC124448457
OG0006097	Nematostella|LOC5506071	Xenia|LOC124434455
OG0006098	Nematostella|LOC5517389	Xenia|LOC124434490
OG0006099	Nematostella|LOC5506418	Xenia|LOC124457263
OG0006100	Nematostella|LOC5521539	Xenia|LOC124445033
OG0006101	Nematostella|LOC5519374	Xenia|LOC124439276
OG0006102	Nematostella|LOC5514123	Xenia|LOC124438854
OG0006103	Nematostella|LOC5501998	Xenia|LOC124454671
OG0006104	Nematostella|LOC5510484	Xenia|LOC124453003
OG0006105	Nematostella|LOC5508812	Xenia|LOC124439233
OG0006106	Nematostella|LOC5516276	Xenia|LOC124439512
OG0006107	Nematostella|LOC5510710	Xenia|LOC124441117
OG0006108	Nematostella|LOC5505663	Xenia|LOC124439987
OG0006109	Nematostella|LOC5509089	Xenia|LOC124440667
OG0006110	Nematostella|LOC5516274	Xenia|LOC124439510
OG0006111	Nematostella|LOC5505906	Xenia|LOC124448921
OG0006112	Nematostella|LOC125561074	Xenia|LOC124447617
OG0006113	Nematostella|LOC5510866	Xenia|LOC124437628
OG0006114	Nematostella|LOC5518005	Xenia|LOC124437030
OG0006115	Nematostella|LOC5503485	Xenia|LOC124437834
OG0006116	Nematostella|LOC5501232	Xenia|LOC124437269
OG0006117	Nematostella|LOC5508854	Xenia|LOC124441278
OG0006118	Nematostella|LOC5518924	Xenia|LOC124441489
OG0006119	Nematostella|LOC5503929	Xenia|LOC124434170
OG0006120	Nematostella|LOC5506309	Xenia|LOC124435749
OG0006121	Nematostella|LOC5514390	Xenia|LOC124444686
OG0006122	Nematostella|LOC5515543	Xenia|LOC124440009
OG0006123	Nematostella|LOC5502932	Xenia|LOC124435092
OG0006124	Nematostella|LOC116614423	Xenia|LOC124433809
OG0006125	Nematostella|LOC5516581	Xenia|LOC124433932
OG0006126	Nematostella|LOC5511066	Xenia|LOC124451925
OG0006127	Nematostella|LOC5510546	Xenia|LOC124457481
OG0006128	Nematostella|LOC5504076	Xenia|LOC124451103
OG0006130	Nematostella|LOC5502897	Xenia|LOC124448369
OG0006131	Nematostella|LOC5501467	Xenia|LOC124442724
OG0006132	Nematostella|LOC5509906	Xenia|LOC124441298
OG0006133	Nematostella|LOC5515463	Xenia|LOC124445256
OG0006134	Nematostella|LOC5518851	Xenia|LOC124433260
OG0006136	Nematostella|LOC5514984	Xenia|LOC124440005
OG0006137	Nematostella|LOC5510183	Xenia|LOC124459595
OG0006138	Nematostella|LOC5501291	Xenia|LOC124438989
OG0006139	Nematostella|LOC5504984	Xenia|LOC124439496
OG0006140	Nematostella|LOC5522336	Xenia|LOC124439484
OG0006141	Nematostella|LOC5506059	Xenia|LOC124447405
OG0006142	Nematostella|LOC5522225	Xenia|LOC124438604
OG0006144	Nematostella|LOC5514108	Xenia|LOC124441817
OG0006145	Nematostella|LOC5521376	Xenia|LOC124447259
OG0006146	Nematostella|LOC5509696	Xenia|LOC124439162
OG0006147	Nematostella|LOC5512997	Xenia|LOC124442760
OG0006148	Nematostella|LOC116604161	Xenia|LOC124443974
OG0006149	Nematostella|LOC116614780	Xenia|LOC124456198
OG0006150	Nematostella|LOC5518238	Xenia|LOC124444677
OG0006151	Nematostella|LOC5510675	Xenia|LOC124437809
OG0006152	Nematostella|LOC5510909	Xenia|LOC124451833
OG0006153	Nematostella|LOC116604541	Xenia|LOC124453028
OG0006154	Nematostella|LOC5509852	Xenia|LOC124436360
OG0006155	Nematostella|LOC5518636	Xenia|LOC124450986
OG0006156	Nematostella|LOC5515490	Xenia|LOC124453306
OG0006158	Nematostella|LOC5504624	Xenia|LOC124435029
OG0006159	Nematostella|LOC5521856	Xenia|LOC124453617
OG0006161	Nematostella|LOC5512746	Xenia|LOC124434109
OG0006162	Nematostella|LOC5515824	Xenia|LOC124452630
OG0006163	Nematostella|LOC5521150	Xenia|LOC124453640
OG0006164	Nematostella|LOC5509028	Xenia|LOC124452537
OG0006165	Nematostella|LOC5503034	Xenia|LOC124450677
OG0006166	Nematostella|LOC5510593	Xenia|LOC124441353
OG0006167	Nematostella|LOC5511214	Xenia|LOC124456154
OG0006168	Nematostella|LOC5517793	Xenia|LOC124459572
OG0006169	Nematostella|LOC5505999	Xenia|LOC124456170
OG0006170	Nematostella|LOC5503433	Xenia|LOC124433784
OG0006172	Nematostella|LOC5510442	Xenia|LOC124443038
OG0006173	Nematostella|LOC5509910	Xenia|LOC124442589
OG0006174	Nematostella|LOC5505115	Xenia|LOC124442625
OG0006175	Nematostella|LOC5501031	Xenia|LOC124443249
OG0006176	Nematostella|LOC5507478	Xenia|LOC124440913
OG0006177	Nematostella|LOC5503175	Xenia|LOC124442631
OG0006178	Nematostella|LOC5502636	Xenia|LOC124443592
OG0006179	Nematostella|LOC5511959	Xenia|LOC124442747
OG0006180	Nematostella|LOC5521040	Xenia|LOC124444214
OG0006181	Nematostella|LOC5505694	Xenia|LOC124456269
OG0006182	Nematostella|LOC5515602	Xenia|LOC124440759
OG0006183	Nematostella|LOC5517156	Xenia|LOC124433346
OG0006184	Nematostella|LOC5520509	Xenia|LOC124447972
OG0006185	Nematostella|LOC5517386	Xenia|LOC124438976
OG0006187	Nematostella|LOC5517414	Xenia|LOC124442017
OG0006188	Nematostella|LOC5521092	Xenia|LOC124440301
OG0006189	Nematostella|LOC5521664	Xenia|LOC124453165
OG0006190	Nematostella|LOC5520428	Xenia|LOC124440134
OG0006191	Nematostella|LOC5507512	Xenia|LOC124434549
OG0006192	Nematostella|LOC5516047	Xenia|LOC124443104
OG0006193	Nematostella|LOC5509872	Xenia|LOC124446917
OG0006194	Nematostella|LOC116604614	Xenia|LOC124446547
OG0006195	Nematostella|LOC116602029	Xenia|LOC124433338
OG0006196	Nematostella|LOC5522083	Xenia|LOC124445393
OG0006197	Nematostella|LOC5502348	Xenia|LOC124439067
OG0006198	Nematostella|LOC5509874	Xenia|LOC124438436
OG0006199	Nematostella|LOC5519970	Xenia|LOC124452602
OG0006200	Nematostella|LOC5502956	Xenia|LOC124452734
OG0006201	Nematostella|LOC5503225	Xenia|LOC124459217
OG0006203	Nematostella|LOC5515115	Xenia|LOC124454081
OG0006204	Nematostella|LOC5507856	Xenia|LOC124441772
OG0006205	Nematostella|LOC5511901	Xenia|LOC124442977
OG0006206	Nematostella|LOC5514883	Xenia|LOC124442788
OG0006207	Nematostella|LOC5520769	Xenia|LOC124443031
OG0006208	Nematostella|LOC5519007	Xenia|LOC124441713
OG0006209	Nematostella|LOC5513276	Xenia|LOC124443624
OG0006210	Nematostella|LOC5520557	Xenia|LOC124457932
OG0006211	Nematostella|LOC5509603	Xenia|LOC124447921
OG0006212	Nematostella|LOC5509534	Xenia|LOC124449849
OG0006213	Nematostella|LOC5503872	Xenia|LOC124448466
OG0006214	Nematostella|LOC5509535	Xenia|LOC124447515
OG0006215	Nematostella|LOC5515956	Xenia|LOC124452939
OG0006216	Nematostella|LOC5520555, Nematostella|LOC5520665	Xenia|LOC124449398
OG0006217	Nematostella|LOC5502529	Xenia|LOC124439827
OG0006219	Nematostella|LOC5502415	Xenia|LOC124449588
OG0006220	Nematostella|LOC5506397	Xenia|LOC124448355
OG0006221	Nematostella|LOC116614245	Xenia|LOC124446903
OG0006222	Nematostella|LOC5511225	Xenia|LOC124443702
OG0006223	Nematostella|LOC5509390	Xenia|LOC124452649
OG0006224	Nematostella|LOC116621125	Xenia|LOC124453464
OG0006225	Nematostella|LOC5514960	Xenia|LOC124441978
OG0006226	Nematostella|LOC5505759	Xenia|LOC124451882
OG0006227	Nematostella|LOC5516230	Xenia|LOC124439105
OG0006230	Nematostella|LOC5514163	Xenia|LOC124433526
OG0006231	Nematostella|LOC5517614	Xenia|LOC124433524
OG0006232	Nematostella|LOC5513055	Xenia|LOC124433773
OG0006234	Nematostella|LOC5504183	Xenia|LOC124441286
OG0006235	Nematostella|LOC5514885	Xenia|LOC124442790
OG0006236	Nematostella|LOC5515998	Xenia|LOC124441755
OG0006237	Nematostella|LOC5518728	Xenia|LOC124444621
OG0006238	Nematostella|LOC5516005	Xenia|LOC124443500
OG0006239	Nematostella|LOC5507596	Xenia|LOC124442851
OG0006240	Nematostella|LOC5501939	Xenia|LOC124453675
OG0006241	Nematostella|LOC5513411	Xenia|LOC124437431
OG0006242	Nematostella|LOC5509303	Xenia|LOC124435313
OG0006243	Nematostella|LOC5509294	Xenia|LOC124435713
OG0006244	Nematostella|LOC5513128	Xenia|LOC124436154
OG0006245	Nematostella|LOC5500605	Xenia|LOC124441267
OG0006246	Nematostella|LOC5504085	Xenia|LOC124452600
OG0006247	Nematostella|LOC5520828	Xenia|LOC124441730
OG0006248	Nematostella|LOC5511838	Xenia|LOC124443109
OG0006249	Nematostella|LOC5505607	Xenia|LOC124449415
OG0006250	Nematostella|LOC5514953	Xenia|LOC124441836
OG0006251	Nematostella|LOC5510336	Xenia|LOC124441691
OG0006252	Nematostella|LOC5519781	Xenia|LOC124453202
OG0006253	Nematostella|LOC5509604	Xenia|LOC124448406
OG0006254	Nematostella|LOC5509658	Xenia|LOC124447720
OG0006255	Nematostella|LOC5506093	Xenia|LOC124449430
OG0006256	Nematostella|LOC5520369	Xenia|LOC124433537
OG0006257	Nematostella|LOC5498749	Xenia|LOC124447315
OG0006258	Nematostella|LOC5513528	Xenia|LOC124447505
OG0006259	Nematostella|LOC5506882	Xenia|LOC124449559
OG0006260	Nematostella|LOC5516443	Xenia|LOC124447124
OG0006261	Nematostella|LOC116614573	Xenia|LOC124453152
OG0006262	Nematostella|LOC5516531	Xenia|LOC124434738
OG0006263	Nematostella|LOC5501696	Xenia|LOC124441674
OG0006264	Nematostella|LOC5512844	Xenia|LOC124442410
OG0006265	Nematostella|LOC116620785	Xenia|LOC124443182
OG0006266	Nematostella|LOC5510250	Xenia|LOC124446566
OG0006267	Nematostella|LOC5515417	Xenia|LOC124446920
OG0006268	Nematostella|LOC5520802	Xenia|LOC124446324
OG0006269	Nematostella|LOC5513605	Xenia|LOC124446073
OG0006272	Nematostella|LOC116603361	Xenia|LOC124435433
OG0006273	Nematostella|LOC5516518	Xenia|LOC124442314
OG0006274	Nematostella|LOC116606599	Xenia|LOC124435506
OG0006275	Nematostella|LOC5511073	Xenia|LOC124435259
OG0006276	Nematostella|LOC5507308	Xenia|LOC124436142
OG0006278	Nematostella|LOC5521224	Xenia|LOC124440602
OG0006280	Nematostella|LOC5502539	Xenia|LOC124433272
OG0006281	Nematostella|LOC5510402	Xenia|LOC124452497
OG0006282	Nematostella|LOC5512646	Xenia|LOC124451482
OG0006283	Nematostella|LOC5516511	Xenia|LOC124445502
OG0006284	Nematostella|LOC116618194	Xenia|LOC124447097
OG0006285	Nematostella|LOC5509505	Xenia|LOC124445520
OG0006286	Nematostella|LOC5513971	Xenia|LOC124444654
OG0006287	Nematostella|LOC5502613	Xenia|LOC124438704
OG0006288	Nematostella|LOC116608845	Xenia|LOC124441220
OG0006289	Nematostella|LOC5513040	Xenia|LOC124442456
OG0006290	Nematostella|LOC5507271	Xenia|LOC124452382
OG0006291	Nematostella|LOC5505050	Xenia|LOC124441173
OG0006292	Nematostella|LOC5514949	Xenia|LOC124441830
OG0006294	Nematostella|LOC5504946	Xenia|LOC124448772
OG0006295	Nematostella|LOC5519318	Xenia|LOC124437956
OG0006296	Nematostella|LOC5502141	Xenia|LOC124447045
OG0006297	Nematostella|LOC5519885	Xenia|LOC124457982
OG0006298	Nematostella|LOC5502301	Xenia|LOC124445480
OG0006299	Nematostella|LOC5517272	Xenia|LOC124447583
OG0006300	Nematostella|LOC116619861	Xenia|LOC124445734
OG0006301	Nematostella|LOC5512408	Xenia|LOC124446159
OG0006302	Nematostella|LOC5522124	Xenia|LOC124456034
OG0006303	Nematostella|LOC5515083	Xenia|LOC124443483
OG0006304	Nematostella|LOC5510425	Xenia|LOC124441525
OG0006305	Nematostella|LOC5521620	Xenia|LOC124439998
OG0006306	Nematostella|LOC5505662	Xenia|LOC124439897
OG0006307	Nematostella|LOC5519264	Xenia|LOC124447541
OG0006308	Nematostella|LOC5512484	Xenia|LOC124446639
OG0006309	Nematostella|LOC5509091	Xenia|LOC124440121
OG0006310	Nematostella|LOC5515729	Xenia|LOC124456124
OG0006311	Nematostella|LOC5510642	Xenia|LOC124442075
OG0006312	Nematostella|LOC5505631	Xenia|LOC124458131
OG0006315	Nematostella|LOC5519390	Xenia|LOC124459014
OG0006316	Nematostella|LOC5509233	Xenia|LOC124433951
OG0006317	Nematostella|LOC5504237	Xenia|LOC124453104
OG0006318	Nematostella|LOC5508865	Xenia|LOC124434234
OG0006320	Nematostella|LOC116617838	Xenia|LOC124434065
OG0006322	Nematostella|LOC5510956	Xenia|LOC124441229
OG0006323	Nematostella|LOC116618793	Xenia|LOC124436801
OG0006324	Nematostella|LOC5505873	Xenia|LOC124437818
OG0006325	Nematostella|LOC5513365	Xenia|LOC124437337
OG0006326	Nematostella|LOC5500935	Xenia|LOC124437424
OG0006327	Nematostella|LOC5508064	Xenia|LOC124436340
OG0006328	Nematostella|LOC5510544	Xenia|LOC124457483
OG0006329	Nematostella|LOC5521247	Xenia|LOC124453500
OG0006330	Nematostella|LOC5511601	Xenia|LOC124434698
OG0006331	Nematostella|LOC5516583	Xenia|LOC124435504
OG0006332	Nematostella|LOC5511311	Xenia|LOC124434832
OG0006333	Nematostella|LOC5519568	Xenia|LOC124435044
OG0006334	Nematostella|LOC5507565	Xenia|LOC124434067
OG0006335	Nematostella|LOC116610742	Xenia|LOC124439238
OG0006336	Nematostella|LOC5515530	Xenia|LOC124439992
OG0006337	Nematostella|LOC5508944	Xenia|LOC124454668
OG0006338	Nematostella|LOC5513758	Xenia|LOC124435437
OG0006339	Nematostella|LOC5509321	Xenia|LOC124450323
OG0006340	Nematostella|LOC5516115	Xenia|LOC124434740
OG0006341	Nematostella|LOC5512941	Xenia|LOC124434300
OG0006342	Nematostella|LOC5507691	Xenia|LOC124434132
OG0006343	Nematostella|LOC5516359	Xenia|LOC124434196
OG0006344	Nematostella|LOC5513412	Xenia|LOC124436357
OG0006345	Nematostella|LOC5518591	Xenia|LOC124436950
OG0006346	Nematostella|LOC5501076	Xenia|LOC124453539
OG0006347	Nematostella|LOC5517898	Xenia|LOC124453752
OG0006348	Nematostella|LOC5521779	Xenia|LOC124452577
OG0006349	Nematostella|LOC5521781	Xenia|LOC124453454
OG0006351	Nematostella|LOC5511566	Xenia|LOC124434704
OG0006353	Nematostella|LOC5509830	Xenia|LOC124440094
OG0006354	Nematostella|LOC5512611	Xenia|LOC124436960
OG0006355	Nematostella|LOC5520299	Xenia|LOC124443475
OG0006356	Nematostella|LOC5519055	Xenia|LOC124436125
OG0006357	Nematostella|LOC5503159	Xenia|LOC124443178
OG0006358	Nematostella|LOC5515025	Xenia|LOC124445034
OG0006359	Nematostella|LOC5510548	Xenia|LOC124442709
OG0006361	Nematostella|LOC5513930	Xenia|LOC124445063
OG0006362	Nematostella|LOC5504019	Xenia|LOC124451771
OG0006363	Nematostella|LOC5519687	Xenia|LOC124443700
OG0006364	Nematostella|LOC5508845	Xenia|LOC124450285
OG0006365	Nematostella|LOC5506596	Xenia|LOC124440333
OG0006366	Nematostella|LOC5519712	Xenia|LOC124450325
OG0006367	Nematostella|LOC5511049	Xenia|LOC124450294
OG0006368	Nematostella|LOC5517656	Xenia|LOC124459552
OG0006369	Nematostella|LOC5517666	Xenia|LOC124447325
OG0006371	Nematostella|LOC5511708	Xenia|LOC124458498
OG0006372	Nematostella|LOC5509649	Xenia|LOC124445787
OG0006373	Nematostella|LOC5501797	Xenia|LOC124448008
OG0006374	Nematostella|LOC5505614	Xenia|LOC124449583
OG0006375	Nematostella|LOC5502885	Xenia|LOC124447913
OG0006376	Nematostella|LOC5511707	Xenia|LOC124447645
OG0006377	Nematostella|LOC5520945	Xenia|LOC124442904
OG0006378	Nematostella|LOC5509544	Xenia|LOC124447901
OG0006379	Nematostella|LOC5519100	Xenia|LOC124438394
OG0006380	Nematostella|LOC5506263	Xenia|LOC124439936
OG0006381	Nematostella|LOC5517100	Xenia|LOC124434564
OG0006382	Nematostella|LOC5515253	Xenia|LOC124439541
OG0006383	Nematostella|LOC5514790	Xenia|LOC124452931
OG0006384	Nematostella|LOC5521239	Xenia|LOC124453216
OG0006385	Nematostella|LOC5511701	Xenia|LOC124449397
OG0006386	Nematostella|LOC5508297	Xenia|LOC124448926
OG0006388	Nematostella|LOC5514504	Xenia|LOC124447705
OG0006389	Nematostella|LOC5520252	Xenia|LOC124448456
OG0006390	Nematostella|LOC116612487	Xenia|LOC124435398
OG0006391	Nematostella|LOC5509805	Xenia|LOC124434154
OG0006392	Nematostella|LOC5502220	Xenia|LOC124434967
OG0006394	Nematostella|LOC5522236	Xenia|LOC124435222
OG0006395	Nematostella|LOC5522005	Xenia|LOC124447502
OG0006396	Nematostella|LOC116609452	Xenia|LOC124443918
OG0006397	Nematostella|LOC5520816	Xenia|LOC124442973
OG0006398	Nematostella|LOC5509733	Xenia|LOC124441270
OG0006399	Nematostella|LOC5506160	Xenia|LOC124441721
OG0006400	Nematostella|LOC5511931	Xenia|LOC124443045
OG0006401	Nematostella|LOC5517056	Xenia|LOC124453656
OG0006402	Nematostella|LOC5517053	Xenia|LOC124444470
OG0006403	Nematostella|LOC5512432	Xenia|LOC124438739
OG0006404	Nematostella|LOC5519186	Xenia|LOC124446393
OG0006405	Nematostella|LOC5513604	Xenia|LOC124446578
OG0006408	Nematostella|LOC5510481	Xenia|LOC124434421
OG0006410	Nematostella|LOC5504189	Xenia|LOC124442762
OG0006411	Nematostella|LOC5508119	Xenia|LOC124447751
OG0006412	Nematostella|LOC5514923	Xenia|LOC124442598
OG0006413	Nematostella|LOC5514965	Xenia|LOC124442599
OG0006414	Nematostella|LOC5507872	Xenia|LOC124442191
OG0006415	Nematostella|LOC5512669	Xenia|LOC124447579
OG0006416	Nematostella|LOC5507553	Xenia|LOC124434424
OG0006417	Nematostella|LOC5501167	Xenia|LOC124438991
OG0006418	Nematostella|LOC5512581	Xenia|LOC124452798
OG0006419	Nematostella|LOC5507764	Xenia|LOC124452959
OG0006420	Nematostella|LOC5514810	Xenia|LOC124440300
OG0006421	Nematostella|LOC5521260	Xenia|LOC124439833
OG0006422	Nematostella|LOC5517873	Xenia|LOC124439410
OG0006423	Nematostella|LOC5508495	Xenia|LOC124440748
OG0006424	Nematostella|LOC5508762	Xenia|LOC124435764
OG0006425	Nematostella|LOC5517870	Xenia|LOC124439704
OG0006426	Nematostella|LOC5510863	Xenia|LOC124437815
OG0006428	Nematostella|LOC5510249	Xenia|LOC124446677
OG0006429	Nematostella|LOC5506318	Xenia|LOC124442749
OG0006430	Nematostella|LOC5511976	Xenia|LOC124441422
OG0006431	Nematostella|LOC5512990	Xenia|LOC124441871
OG0006432	Nematostella|LOC5522188	Xenia|LOC124444408
OG0006433	Nematostella|LOC5512592	Xenia|LOC124444326
OG0006434	Nematostella|LOC116620826	Xenia|LOC124452412
OG0006435	Nematostella|LOC5512073	Xenia|LOC124444484
OG0006436	Nematostella|LOC5506280	Xenia|LOC124459061
OG0006437	Nematostella|LOC5503973	Xenia|LOC124442272
OG0006438	Nematostella|LOC5513380	Xenia|LOC124437659
OG0006439	Nematostella|LOC5512242	Xenia|LOC124452674
OG0006440	Nematostella|LOC5502651	Xenia|LOC124444343
OG0006441	Nematostella|LOC5512255	Xenia|LOC124436604
OG0006442	Nematostella|LOC5506846	Xenia|LOC124436318
OG0006443	Nematostella|LOC5518355	Xenia|LOC124452633
OG0006444	Nematostella|LOC5517545	Xenia|LOC124458425
OG0006445	Nematostella|LOC5511777	Xenia|LOC124453569
OG0006446	Nematostella|LOC116611784	Xenia|LOC124449343
OG0006447	Nematostella|LOC5507541	Xenia|LOC124435069
OG0006448	Nematostella|LOC5502387	Xenia|LOC124434638
OG0006449	Nematostella|LOC5521420	Xenia|LOC124453669
OG0006450	Nematostella|LOC5516520	Xenia|LOC124435318
OG0006451	Nematostella|LOC116601459	Xenia|LOC124450618
OG0006452	Nematostella|LOC5500914	Xenia|LOC124438992
OG0006453	Nematostella|LOC5518892	Xenia|LOC124441028
OG0006454	Nematostella|LOC5501086	Xenia|LOC124439202
OG0006455	Nematostella|LOC5521147	Xenia|LOC124441795
OG0006456	Nematostella|LOC5505666	Xenia|LOC124442218
OG0006457	Nematostella|LOC116614807	Xenia|LOC124435321
OG0006459	Nematostella|LOC5521470	Xenia|LOC124435850
OG0006460	Nematostella|LOC5508154	Xenia|LOC124436842
OG0006462	Nematostella|LOC5501706	Xenia|LOC124439004
OG0006463	Nematostella|LOC5519998	Xenia|LOC124453720
OG0006464	Nematostella|LOC5515874	Xenia|LOC124434061
OG0006465	Nematostella|LOC5503019	Xenia|LOC124439022
OG0006466	Nematostella|LOC5511599	Xenia|LOC124453750
OG0006467	Nematostella|LOC5512878	Xenia|LOC124435036
OG0006468	Nematostella|LOC5515397	Xenia|LOC124445588
OG0006469	Nematostella|LOC5519912	Xenia|LOC124440620
OG0006470	Nematostella|LOC5512880	Xenia|LOC124435031
OG0006471	Nematostella|LOC116618794	Xenia|LOC124437031
OG0006472	Nematostella|LOC5513417	Xenia|LOC124436225
OG0006474	Nematostella|LOC116615067	Xenia|LOC124438220
OG0006476	Nematostella|LOC5507239	Xenia|LOC124437955
OG0006477	Nematostella|LOC5515177	Xenia|LOC124438222
OG0006478	Nematostella|LOC5507601	Xenia|LOC124440443
OG0006479	Nematostella|LOC5517122	Xenia|LOC124434114
OG0006481	Nematostella|LOC5512872	Xenia|LOC124434781
OG0006482	Nematostella|LOC5502890	Xenia|LOC124448291
OG0006483	Nematostella|LOC5502184	Xenia|LOC124436305
