Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_HydraProteins
OG0006514	Nematostella|LOC5509837	Hydra|LOC101240736
OG0006515	Nematostella|LOC5513668	Hydra|LOC100208025
OG0006516	Nematostella|LOC5518881	Hydra|LOC100198694
OG0006517	Nematostella|LOC5506505	Hydra|LOC101236710
OG0006518	Nematostella|LOC5504242	Hydra|LOC100215923
OG0006519	Nematostella|LOC5521242	Hydra|LOC124814471
OG0006520	Nematostella|LOC5521717	hywnt1
OG0006521	Nematostella|LOC5519462	Hydra|LOC100201323
OG0006522	Nematostella|LOC5503049	Hydra|LOC100200130
OG0006526	Nematostella|LOC5508012	Hydra|LOC100206948
OG0006527	Nematostella|LOC5520728	Hydra|LOC100207255
OG0006528	Nematostella|LOC5516057	Hydra|LOC100198869
OG0006529	Nematostella|LOC5502962	Hydra|LOC105845760
OG0006530	Nematostella|LOC5518430	Hydra|LOC100210364
OG0006531	Nematostella|LOC5517613	Hydra|LOC100213114
OG0006532	Nematostella|LOC5509868	Hydra|LOC101238484
OG0006533	Nematostella|LOC5513908	Hydra|LOC101239168
OG0006534	Nematostella|LOC5507106	Hydra|LOC100198392
OG0006536	Nematostella|LOC5520204	Hydra|LOC100192290
OG0006537	Nematostella|LOC5516873	Hydra|LOC100215532
OG0006539	Nematostella|LOC5514201	Hydra|LOC100214520
OG0006540	Nematostella|LOC5510022	Hydra|LOC100200092
OG0006541	Nematostella|LOC5520321	Hydra|LOC100197791
OG0006542	Nematostella|LOC5504311	Hydra|LOC100201243
OG0006543	Nematostella|LOC5514954	Hydra|LOC100203787
OG0006544	Nematostella|LOC5506487	Hydra|LOC100212691
OG0006546	Nematostella|LOC5503476	Hydra|LOC100198460
OG0006547	Nematostella|LOC116604379	Hydra|LOC100200716
OG0006548	Nematostella|LOC5507267	Hydra|LOC101234717
OG0006549	Nematostella|LOC5510882	Hydra|LOC100206370
OG0006550	Nematostella|LOC5506848	Hydra|LOC100200477
OG0006551	Nematostella|LOC5510787	Hydra|LOC100198293
OG0006552	Nematostella|LOC5508260	Hydra|LOC100210210
OG0006553	Nematostella|LOC5510614	Hydra|LOC100211216
OG0006554	Nematostella|LOC5502149	Hydra|LOC100200675
OG0006555	Nematostella|LOC5513591	Hydra|LOC100212246, Hydra|LOC100197995
OG0006556	Nematostella|LOC116604507	Hydra|LOC100210533
OG0006557	Nematostella|LOC5510684	Hydra|LOC100197357
OG0006558	Nematostella|LOC5513871	Hydra|LOC100202795
OG0006559	Nematostella|LOC116604499	Hydra|LOC100208297
OG0006560	Nematostella|LOC5521322	Hydra|LOC100201966
OG0006561	Nematostella|LOC5509428	Hydra|LOC100204266
OG0006562	Nematostella|LOC5514041	Hydra|LOC100212250
OG0006564	Nematostella|LOC5516198	Hydra|LOC100210641
OG0006565	Nematostella|LOC5509782	Hydra|LOC100204680
OG0006567	Nematostella|LOC5503784	Hydra|LOC100210809
OG0006568	Nematostella|LOC5510657	Hydra|LOC100205553
OG0006569	Nematostella|LOC5514344	Hydra|LOC101238687
OG0006570	Nematostella|LOC5505224	Hydra|LOC100215455
OG0006571	Nematostella|LOC5508925	Hydra|LOC100214056
OG0006572	Nematostella|LOC5507598	Hydra|LOC100208911
OG0006573	Nematostella|LOC5520393	Hydra|LOC100199004
OG0006574	Nematostella|LOC5520336	Hydra|LOC100207177
OG0006575	Nematostella|LOC5503961	Hydra|LOC100207168
OG0006578	Nematostella|LOC5516462	Hydra|LOC100199238
OG0006579	Nematostella|LOC5501116	Hydra|LOC100198050
OG0006580	Nematostella|LOC5503007	Hydra|LOC105845403
OG0006581	Nematostella|LOC5516223	Hydra|LOC100200697
OG0006582	Nematostella|LOC5512302	Hydra|LOC100197903
OG0006584	Nematostella|LOC5509069	Hydra|LOC100208132
OG0006585	Nematostella|LOC5521218	Hydra|LOC101235467
OG0006587	Nematostella|LOC5507690	Hydra|LOC100204516
OG0006588	Nematostella|LOC5503591	Hydra|LOC100210830
OG0006590	Nematostella|LOC5509206	Hydra|LOC100200793
OG0006591	Nematostella|LOC5514258	Hydra|LOC101238257
OG0006592	Nematostella|LOC5518451	Hydra|LOC105844532
OG0006593	Nematostella|LOC5519335	Hydra|LOC105848157
OG0006594	Nematostella|LOC5521074	Hydra|LOC100198167
OG0006595	Nematostella|LOC5515325	Hydra|LOC100212895
OG0006596	Nematostella|LOC116613343	Hydra|LOC100205561
OG0006597	Nematostella|LOC5504174	Hydra|LOC100210082
OG0006598	Nematostella|LOC5503587	Hydra|LOC100209074
OG0006599	Nematostella|LOC5520738	Hydra|LOC100203012
OG0006600	Nematostella|LOC5512573	Hydra|LOC100203870
OG0006601	Nematostella|LOC5513260	Hydra|LOC100214974
OG0006602	Nematostella|LOC5511629	Hydra|LOC100197245
OG0006603	Nematostella|LOC116614241	Hydra|LOC100206397
OG0006604	Nematostella|LOC5514427	Hydra|LOC100213111
OG0006605	Nematostella|LOC5511096	Hydra|LOC101236819
OG0006606	Nematostella|LOC116618481	Hydra|LOC100207607
OG0006607	Nematostella|LOC5507789	Hydra|LOC100203080
OG0006608	Nematostella|LOC5503324	Hydra|LOC101241763
OG0006609	Nematostella|LOC116604130	Hydra|LOC100203183
OG0006610	Nematostella|LOC5507823	Hydra|LOC100213064
OG0006611	Nematostella|LOC5520690	Hydra|LOC101237615
OG0006612	Nematostella|LOC5502445	Hydra|LOC101237508
OG0006613	Nematostella|LOC5515880	Hydra|LOC100200612
OG0006614	Nematostella|LOC5520875	Hydra|LOC100199634
OG0006615	Nematostella|LOC5514376	Hydra|LOC124815383
OG0006616	Nematostella|LOC5503613	Hydra|LOC101236702
OG0006617	Nematostella|LOC5517453	Hydra|LOC105845897
OG0006618	Nematostella|LOC5512144	Hydra|LOC100203522
OG0006619	Nematostella|LOC5505965	Hydra|LOC100209410
OG0006620	Nematostella|LOC5517754	Hydra|LOC100214249
OG0006621	Nematostella|LOC5516405	Hydra|LOC100212367
OG0006622	Nematostella|LOC5520972	Hydra|LOC101240473
OG0006623	Nematostella|LOC5507165	Hydra|LOC100199523
OG0006624	Nematostella|LOC116616208	Hydra|LOC100197581
OG0006625	Nematostella|LOC5502347	Hydra|LOC100208917
OG0006626	Nematostella|LOC5519145	Hydra|LOC100204476
OG0006627	Nematostella|LOC5517983	Hydra|LOC101240225
OG0006628	Nematostella|LOC5516774	Hydra|LOC101239359
OG0006629	Nematostella|LOC5516787	Hydra|LOC101239969
OG0006630	Nematostella|LOC5508490	Hydra|LOC100210083
OG0006631	Nematostella|LOC5516822	Hydra|LOC100206012
OG0006636	Nematostella|LOC5515919	Hydra|LOC124806523
OG0006637	Nematostella|LOC5513731	Hydra|LOC100197228
OG0006638	Nematostella|LOC5520911	Hydra|LOC100202331
OG0006640	Nematostella|LOC5508334	Hydra|LOC100205931
OG0006641	Nematostella|LOC5507362	Hydra|LOC100200426
OG0006642	Nematostella|LOC5518672	Hydra|LOC100206506
OG0006643	Nematostella|LOC5517630	Hydra|LOC105844784
OG0006644	Nematostella|LOC5507019	Hydra|LOC100214829
OG0006645	Nematostella|LOC5512567	Hydra|LOC100208721
OG0006646	Nematostella|LOC5504836	Hydra|LOC100198784
OG0006647	Nematostella|LOC5500545	Hydra|LOC100204669
OG0006648	Nematostella|LOC5505270	Hydra|LOC100203720
OG0006649	Nematostella|LOC5513519	Hydra|LOC100201150
OG0006650	Nematostella|LOC5506729	Hydra|LOC105843532
OG0006651	Nematostella|LOC5519076	Hydra|LOC100207052
OG0006652	Nematostella|LOC5502196	Hydra|LOC100199662
OG0006654	Nematostella|LOC5510532	Hydra|LOC100212292
OG0006656	Nematostella|LOC5505144	Hydra|LOC100211715
OG0006657	Nematostella|LOC5516555	Hydra|LOC100203678
OG0006658	Nematostella|LOC116618569	Hydra|LOC100198299
OG0006659	Nematostella|LOC5513695	Hydra|LOC100210071
OG0006661	Nematostella|LOC116618022	Hydra|LOC100215641
OG0006664	Nematostella|LOC5516308	Hydra|LOC101236625
OG0006665	Nematostella|LOC5519026	Hydra|LOC100211320
OG0006666	Nematostella|LOC5508100	Hydra|LOC100215551
OG0006667	Nematostella|LOC5507719	Hydra|LOC100205116
OG0006669	Nematostella|LOC5512250	Hydra|LOC100207272
OG0006670	Nematostella|LOC116604031	Hydra|LOC100203926
OG0006671	Nematostella|LOC5520780	Hydra|LOC100215131
OG0006672	Nematostella|LOC5512994	Hydra|LOC101241755
OG0006673	Nematostella|LOC5511222	Hydra|LOC100197924
OG0006674	Nematostella|LOC5517139	Hydra|LOC100207891
OG0006675	Nematostella|LOC5520447	Hydra|LOC100205589
OG0006676	Nematostella|LOC5511511	Hydra|LOC100207048
OG0006677	Nematostella|LOC116602160	Hydra|LOC124811942
OG0006678	Nematostella|LOC5518509	Hydra|LOC100210121
OG0006679	Nematostella|LOC5505711	Hydra|LOC100205388
OG0006681	Nematostella|LOC5507885	Hydra|LOC100211749
OG0006682	Nematostella|LOC5511783	Hydra|LOC100200891
OG0006683	Nematostella|LOC5505939	Hydra|LOC100215086
OG0006684	Nematostella|LOC5509033	Hydra|LOC100205303
OG0006686	Nematostella|LOC5516132	Hydra|LOC105851038
OG0006688	Nematostella|LOC5517566	Hydra|LOC100211949
OG0006690	Nematostella|LOC5504879	Hydra|LOC100199862
OG0006691	Nematostella|LOC5512333	Hydra|LOC100205481
OG0006692	Nematostella|LOC5514369	Hydra|LOC100213261
OG0006693	Nematostella|LOC5522103	Hydra|LOC100201900
OG0006694	Nematostella|LOC5512500	Hydra|LOC101235640
OG0006695	Nematostella|LOC5500098	Hydra|LOC105848605
OG0006696	Nematostella|LOC5512272	Hydra|LOC100208487
OG0006699	Nematostella|LOC5505584	Hydra|LOC100198597
OG0006700	Nematostella|LOC5510154	Hydra|LOC100202956
OG0006702	Nematostella|LOC5516577	Hydra|LOC105844493
OG0006703	Nematostella|LOC5501089	Hydra|LOC100202703
OG0006704	Nematostella|LOC5522343	Hydra|LOC100206132
OG0006705	Nematostella|LOC116619961	Hydra|LOC101235581
OG0006707	Nematostella|LOC5513627	Hydra|LOC100198405, Hydra|LOC100198444
OG0006708	Nematostella|LOC5510049	Hydra|LOC100214553
OG0006709	Nematostella|LOC5505382	Hydra|LOC100209870
OG0006710	Nematostella|LOC116603416	Hydra|LOC105847973
OG0006711	Nematostella|LOC5519573	Hydra|LOC101237845
OG0006712	Nematostella|LOC5520995	Hydra|LOC101235657
OG0006713	Nematostella|LOC5505446	Hydra|LOC100203038
OG0006714	Nematostella|LOC5505950	Hydra|LOC101235892
OG0006715	Nematostella|LOC5510294	Hydra|LOC100211329
OG0006716	Nematostella|LOC5518836	Hydra|LOC100197018
OG0006717	Nematostella|LOC5513535	Hydra|LOC100203392
OG0006718	Nematostella|LOC116613872	Hydra|LOC100197429
OG0006719	Nematostella|LOC5521567	Hydra|LOC100213614
OG0006720	Nematostella|LOC5513341	Hydra|LOC100206277
OG0006721	Nematostella|LOC5503621	Hydra|LOC100210784
OG0006722	Nematostella|LOC5505894	Hydra|LOC100199171
OG0006723	Nematostella|LOC5511725	Hydra|LOC100203338
OG0006724	Nematostella|LOC5503595	Hydra|LOC100208016
OG0006725	Nematostella|LOC116616060	Hydra|LOC100199646
OG0006727	Nematostella|LOC5515515	Hydra|LOC101238853
OG0006728	Nematostella|LOC5510129	Hydra|LOC100199621
OG0006729	Nematostella|LOC5506691	Hydra|LOC101236862
OG0006730	Nematostella|LOC5503173	Hydra|LOC100212574
OG0006731	Nematostella|LOC116614158	Hydra|LOC100209091
OG0006732	Nematostella|LOC5517243	Hydra|LOC100198330
OG0006733	Nematostella|LOC5507337	Hydra|LOC100215580
OG0006734	Nematostella|LOC5503258	Hydra|LOC100210918
OG0006735	Nematostella|LOC5520990	Hydra|LOC100206541
OG0006736	Nematostella|LOC5507464	Hydra|LOC100210460
OG0006737	Nematostella|LOC5517551	Hydra|LOC100209042
OG0006738	Nematostella|LOC5503093	Hydra|LOC100214782
OG0006739	Nematostella|LOC5503430	Hydra|LOC100205849
OG0006740	Nematostella|LOC5514404	Hydra|LOC100209262
OG0006741	Nematostella|LOC5504359	Hydra|LOC101238576
OG0006742	Nematostella|LOC5501854	Hydra|LOC100208996
OG0006743	Nematostella|LOC5504754	Hydra|LOC101239586
OG0006744	Nematostella|LOC5521630	Hydra|LOC100213955
OG0006745	Nematostella|LOC5516921	Hydra|LOC100215766
OG0006746	Nematostella|LOC5514481	Hydra|LOC100202102
OG0006747	Nematostella|LOC116603687	Hydra|LOC100214421
OG0006748	Nematostella|LOC5521558	Hydra|LOC100209034
OG0006749	Nematostella|LOC5499957	Hydra|LOC105848631
OG0006750	Nematostella|LOC5515317	Hydra|LOC100204458
OG0006752	Nematostella|LOC5513541	Hydra|LOC100200852
OG0006753	Nematostella|LOC5505346	Hydra|LOC101237540
OG0006754	Nematostella|LOC5503609	Hydra|LOC100212434
OG0006756	Nematostella|LOC5514198	Hydra|LOC100211405
OG0006757	Nematostella|LOC5520059	Hydra|LOC100207482
OG0006758	Nematostella|LOC5504092	Hydra|LOC100206588
OG0006759	Nematostella|LOC5509832	Hydra|LOC100212234
OG0006760	Nematostella|LOC5504938	Hydra|LOC101234883
OG0006761	Nematostella|LOC5517120	Hydra|LOC100203838
OG0006762	Nematostella|LOC5517818	Hydra|LOC100201743
OG0006763	Nematostella|LOC5517600	Hydra|LOC100203564
OG0006764	Nematostella|LOC5499773	Hydra|LOC100203728
OG0006765	Nematostella|LOC5502144	Hydra|LOC100204300
OG0006766	Nematostella|LOC5512652	Hydra|LOC100207085
OG0006767	Nematostella|LOC5516103	Hydra|LOC100202366
OG0006768	Nematostella|LOC5509338	Hydra|LOC100212126
OG0006769	Nematostella|LOC5509072	Hydra|LOC100204294
OG0006770	Nematostella|LOC5513744	Hydra|LOC100215054
OG0006772	Nematostella|LOC5519617	Hydra|LOC100204678
OG0006773	Nematostella|LOC5520513	Hydra|LOC100211442
OG0006775	Nematostella|LOC116618908	Hydra|LOC100202223
OG0006776	Nematostella|LOC5517773	Hydra|LOC124812295
OG0006777	Nematostella|LOC5515030	Hydra|LOC100213942
OG0006778	Nematostella|LOC5517378	Hydra|LOC100199352
OG0006779	Nematostella|LOC5510651	Hydra|LOC101237790
OG0006781	Nematostella|LOC5504460	Hydra|LOC100211988
OG0006782	Nematostella|LOC5508032	Hydra|LOC100211593
OG0006783	Nematostella|LOC5521472	Hydra|LOC100202903
OG0006784	Nematostella|LOC5506294	Hydra|LOC100209756
OG0006785	Nematostella|LOC5505056	Hydra|LOC100214432
OG0006786	Nematostella|LOC5510773	Hydra|LOC100206349
OG0006787	Nematostella|LOC5520614	Hydra|LOC100215540
OG0006788	Nematostella|LOC5509541	Hydra|LOC100208432
OG0006789	Nematostella|LOC5513133	Hydra|LOC100200412
OG0006790	Nematostella|LOC5503431	Hydra|LOC100199421
OG0006792	Nematostella|LOC5517664	Hydra|LOC105845445
OG0006793	Nematostella|LOC5517698	Hydra|LOC101238922
OG0006794	Nematostella|LOC116612435	Hydra|LOC101240323
OG0006795	Nematostella|LOC116611690	Hydra|LOC100205614
OG0006796	Nematostella|LOC5514579	Hydra|LOC100203542
OG0006797	Nematostella|LOC116612185	Hydra|LOC100199921
OG0006798	Nematostella|LOC5515542	Hydra|LOC100210572
OG0006799	Nematostella|LOC5506377	copb
OG0006800	Nematostella|LOC5510658	Hydra|LOC100198707
OG0006801	Nematostella|LOC5517069	Hydra|LOC101241046
OG0006802	Nematostella|LOC5521927	Hydra|LOC105843470
OG0006803	Nematostella|LOC5520628	Hydra|LOC100211857
OG0006804	Nematostella|LOC5506101	Hydra|LOC100205271
OG0006805	Nematostella|LOC5509668	Hydra|LOC100209693
OG0006806	Nematostella|LOC5508758	Hydra|LOC100215844
OG0006807	Nematostella|LOC5507364	Hydra|LOC100202492
OG0006808	Nematostella|LOC5513990	Hydra|LOC100199313
OG0006809	Nematostella|LOC5512741	Hydra|LOC100215576
OG0006810	Nematostella|LOC5513967	Hydra|LOC100203275
OG0006811	Nematostella|LOC5515925	Hydra|LOC100201206
OG0006812	Nematostella|LOC5517283	Hydra|LOC101240989
OG0006813	Nematostella|LOC5517331	Hydra|LOC100204386
OG0006814	Nematostella|LOC5515704	Hydra|LOC100210295
OG0006816	Nematostella|LOC5512722	Hydra|LOC101234320
OG0006817	Nematostella|LOC5507716	Hydra|LOC100208405
OG0006818	Nematostella|LOC5505435	Hydra|LOC100209849
OG0006819	Nematostella|LOC5516851	Hydra|LOC100202321
OG0006820	Nematostella|LOC5506889	Hydra|LOC100198563
OG0006821	Nematostella|LOC5505178	Hydra|LOC100206476
OG0006822	Nematostella|LOC5506727	Hydra|LOC101235468
OG0006823	Nematostella|LOC5501708	Hydra|LOC100201968
OG0006824	Nematostella|LOC5511260	Hydra|LOC100208429
OG0006825	Nematostella|LOC5507252	Hydra|LOC100199274
OG0006826	Nematostella|LOC5503776	Hydra|LOC100206632
OG0006827	Nematostella|LOC5512692	Hydra|LOC100197972
OG0006829	Nematostella|LOC5515995	Hydra|LOC100214211
OG0006830	Nematostella|LOC5517399	Hydra|LOC101237479
OG0006831	Nematostella|LOC5519571	Hydra|LOC100213671
OG0006832	Nematostella|LOC116603379	Hydra|LOC100198211
OG0006833	Nematostella|LOC5517957	Hydra|LOC100212317
OG0006834	Nematostella|LOC5518337	Hydra|LOC100211922
OG0006837	Nematostella|LOC5506878	Hydra|LOC100208057
OG0006838	Nematostella|LOC5502765	Hydra|LOC100206230
OG0006839	Nematostella|LOC5507653	Hydra|LOC100206693
OG0006840	Nematostella|LOC5505898	Hydra|LOC100197113
OG0006841	Nematostella|LOC5512938	Hydra|LOC100215306
OG0006842	Nematostella|LOC5513265	Hydra|LOC101237419
OG0006843	Nematostella|LOC5511536	Hydra|LOC100209482
OG0006844	Nematostella|LOC5518419	Hydra|LOC100209036
OG0006845	Nematostella|LOC5515797	Hydra|LOC100214873
OG0006846	Nematostella|LOC5515732	Hydra|LOC100207765
OG0006847	Nematostella|LOC5508951	Hydra|LOC100202504
OG0006848	Nematostella|LOC5511547	Hydra|LOC100204916
OG0006849	Nematostella|LOC5511378	Hydra|LOC100214820
OG0006850	Nematostella|LOC5502585	Hydra|LOC100204756
OG0006851	Nematostella|LOC5517402	Hydra|LOC100200076
OG0006852	Nematostella|LOC5511630	Hydra|LOC101238517
OG0006853	Nematostella|LOC5503223	Hydra|LOC100202672
OG0006854	Nematostella|LOC5505439	Hydra|LOC100210600
OG0006857	Nematostella|LOC5507643	Hydra|LOC100206914
OG0006858	Nematostella|LOC5509025	Hydra|LOC100213971
OG0006859	Nematostella|LOC5521288	Hydra|LOC101234626
OG0006860	Nematostella|LOC5513077	Hydra|LOC100214977
OG0006863	Nematostella|LOC5513760	Hydra|LOC100212337
OG0006864	Nematostella|LOC5502467	Hydra|LOC100207732
OG0006865	Nematostella|LOC116613255	Hydra|LOC100208157
OG0006867	Nematostella|LOC5505364	Hydra|LOC100202945
OG0006868	Nematostella|LOC116617591	Hydra|LOC100205471
OG0006870	Nematostella|LOC5519633	Hydra|LOC100213240
OG0006871	Nematostella|LOC116619287	Hydra|LOC100209744
OG0006873	Nematostella|LOC5520616	Hydra|LOC100207924
OG0006875	Nematostella|LOC5511561	Hydra|LOC101236024
OG0006876	Nematostella|LOC5506503	Hydra|LOC101241039
OG0006877	Nematostella|LOC116619551	Hydra|LOC101239728
OG0006879	Nematostella|LOC5518625	Hydra|LOC100212201
OG0006880	Nematostella|LOC5517060	Hydra|LOC100199773
OG0006881	Nematostella|LOC5515834	Hydra|LOC100214052
OG0006883	Nematostella|LOC5513020	Hydra|LOC100199147
OG0006884	Nematostella|LOC5500604	Hydra|LOC100209561
OG0006885	Nematostella|LOC5501359	Hydra|LOC101239495
OG0006886	Nematostella|LOC5504503	Hydra|LOC100208138
OG0006887	Nematostella|LOC5503903	Hydra|LOC100207296
OG0006888	Nematostella|LOC5516966	Hydra|LOC100197654
OG0006889	Nematostella|LOC116616094	Hydra|LOC100209139
OG0006890	Nematostella|LOC5518245	Hydra|LOC100210591
OG0006891	Nematostella|LOC5508336	Hydra|LOC105843448
OG0006892	Nematostella|LOC5521096	Hydra|LOC100214068
OG0006893	Nematostella|LOC5516690	Hydra|LOC100210278
OG0006894	Nematostella|LOC5513527	Hydra|LOC105843289
OG0006895	Nematostella|LOC5506285	Hydra|LOC101238201
OG0006896	Nematostella|LOC5504823	Hydra|LOC100201616
OG0006897	Nematostella|LOC5509958	Hydra|LOC100214610
OG0006898	Nematostella|LOC5506851	Hydra|LOC105847185
OG0006899	Nematostella|LOC5510800	Hydra|LOC101234558
OG0006900	Nematostella|LOC116613809	Hydra|LOC100212983
OG0006901	Nematostella|LOC5509992	Hydra|LOC100197207
OG0006902	Nematostella|LOC5499198	Hydra|LOC100212546
OG0006903	Nematostella|LOC5503655	Hydra|LOC100204025
OG0006904	Nematostella|LOC5507868	Hydra|LOC100211664
OG0006905	Nematostella|LOC5504406	Hydra|LOC105850809
OG0006906	Nematostella|LOC5498109	Hydra|LOC124818502
OG0006908	Nematostella|LOC5504640	Hydra|LOC100200861
OG0006909	Nematostella|LOC5515499	Hydra|LOC100212794
OG0006911	Nematostella|LOC5505697	Hydra|LOC105844344
OG0006912	Nematostella|LOC5503864	Hydra|LOC100200661
OG0006913	Nematostella|LOC5500974	Hydra|LOC101241465
OG0006915	Nematostella|LOC5511427	Hydra|LOC100208452
OG0006919	Nematostella|LOC5518286	Hydra|LOC100202352
OG0006920	Nematostella|LOC116620897	Hydra|LOC100214307
OG0006921	Nematostella|LOC5500559	Hydra|LOC100207702
OG0006922	Nematostella|LOC5512169	Hydra|LOC100203930
OG0006923	Nematostella|LOC5501853	Hydra|LOC100211665
OG0006924	Nematostella|LOC116617638	Hydra|LOC100211089
OG0006925	Nematostella|LOC5515143	Hydra|LOC100205143
OG0006926	Nematostella|LOC116619277	Hydra|LOC101240371
OG0006928	Nematostella|LOC5504856	Hydra|LOC100201883
OG0006929	Nematostella|LOC5512127	Hydra|LOC100202478
OG0006933	Nematostella|LOC5517177	Hydra|LOC100203583
OG0006934	Nematostella|LOC5518946	Hydra|LOC101236568
OG0006935	Nematostella|LOC5514944	Hydra|LOC124818962, Hydra|LOC100213182
OG0006936	Nematostella|LOC5507131	Hydra|LOC100202624
OG0006937	Nematostella|LOC5519296	Hydra|LOC100208508
OG0006938	Nematostella|LOC5521700	Hydra|LOC100197614
OG0006940	Nematostella|LOC5516267	Hydra|LOC101234411
OG0006941	Nematostella|LOC5521061	Hydra|LOC100204600
OG0006942	Nematostella|LOC5502831	Hydra|LOC100212839
OG0006943	Nematostella|LOC5504540	Hydra|LOC100207968
OG0006946	Nematostella|LOC116604623	Hydra|LOC100203248
OG0006947	Nematostella|LOC116619628	Hydra|LOC100208468
OG0006948	Nematostella|LOC5516626	Hydra|LOC100199105
OG0006949	Nematostella|LOC5501671, Nematostella|LOC125572387	Hydra|LOC100202316
OG0006950	Nematostella|LOC5519763	Hydra|LOC101236390
OG0006953	Nematostella|LOC5515759	Hydra|LOC105843992
OG0006957	Nematostella|LOC116620371	Hydra|LOC100207767
OG0006959	Nematostella|LOC5509045	Hydra|LOC100209212
OG0006960	Nematostella|LOC5516970	Hydra|LOC105843841
OG0006961	Nematostella|LOC5509324	Hydra|LOC100215651
OG0006962	Nematostella|LOC5499572	Hydra|LOC101234525
OG0006963	Nematostella|LOC5507658	Hydra|LOC101236705
OG0006964	Nematostella|LOC5518294	Hydra|LOC100206531
